periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
02/2025;qtd_aprovada;"313000 IBITURUNA";89;6;10;-;-;-;-;-;-;-;-;-;-;-;-;5;479;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;628
02/2025;qtd_aprovada;"313005 ICARAI DE MINAS";-;4;-;5214;-;-;74;-;-;-;-;-;-;-;-;-;4238;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;9661
02/2025;qtd_aprovada;"313010 IGARAPE";7914;93;60;18351;-;2093;2098;226;262;61;353;-;5272;-;-;1288;49091;1200;3179;-;-;-;-;66;-;-;-;-;41;1044;-;2;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;20;-;-;308;-;-;-;-;-;93044
02/2025;qtd_aprovada;"313020 IGARATINGA";296;31;-;7365;-;-;-;-;-;-;-;-;5;-;-;110;6429;198;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;805;-;-;-;-;-;15259
02/2025;qtd_aprovada;"313030 IGUATAMA";1;23;-;2162;-;206;111;-;-;-;-;-;148;-;-;8;4863;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1801;-;-;-;-;-;9343
02/2025;qtd_aprovada;"313040 IJACI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;qtd_aprovada;"313050 ILICINEA";-;-;-;84;-;509;-;-;-;-;-;-;-;-;-;-;499;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;278;-;-;-;-;-;1371
02/2025;qtd_aprovada;"313055 IMBE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;1905;-;-;-;-;-;2143
02/2025;qtd_aprovada;"313060 INCONFIDENTES";-;54;-;-;-;-;-;-;-;-;-;-;42;-;-;-;112;54;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252;-;-;-;-;-;554
02/2025;qtd_aprovada;"313065 INDAIABIRA";-;-;-;1402;-;-;-;-;-;-;-;-;-;-;-;-;274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;1728
02/2025;qtd_aprovada;"313070 INDIANOPOLIS";25;7;-;3910;-;186;-;-;-;-;-;-;-;-;-;-;1511;386;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2611;-;-;-;-;-;8690
02/2025;qtd_aprovada;"313080 INGAI";-;-;-;791;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;791
02/2025;qtd_aprovada;"313090 INHAPIM";1;-;42;3960;1097;861;-;-;-;-;-;-;215;-;-;112;11875;1147;-;-;-;-;-;-;-;-;151;-;22;-;-;-;-;-;-;-;-;3;-;1;-;45;-;-;-;-;-;-;-;-;-;-;-;6537;-;-;-;-;-;26069
02/2025;qtd_aprovada;"313100 INHAUMA";-;18;-;2238;-;-;8;-;-;-;-;-;214;-;-;-;1214;85;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;208;-;-;-;-;-;4086
02/2025;qtd_aprovada;"313110 INIMUTABA";1;17;-;1994;-;-;58;-;-;-;-;-;-;-;-;-;164;251;-;-;-;-;-;-;-;-;15;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3121;-;-;-;-;-;5622
02/2025;qtd_aprovada;"313115 IPABA";-;-;13;3697;-;309;174;-;-;-;-;-;120;-;-;101;6370;868;-;-;-;-;8;-;-;-;31;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;862;-;-;-;-;-;12592
02/2025;qtd_aprovada;"313120 IPANEMA";335;95;-;4906;-;1280;80;-;-;-;-;-;3;-;-;39;12267;308;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;5561;-;-;-;-;-;24924
02/2025;qtd_aprovada;"313130 IPATINGA";456;488;176;109003;1411;8644;5235;2336;284;149;186;9;13258;1784;6;4458;60004;7209;415;1933;2822;1500;1477;168;-;-;923;-;16;108;-;79;44;21;-;-;1;-;198;12;-;220;31;86;-;-;-;115;-;-;4666;116;-;5516;-;-;-;-;-;235563
02/2025;qtd_aprovada;"313140 IPIACU";561;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1031;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;482;-;-;-;-;-;2115
02/2025;qtd_aprovada;"313150 IPUIUNA";17;10;-;3583;-;-;121;31;-;-;-;-;20;-;-;-;3565;296;-;-;-;-;-;14;-;-;22;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;707;-;-;-;-;-;8421
02/2025;qtd_aprovada;"313160 IRAI DE MINAS";-;-;-;-;-;373;-;-;-;-;-;-;25;-;-;120;2183;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2731
02/2025;qtd_aprovada;"313170 ITABIRA";36125;894;129;62312;1531;3988;2444;1192;279;3;342;-;3616;80;1;1647;35370;2630;1316;796;2627;23;1094;99;-;-;470;-;48;254;15;76;29;26;1;-;5;-;179;1;-;306;46;-;-;-;-;-;-;320708;54;104;-;2452;-;-;-;-;-;483312
02/2025;qtd_aprovada;"313180 ITABIRINHA";353;8;-;1462;-;461;165;-;-;-;-;-;-;-;-;132;5189;-;-;-;-;-;-;-;-;-;-;-;-;198;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;264;-;-;-;-;-;8275
02/2025;qtd_aprovada;"313190 ITABIRITO";458;9;379;6781;-;1921;795;-;-;-;3;-;282;-;-;1711;32137;1157;172;-;-;-;1077;49;-;-;110;-;-;-;-;-;-;12;-;-;-;-;95;-;-;20;-;-;-;-;-;-;-;-;1475;-;-;3005;-;-;-;-;-;51648
02/2025;qtd_aprovada;"313200 ITACAMBIRA";5;27;-;593;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;320;-;-;-;-;-;1046
02/2025;qtd_aprovada;"313210 ITACARAMBI";4732;93;1;-;-;221;356;-;-;-;-;-;106;-;-;121;7086;260;7;-;-;-;96;1;-;-;26;-;4;-;-;-;-;-;-;-;-;-;144;-;-;66;-;-;-;-;-;-;-;-;34;-;-;3228;-;-;-;-;-;16582
02/2025;qtd_aprovada;"313220 ITAGUARA";1700;64;-;1156;-;284;14;-;-;-;-;-;95;-;-;16;6954;230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;6689;-;-;-;-;-;17221
02/2025;qtd_aprovada;"313230 ITAIPE";-;-;-;1771;-;532;-;-;-;-;-;-;-;-;-;-;383;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;661;-;-;-;-;-;3432
02/2025;qtd_aprovada;"313240 ITAJUBA";11949;-;397;29436;403;2414;793;85;12;11;1;3;6815;34;-;461;22918;898;200;-;2191;21;549;-;-;-;38;-;1;211;2;-;5;21;-;-;-;-;302;-;-;-;15;124;-;-;-;119;-;-;55;24;-;1052;-;-;-;-;-;81560
02/2025;qtd_aprovada;"313250 ITAMARANDIBA";8173;171;351;10308;37;2106;491;4;-;-;23;-;422;-;-;2332;46230;391;15;-;-;-;1826;63;-;-;96;-;12;-;-;-;1;10;-;-;-;-;241;-;-;-;-;-;-;-;-;-;-;-;35;-;-;8580;-;-;-;-;-;81918
02/2025;qtd_aprovada;"313260 ITAMARATI DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;524;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1259;-;-;-;-;-;1783
02/2025;qtd_aprovada;"313270 ITAMBACURI";-;36;3;8453;-;1394;-;-;-;-;-;-;46;-;-;-;7152;400;-;-;-;-;-;-;-;-;20;-;5;-;-;-;2;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;21;-;-;248;-;-;-;-;-;17799
02/2025;qtd_aprovada;"313280 ITAMBE DO MATO DENTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1149
02/2025;qtd_aprovada;"313290 ITAMOGI";-;-;-;3365;32;584;602;53;60;-;106;-;410;-;-;35;6199;162;-;-;-;-;-;1;-;-;92;-;-;2;-;11;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;16;-;-;3204;-;-;-;-;-;14936
02/2025;qtd_aprovada;"313300 ITAMONTE";6953;75;123;2659;-;751;-;-;-;-;-;-;95;-;-;795;13764;-;-;-;-;-;3121;4;-;-;71;-;1;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28533
02/2025;qtd_aprovada;"313310 ITANHANDU";300;110;676;6593;-;320;181;-;-;-;-;-;7153;-;-;518;11413;-;4462;-;-;-;393;2;-;-;26;-;52;333;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;6;-;-;2471;-;-;-;-;-;35153
02/2025;qtd_aprovada;"313320 ITANHOMI";1;28;1;704;-;151;-;-;-;-;-;-;-;-;-;-;1535;-;7;-;-;-;-;3;-;-;34;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;544;-;-;-;-;-;3010
02/2025;qtd_aprovada;"313330 ITAOBIM";579;-;4;6567;1002;578;146;2;-;-;-;-;492;6;-;91;7732;-;692;-;2046;3;-;-;-;-;21;-;-;20;-;-;-;-;-;-;-;-;-;-;-;4;11;-;-;-;-;-;-;-;143;17;-;1140;-;-;-;-;-;21296
02/2025;qtd_aprovada;"313340 ITAPAGIPE";4499;22;534;2946;-;994;221;-;-;-;-;-;79;-;148;1448;12965;515;2;-;-;-;44;49;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;2106;-;-;-;-;-;26649
02/2025;qtd_aprovada;"313350 ITAPECERICA";-;-;-;-;-;639;-;-;-;-;-;-;102;-;-;-;6594;365;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2343;-;-;-;-;-;10180
02/2025;qtd_aprovada;"313360 ITAPEVA";-;33;-;2816;-;-;99;-;-;-;-;-;15;-;-;-;5245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;260;-;-;-;-;-;8494
02/2025;qtd_aprovada;"313370 ITATIAIUCU";-;61;3017;17911;-;800;-;-;-;-;-;-;-;-;-;421;14856;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1309;-;-;-;-;-;38382
02/2025;qtd_aprovada;"313375 ITAU DE MINAS";10306;-;148;3492;-;517;80;-;-;-;-;-;207;-;-;1914;19577;221;-;-;-;-;377;-;-;-;83;-;11;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;26;-;-;683;-;-;-;-;-;37650
02/2025;qtd_aprovada;"313380 ITAUNA";3027;186;97;16086;351;1998;300;705;30;-;27;-;838;44;-;84;26710;327;126;447;1256;50;2269;3;-;-;399;-;16;223;12;9;11;16;-;-;4;-;303;-;-;15;18;-;-;-;-;-;-;-;23;22;-;996;-;-;-;-;-;57028
02/2025;qtd_aprovada;"313390 ITAVERAVA";-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;416;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575
02/2025;qtd_aprovada;"313400 ITINGA";1442;-;-;1762;-;263;30;-;-;-;-;-;-;-;-;-;155;812;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2264;-;-;-;-;-;6728
02/2025;qtd_aprovada;"313410 ITUETA";-;33;-;4662;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;299;-;-;-;-;-;5071
02/2025;qtd_aprovada;"313420 ITUIUTABA";62232;143;479;24464;-;2259;692;110;-;-;21;-;2016;216;10;4005;91628;4860;1178;-;2298;599;1572;230;-;-;253;-;7;19;2;-;8;3;-;-;-;-;237;-;-;-;13;11;-;-;-;-;-;150590;1355;31;-;15899;-;-;-;-;-;367440
02/2025;qtd_aprovada;"313430 ITUMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
02/2025;qtd_aprovada;"313440 ITURAMA";10344;112;35;7526;-;1120;356;137;28;-;42;-;433;7;26;996;25927;880;4;-;-;13;83;5;-;-;48;-;1;30;-;-;36;1;-;-;-;-;17;1;-;-;-;-;-;-;-;-;-;-;21;-;-;8777;-;-;-;-;-;57006
02/2025;qtd_aprovada;"313450 ITUTINGA";770;-;31;-;-;-;-;-;-;-;-;-;39;-;-;360;3716;270;-;-;-;-;218;-;-;-;11;-;3;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;20;-;-;690;-;-;-;-;-;6153
02/2025;qtd_aprovada;"313460 JABOTICATUBAS";1818;8;706;15599;-;-;52;-;-;-;-;-;88;-;-;61;12162;65;-;-;-;-;-;-;-;-;85;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;635;-;-;-;-;-;31280
02/2025;qtd_aprovada;"313470 JACINTO";3097;20;10;5111;-;1363;687;65;34;-;121;1;145;-;-;-;2651;603;1;-;-;-;-;2;-;-;26;-;-;9;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;20;-;-;655;-;-;-;-;-;14623
02/2025;qtd_aprovada;"313480 JACUI";1556;19;-;1189;-;288;115;-;-;-;-;-;7;-;-;-;1685;326;-;-;-;-;-;-;-;-;25;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1893;-;-;-;-;-;7104
02/2025;qtd_aprovada;"313490 JACUTINGA";77;-;24;-;-;-;-;-;-;-;-;-;3;-;-;64;6010;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6272
02/2025;qtd_aprovada;"313500 JAGUARACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;347;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;661;-;-;-;-;-;1030
02/2025;qtd_aprovada;"313505 JAIBA";7;59;-;767;-;417;-;-;-;-;-;-;128;-;-;-;13984;-;6;-;-;-;-;-;-;-;80;-;3;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;7056;-;-;-;-;-;22546
02/2025;qtd_aprovada;"313507 JAMPRUCA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
02/2025;qtd_aprovada;"313510 JANAUBA";1936;461;4;37190;983;2358;1435;1782;524;-;167;-;4306;18;-;1039;48426;806;1455;-;2742;16;-;351;-;-;170;-;8;112;-;1;3;1;-;-;1;-;-;-;-;-;39;-;-;-;-;-;-;-;249;21;-;8480;-;-;-;-;-;115084
02/2025;qtd_aprovada;"313520 JANUARIA";41670;-;245;8126;-;1442;703;349;27;-;73;6;433;-;25;1292;69369;828;4;-;1236;25;3376;223;-;-;415;-;4;39;-;1;-;-;-;-;-;-;613;-;-;35;20;-;-;-;-;-;-;142485;41;47;-;6083;-;-;-;-;-;279235
02/2025;qtd_aprovada;"313530 JAPARAIBA";-;4;-;1306;-;-;-;-;-;-;-;-;-;-;-;-;1266;245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1643;-;-;-;-;-;4464
02/2025;qtd_aprovada;"313535 JAPONVAR";244;-;-;-;-;-;-;-;-;-;-;-;-;-;-;145;5111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;249;-;-;-;-;-;5781
02/2025;qtd_aprovada;"313540 JECEABA";-;48;1;13742;-;-;-;-;-;-;-;-;4;-;-;-;1533;307;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;15828
02/2025;qtd_aprovada;"313545 JENIPAPO DE MINAS";486;6;-;957;-;-;-;-;-;-;-;-;150;-;-;202;2970;445;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2182;-;-;-;-;-;7399
02/2025;qtd_aprovada;"313550 JEQUERI";-;42;-;-;-;15;-;-;-;-;-;-;-;-;-;10;918;195;-;-;-;-;22;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1925;-;-;-;-;-;3167
02/2025;qtd_aprovada;"313560 JEQUITAI";1746;10;1;1478;-;-;-;-;-;-;-;-;-;-;-;-;508;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252;-;-;-;-;-;3995
02/2025;qtd_aprovada;"313570 JEQUITIBA";128;50;-;1080;-;-;39;-;-;-;-;-;97;-;-;63;3596;460;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;608;-;-;-;-;-;6223
02/2025;qtd_aprovada;"313580 JEQUITINHONHA";9;-;27;134;-;455;166;-;-;-;-;-;830;-;-;-;8796;663;-;-;-;-;311;-;-;-;34;-;31;-;-;1;-;3;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;23;-;-;6672;-;-;-;-;-;18315
02/2025;qtd_aprovada;"313590 JESUANIA";8;20;-;1190;-;-;-;-;-;-;-;-;-;-;-;-;446;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;-;-;-;-;-;1848
02/2025;qtd_aprovada;"313600 JOAIMA";-;-;-;1474;-;147;-;-;-;-;-;-;80;-;-;-;3115;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1015;-;-;-;-;-;5858
02/2025;qtd_aprovada;"313610 JOANESIA";745;10;-;-;-;-;-;-;-;-;-;-;41;-;-;-;671;113;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;229;-;-;-;-;-;1809
02/2025;qtd_aprovada;"313620 JOAO MONLEVADE";362;85;43;44285;868;1209;1365;766;154;28;187;-;1322;16;-;97;26684;4083;73;-;2229;12;277;8;-;-;141;-;3;7;-;5;33;11;1;-;-;-;145;-;-;92;21;-;-;-;-;-;-;-;121;17;-;8726;-;-;-;-;-;93476
02/2025;qtd_aprovada;"313630 JOAO PINHEIRO";1753;-;232;15981;240;480;331;198;-;-;-;-;36;-;-;1186;26864;43;27;-;-;-;802;-;-;-;13;-;17;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48321
02/2025;qtd_aprovada;"313640 JOAQUIM FELICIO";-;109;-;869;-;-;-;-;-;-;-;-;-;-;-;4;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;1337;-;-;-;-;-;2474
02/2025;qtd_aprovada;"313650 JORDANIA";13;15;-;1473;-;-;-;-;-;-;-;-;-;-;-;-;1047;-;-;-;-;-;-;-;-;-;34;-;12;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;2670
02/2025;qtd_aprovada;"313652 JOSE GONCALVES DE MINAS";-;6;1308;1308;-;-;-;-;-;-;-;-;25;-;-;-;256;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1564;-;-;-;-;-;4488
02/2025;qtd_aprovada;"313655 JOSE RAYDAN";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1056;-;-;-;-;-;1076
02/2025;qtd_aprovada;"313657 JOSENOPOLIS";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;374;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;453
02/2025;qtd_aprovada;"313660 NOVA UNIAO";1814;-;29;1109;-;-;36;-;-;-;-;-;70;-;-;232;5892;540;-;-;-;-;281;-;-;-;37;-;-;-;24;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10073
02/2025;qtd_aprovada;"313665 JUATUBA";4542;29;157;8807;-;568;-;-;-;-;-;-;190;-;-;864;18175;117;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;455;-;-;-;-;-;33956
02/2025;qtd_aprovada;"313670 JUIZ DE FORA";5443;760;5337;258858;5748;8745;3655;1034;467;7;528;4;29644;3674;-;9647;353351;21012;2932;2876;6485;5423;4433;301;-;-;1326;-;38;921;1;218;13;15;-;-;4;15;1151;264;-;316;43;1401;-;-;-;683;-;422137;5013;82;-;-;-;-;-;-;-;1164005
02/2025;qtd_aprovada;"313680 JURAMENTO";-;4;-;557;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;274;-;-;-;-;-;872
02/2025;qtd_aprovada;"313690 JURUAIA";-;-;-;2250;-;261;-;-;-;-;-;-;177;-;-;-;2129;17;-;-;-;-;-;37;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;4933
02/2025;qtd_aprovada;"313695 JUVENILIA";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;900;-;-;-;-;-;908
