periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
02/2024;qtd_aprovada;"350130 ALVARES MACHADO";2379;77;-;2172;-;153;43;-;-;-;-;-;111;-;-;10;11693;1318;7;-;-;-;-;-;-;-;15;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;17991
02/2024;qtd_aprovada;"350140 ALVARO DE CARVALHO";1742;-;221;-;-;2;-;-;-;-;-;-;-;-;-;347;5077;387;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;7831
02/2024;qtd_aprovada;"350150 ALVINLANDIA";1079;7;165;-;-;-;-;-;-;-;-;-;-;-;-;148;1339;75;-;-;-;-;193;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;3027
02/2024;qtd_aprovada;"350160 AMERICANA";993;617;5200;84994;301;7550;1135;610;157;-;629;-;4591;20;-;1367;107934;6403;156;266;954;10;-;-;283;-;385;-;55;131;9;380;-;7;-;-;-;-;-;-;3;11;-;-;-;-;-;-;96;12;-;-;225259
02/2024;qtd_aprovada;"350170 AMERICO BRASILIENSE";25;136;1087;13422;-;2004;1041;656;-;-;315;-;3577;-;-;473;29093;221;-;-;-;4;160;-;3;-;150;2;8;103;1;-;-;2;-;-;-;8;58;-;2;-;-;-;-;-;-;-;33;-;-;-;52584
02/2024;qtd_aprovada;"350180 AMERICO DE CAMPOS";-;28;-;1655;-;-;-;-;-;-;-;-;41;-;-;1;86;97;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1917
02/2024;qtd_aprovada;"350190 AMPARO";171;600;35;27158;202;2617;1069;267;5;-;191;-;1550;-;-;99;39401;-;-;-;1679;-;1;-;194;-;168;-;-;112;-;-;-;2;-;-;-;-;-;-;-;7;-;-;-;-;-;-;1;11;-;-;75540
02/2024;qtd_aprovada;"350200 ANALANDIA";243;15;110;1181;-;170;8;-;-;-;-;-;-;-;-;843;6633;114;-;-;-;-;237;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;9564
02/2024;qtd_aprovada;"350210 ANDRADINA";1933;368;133;5117;73;1368;240;15;-;-;-;-;137;-;-;800;25170;900;76;-;-;-;1065;-;-;-;3;-;-;342;-;-;10;18;-;-;-;-;119;-;-;-;-;-;-;-;-;-;21;-;-;11838;49746
02/2024;qtd_aprovada;"350220 ANGATUBA";26;99;1;12277;-;836;-;-;-;-;-;-;218;-;-;284;13113;386;-;-;-;-;-;-;-;-;44;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27302
02/2024;qtd_aprovada;"350230 ANHEMBI";2010;34;359;-;-;10;45;-;-;-;-;-;54;-;-;1288;9195;478;-;-;-;-;47;-;-;1;32;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;13572
02/2024;qtd_aprovada;"350240 ANHUMAS";1072;403;20;2742;-;-;-;-;-;-;-;-;-;-;-;384;2133;531;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;235;7583
02/2024;qtd_aprovada;"350250 APARECIDA";1215;-;153;33294;-;1757;98;-;-;-;-;-;3227;-;-;28;26295;246;607;-;-;-;539;-;-;-;86;-;-;6;-;-;-;-;-;-;-;-;30;-;6;-;-;-;-;-;-;-;5;-;-;-;67592
02/2024;qtd_aprovada;"350260 APARECIDA D'OESTE";914;16;139;2;-;17;-;-;-;-;-;-;37;-;-;146;3761;191;-;-;-;-;417;-;-;-;31;-;2;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;96;-;-;-;5842
02/2024;qtd_aprovada;"350270 APIAI";95;45;-;7410;-;993;-;-;-;-;-;-;299;-;-;10;6797;361;56;-;-;-;189;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;58;-;-;-;16393
02/2024;qtd_aprovada;"350275 ARACARIGUAMA";1860;-;2241;16604;-;1215;146;-;-;-;-;-;512;-;-;2006;44183;581;-;-;-;-;-;-;-;-;65;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69425
02/2024;qtd_aprovada;"350280 ARACATUBA";2565;1803;1055;95984;2064;10270;2036;1442;691;216;465;7;4885;197;2170;3474;90035;1140;465;1153;3657;99;1840;-;27;-;411;-;162;332;35;1;1;3;-;-;1;-;547;5;111;29;-;-;-;-;-;1129799;3249;32;-;11027;1373485
02/2024;qtd_aprovada;"350290 ARACOIABA DA SERRA";263;85;27;15127;-;712;-;-;-;-;24;-;106;-;-;1056;31716;620;58;-;-;-;-;-;-;-;17;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49814
02/2024;qtd_aprovada;"350300 ARAMINA";1117;20;-;561;-;300;55;33;1;-;26;-;5;-;-;-;223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1304;3666
02/2024;qtd_aprovada;"350310 ARANDU";614;60;70;-;-;-;-;-;-;-;-;-;-;-;-;10;1084;-;-;-;-;-;110;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;1978
02/2024;qtd_aprovada;"350315 ARAPEI";21;9;171;-;-;4;69;-;-;-;-;-;38;-;-;125;4017;225;-;-;-;-;125;-;-;-;102;-;2;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;20;-;-;2829;7760
02/2024;qtd_aprovada;"350320 ARARAQUARA";14573;1579;2852;134014;3750;5786;2833;1161;479;140;523;4;14700;2205;-;9628;157547;6235;444;818;3205;1485;2733;-;40;-;720;-;185;402;-;30;19;6;-;-;-;-;302;-;9;36;-;-;-;-;-;990091;409;34;-;-;1358977
02/2024;qtd_aprovada;"350330 ARARAS";19429;458;1204;25094;36;3528;418;415;-;23;14;-;970;55;-;2053;64467;-;32;436;1156;53;1523;-;-;-;120;-;5;31;-;2;4;-;-;-;1;-;122;-;-;9;-;-;-;-;-;-;-;3;-;-;121661
02/2024;qtd_aprovada;"350335 ARCO-IRIS";129;1;14;-;-;2;-;-;-;-;-;-;-;-;-;85;1136;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1437
02/2024;qtd_aprovada;"350340 AREALVA";350;40;93;50;-;158;460;-;-;-;-;-;3716;-;-;370;8830;86;165;-;-;-;305;-;-;-;-;-;-;437;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;20;-;-;-;15101
02/2024;qtd_aprovada;"350350 AREIAS";16;29;-;-;-;-;88;-;-;-;-;-;5;-;-;-;2083;44;-;-;-;-;59;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;422;2769
02/2024;qtd_aprovada;"350360 AREIOPOLIS";9571;25;105;-;-;382;112;-;-;-;-;-;-;-;-;459;9216;163;-;-;-;-;392;-;-;-;38;-;2;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;41;-;-;65;20589
02/2024;qtd_aprovada;"350370 ARIRANHA";1254;9;720;2653;-;81;61;-;-;-;-;-;-;-;-;681;15912;173;-;-;-;-;285;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;8;-;-;-;21870
02/2024;qtd_aprovada;"350380 ARTUR NOGUEIRA";10419;-;1259;10760;-;13;-;-;-;-;-;-;192;-;-;1192;17467;57;-;-;-;-;924;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;42398
02/2024;qtd_aprovada;"350390 ARUJA";3149;568;1084;38820;340;3772;1642;205;-;-;-;-;1185;-;-;3802;73628;3485;19;-;-;-;62;-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;22;-;-;-;132070
02/2024;qtd_aprovada;"350395 ASPASIA";-;16;-;934;-;-;-;-;-;-;-;-;-;-;-;-;-;194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1500;2644
02/2024;qtd_aprovada;"350400 ASSIS";3047;218;388;56706;1222;5662;1392;842;-;-;262;-;6255;389;-;740;63281;1276;265;397;1495;620;326;-;165;-;205;-;12;252;-;-;4;3;-;-;-;-;29;-;33;10;-;-;-;-;-;585728;22;19;-;-;731265
02/2024;qtd_aprovada;"350410 ATIBAIA";651;8860;501;69222;568;5808;3138;1229;-;-;516;-;5711;-;-;803;68338;2162;114;-;-;11;55;-;14;-;258;-;-;292;23;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123;-;-;26743;195148
02/2024;qtd_aprovada;"350420 AURIFLAMA";3208;46;4;3212;-;585;49;-;-;-;-;-;248;-;-;90;12917;449;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5534;26394
02/2024;qtd_aprovada;"350430 AVAI";392;23;-;-;-;-;-;-;-;-;-;-;-;-;-;53;1951;-;-;-;-;-;60;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2538
02/2024;qtd_aprovada;"350440 AVANHANDAVA";678;19;274;-;-;-;138;-;-;-;-;-;54;-;-;141;7081;172;-;-;-;-;-;-;-;-;41;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;853;9507
02/2024;qtd_aprovada;"350450 AVARE";7;384;3528;28451;1430;3773;1173;851;27;-;219;-;5981;19;-;435;61308;4328;447;38;1591;19;32;-;108;-;911;-;-;328;-;-;21;14;-;-;-;-;11;-;-;10;-;-;-;-;-;-;-;6;-;-;115450
02/2024;qtd_aprovada;"350460 BADY BASSITT";7554;198;-;19151;-;652;-;-;-;-;-;-;141;-;91;864;22300;544;-;-;-;-;-;-;81;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;51634
02/2024;qtd_aprovada;"350470 BALBINOS";1303;141;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1444
02/2024;qtd_aprovada;"350480 BALSAMO";-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;13;312;-;-;-;-;-;-;-;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;421
02/2024;qtd_aprovada;"350490 BANANAL";13;21;-;2338;-;436;-;-;-;-;-;-;19;-;-;165;3968;446;-;-;-;-;189;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;40;-;-;2988;10814
02/2024;qtd_aprovada;"350500 BARAO DE ANTONINA";-;-;2;1865;-;-;54;3;-;-;11;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1970
02/2024;qtd_aprovada;"350510 BARBOSA";2200;24;-;-;-;-;-;-;-;-;-;-;-;-;-;117;3831;547;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;793;7549
02/2024;qtd_aprovada;"350520 BARIRI";7097;43;93;5476;-;897;60;-;-;-;-;-;274;-;-;2748;20959;131;55;-;-;-;766;-;-;-;22;-;1;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;5831;44488
02/2024;qtd_aprovada;"350530 BARRA BONITA";2444;-;148;2017;-;958;385;136;58;-;53;-;440;-;-;896;25826;1047;2;-;-;-;541;-;-;-;309;-;9;-;-;-;3;-;-;-;-;-;171;-;7;-;-;-;-;-;-;-;19;-;-;-;35469
02/2024;qtd_aprovada;"350535 BARRA DO CHAPEU";-;585;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;628
02/2024;qtd_aprovada;"350540 BARRA DO TURVO";-;54;630;2541;-;358;1;-;-;-;-;-;54;-;-;281;4191;-;-;-;-;-;-;-;-;-;44;-;17;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8180
02/2024;qtd_aprovada;"350550 BARRETOS";58103;-;1118;150938;30563;11446;4035;7592;1023;1387;834;8;4865;5629;-;4474;160483;1854;276;5761;2061;2860;4083;-;497;-;2541;-;85;412;-;159;31;78;-;-;15;14;739;4;711;26;334;-;-;-;-;879982;94;36;-;-;1345151
02/2024;qtd_aprovada;"350560 BARRINHA";2602;-;138;-;-;8;4;-;-;-;-;-;-;-;-;1043;14364;429;-;-;-;-;366;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;19027
02/2024;qtd_aprovada;"350570 BARUERI";27505;780;31800;436064;3531;23821;16963;3893;515;-;1648;-;18344;207;-;21671;489887;3911;483;-;3129;9;6950;-;902;-;595;-;141;203;10;-;-;-;-;-;-;-;699;1;140;10;-;-;-;-;-;-;109;2;-;100;1094023
02/2024;qtd_aprovada;"350580 BASTOS";963;-;-;5287;2;1381;-;-;-;-;-;-;75;-;-;235;13688;938;-;-;-;-;-;-;3;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;418;23038
02/2024;qtd_aprovada;"350590 BATATAIS";924;-;223;2497;38;1745;1152;70;-;-;37;-;256;-;-;646;27750;226;4;-;1514;-;141;-;-;-;61;-;13;-;1;-;9;-;-;-;-;-;21;-;37;9;-;-;-;-;-;-;-;3;-;9;37386
02/2024;qtd_aprovada;"350600 BAURU";23636;1974;3079;201958;2161;11876;3384;1747;480;347;298;1;16775;4323;989;7915;258441;2809;437;1372;4122;2352;4720;-;459;-;711;-;137;471;2;97;28;15;-;-;-;125;499;-;-;43;26;-;-;-;13;1465532;1700;98;-;2485;2027637
02/2024;qtd_aprovada;"350610 BEBEDOURO";12013;3;2070;66165;34;2966;926;447;-;-;273;25;2035;-;-;2389;66794;688;16;-;1972;-;85;-;-;-;33;-;-;98;3;-;-;-;-;-;-;-;3;-;-;15;-;-;-;-;-;-;33;9;-;-;159095
02/2024;qtd_aprovada;"350620 BENTO DE ABREU";9;-;-;-;-;-;10;-;-;-;-;-;3;-;-;1;1048;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1071
02/2024;qtd_aprovada;"350630 BERNARDINO DE CAMPOS";-;20;-;793;-;489;20;-;-;-;-;-;76;-;-;14;5086;-;7;-;-;-;-;-;-;-;48;-;4;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;6615
02/2024;qtd_aprovada;"350635 BERTIOGA";21060;119;3025;47728;56;9024;2542;319;35;-;36;-;677;-;2;5625;202588;2708;90;-;-;-;729;-;194;-;562;-;13;5;-;-;-;6;-;-;-;-;344;-;-;-;-;-;-;-;-;-;40;-;-;-;297527
02/2024;qtd_aprovada;"350640 BILAC";2989;-;31;286;-;120;-;-;-;-;-;-;38;-;-;167;8816;112;-;-;-;-;292;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;10;-;-;3399;16290
02/2024;qtd_aprovada;"350650 BIRIGUI";33812;173;781;21921;-;3550;640;504;7;-;-;-;1226;-;-;10142;112558;541;89;-;-;-;1801;-;288;-;551;-;52;55;-;-;-;-;-;-;-;-;355;6;-;-;-;-;-;-;-;-;52;-;-;-;189104
02/2024;qtd_aprovada;"350660 BIRITIBA MIRIM";9853;-;320;2174;-;1054;-;-;-;-;-;-;185;-;-;829;17361;-;4;-;-;-;127;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;31933
02/2024;qtd_aprovada;"350670 BOA ESPERANCA DO SUL";91;80;-;2424;-;-;-;-;-;-;-;-;75;-;-;375;7235;52;-;-;-;-;352;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;10760
02/2024;qtd_aprovada;"350680 BOCAINA";3246;-;267;-;-;127;126;-;-;-;-;-;50;-;-;170;9115;293;-;-;-;-;389;-;-;-;32;-;9;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;100;13953
02/2024;qtd_aprovada;"350690 BOFETE";3;-;48;-;-;-;118;-;-;-;-;-;116;-;-;319;15673;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16277
02/2024;qtd_aprovada;"350700 BOITUVA";3342;-;1352;14107;-;1432;54;46;43;-;-;-;724;-;-;2375;47935;16;-;-;-;-;971;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;72605
02/2024;qtd_aprovada;"350710 BOM JESUS DOS PERDOES";23;-;215;13655;-;1226;-;-;-;-;-;-;147;-;-;698;19685;787;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36447
02/2024;qtd_aprovada;"350715 BOM SUCESSO DE ITARARE";5100;-;122;-;-;-;-;-;-;-;-;-;50;-;-;166;2605;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;8049
02/2024;qtd_aprovada;"350720 BORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"350730 BORACEIA";966;9;183;-;-;3;-;-;-;-;-;-;-;-;-;104;5665;94;-;-;-;-;184;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;19;-;-;1412;8654
02/2024;qtd_aprovada;"350740 BORBOREMA";12971;263;40;4371;-;519;173;-;-;-;-;-;-;4;-;741;15130;-;-;-;-;4;148;-;-;-;57;-;4;1;-;-;-;-;-;-;-;1;87;-;-;-;-;-;-;-;-;-;23;-;-;91;34628
02/2024;qtd_aprovada;"350745 BOREBI";257;-;159;-;-;30;-;-;-;-;-;-;46;-;-;77;3069;374;-;-;-;-;357;-;23;-;4;-;1;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;15;-;-;-;4434
02/2024;qtd_aprovada;"350750 BOTUCATU";36161;152;7694;218051;5703;11474;3500;3291;409;207;1211;10;5490;5502;-;4009;166402;3320;313;56;2680;2833;3966;-;1206;-;504;1;22;638;22;38;-;27;-;-;1;1;313;-;450;61;1276;-;38;-;614;1166216;63;191;-;-;1654116
02/2024;qtd_aprovada;"350760 BRAGANCA PAULISTA";156;1067;5554;111221;186;8238;3196;1643;-;85;402;-;3423;1496;-;3786;143381;261;345;531;3223;1027;132;-;61;-;318;-;1;102;-;26;24;-;-;-;-;-;50;-;63;19;-;-;-;-;4;-;22;24;-;-;290067
02/2024;qtd_aprovada;"350770 BRAUNA";1486;3;88;-;-;2;-;-;-;-;-;-;-;-;-;447;5312;99;-;-;-;-;514;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;19;-;-;2191;10204
02/2024;qtd_aprovada;"350775 BREJO ALEGRE";225;-;57;-;-;4;-;-;-;-;-;-;-;-;-;105;2444;243;-;-;-;-;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;3237
02/2024;qtd_aprovada;"350780 BRODOWSKI";11897;128;546;10301;-;441;-;-;-;-;-;-;99;-;-;980;25799;540;-;-;-;-;282;-;-;-;20;-;63;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;51168
02/2024;qtd_aprovada;"350790 BROTAS";1983;-;874;1829;-;680;-;-;-;-;-;-;238;-;-;495;17358;66;20;-;-;-;641;-;-;-;63;-;2;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;24319
02/2024;qtd_aprovada;"350800 BURI";1090;13;192;7646;-;389;174;-;-;-;-;-;109;-;-;299;10284;504;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20745
02/2024;qtd_aprovada;"350810 BURITAMA";7065;933;540;4454;-;649;154;-;-;-;-;-;1295;-;-;730;24238;377;2282;-;-;-;263;-;42;-;4;-;3;464;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;4112;47664
02/2024;qtd_aprovada;"350820 BURITIZAL";70;10;131;-;-;-;-;-;-;-;-;-;5;-;-;219;6370;213;-;-;-;-;273;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;7312
02/2024;qtd_aprovada;"350830 CABRALIA PAULISTA";5348;5;342;-;-;-;-;-;-;-;-;-;-;-;-;635;8457;190;-;-;-;-;323;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;15337
02/2024;qtd_aprovada;"350840 CABREUVA";4338;30;1621;30781;-;2250;485;12;165;24;104;-;542;-;-;2470;56495;741;483;-;-;-;676;-;97;-;162;-;2;-;-;3;-;-;-;-;-;-;171;-;104;-;-;-;-;-;-;-;-;-;-;-;101756
02/2024;qtd_aprovada;"350850 CACAPAVA";8166;302;38;66779;-;2451;33;45;7;-;19;-;2549;18;400;1067;29930;480;12;-;-;9;1805;-;39;-;3353;-;28;-;32;-;1;-;-;-;-;-;161;-;6;-;-;-;-;-;-;-;-;-;-;2286;120016
02/2024;qtd_aprovada;"350860 CACHOEIRA PAULISTA";168;13;-;12316;-;594;-;-;-;-;-;-;144;-;-;815;10986;701;-;-;-;-;239;-;-;-;53;-;4;-;-;1;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;26083
02/2024;qtd_aprovada;"350870 CACONDE";4541;51;179;2656;-;393;179;-;-;-;-;-;22;-;-;826;10439;513;-;-;-;-;487;-;-;-;63;-;5;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;35;-;-;-;20439
02/2024;qtd_aprovada;"350880 CAFELANDIA";10643;-;282;-;-;476;17;-;-;-;-;-;168;-;-;269;14953;310;595;-;-;-;406;-;-;-;44;-;11;-;-;-;-;6;-;-;-;1;44;-;-;-;-;-;-;-;-;-;-;-;-;-;28225
02/2024;qtd_aprovada;"350890 CAIABU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;602
02/2024;qtd_aprovada;"350900 CAIEIRAS";4;699;1963;48793;-;2839;1517;-;-;-;-;-;978;131;-;2832;74509;834;24;-;-;-;-;-;16;-;32;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135197
02/2024;qtd_aprovada;"350910 CAIUA";2794;7;76;-;-;3;-;-;-;-;-;-;-;-;-;186;2262;26;-;-;-;-;261;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;5648
02/2024;qtd_aprovada;"350920 CAJAMAR";3694;207;1232;56892;1;5094;2020;-;-;-;68;-;6509;-;-;3169;76975;797;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156690
02/2024;qtd_aprovada;"350925 CAJATI";157;321;403;5250;-;479;-;-;-;-;-;-;65;-;-;937;19926;412;1;-;-;-;-;-;-;-;58;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;196;28207
02/2024;qtd_aprovada;"350930 CAJOBI";-;-;101;-;-;364;-;-;-;-;-;-;210;-;-;66;42297;560;-;-;-;-;77;-;-;-;10;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43690
02/2024;qtd_aprovada;"350940 CAJURU";185;-;5;10889;-;1040;-;119;-;-;28;-;477;-;4;9;4150;374;19;-;-;-;696;-;-;-;123;-;3;-;-;-;4;3;-;-;-;-;38;-;-;-;-;-;-;-;-;-;26;-;-;-;18192
02/2024;qtd_aprovada;"350945 CAMPINA DO MONTE ALEGRE";-;-;-;-;-;29;-;-;-;-;-;-;71;-;-;-;2059;170;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2347
