periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
02/2024;qtd_aprovada;"510020 AGUA BOA";1;1216;1370;9912;-;1070;316;358;3;-;1;-;136;419;14;535;9720;3172;50;-;-;495;-;-;-;-;53;-;3;-;-;-;3;-;-;-;-;-;-;2;52;-;-;-;-;-;-;-;-;-;-;8196;37097
02/2024;qtd_aprovada;"510025 ALTA FLORESTA";897;385;51;19858;-;1521;252;223;79;-;2;-;271;526;-;149;12996;952;17;-;-;368;2;-;-;-;209;-;-;1;-;-;6;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;158;-;-;17193;56120
02/2024;qtd_aprovada;"510030 ALTO ARAGUAIA";2321;65;-;6470;-;460;105;-;-;-;-;-;80;-;11;196;10125;240;5;-;-;-;48;-;-;-;35;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;21;-;-;560;20746
02/2024;qtd_aprovada;"510035 ALTO BOA VISTA";24;51;-;987;-;-;26;-;-;-;-;-;-;-;16;1;90;59;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;195;1487
02/2024;qtd_aprovada;"510040 ALTO GARCAS";11018;106;100;3257;-;708;-;-;-;-;-;-;-;-;-;911;16058;726;-;-;-;-;238;-;-;-;3;-;1;-;-;1;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;29;33213
02/2024;qtd_aprovada;"510050 ALTO PARAGUAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;1259;2;-;-;-;-;1;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1297
02/2024;qtd_aprovada;"510060 ALTO TAQUARI";-;100;121;4457;-;258;-;-;-;-;-;-;74;-;-;134;7762;46;2;-;-;-;-;-;-;-;18;-;9;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12983
02/2024;qtd_aprovada;"510080 APIACAS";4355;283;3;3684;-;355;77;1;4;-;-;-;153;-;30;363;38433;-;-;-;-;-;40;-;-;-;156;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;20;-;-;2904;50879
02/2024;qtd_aprovada;"510100 ARAGUAIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"510120 ARAGUAINHA";26;36;8;-;-;-;-;-;-;-;-;-;-;-;-;29;783;-;-;-;-;-;30;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;921
02/2024;qtd_aprovada;"510125 ARAPUTANGA";2177;51;6;1553;-;192;34;-;47;-;-;-;160;-;-;102;4150;226;4;-;-;-;-;-;399;-;24;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4803;13932
02/2024;qtd_aprovada;"510130 ARENAPOLIS";595;36;-;2869;34;1013;54;32;1;-;-;-;89;-;-;330;8798;234;7;-;-;-;-;-;-;-;71;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;2977;17189
02/2024;qtd_aprovada;"510140 ARIPUANA";2503;19;-;1316;-;471;251;-;-;-;-;-;80;-;-;454;15856;474;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21493
02/2024;qtd_aprovada;"510160 BARAO DE MELGACO";-;97;-;874;-;-;-;-;-;-;-;-;63;-;-;152;1305;114;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2623
02/2024;qtd_aprovada;"510170 BARRA DO BUGRES";1;229;1068;21650;-;911;270;-;-;-;-;-;64;89;-;630;12286;306;1;-;-;77;34;-;79;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;6119;43955
02/2024;qtd_aprovada;"510180 BARRA DO GARCAS";25697;335;-;23349;352;4499;90;499;88;-;-;-;553;919;1066;1197;39758;749;63;-;1803;574;18;-;10;-;190;-;-;-;-;-;3;-;-;-;-;-;53;-;-;12;-;-;-;-;-;-;25;12;-;9195;111109
02/2024;qtd_aprovada;"510183 BOA ESPERANCA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"510185 BOM JESUS DO ARAGUAIA";-;84;-;2006;-;119;-;-;-;-;-;-;130;-;3;99;1532;382;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1122;5513
02/2024;qtd_aprovada;"510190 BRASNORTE";1345;174;37;9967;-;637;272;-;8;-;-;-;31;-;-;572;6071;116;4;-;-;-;-;-;150;-;22;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;588;19998
02/2024;qtd_aprovada;"510250 CACERES";10495;135;438;42579;120;2003;167;947;-;-;1;-;231;947;9;844;27747;-;-;-;2789;976;784;-;125;-;96;-;-;-;-;-;3;4;-;-;-;-;99;-;5;25;-;-;-;-;-;-;-;40;-;-;91609
02/2024;qtd_aprovada;"510260 CAMPINAPOLIS";-;-;-;5909;-;694;172;-;-;-;-;-;-;-;-;54;813;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6051;13840
02/2024;qtd_aprovada;"510263 CAMPO NOVO DO PARECIS";4271;160;497;7763;163;1080;541;654;83;-;11;-;182;-;81;1499;27075;736;5;-;-;1;95;-;38;-;431;-;51;3;-;-;9;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;19;-;-;4270;49836
02/2024;qtd_aprovada;"510267 CAMPO VERDE";987;366;1464;18373;-;2116;1248;553;2;-;111;-;460;44;433;5358;30193;1405;165;-;-;60;-;-;-;-;338;-;-;-;-;-;1;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;47;-;-;7518;71320
02/2024;qtd_aprovada;"510268 CAMPOS DE JULIO";6037;24;576;4470;-;51;-;-;-;-;-;-;3;-;-;1010;12889;305;2;-;-;-;965;-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;4819;31218
02/2024;qtd_aprovada;"510269 CANABRAVA DO NORTE";110;33;-;591;-;-;-;-;-;-;-;-;-;3;-;75;1451;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300;2627
02/2024;qtd_aprovada;"510270 CANARANA";263;-;122;4342;-;389;457;-;-;-;-;-;10;-;58;245;10636;342;20;-;-;-;-;-;-;-;52;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1716;18655
02/2024;qtd_aprovada;"510279 CARLINDA";2194;187;38;2711;-;-;156;66;44;-;-;-;-;-;13;20;5683;-;-;-;-;-;64;-;-;-;191;-;6;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;39;-;-;3459;14872
02/2024;qtd_aprovada;"510285 CASTANHEIRA";150;10;553;1375;-;126;68;-;-;-;-;-;96;-;9;239;14702;229;-;-;-;-;-;-;-;-;113;-;21;-;-;-;-;-;-;-;-;24;-;2;-;-;-;-;-;-;-;-;-;-;-;150;17867
02/2024;qtd_aprovada;"510300 CHAPADA DOS GUIMARAES";462;-;-;12203;-;285;233;13;8;-;-;-;154;-;-;234;13227;448;-;-;-;-;-;-;-;-;48;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1515;28831
02/2024;qtd_aprovada;"510305 CLAUDIA";84;38;6;5958;14;563;161;49;12;8;33;-;30;-;-;86;2356;564;4;-;-;-;-;-;244;-;28;-;6;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;5042;15313
02/2024;qtd_aprovada;"510310 COCALINHO";1774;8;2;1432;-;147;153;-;-;-;-;-;2;-;-;481;12178;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;16293
02/2024;qtd_aprovada;"510320 COLIDER";19695;786;171;17257;-;1183;63;595;-;3;5;-;118;414;8;1325;28261;479;1;-;-;286;1505;-;-;-;232;-;3;-;-;8;-;-;-;-;-;-;71;1;67;-;-;-;-;-;-;-;-;-;-;7547;80084
02/2024;qtd_aprovada;"510325 COLNIZA";716;50;1;2270;-;320;4;-;43;-;-;-;-;-;5;240;146359;83;2;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;150282
02/2024;qtd_aprovada;"510330 COMODORO";-;133;-;2870;-;390;108;-;-;-;-;-;47;-;-;-;7043;381;-;-;-;-;-;-;-;-;844;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;896;12775
02/2024;qtd_aprovada;"510335 CONFRESA";991;98;65;3085;135;419;323;52;-;-;17;-;41;-;-;2043;28427;737;1;-;-;-;-;-;391;-;28;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323;37178
02/2024;qtd_aprovada;"510336 CONQUISTA D'OESTE";80;22;4;1593;-;280;-;-;-;-;-;-;8;-;-;230;1688;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2854;6763
02/2024;qtd_aprovada;"510337 COTRIGUACU";2;13;-;1194;-;19;125;-;-;-;-;-;14;-;-;95;1842;111;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6575;9991
02/2024;qtd_aprovada;"510340 CUIABA";3535;296;5721;404932;10795;4840;1744;3120;480;367;384;15;13914;22330;2809;1378;135214;9075;644;3034;8507;7119;6632;-;1635;-;673;-;45;1851;-;-;34;1;-;-;-;-;1029;-;295;53;131;44;63;28;173;942075;3579;53;-;7836;1606483
02/2024;qtd_aprovada;"510343 CURVELANDIA";-;17;-;137;-;-;-;-;-;-;-;-;-;-;-;-;44;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;448
02/2024;qtd_aprovada;"510345 DENISE";855;-;-;1023;-;387;-;-;69;-;-;-;-;-;-;830;20211;467;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1100;24942
02/2024;qtd_aprovada;"510350 DIAMANTINO";922;576;319;8327;411;1106;224;95;-;-;28;-;77;-;795;972;15693;455;1;-;-;43;52;-;-;-;48;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;5224;35389
02/2024;qtd_aprovada;"510360 DOM AQUINO";2;102;-;1920;-;-;-;-;-;-;-;-;64;-;-;211;1605;354;-;-;-;-;-;-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165;4436
02/2024;qtd_aprovada;"510370 FELIZ NATAL";724;174;9;2333;1;150;113;9;18;-;2;-;58;-;2;477;6234;315;-;-;-;-;-;-;1;-;10;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3441;14081
02/2024;qtd_aprovada;"510380 FIGUEIROPOLIS D'OESTE";244;-;-;810;-;-;-;-;-;-;-;-;-;-;-;79;800;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2064
02/2024;qtd_aprovada;"510385 GAUCHA DO NORTE";4747;76;36;2490;-;-;-;-;-;-;-;-;-;-;2;330;6707;333;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;14847
02/2024;qtd_aprovada;"510390 GENERAL CARNEIRO";-;5;-;1439;-;-;-;-;-;-;-;-;12;-;-;-;1369;172;-;-;-;-;-;-;-;-;14;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86;3102
02/2024;qtd_aprovada;"510395 GLORIA D'OESTE";-;12;-;1509;-;-;34;-;9;-;16;-;24;-;-;-;113;118;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;1862
02/2024;qtd_aprovada;"510410 GUARANTA DO NORTE";16183;10310;242;8033;-;1325;607;-;-;-;-;-;406;-;199;1704;35383;1822;-;-;-;44;3270;-;41;-;342;-;8;-;-;-;-;-;-;-;-;-;187;-;110;-;-;-;-;-;-;-;30;-;-;9402;89648
02/2024;qtd_aprovada;"510420 GUIRATINGA";5174;19;23;3406;-;266;-;-;-;-;-;-;-;-;1;597;7376;293;-;-;-;-;135;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;830;18160
02/2024;qtd_aprovada;"510450 INDIAVAI";-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;697;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;792
02/2024;qtd_aprovada;"510452 IPIRANGA DO NORTE";4816;55;66;-;-;3;12;23;6;-;-;-;4;-;-;480;10285;562;-;-;-;-;71;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;1459;17863
02/2024;qtd_aprovada;"510454 ITANHANGA";1808;38;2709;2685;-;117;1;20;22;1;-;-;42;-;-;102;2241;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;266;10073
02/2024;qtd_aprovada;"510455 ITAUBA";3217;72;28;1184;-;98;-;-;-;-;-;-;17;-;13;287;4565;33;-;-;-;-;58;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;46;9639
02/2024;qtd_aprovada;"510460 ITIQUIRA";6165;266;322;7161;-;537;169;37;-;-;-;-;4;-;-;582;12161;527;-;-;-;-;783;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;28798
02/2024;qtd_aprovada;"510480 JACIARA";1481;489;314;6744;-;572;358;22;-;-;53;-;314;16;2;1725;21293;720;21;-;-;8;-;-;-;-;25;-;1;16;-;16;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;1;-;-;4324;38522
02/2024;qtd_aprovada;"510490 JANGADA";1953;31;-;1544;-;12;18;-;-;-;-;-;315;-;-;4127;12834;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;543;21637
02/2024;qtd_aprovada;"510500 JAURU";1295;-;-;560;-;122;-;-;-;-;2;-;37;-;9;51;2858;43;-;-;-;-;-;-;120;-;1;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5107
02/2024;qtd_aprovada;"510510 JUARA";8315;58;923;10909;-;1360;201;176;40;-;6;-;376;358;2;1934;21763;2328;209;-;-;603;-;-;126;-;813;-;8;-;15;-;-;94;-;-;-;-;-;66;-;-;-;-;-;-;-;-;12;-;-;8134;58829
02/2024;qtd_aprovada;"510515 JUINA";620;73;201;14799;99;1891;104;98;-;-;2;-;123;2469;-;297;24215;615;-;-;-;240;-;-;-;-;120;-;4;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;23100;69161
02/2024;qtd_aprovada;"510517 JURUENA";683;54;-;880;-;180;6;-;57;-;-;-;3;-;69;99;1280;77;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3406
02/2024;qtd_aprovada;"510520 JUSCIMEIRA";22;45;143;5561;-;321;-;-;-;-;-;-;304;-;-;320;13378;64;2;-;-;-;-;-;-;-;30;-;6;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3168;23366
02/2024;qtd_aprovada;"510523 LAMBARI D'OESTE";-;-;48;814;-;-;5;-;8;-;6;-;10;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;1064
02/2024;qtd_aprovada;"510525 LUCAS DO RIO VERDE";13317;-;471;23925;714;327;1;-;-;-;-;-;13;-;1;6056;84807;560;1;-;-;-;2523;-;-;-;140;-;29;-;-;-;-;2;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;133061
02/2024;qtd_aprovada;"510530 LUCIARA";-;-;-;1216;-;-;-;-;-;-;-;-;15;-;-;24;7;86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1348
02/2024;qtd_aprovada;"510550 VILA BELA DA SANTISSIMA TRINDADE";12467;74;98;2091;-;287;130;-;-;-;-;-;-;-;-;735;13732;95;-;-;-;-;568;-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;3481;33882
02/2024;qtd_aprovada;"510558 MARCELANDIA";12871;226;250;4775;-;296;24;3;2;-;30;-;120;-;22;737;20326;103;7;-;-;-;563;-;157;-;85;-;5;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;1827;42499
02/2024;qtd_aprovada;"510560 MATUPA";2002;-;327;5406;-;430;266;1;-;-;-;-;40;-;131;546;22911;760;-;-;-;3;-;-;-;-;77;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;339;33240
02/2024;qtd_aprovada;"510562 MIRASSOL D'OESTE";85;196;17;3788;-;321;98;144;89;-;9;-;195;-;-;735;18022;180;-;-;-;-;-;-;-;-;35;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11653;35582
02/2024;qtd_aprovada;"510590 NOBRES";54;90;-;2846;-;244;47;2;3;-;-;-;37;-;1;82;2060;380;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;2114;8174
02/2024;qtd_aprovada;"510600 NORTELANDIA";60;-;1;1394;-;-;-;-;-;-;-;-;2;-;-;103;1258;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3034;5920
02/2024;qtd_aprovada;"510610 NOSSA SENHORA DO LIVRAMENTO";-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81
02/2024;qtd_aprovada;"510615 NOVA BANDEIRANTES";-;-;-;1973;-;67;-;-;-;-;-;-;50;-;32;31;1344;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2064;5690
02/2024;qtd_aprovada;"510617 NOVA NAZARE";440;-;19;1379;-;-;-;-;-;-;-;-;-;-;-;113;2371;130;-;-;-;-;42;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;4516
02/2024;qtd_aprovada;"510618 NOVA LACERDA";759;16;6;-;-;-;-;-;-;-;-;-;88;-;-;288;4092;70;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3933;9266
02/2024;qtd_aprovada;"510619 NOVA SANTA HELENA";-;68;-;3877;-;-;9;-;11;-;20;-;-;-;-;9;302;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3224;7595
02/2024;qtd_aprovada;"510620 NOVA BRASILANDIA";-;-;-;1248;-;97;51;-;-;-;-;-;3;-;-;59;2703;107;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1873;6144
02/2024;qtd_aprovada;"510621 NOVA CANAA DO NORTE";9376;84;80;923;-;19;28;-;-;-;-;-;5;-;-;578;14327;542;-;-;-;-;370;-;-;-;11;-;2;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;4544;30945
02/2024;qtd_aprovada;"510622 NOVA MUTUM";11911;56;701;22908;-;1319;246;56;12;7;16;-;369;-;8;5402;73253;643;1;-;-;-;1490;-;81;-;106;-;21;-;-;-;2;35;-;-;-;2;39;-;13;-;-;-;-;-;-;-;15;-;-;2700;121412
02/2024;qtd_aprovada;"510623 NOVA OLIMPIA";6353;-;350;4779;5;450;4;-;-;-;-;-;1;41;86;901;13570;170;-;-;-;-;365;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;3850;30970
02/2024;qtd_aprovada;"510624 NOVA UBIRATA";7070;30;281;5309;3;1177;128;39;12;-;2;-;70;-;1;984;16477;414;-;-;-;-;528;-;51;-;25;-;2;9;-;-;-;-;-;-;-;-;65;-;1;-;-;-;-;-;-;-;21;-;-;16;32715
02/2024;qtd_aprovada;"510625 NOVA XAVANTINA";151;85;-;5891;-;585;-;1;-;-;-;-;20;-;174;518;18201;2014;-;-;-;-;-;-;-;-;87;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27728
02/2024;qtd_aprovada;"510626 NOVO MUNDO";3282;84;-;1925;-;178;213;-;-;-;-;-;15;-;80;217;1646;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4751;12425
02/2024;qtd_aprovada;"510627 NOVO HORIZONTE DO NORTE";1198;666;10;632;-;-;22;14;48;-;-;-;27;-;-;383;4524;328;-;-;-;-;219;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;8087
02/2024;qtd_aprovada;"510628 NOVO SAO JOAQUIM";-;-;-;2165;-;101;139;-;-;-;-;-;-;-;4;26;1095;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2720;6355
02/2024;qtd_aprovada;"510629 PARANAITA";2696;143;97;8119;-;266;198;17;6;-;28;-;194;-;1;646;8996;346;-;-;-;3;-;-;11;-;50;-;4;-;-;4;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;2796;24660
02/2024;qtd_aprovada;"510630 PARANATINGA";3513;14;-;3730;-;450;43;-;-;-;-;-;115;2;-;1550;17196;450;-;-;-;5;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27100
02/2024;qtd_aprovada;"510631 NOVO SANTO ANTONIO";25;81;-;724;-;-;-;-;-;-;-;-;-;-;-;15;50;73;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;1038
02/2024;qtd_aprovada;"510637 PEDRA PRETA";1415;199;18;3766;-;848;-;-;-;-;-;-;82;-;-;312;12807;378;-;-;-;-;-;-;-;-;163;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;499;20487
02/2024;qtd_aprovada;"510642 PEIXOTO DE AZEVEDO";-;1;-;3153;-;861;73;1262;89;-;46;-;92;-;36;548;16576;950;23;-;-;5;-;-;11;-;80;-;-;44;-;-;2;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;23857
02/2024;qtd_aprovada;"510645 PLANALTO DA SERRA";227;43;15;1445;-;99;-;-;-;-;-;-;63;-;14;178;4494;212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3241;10031
02/2024;qtd_aprovada;"510650 POCONE";726;78;34;4534;-;805;-;2;9;-;-;-;193;28;-;447;17380;730;11;-;-;14;-;-;-;3;161;-;18;-;-;-;-;-;-;-;-;-;-;1;72;-;-;-;-;-;-;-;25;-;-;2267;27538
02/2024;qtd_aprovada;"510665 PONTAL DO ARAGUAIA";7;55;-;3465;-;-;-;-;-;-;-;-;119;-;-;-;913;273;-;-;-;-;-;-;165;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5001
