periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
03/2025;qtd_aprovada;"314430 NANUQUE";92;31;4;3444;-;332;1;-;-;-;-;-;40;-;-;-;8343;1220;-;-;-;-;589;-;-;-;-;11;-;14;-;1;-;-;-;-;-;-;-;293;1;-;-;-;-;-;-;-;-;-;67;-;-;2016;-;-;-;-;-;16499
03/2025;qtd_aprovada;"314435 NAQUE";2;36;-;-;-;-;-;-;-;-;-;-;-;-;-;24;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;259;-;-;-;-;-;554
03/2025;qtd_aprovada;"314437 NATALANDIA";-;16;-;968;-;-;-;-;-;-;-;-;-;-;7;-;95;-;-;-;-;-;-;-;-;-;-;10;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2571;-;-;-;-;-;3680
03/2025;qtd_aprovada;"314440 NATERCIA";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1762;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3166;-;-;-;-;-;4947
03/2025;qtd_aprovada;"314450 NAZARENO";704;58;39;871;-;268;-;-;-;-;-;-;115;-;-;253;8916;-;-;-;-;-;273;-;-;-;-;314;-;38;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11855
03/2025;qtd_aprovada;"314460 NEPOMUCENO";3293;43;52;8080;-;717;-;-;-;-;-;-;329;-;-;678;14120;478;25;-;-;-;640;-;-;-;-;135;-;2;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;28680
03/2025;qtd_aprovada;"314465 NINHEIRA";-;-;-;1300;-;248;42;-;-;-;-;-;5;-;-;-;913;-;27;-;-;-;-;-;5;-;-;2;-;6;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;21;-;-;3452;-;-;-;-;-;6023
03/2025;qtd_aprovada;"314467 NOVA BELEM";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;2;193;160;-;-;-;-;20;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1258;-;-;-;-;-;1709
03/2025;qtd_aprovada;"314470 NOVA ERA";4127;-;-;4162;-;439;235;-;-;-;-;-;178;-;-;46;4898;-;-;-;-;-;-;-;-;-;-;32;-;2;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;9;-;-;996;-;-;-;-;-;15152
03/2025;qtd_aprovada;"314480 NOVA LIMA";4838;38;809;42975;1;2448;211;-;-;-;81;-;861;4;-;2258;48866;200;110;-;1633;2;4487;-;356;-;-;121;-;63;-;-;-;-;-;-;-;-;-;335;4;3;22;-;-;-;-;-;-;-;85;17;-;81;-;-;-;-;-;110909
03/2025;qtd_aprovada;"314490 NOVA MODICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2675;-;-;-;-;-;2696
03/2025;qtd_aprovada;"314500 NOVA PONTE";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1084;-;-;-;-;-;1144
03/2025;qtd_aprovada;"314505 NOVA PORTEIRINHA";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;430;-;-;-;-;-;481
03/2025;qtd_aprovada;"314510 NOVA RESENDE";-;32;179;-;-;3;62;-;-;-;-;-;62;-;-;319;10406;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2956;-;-;-;-;-;14020
03/2025;qtd_aprovada;"314520 NOVA SERRANA";79;365;20;29109;-;4137;448;153;-;-;-;-;720;-;-;1068;38946;794;33;-;821;-;617;-;16;-;-;149;-;3;-;-;-;7;-;-;-;-;-;333;-;-;15;-;-;-;-;-;-;-;15;10;-;5605;-;-;-;-;-;83463
03/2025;qtd_aprovada;"314530 NOVO CRUZEIRO";3997;25;-;3519;-;567;69;-;-;-;-;-;207;-;-;-;4752;138;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;4941;-;-;-;-;-;18281
03/2025;qtd_aprovada;"314535 NOVO ORIENTE DE MINAS";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3374;199;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;304;-;-;-;-;-;3906
03/2025;qtd_aprovada;"314537 NOVORIZONTE";7;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;36;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;55;-;-;646;-;-;-;-;-;823
03/2025;qtd_aprovada;"314540 OLARIA";1229;3;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1050;-;-;-;-;-;2325
03/2025;qtd_aprovada;"314545 OLHOS-D'AGUA";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;263;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;680;-;-;-;-;-;948
03/2025;qtd_aprovada;"314550 OLIMPIO NORONHA";20;-;4;-;-;-;-;-;-;-;-;-;78;-;-;33;1842;185;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;999;-;-;-;-;-;3216
03/2025;qtd_aprovada;"314560 OLIVEIRA";18;532;1046;1269;-;1413;244;-;49;-;-;-;203;-;-;183;24402;210;4;-;1576;-;544;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;117;-;-;15;-;-;-;-;-;-;-;161;6;-;-;-;-;-;-;-;32038
03/2025;qtd_aprovada;"314570 OLIVEIRA FORTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;93;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;168
03/2025;qtd_aprovada;"314580 ONCA DE PITANGUI";-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;195;-;-;-;-;-;328
03/2025;qtd_aprovada;"314585 ORATORIOS";-;8;-;1915;-;-;-;-;-;-;-;-;45;-;-;-;604;221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;592;-;-;-;-;-;3404
03/2025;qtd_aprovada;"314587 ORIZANIA";-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;326;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;678;-;-;-;-;-;1152
03/2025;qtd_aprovada;"314590 OURO BRANCO";12748;114;9;21811;66;1567;219;-;7;-;12;-;539;-;-;156;16812;352;-;-;-;-;583;-;-;-;-;48;-;16;-;-;70;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;55282
03/2025;qtd_aprovada;"314600 OURO FINO";-;140;205;549;-;458;1;-;-;-;-;-;181;-;-;-;12712;477;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;2918;-;-;-;-;-;17660
03/2025;qtd_aprovada;"314610 OURO PRETO";1303;226;-;14633;692;2727;506;119;2;-;-;-;2109;-;-;394;40916;1869;34;-;-;-;554;-;10;-;-;69;-;5;57;-;-;32;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;20;-;-;78;-;5;-;-;17;66416
03/2025;qtd_aprovada;"314620 OURO VERDE DE MINAS";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1819;241;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;187;-;-;-;-;-;2278
03/2025;qtd_aprovada;"314625 PADRE CARVALHO";-;20;-;1356;-;-;-;-;-;-;-;-;1;-;-;-;24;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;36;-;-;858;-;-;-;-;-;2338
03/2025;qtd_aprovada;"314630 PADRE PARAISO";33;-;8;2279;-;360;69;-;-;-;-;-;-;-;-;-;3921;203;-;-;-;-;11;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;25;-;-;1123;-;-;-;-;-;8069
03/2025;qtd_aprovada;"314640 PAINEIRAS";-;-;-;737;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1009;-;-;-;-;-;1783
03/2025;qtd_aprovada;"314650 PAINS";-;-;-;-;-;461;57;-;-;-;-;-;74;-;-;-;181;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;976;-;-;-;-;-;1782
03/2025;qtd_aprovada;"314655 PAI PEDRO";-;16;-;1879;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;1958;-;-;-;-;-;4068
03/2025;qtd_aprovada;"314660 PAIVA";-;4;-;1124;-;-;-;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;457;-;-;-;-;-;1720
03/2025;qtd_aprovada;"314670 PALMA";-;5;6;722;-;75;27;-;-;-;-;-;72;-;-;-;1714;-;-;-;-;-;24;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;88;-;-;-;-;-;2772
03/2025;qtd_aprovada;"314675 PALMOPOLIS";1597;-;-;2579;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;849;-;-;-;-;-;5025
03/2025;qtd_aprovada;"314690 PAPAGAIOS";-;62;-;3836;-;1330;-;-;-;-;-;-;28;-;-;-;1172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2382;-;-;-;-;-;8810
03/2025;qtd_aprovada;"314700 PARACATU";-;-;15;12895;-;4771;994;102;-;-;-;-;768;-;-;870;48265;72;275;-;613;39;-;-;-;-;-;152;-;72;-;-;-;7;1;-;-;-;-;-;-;84;3;-;-;-;-;-;-;-;-;8;-;12909;-;-;-;-;-;82915
03/2025;qtd_aprovada;"314710 PARA DE MINAS";872;325;201;12884;2560;4330;811;435;-;-;85;-;989;2;-;308;49998;2251;102;-;1229;45;176;-;13;-;-;133;-;2;50;-;1;30;1;-;-;-;-;105;1;61;23;-;-;-;-;-;-;-;229;59;-;4346;-;-;-;-;-;82657
03/2025;qtd_aprovada;"314720 PARAGUACU";17303;50;1382;4836;-;466;144;-;-;-;45;-;180;-;-;343;24382;301;15;-;-;-;403;-;134;-;-;76;-;22;-;1;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;2515;-;-;-;-;-;52616
03/2025;qtd_aprovada;"314730 PARAISOPOLIS";4253;66;-;9570;-;1040;72;-;-;-;-;-;253;-;-;11;8080;479;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3798;-;-;-;-;-;27649
03/2025;qtd_aprovada;"314740 PARAOPEBA";10676;79;7930;7184;-;335;-;-;-;-;-;-;485;-;-;425;521690;1678;-;-;-;-;444;-;-;-;-;25;-;9;-;-;-;-;-;-;-;-;-;59;23;-;-;-;-;-;-;-;-;-;51;-;-;3159;-;-;-;-;-;554252
03/2025;qtd_aprovada;"314750 PASSABEM";-;8;-;411;-;-;-;-;-;-;-;-;-;-;-;-;486;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1262;-;-;-;-;-;2167
03/2025;qtd_aprovada;"314760 PASSA QUATRO";55;-;33;2630;-;293;-;-;-;-;-;-;159;-;-;-;5404;-;-;-;-;-;12;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;33;-;-;3833;-;-;-;-;-;12475
03/2025;qtd_aprovada;"314770 PASSA TEMPO";-;15;1;4677;-;184;24;-;-;-;-;-;87;-;-;-;2059;438;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;48;-;-;3059;-;-;-;-;-;10704
03/2025;qtd_aprovada;"314780 PASSA VINTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;13
03/2025;qtd_aprovada;"314790 PASSOS";76414;164;1229;56401;2987;4176;920;1143;86;106;95;10;2238;201;-;3421;100395;2703;706;1624;3671;1671;2541;-;244;-;-;835;-;12;122;1;5;1;2;-;-;-;1;422;-;24;42;142;-;-;-;100;-;314899;103;71;-;4462;-;-;-;-;-;584390
03/2025;qtd_aprovada;"314795 PATIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319;-;-;-;-;-;319
03/2025;qtd_aprovada;"314800 PATOS DE MINAS";2270;671;2605;87704;1187;7258;1436;2207;88;112;259;-;6823;685;-;3032;95051;5730;151;988;2454;1763;311;-;1;-;9;598;-;33;168;-;80;39;19;-;-;-;-;35;12;527;17;27;-;-;-;-;-;287386;484;31;-;-;-;321;-;-;-;512572
03/2025;qtd_aprovada;"314810 PATROCINIO";522;-;103;85664;664;2606;371;302;57;17;35;-;5331;22;-;113;16391;1782;2016;330;2138;14;909;-;78;-;-;118;-;38;253;-;-;-;5;-;-;-;-;68;-;-;15;-;-;-;-;-;-;-;227;21;-;7871;-;-;-;-;-;128081
03/2025;qtd_aprovada;"314820 PATROCINIO DO MURIAE";3;8;-;1979;-;-;-;-;-;-;-;-;45;-;-;-;416;114;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;501;-;-;-;-;-;3206
03/2025;qtd_aprovada;"314830 PAULA CANDIDO";-;9;-;4453;-;-;-;-;-;-;-;-;150;-;-;221;4078;-;-;-;-;-;-;-;-;-;-;11;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;496;-;-;-;-;-;9441
03/2025;qtd_aprovada;"314840 PAULISTAS";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2252;-;-;-;-;-;2323
03/2025;qtd_aprovada;"314850 PAVAO";1556;11;-;-;-;-;-;-;-;-;-;-;96;-;-;45;1281;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2167;-;-;-;-;-;5176
03/2025;qtd_aprovada;"314860 PECANHA";-;-;-;2399;-;541;21;33;-;-;-;-;44;-;-;-;6553;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;5364;-;-;-;-;-;15013
03/2025;qtd_aprovada;"314870 PEDRA AZUL";6812;206;7;6214;-;297;70;-;-;-;7;-;155;-;-;13;7912;369;4;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91768;94;-;-;1952;-;-;-;-;-;115885
03/2025;qtd_aprovada;"314875 PEDRA BONITA";-;31;-;1374;-;-;-;-;-;-;-;-;-;-;-;-;675;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;2268
03/2025;qtd_aprovada;"314880 PEDRA DO ANTA";-;-;-;1893;-;-;-;-;-;-;-;-;25;-;-;-;2542;224;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;542;-;-;-;-;-;5366
03/2025;qtd_aprovada;"314890 PEDRA DO INDAIA";-;6;-;2357;-;-;5;-;-;-;-;-;-;-;-;-;640;295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1382;-;-;-;-;-;4685
03/2025;qtd_aprovada;"314900 PEDRA DOURADA";-;12;-;3393;-;-;-;-;-;-;-;-;22;-;-;-;654;180;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1643;-;-;-;-;-;5929
03/2025;qtd_aprovada;"314910 PEDRALVA";-;-;-;-;-;235;-;-;-;-;-;-;19;-;-;-;1815;189;-;-;-;-;24;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;2723;-;-;-;-;-;5031
03/2025;qtd_aprovada;"314915 PEDRAS DE MARIA DA CRUZ";9;48;-;369;-;-;-;-;-;-;-;-;-;-;-;9;1671;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;1724;-;-;-;-;-;3870
03/2025;qtd_aprovada;"314920 PEDRINOPOLIS";-;3;-;845;-;-;46;-;-;-;-;-;-;-;-;-;1306;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;662;-;-;-;-;-;2862
03/2025;qtd_aprovada;"314930 PEDRO LEOPOLDO";578;-;10;7375;-;1577;169;-;-;-;-;-;433;-;-;101;37188;735;-;-;-;-;-;-;-;-;-;44;-;5;-;-;-;57;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48274
03/2025;qtd_aprovada;"314940 PEDRO TEIXEIRA";-;3;-;-;-;11;-;-;-;-;-;-;29;-;-;-;618;504;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1435;-;-;-;-;-;2612
03/2025;qtd_aprovada;"314950 PEQUERI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2025;qtd_aprovada;"314960 PEQUI";4730;15;27;5432;-;-;36;-;-;-;-;-;44;-;-;-;1588;125;-;-;-;-;-;-;-;-;-;18;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;1139;-;-;-;-;-;13168
03/2025;qtd_aprovada;"314970 PERDIGAO";-;15;1;3423;-;392;64;-;-;-;-;-;75;-;-;61;6141;1884;1;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;1070;-;-;-;-;-;13168
03/2025;qtd_aprovada;"314980 PERDIZES";64;6;-;9580;-;1201;127;-;-;-;-;-;227;-;-;1341;18333;1758;17;-;-;-;276;-;-;-;-;203;-;6;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;1;-;-;3296;-;-;-;-;-;36467
03/2025;qtd_aprovada;"314990 PERDOES";280;66;10;-;-;500;95;-;-;-;-;-;229;-;-;3;11887;698;-;-;-;-;966;-;-;-;-;4;-;-;-;16;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;14822
03/2025;qtd_aprovada;"314995 PERIQUITO";320;-;9;-;-;-;-;-;-;-;-;-;-;-;-;83;973;-;-;-;-;-;233;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;612;-;-;-;-;-;2261
03/2025;qtd_aprovada;"315000 PESCADOR";1063;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;1992;-;-;-;-;-;3314
03/2025;qtd_aprovada;"315010 PIAU";-;-;-;-;-;17;-;-;-;-;-;-;20;-;-;-;32;322;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;916;-;-;-;-;-;1342
03/2025;qtd_aprovada;"315015 PIEDADE DE CARATINGA";2312;13;18;-;-;-;-;-;-;-;-;-;-;-;-;170;1658;429;-;-;-;-;-;-;1;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1414;-;-;-;-;-;6131
03/2025;qtd_aprovada;"315020 PIEDADE DE PONTE NOVA";8;-;-;414;-;-;-;-;-;-;-;-;-;-;-;-;1061;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;27;-;-;104;-;-;-;-;-;1632
03/2025;qtd_aprovada;"315030 PIEDADE DO RIO GRANDE";1346;10;44;2772;-;39;-;-;-;-;-;-;227;-;-;343;5734;65;-;-;-;-;740;-;39;-;-;17;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;4246;-;-;-;-;-;15656
03/2025;qtd_aprovada;"315040 PIEDADE DOS GERAIS";-;-;-;5750;-;131;76;-;-;-;-;-;115;-;-;-;4275;14;-;-;-;-;-;-;-;-;-;27;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;1108;-;-;-;-;-;11546
03/2025;qtd_aprovada;"315050 PIMENTA";-;71;-;1679;-;276;43;-;-;-;-;-;-;-;-;-;6995;340;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;2331;-;-;-;-;-;11763
03/2025;qtd_aprovada;"315053 PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;416;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;568;-;-;-;-;-;1012
03/2025;qtd_aprovada;"315057 PINTOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;60
03/2025;qtd_aprovada;"315060 PIRACEMA";3309;6;48;4005;-;336;-;-;-;-;-;-;135;-;-;339;2666;-;-;-;-;-;653;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;32;-;-;1027;-;-;-;-;-;12577
03/2025;qtd_aprovada;"315070 PIRAJUBA";-;14;858;2260;-;218;-;-;-;-;-;-;-;-;8;28;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;3531
