periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
03/2025;qtd_aprovada;"130030 AUTAZES";23;76;-;12399;-;1489;877;-;-;-;-;-;512;-;-;297;29329;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45007
03/2025;qtd_aprovada;"130040 BARCELOS";-;-;-;676;-;407;-;-;-;-;-;-;-;-;-;3;1754;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2846
03/2025;qtd_aprovada;"130050 BARREIRINHA";-;39;-;2394;-;382;103;-;-;-;20;-;20;-;-;1570;5191;-;-;-;-;-;28;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;9919
03/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;428;-;19447;-;1003;-;-;-;-;-;-;-;-;2716;296;5321;362;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29773
03/2025;qtd_aprovada;"130063 BERURI";-;-;722;3436;-;178;15;-;-;-;-;-;21;-;-;118;6873;-;2;-;-;-;-;-;-;-;-;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11546
03/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;325;-;3682;-;156;56;-;-;-;-;-;12;-;3;-;3401;215;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7888
03/2025;qtd_aprovada;"130070 BOCA DO ACRE";79;121;-;25637;-;4822;-;-;-;-;-;-;62;-;-;-;4554;-;-;-;-;-;544;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;484;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;36340
03/2025;qtd_aprovada;"130080 BORBA";10;33;-;-;-;572;25;-;-;-;-;-;-;-;-;755;6343;-;-;-;-;-;-;-;-;-;-;203;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7945
03/2025;qtd_aprovada;"130083 CAAPIRANGA";-;33;-;755;-;88;140;-;-;-;-;-;21;-;-;-;3945;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;5085
03/2025;qtd_aprovada;"130090 CANUTAMA";-;48;-;2406;-;326;101;-;-;-;-;-;79;-;-;379;4927;-;-;-;-;-;-;-;-;-;-;46;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8315
03/2025;qtd_aprovada;"130100 CARAUARI";-;231;-;13623;-;900;35;-;-;-;-;-;171;-;-;26;3167;-;33;-;-;-;-;-;-;-;-;211;-;-;-;-;-;25;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;18472
03/2025;qtd_aprovada;"130110 CAREIRO";368;-;35;23747;-;719;243;-;-;-;-;-;114;-;937;318;131989;-;4427;-;-;-;152;-;808;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;266;-;-;-;-;-;164299
03/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";2;-;3281;3367;-;187;118;-;-;-;-;-;-;-;-;-;2849;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9841
03/2025;qtd_aprovada;"130120 COARI";41;119;123;34932;-;2518;750;-;-;-;-;-;595;-;-;4298;92906;6027;187;-;-;54;-;-;-;-;-;565;-;1;-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;143298
03/2025;qtd_aprovada;"130130 CODAJAS";34;29;-;5716;-;320;146;-;-;-;-;-;32;-;-;1404;944;129;-;-;-;-;-;-;12;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8795
03/2025;qtd_aprovada;"130140 EIRUNEPE";-;272;3320;3663;-;254;93;-;-;-;-;-;-;-;1;562;10138;181;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18504
03/2025;qtd_aprovada;"130150 ENVIRA";-;-;809;3603;-;320;-;-;-;-;-;-;1;-;4;375;6091;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11213
03/2025;qtd_aprovada;"130160 FONTE BOA";40;386;-;4670;-;696;168;-;-;-;-;-;51;-;-;-;15741;-;-;-;-;-;4;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21857
03/2025;qtd_aprovada;"130165 GUAJARA";16153;62;51;753;-;171;-;-;-;-;-;-;16;-;-;286;43844;146;1;-;-;-;11;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63316
03/2025;qtd_aprovada;"130170 HUMAITA";577;100;17;13179;-;2897;322;142;-;-;76;-;4163;-;-;1276;27745;423;60;-;-;22;205;-;-;-;-;201;-;-;-;-;-;-;-;-;-;-;-;567;-;-;-;-;-;-;-;-;-;-;-;-;-;1241;-;-;-;-;-;53213
03/2025;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;454;90;-;-;-;-;-;-;-;-;-;2196;-;-;-;-;-;-;-;-;-;-;7;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2751
03/2025;qtd_aprovada;"130185 IRANDUBA";-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
03/2025;qtd_aprovada;"130190 ITACOATIARA";145;632;2003;89689;-;2329;1021;-;-;-;-;-;1226;130;9;-;97353;3499;1;-;-;61;-;-;-;-;-;371;-;32;-;-;48;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;6991;-;-;-;-;-;205636
03/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;19730;-;14220;99;-;-;-;-;-;80;-;-;1500;2970;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;92;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38782
03/2025;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2262;-;164;-;-;-;-;-;-;-;-;-;69;3063;-;-;-;-;-;-;-;-;-;-;233;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5791
03/2025;qtd_aprovada;"130210 JAPURA";-;53;-;2396;-;127;90;-;-;-;-;-;98;-;-;10;4470;-;8;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;7315
03/2025;qtd_aprovada;"130220 JURUA";-;-;-;418;-;72;32;-;-;-;-;-;-;-;-;-;2651;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3173
03/2025;qtd_aprovada;"130230 JUTAI";-;-;-;45;-;223;35;-;-;-;-;-;103;-;-;-;526;-;-;-;-;-;-;-;-;-;-;74;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;1031
03/2025;qtd_aprovada;"130240 LABREA";309;-;15;2;-;9889;-;-;-;-;-;-;7;-;-;514;13818;78;136;-;-;-;354;-;-;-;-;713;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25935
03/2025;qtd_aprovada;"130250 MANACAPURU";49839;161;-;40300;-;3879;1307;-;-;-;-;-;2955;-;78;195;103339;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;202159
03/2025;qtd_aprovada;"130255 MANAQUIRI";-;16;-;1140;-;366;181;-;-;-;-;-;22;-;-;2;3867;4;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5603
03/2025;qtd_aprovada;"130260 MANAUS";35927;1971;5271;878961;21176;64893;36518;11404;4659;822;3464;35;41814;27674;873;22242;1206500;38233;4313;3731;14187;13747;23736;-;4341;3290;-;16831;1;596;2070;26;273;9;19;-;-;4;5;3317;2767;2394;206;59;-;-;-;803;-;638647;12171;319;-;22018;-;-;-;-;-;3172317
03/2025;qtd_aprovada;"130270 MANICORE";110;-;-;21354;-;1131;230;-;-;-;-;-;514;-;-;10;21621;109;-;-;-;-;-;-;1;-;-;878;-;147;-;-;-;15;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;43;-;-;1425;-;-;-;-;-;47609
03/2025;qtd_aprovada;"130280 MARAA";16929;-;-;690;-;-;145;-;-;-;-;-;-;-;-;384;10441;-;-;-;-;-;-;-;-;-;-;12;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28604
03/2025;qtd_aprovada;"130290 MAUES";-;5470;-;17946;-;1550;519;-;-;-;-;-;316;-;2;344;15702;783;5;-;-;-;112;-;-;-;-;525;-;11;-;-;-;-;-;-;2;2;-;47;-;-;-;-;-;-;-;-;-;-;38;-;-;5271;-;-;-;-;-;48645
03/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4285;-;504;214;-;-;-;-;-;-;-;-;-;5478;-;-;-;-;-;-;-;-;-;-;163;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10647
03/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";451;-;-;18011;-;493;46;-;-;-;-;-;18;-;-;-;12881;817;1;-;-;-;-;-;447;-;-;622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;397;-;-;-;-;-;34184
03/2025;qtd_aprovada;"130320 NOVO AIRAO";-;42;-;5129;-;529;354;-;-;-;-;-;13;-;-;229;7472;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13849
03/2025;qtd_aprovada;"130330 NOVO ARIPUANA";49;53;218;28006;-;581;131;-;-;-;-;-;51;-;89;613;4188;285;-;-;-;-;-;-;-;-;-;211;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34475
03/2025;qtd_aprovada;"130340 PARINTINS";4934;-;401;50785;-;2449;1285;458;-;-;76;-;1501;205;1;791;87545;604;60;-;-;151;687;-;-;-;-;2093;-;8;1;-;-;2;1;-;-;-;5;122;-;-;-;-;-;-;-;-;-;-;-;-;-;8711;-;-;14;-;-;162890
03/2025;qtd_aprovada;"130350 PAUINI";-;67;-;9411;-;380;212;-;-;-;26;-;-;-;-;-;3334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;13467
03/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";43;-;51;18546;-;1008;511;-;-;-;-;-;142;-;-;245;9161;270;23;-;-;-;249;-;-;-;-;50;-;2;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;30324
03/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";5717;297;-;5437;-;1623;87;-;-;-;-;-;-;-;-;1959;40677;-;-;-;-;-;-;-;-;-;-;554;-;28;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56429
03/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;2762;-;248;2;-;-;-;-;-;-;-;46;70;3084;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6212
03/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;8685;-;148;-;-;-;-;-;-;-;-;138;314;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9374
03/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";19;66;-;8461;-;355;-;-;-;-;-;-;34;-;-;942;7978;111;-;-;-;-;44;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;31;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18116
03/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;10569;-;870;322;-;-;-;-;-;-;-;452;36;3589;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;15868
03/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";12;-;-;1902;-;243;144;-;-;-;-;-;255;-;-;262;8643;512;-;-;-;-;-;-;-;-;-;196;-;4;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;18;-;-;61;-;-;-;-;-;12287
03/2025;qtd_aprovada;"130400 SILVES";42;-;-;4155;-;370;407;-;-;-;-;-;44;-;-;225;8335;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;26;-;-;1440;-;-;-;-;-;15148
03/2025;qtd_aprovada;"130406 TABATINGA";33;288;210;14711;-;2119;345;-;-;-;-;-;159;-;-;49;15468;68;-;-;-;104;396;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33971
03/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;2898;-;373;364;-;-;-;-;-;-;-;-;-;4052;-;-;-;-;-;-;-;-;-;-;110;-;7;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;7920
03/2025;qtd_aprovada;"130420 TEFE";865;1130;222;50384;-;7571;1832;253;-;-;-;-;664;-;55;2130;41376;4857;362;-;-;-;954;-;6209;-;-;548;-;2;-;-;-;-;-;-;-;-;5;130;-;11;-;-;-;-;-;-;-;-;63;18;-;3714;-;-;-;-;-;123355
03/2025;qtd_aprovada;"130423 TONANTINS";3877;-;-;686;-;214;83;-;-;-;-;-;71;-;121;359;27521;-;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33526
03/2025;qtd_aprovada;"130426 UARINI";-;-;-;9676;-;766;170;-;-;-;-;-;19;-;44;220;7511;-;29;-;-;-;-;-;-;-;-;102;-;2;-;-;1;2;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18548
03/2025;qtd_aprovada;"130430 URUCARA";-;89;-;6334;-;501;104;-;-;-;-;-;36;-;-;-;6019;-;2;-;-;4;-;-;-;-;-;231;-;7;-;-;-;1;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;13460
03/2025;qtd_aprovada;"130440 URUCURITUBA";-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;11;330;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;415
03/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2025;qtd_aprovada;"140002 AMAJARI";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
03/2025;qtd_aprovada;"140005 ALTO ALEGRE";532;-;-;453;-;341;-;-;-;-;-;-;-;-;50;102;5266;191;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6941
03/2025;qtd_aprovada;"140010 BOA VISTA";34577;1450;3298;225391;2004;14823;2178;2481;771;60;84;5;13316;12443;2894;3112;140016;2427;1290;431;3681;2065;708;-;4573;-;-;958;-;74;803;-;1;11;2;-;-;-;-;256;-;10;40;-;-;-;-;-;-;87906;24;44;-;47762;-;-;-;-;-;611969
03/2025;qtd_aprovada;"140015 BONFIM";2;-;-;283;-;-;-;-;-;-;-;-;-;-;-;52;2224;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2564
03/2025;qtd_aprovada;"140017 CANTA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144
03/2025;qtd_aprovada;"140020 CARACARAI";-;84;-;1772;-;410;-;-;-;-;-;-;18;-;-;228;5477;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8024
03/2025;qtd_aprovada;"140023 CAROEBE";-;-;-;958;-;431;18;-;-;-;-;-;-;-;-;317;4793;115;-;-;-;-;-;-;-;-;-;57;-;12;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6721
03/2025;qtd_aprovada;"140028 IRACEMA";118;6;-;-;-;-;-;-;-;-;-;-;-;-;-;100;1905;-;-;-;-;-;16;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2161
03/2025;qtd_aprovada;"140030 MUCAJAI";-;-;-;1083;-;254;-;-;-;-;-;-;-;-;-;-;7499;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8890
03/2025;qtd_aprovada;"140040 NORMANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
03/2025;qtd_aprovada;"140045 PACARAIMA";6;-;-;1955;-;497;-;-;-;-;-;-;23;-;-;114;2079;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4699
03/2025;qtd_aprovada;"140047 RORAINOPOLIS";1919;13;-;7681;-;2420;113;-;-;-;-;-;52;-;-;649;4422;276;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;690;-;-;-;-;-;18235
03/2025;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;29;-;1081;-;-;-;-;-;-;-;-;-;-;-;88;2565;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3763
03/2025;qtd_aprovada;"140060 SAO LUIZ";-;10;-;465;-;-;-;-;-;-;-;-;-;-;-;80;3695;941;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5202
03/2025;qtd_aprovada;"140070 UIRAMUTA";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
03/2025;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2025;qtd_aprovada;"150010 ABAETETUBA";21012;100;1195;6937;506;3025;1868;403;-;-;184;-;1049;715;114;3368;57601;-;4;-;1419;525;399;-;-;-;-;282;-;149;-;-;-;-;-;-;-;1;8;173;-;-;11;-;-;-;-;-;-;6427;-;33;-;2379;-;-;-;-;-;109887
03/2025;qtd_aprovada;"150013 ABEL FIGUEIREDO";106;87;-;1711;-;67;92;-;-;-;-;-;8;-;1;129;2987;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5204
03/2025;qtd_aprovada;"150020 ACARA";29;136;-;8844;-;319;214;-;-;-;-;-;530;-;-;146;45520;-;152;-;-;-;-;-;-;-;-;160;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5223;-;-;-;-;-;61275
03/2025;qtd_aprovada;"150030 AFUA";-;53;-;1838;35;163;156;-;-;-;-;-;14;-;-;-;2065;154;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4598
03/2025;qtd_aprovada;"150034 AGUA AZUL DO NORTE";10;232;-;25985;-;551;31;-;-;-;1;-;64;-;-;83;3688;-;75;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;4893;-;-;-;-;-;35642
03/2025;qtd_aprovada;"150040 ALENQUER";94;134;-;3591;-;102;103;-;-;-;-;-;150;-;-;41;3115;2104;20;-;-;-;27;-;-;-;-;226;-;24;-;-;-;6;4;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;7210;-;-;-;-;-;16977
03/2025;qtd_aprovada;"150050 ALMEIRIM";-;1251;-;9818;-;547;263;-;-;-;-;-;62;-;22;-;14994;754;-;-;-;-;65;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;7705;-;-;-;-;-;35551
03/2025;qtd_aprovada;"150060 ALTAMIRA";2058;472;104;50731;734;5881;2046;540;39;-;101;-;1260;694;-;1360;64808;-;-;-;1404;463;1033;-;-;-;-;73;-;15;54;-;-;-;-;-;-;-;-;129;-;8;22;-;-;-;-;-;-;24220;34;13;-;19810;-;-;-;-;-;178106
03/2025;qtd_aprovada;"150070 ANAJAS";-;76;2010;6329;-;189;-;-;-;-;-;-;-;-;-;-;4174;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;12822
03/2025;qtd_aprovada;"150080 ANANINDEUA";3427;3172;-;256090;-;36468;2595;2274;770;-;54;-;7563;-;-;3059;506969;1082;4669;-;4324;-;2918;-;46;-;-;1404;-;736;539;-;-;4;-;-;-;-;83;4552;796;-;45;-;-;-;-;-;-;26951;104;36;-;820;-;-;-;-;-;871550
03/2025;qtd_aprovada;"150085 ANAPU";-;137;-;6561;167;670;99;-;-;-;-;-;109;-;-;158;5957;129;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;14292
