periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2025;qtd_aprovada;"313867 LUISBURGO";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;653;-;-;-;-;-;884
01/2025;qtd_aprovada;"313868 LUISLANDIA";-;6;-;1060;-;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;2055;-;-;-;-;-;3306
01/2025;qtd_aprovada;"313870 LUMINARIAS";54;15;-;981;-;-;-;-;-;-;-;-;-;-;-;68;998;966;-;-;-;-;26;-;28;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;1524;-;-;-;-;-;4686
01/2025;qtd_aprovada;"313880 LUZ";-;44;-;3510;-;402;-;-;-;-;-;-;40;-;-;-;8006;621;3;-;-;-;116;-;-;-;-;113;-;2;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;9232;-;-;-;-;-;22095
01/2025;qtd_aprovada;"313890 MACHACALIS";202;39;-;37;-;67;-;-;-;-;-;-;7;-;-;-;4131;-;-;-;-;-;130;-;-;-;-;26;-;1;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;22;-;-;1400;-;-;-;-;-;6093
01/2025;qtd_aprovada;"313900 MACHADO";-;59;-;14039;-;1021;281;-;-;-;-;-;234;-;-;-;10754;133;-;-;-;-;-;-;10;-;-;10;-;15;-;2;-;1;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;3513;-;-;-;-;-;30110
01/2025;qtd_aprovada;"313910 MADRE DE DEUS DE MINAS";268;9;1;2484;-;-;-;-;-;-;-;-;-;-;-;46;1437;93;-;-;-;-;223;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;22;-;-;1128;-;-;-;-;-;5724
01/2025;qtd_aprovada;"313920 MALACACHETA";2;3;5;694;-;1192;172;-;-;-;-;-;58;-;-;13;3073;17;-;-;-;-;-;-;10;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;1686;-;-;-;-;-;6960
01/2025;qtd_aprovada;"313925 MAMONAS";5;8;-;783;-;215;-;-;-;-;-;-;40;-;-;-;109;-;44;-;-;-;8;-;-;-;-;29;-;35;-;9;-;-;2;-;-;-;2;-;9;-;-;-;-;-;-;-;-;-;37;-;-;2276;-;-;-;-;-;3611
01/2025;qtd_aprovada;"313930 MANGA";-;6;1;1234;-;335;71;-;-;-;-;-;247;-;-;-;13787;-;-;-;-;-;70;-;-;-;-;77;-;2;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;4892;-;-;-;-;-;20763
01/2025;qtd_aprovada;"313940 MANHUACU";750;266;84;58769;403;4075;514;362;319;-;145;-;884;-;3;321;35848;581;976;-;2770;-;-;-;-;-;-;80;-;70;145;-;1;8;4;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;1976;40;-;9837;-;-;-;-;-;119254
01/2025;qtd_aprovada;"313950 MANHUMIRIM";32;179;676;9140;-;1277;110;115;-;-;-;-;241;-;-;579;17786;2422;74;-;-;-;-;-;-;-;-;75;-;10;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230713;15;-;-;-;-;-;-;-;-;263450
01/2025;qtd_aprovada;"313960 MANTENA";202;23;11;11338;-;653;177;-;-;-;-;-;65;-;-;282;18036;941;-;-;-;-;1;-;128;-;-;52;-;-;-;-;1;9;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;663;-;-;3764;-;-;-;-;-;36348
01/2025;qtd_aprovada;"313970 MARAVILHAS";-;135;16;-;-;-;-;-;-;-;-;-;-;-;-;-;1387;146;-;-;-;-;-;-;-;-;-;11;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;972;-;-;-;-;-;2696
01/2025;qtd_aprovada;"313980 MAR DE ESPANHA";-;-;-;781;-;-;-;-;-;-;-;-;123;3;-;-;2344;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;3567;-;-;-;-;-;6841
01/2025;qtd_aprovada;"313990 MARIA DA FE";2;68;-;2789;-;359;-;-;-;-;-;-;63;-;-;-;1996;117;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133;-;-;-;-;-;5528
01/2025;qtd_aprovada;"314000 MARIANA";6420;-;304;26838;400;141;107;-;-;-;-;-;914;14;-;2227;66049;1304;19;-;2307;13;1686;-;26;-;-;42;-;16;2;-;-;11;1;-;-;-;-;278;-;-;18;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;109164
01/2025;qtd_aprovada;"314010 MARILAC";-;2;-;-;-;-;80;-;-;-;-;-;-;-;-;-;203;230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;791;-;-;-;-;-;1328
01/2025;qtd_aprovada;"314015 MARIO CAMPOS";-;-;-;3106;-;-;85;-;-;-;-;-;-;-;-;-;1103;701;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5009
01/2025;qtd_aprovada;"314020 MARIPA DE MINAS";551;12;40;-;-;-;-;-;-;-;-;-;92;-;-;11;1879;284;-;-;-;-;24;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;674;-;-;-;-;-;3599
01/2025;qtd_aprovada;"314030 MARLIERIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"314040 MARMELOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;554;-;-;-;-;-;554
01/2025;qtd_aprovada;"314050 MARTINHO CAMPOS";258;23;-;3161;-;385;-;-;-;-;-;-;43;-;-;-;2181;243;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;1902;-;-;-;-;-;8313
01/2025;qtd_aprovada;"314053 MARTINS SOARES";195;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2918;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3114
01/2025;qtd_aprovada;"314055 MATA VERDE";1137;13;-;5030;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3163;-;-;-;-;-;9367
01/2025;qtd_aprovada;"314060 MATERLANDIA";-;3;-;1285;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;626;-;-;-;-;-;1951
01/2025;qtd_aprovada;"314070 MATEUS LEME";55200;48;226;11602;-;903;-;-;-;-;-;-;327;-;-;3648;51663;1490;82;-;-;-;1231;-;80;-;-;77;-;10;203;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;1;-;-;1666;-;-;-;-;-;128606
01/2025;qtd_aprovada;"314080 MATIAS BARBOSA";28;-;363;-;-;-;-;-;-;-;-;-;113;-;-;268;5330;-;-;-;-;-;-;-;-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;6200
01/2025;qtd_aprovada;"314085 MATIAS CARDOSO";1;4;-;2060;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;2125;-;-;-;-;-;4281
01/2025;qtd_aprovada;"314090 MATIPO";-;86;-;4377;85;1211;11;-;-;-;-;-;90;-;-;-;6421;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;12401
01/2025;qtd_aprovada;"314100 MATO VERDE";189;21;-;1809;-;651;120;-;-;-;-;-;157;-;-;1368;2822;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;2300;-;-;-;-;-;9624
01/2025;qtd_aprovada;"314110 MATOZINHOS";8321;-;221;5426;-;170;-;-;-;-;-;-;-;-;2;583;19492;183;-;-;-;8;1421;-;6;-;-;81;-;-;-;1;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36045
01/2025;qtd_aprovada;"314120 MATUTINA";-;6;-;618;-;184;-;-;-;-;-;-;32;-;-;19;2159;47;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;1349;-;-;-;-;-;4430
01/2025;qtd_aprovada;"314130 MEDEIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;723;77;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;866;-;-;-;-;-;1676
01/2025;qtd_aprovada;"314140 MEDINA";4402;53;1;4115;-;162;-;-;-;-;-;-;179;-;-;14;3193;-;1;-;-;-;-;-;-;-;-;155;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3317;-;-;-;-;-;15596
01/2025;qtd_aprovada;"314150 MENDES PIMENTEL";1;2;9;1609;-;-;-;-;-;-;-;-;-;-;-;-;1917;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3543
01/2025;qtd_aprovada;"314160 MERCES";-;8;-;2018;-;234;104;-;-;-;-;-;41;-;-;-;1125;1385;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6052;-;-;-;-;-;10972
01/2025;qtd_aprovada;"314170 MESQUITA";-;-;1;1357;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;85;-;-;-;-;-;1465
01/2025;qtd_aprovada;"314180 MINAS NOVAS";155;12;-;4452;-;579;173;-;-;-;3;-;294;-;-;9;9524;5;3;-;1174;-;241;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;76;-;-;5;-;-;-;-;-;-;-;22;12;-;9860;-;-;-;-;-;26673
01/2025;qtd_aprovada;"314190 MINDURI";-;26;-;-;-;17;8;-;-;-;-;-;128;-;-;71;1872;-;-;-;-;-;-;-;-;-;-;15;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;2311
01/2025;qtd_aprovada;"314200 MIRABELA";-;6;-;742;-;791;48;-;-;-;73;-;37;-;-;-;3963;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;678;-;-;-;-;-;6397
01/2025;qtd_aprovada;"314210 MIRADOURO";1;-;-;2419;-;-;-;-;-;-;-;-;42;-;-;-;2470;307;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;645;-;-;-;-;-;5920
01/2025;qtd_aprovada;"314220 MIRAI";-;-;13;1859;-;276;-;-;-;-;-;-;72;-;-;-;2289;144;24;-;-;-;-;-;-;-;-;8;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1730;-;-;-;-;-;6448
01/2025;qtd_aprovada;"314225 MIRAVANIA";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;258
01/2025;qtd_aprovada;"314230 MOEDA";-;-;330;2290;-;125;-;-;-;-;-;-;18;-;-;-;1434;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;663;-;-;-;-;-;4943
01/2025;qtd_aprovada;"314240 MOEMA";5233;108;49;4270;-;311;51;-;-;-;-;-;50;-;-;68;4323;-;-;-;-;-;355;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;14910
01/2025;qtd_aprovada;"314250 MONJOLOS";1;7;25;151;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;250
01/2025;qtd_aprovada;"314260 MONSENHOR PAULO";10;29;1;272;-;129;28;-;-;-;-;-;138;-;-;-;3191;-;3;-;-;-;-;-;209;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;8;-;-;1812;-;-;-;-;-;5861
01/2025;qtd_aprovada;"314270 MONTALVANIA";-;-;-;1206;-;602;-;-;-;-;-;-;48;-;-;-;4592;-;-;-;-;-;-;-;-;-;-;57;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;430;-;-;-;-;-;6938
01/2025;qtd_aprovada;"314280 MONTE ALEGRE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1129
01/2025;qtd_aprovada;"314290 MONTE AZUL";203;9;72;10769;-;1740;-;-;-;-;-;-;450;-;-;-;7341;-;10;-;-;-;98;-;-;-;-;141;-;46;-;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;52;-;-;366;-;-;-;-;-;21446
01/2025;qtd_aprovada;"314300 MONTE BELO";4134;37;43;399;-;387;69;-;-;-;-;-;28;-;-;113;8441;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7468;-;-;-;-;-;21141
01/2025;qtd_aprovada;"314310 MONTE CARMELO";-;37;418;37753;-;2022;891;47;6;-;-;-;378;-;-;564;32579;2177;333;-;-;8;-;-;-;-;-;102;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;4569;-;-;-;-;-;81915
01/2025;qtd_aprovada;"314315 MONTE FORMOSO";906;5;-;-;-;-;31;-;-;-;-;-;-;-;-;-;462;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;190;-;-;-;-;-;1614
01/2025;qtd_aprovada;"314320 MONTE SANTO DE MINAS";14011;40;99;12750;-;774;314;-;-;-;2;-;52;-;-;1563;34563;600;6;-;-;-;857;-;76;-;-;50;-;11;10;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;8696;-;-;-;-;-;74533
01/2025;qtd_aprovada;"314330 MONTES CLAROS";83444;438;3841;191560;4305;9248;3149;4088;303;22;296;5;10601;2657;-;2573;200433;14175;5067;3576;5104;3822;1689;-;4;-;-;1196;-;49;1092;1;13;68;41;1;-;-;-;899;1;269;58;671;-;-;-;702;-;686824;464;61;-;5702;-;-;-;-;-;1248512
01/2025;qtd_aprovada;"314340 MONTE SIAO";-;443;-;-;-;278;-;-;-;-;-;-;-;-;-;-;2130;286;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;616;-;-;-;-;-;3757
01/2025;qtd_aprovada;"314345 MONTEZUMA";-;12;-;1633;-;200;-;-;-;-;-;-;-;-;-;24;250;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;825;-;-;-;-;-;3022
01/2025;qtd_aprovada;"314350 MORADA NOVA DE MINAS";-;8;-;627;-;188;4;-;-;-;-;-;77;-;-;-;6629;407;-;-;-;-;-;-;-;-;-;43;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2368;-;-;-;-;-;10379
01/2025;qtd_aprovada;"314360 MORRO DA GARCA";-;11;234;2352;-;-;-;-;-;-;-;-;-;-;-;75;1222;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;512;-;-;-;-;-;4406
01/2025;qtd_aprovada;"314370 MORRO DO PILAR";1;153;281;-;-;-;-;-;-;-;-;-;-;-;-;-;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1526;-;-;-;-;-;2142
01/2025;qtd_aprovada;"314380 MUNHOZ";2640;26;6;-;-;35;4;-;-;-;-;-;-;-;-;795;10759;-;-;-;-;-;45;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;3454;-;-;-;-;-;17783
01/2025;qtd_aprovada;"314390 MURIAE";443;161;303;80789;1468;7274;1719;1955;33;168;347;2;2612;2;-;1037;86488;1193;86;4229;1658;9;1154;-;13;-;-;791;-;-;127;102;32;4;26;-;-;-;-;606;3;79;15;11;-;-;-;-;-;-;2;43;-;646;-;-;-;-;-;195630
01/2025;qtd_aprovada;"314400 MUTUM";20;10;-;5345;193;1107;-;-;-;-;-;-;191;-;-;-;18777;320;20;-;-;-;203;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;4060;-;-;-;-;-;30299
01/2025;qtd_aprovada;"314410 MUZAMBINHO";4318;15;-;3418;-;520;394;-;-;-;-;-;285;-;-;-;4567;527;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2309;-;-;-;-;-;16413
01/2025;qtd_aprovada;"314420 NACIP RAYDAN";-;4;-;-;-;-;-;-;-;-;-;-;18;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;222
01/2025;qtd_aprovada;"314430 NANUQUE";113;38;-;3512;-;411;1;-;-;-;-;-;40;-;-;6;6831;1361;-;-;-;-;520;-;-;-;-;31;-;14;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;2016;-;-;-;-;-;15194
01/2025;qtd_aprovada;"314435 NAQUE";1;60;-;-;-;-;-;-;-;-;-;-;-;-;-;24;208;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;241;-;-;-;-;-;554
01/2025;qtd_aprovada;"314437 NATALANDIA";-;12;-;1452;-;-;-;-;-;-;-;-;-;-;11;-;53;-;-;-;-;-;-;-;-;-;-;8;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;4173;-;-;-;-;-;5748
01/2025;qtd_aprovada;"314440 NATERCIA";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2933;-;-;-;-;-;3221
01/2025;qtd_aprovada;"314450 NAZARENO";846;32;14;786;-;268;-;-;-;-;-;-;40;-;-;390;7830;-;5;-;-;2;926;-;-;-;-;54;-;11;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11222
01/2025;qtd_aprovada;"314460 NEPOMUCENO";282;18;6;7496;-;768;-;-;-;-;-;-;250;-;-;22;7460;417;21;-;-;-;350;-;-;-;-;10;-;2;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;17131
01/2025;qtd_aprovada;"314465 NINHEIRA";-;-;-;1205;-;247;48;-;-;-;-;-;4;-;-;-;907;-;29;-;-;-;-;-;3;-;-;1;-;8;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;25;-;-;1907;-;-;-;-;-;4386
01/2025;qtd_aprovada;"314467 NOVA BELEM";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;120;443;191;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1034;-;-;-;-;-;1907
01/2025;qtd_aprovada;"314470 NOVA ERA";2;-;-;4154;-;193;-;-;-;-;-;-;28;-;-;59;4563;-;-;-;-;-;-;-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9006
01/2025;qtd_aprovada;"314480 NOVA LIMA";8089;168;2832;49885;-;5123;223;-;-;-;64;-;1816;-;-;3937;110365;1443;125;-;1630;2;4493;-;446;-;-;244;-;122;-;-;-;-;-;-;-;-;-;409;3;7;32;-;-;-;-;-;-;-;667;26;-;585;-;-;-;-;-;192736
01/2025;qtd_aprovada;"314490 NOVA MODICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1396;-;-;-;-;-;1416
01/2025;qtd_aprovada;"314500 NOVA PONTE";-;176;-;610;-;788;-;-;-;-;-;-;-;-;-;4;6919;908;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1284;-;-;-;-;-;10689
01/2025;qtd_aprovada;"314505 NOVA PORTEIRINHA";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;441;-;-;-;-;-;447
01/2025;qtd_aprovada;"314510 NOVA RESENDE";-;205;162;-;-;5;-;-;-;-;-;-;-;-;-;216;5438;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2442;-;-;-;-;-;8468
01/2025;qtd_aprovada;"314520 NOVA SERRANA";26;259;23;25157;-;2502;69;103;-;-;-;-;626;-;-;1068;27954;571;37;-;781;-;180;-;-;-;-;154;-;1;-;-;1;25;1;-;-;-;-;135;2;-;3;-;-;-;-;-;-;-;-;4;-;5580;-;-;-;-;-;65262
01/2025;qtd_aprovada;"314530 NOVO CRUZEIRO";5209;10;-;231;-;289;44;-;-;-;-;-;93;-;-;-;3663;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3045;-;-;-;-;-;12664
01/2025;qtd_aprovada;"314535 NOVO ORIENTE DE MINAS";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2885;153;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;249;-;-;-;-;-;3344
01/2025;qtd_aprovada;"314537 NOVORIZONTE";7;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;36;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;89;-;-;352;-;-;-;-;-;543
