periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2025;qtd_aprovada;"430130 ARROIO GRANDE";1937;60;-;7527;-;376;126;-;-;-;-;-;8;-;-;252;15241;2911;-;-;-;-;-;-;153;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28592
01/2025;qtd_aprovada;"430140 ARVOREZINHA";-;-;-;1634;-;214;55;-;-;-;-;-;50;-;-;-;1550;341;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;3931
01/2025;qtd_aprovada;"430150 AUGUSTO PESTANA";4660;-;16;-;-;194;-;-;-;-;-;-;-;-;-;92;7765;-;-;-;-;-;96;-;-;-;-;174;-;6;-;1;-;-;-;-;-;-;-;6;-;37;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;13067
01/2025;qtd_aprovada;"430155 AUREA";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;7;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323
01/2025;qtd_aprovada;"430160 BAGE";487;987;244;31391;663;1454;1403;439;99;-;99;-;9423;84;28;792;63025;720;77;779;1458;49;271;-;-;-;-;511;-;-;497;1;103;-;-;-;-;-;-;55;-;157;18;-;-;-;-;-;-;95226;19;17;-;-;-;-;-;-;-;210576
01/2025;qtd_aprovada;"430163 BALNEARIO PINHAL";1307;177;25;1461;-;-;-;-;-;-;-;-;9;-;-;225;11208;-;-;-;-;-;23;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14448
01/2025;qtd_aprovada;"430165 BARAO";-;13;-;1001;-;-;-;-;-;-;-;-;9;-;-;-;1887;-;-;-;-;-;-;-;-;-;-;233;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3143
01/2025;qtd_aprovada;"430170 BARAO DE COTEGIPE";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;103
01/2025;qtd_aprovada;"430175 BARAO DO TRIUNFO";-;-;-;1484;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1484
01/2025;qtd_aprovada;"430180 BARRACAO";-;-;-;812;-;-;-;-;-;-;-;-;-;-;-;-;437;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1269
01/2025;qtd_aprovada;"430185 BARRA DO GUARITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;10
01/2025;qtd_aprovada;"430187 BARRA DO QUARAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"430190 BARRA DO RIBEIRO";-;59;-;6175;-;-;-;-;-;-;-;-;50;-;-;131;9860;320;-;-;-;-;-;-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16601
01/2025;qtd_aprovada;"430192 BARRA DO RIO AZUL";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;11
01/2025;qtd_aprovada;"430195 BARRA FUNDA";-;-;-;3385;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3385
01/2025;qtd_aprovada;"430200 BARROS CASSAL";-;3;-;1340;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1376
01/2025;qtd_aprovada;"430205 BENJAMIN CONSTANT DO SUL";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;106
01/2025;qtd_aprovada;"430210 BENTO GONCALVES";1202;185;220;43791;1157;3407;490;699;16;18;9;-;1603;14;-;1496;50763;369;30;839;556;7;26;-;76;-;-;148;-;1;-;1;3;-;-;-;-;-;-;11;-;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107150
01/2025;qtd_aprovada;"430215 BOA VISTA DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
01/2025;qtd_aprovada;"430220 BOA VISTA DO BURICA";-;19;-;2365;-;297;47;-;-;-;-;-;20;-;-;-;1635;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4444
01/2025;qtd_aprovada;"430222 BOA VISTA DO CADEADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;291
01/2025;qtd_aprovada;"430223 BOA VISTA DO INCRA";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
01/2025;qtd_aprovada;"430225 BOA VISTA DO SUL";-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103
01/2025;qtd_aprovada;"430230 BOM JESUS";-;30;-;3842;-;356;-;-;-;-;-;-;57;-;-;-;4532;113;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8990
01/2025;qtd_aprovada;"430235 BOM PRINCIPIO";-;144;1612;6837;-;354;-;-;-;-;-;-;55;-;-;-;9785;-;-;-;-;170;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19091
01/2025;qtd_aprovada;"430237 BOM PROGRESSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;10
01/2025;qtd_aprovada;"430240 BOM RETIRO DO SUL";-;32;-;3909;-;251;-;-;-;-;-;-;56;-;-;-;4972;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;9398
01/2025;qtd_aprovada;"430245 BOQUEIRAO DO LEAO";-;88;-;-;-;38;-;-;-;-;-;-;14;-;-;-;1161;-;-;-;-;-;9;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;2;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1352
01/2025;qtd_aprovada;"430250 BOSSOROCA";-;2;-;852;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;854
01/2025;qtd_aprovada;"430258 BOZANO";-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
01/2025;qtd_aprovada;"430260 BRAGA";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;22
01/2025;qtd_aprovada;"430265 BROCHIER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"430270 BUTIA";-;-;-;-;-;512;-;-;-;-;-;-;50;-;-;-;3141;2240;-;-;-;-;-;-;-;-;-;104;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6048
01/2025;qtd_aprovada;"430280 CACAPAVA DO SUL";1;104;1;5226;211;495;245;34;-;-;-;-;2918;-;-;93;16090;392;13;-;-;-;-;-;18;-;-;456;-;6;67;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;26450
01/2025;qtd_aprovada;"430290 CACEQUI";4640;-;-;1358;-;299;582;-;-;-;-;-;1756;-;-;38;3831;43;-;-;-;-;-;-;-;-;-;110;-;-;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12795
01/2025;qtd_aprovada;"430300 CACHOEIRA DO SUL";9658;36;975;18215;1263;1667;819;866;38;21;45;-;2682;1003;-;1599;64212;1153;103;595;1440;662;237;-;466;-;-;200;-;6;12;-;8;2;1;1;-;3;-;95;-;3;8;-;-;-;-;-;-;145686;-;7;-;1299;-;-;-;-;-;255086
01/2025;qtd_aprovada;"430310 CACHOEIRINHA";1413;2388;345;25538;29;1546;679;59;-;-;-;-;994;-;-;784;39117;2159;-;-;1537;-;173;-;-;-;-;265;-;15;-;-;-;-;-;-;-;-;-;59;-;-;9;-;-;-;-;-;-;-;84;15;-;-;-;-;-;-;-;77208
01/2025;qtd_aprovada;"430320 CACIQUE DOBLE";-;8;-;770;-;-;-;-;-;-;-;-;14;-;-;-;430;-;-;-;-;-;15;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;1278
01/2025;qtd_aprovada;"430330 CAIBATE";-;1006;-;342;-;-;20;-;-;-;-;-;-;-;-;-;176;46;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1596
01/2025;qtd_aprovada;"430340 CAICARA";-;-;-;1806;-;-;-;-;-;-;-;-;20;-;-;-;717;-;-;-;-;-;-;-;-;-;-;38;-;5;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2596
01/2025;qtd_aprovada;"430350 CAMAQUA";192;-;1321;25724;119;2066;473;663;-;-;15;-;5268;51;-;414;35455;728;164;-;943;253;-;-;500;-;-;1101;-;21;212;-;2;10;5;-;-;-;-;19;-;258;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75977
01/2025;qtd_aprovada;"430355 CAMARGO";-;2;-;3490;-;-;-;-;-;-;-;-;-;-;-;-;38;380;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3910
01/2025;qtd_aprovada;"430360 CAMBARA DO SUL";-;-;-;514;-;107;58;-;-;-;-;-;26;-;-;-;1839;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2595
01/2025;qtd_aprovada;"430367 CAMPESTRE DA SERRA";-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165
01/2025;qtd_aprovada;"430370 CAMPINA DAS MISSOES";103;6;-;872;-;112;-;-;-;-;-;-;58;-;-;19;3139;135;-;-;-;-;-;-;-;-;-;130;-;4;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;4632
01/2025;qtd_aprovada;"430380 CAMPINAS DO SUL";-;46;3;1982;-;259;-;-;-;-;-;-;45;-;-;-;737;120;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3232
01/2025;qtd_aprovada;"430390 CAMPO BOM";27131;171;649;42729;1;1484;42;12;8;-;2;-;237;-;-;2987;69994;662;146;-;2063;-;1481;-;28;-;2;176;-;23;-;-;1;-;-;-;-;-;-;156;2;-;9;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;150214
01/2025;qtd_aprovada;"430400 CAMPO NOVO";-;-;-;1105;-;-;-;-;-;-;-;-;15;-;-;-;200;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;1362
01/2025;qtd_aprovada;"430410 CAMPOS BORGES";-;3;-;-;-;-;-;-;-;-;-;-;24;-;-;-;280;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;329
01/2025;qtd_aprovada;"430420 CANDELARIA";3294;-;115;6465;-;886;1775;2;-;-;-;-;8021;-;-;558;24160;236;-;-;-;9;956;-;24;-;-;268;-;5;227;-;-;-;-;-;-;-;-;217;1;-;-;-;-;-;-;-;-;-;25;-;-;4475;-;-;-;-;-;51719
01/2025;qtd_aprovada;"430430 CANDIDO GODOI";890;226;-;1019;-;189;49;-;-;-;-;-;63;-;-;-;1316;-;1;-;-;1;-;-;-;-;-;104;-;16;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3913
01/2025;qtd_aprovada;"430435 CANDIOTA";1037;-;80;1189;-;254;10;-;-;-;-;-;78;-;-;55;7996;-;-;-;-;-;197;-;-;-;-;105;-;29;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;11113
01/2025;qtd_aprovada;"430440 CANELA";14;252;-;26347;-;1103;1116;349;54;-;1;-;2705;-;-;1266;22025;1402;1;-;-;7;24;-;-;-;-;683;-;4;-;-;1;5;10;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57473
01/2025;qtd_aprovada;"430450 CANGUCU";172;35;-;10678;2516;826;280;33;-;-;-;-;165;51;-;134;22995;990;-;-;-;10;891;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;193;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40053
01/2025;qtd_aprovada;"430460 CANOAS";281;-;6756;171582;4990;8630;1372;2812;251;-;335;-;20914;1161;5;5430;126253;16364;342;688;2221;886;69;-;11;-;-;1412;-;-;123;-;6;12;-;-;-;-;-;-;194;714;20;-;-;-;-;-;-;-;354;60;-;-;-;-;-;-;-;374248
01/2025;qtd_aprovada;"430461 CANUDOS DO VALE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;20
01/2025;qtd_aprovada;"430462 CAPAO BONITO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"430463 CAPAO DA CANOA";2545;496;107;15815;8;2231;300;1080;42;-;-;-;741;-;-;1664;56445;-;110;-;-;-;-;-;1;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81688
01/2025;qtd_aprovada;"430465 CAPAO DO CIPO";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
01/2025;qtd_aprovada;"430466 CAPAO DO LEAO";408;12;-;9498;-;-;-;-;-;-;-;-;263;-;-;217;10071;2251;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22767
01/2025;qtd_aprovada;"430467 CAPIVARI DO SUL";-;4;-;470;-;-;-;-;-;-;-;-;52;-;-;-;3072;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3598
01/2025;qtd_aprovada;"430468 CAPELA DE SANTANA";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
01/2025;qtd_aprovada;"430469 CAPITAO";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;26
01/2025;qtd_aprovada;"430470 CARAZINHO";4788;-;2104;23238;241;1078;669;633;115;38;312;-;518;47;-;741;27263;2763;5;460;684;-;159;-;-;-;-;203;-;4;-;-;-;9;-;-;-;-;-;21;-;190;7;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;66297
01/2025;qtd_aprovada;"430471 CARAA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"430480 CARLOS BARBOSA";247;117;60;10056;-;726;263;114;-;-;1;-;143;-;-;502;21275;-;-;-;-;-;971;-;-;-;-;24;-;-;-;-;-;2;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;9;-;-;1617;-;-;-;-;-;36192
01/2025;qtd_aprovada;"430485 CARLOS GOMES";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;75
01/2025;qtd_aprovada;"430490 CASCA";-;98;-;288;-;314;67;-;-;-;184;-;1196;-;-;-;3013;-;-;-;-;-;-;-;-;-;-;56;-;169;-;-;-;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5574
01/2025;qtd_aprovada;"430495 CASEIROS";-;-;-;553;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;553
01/2025;qtd_aprovada;"430500 CATUIPE";32;6;74;1288;-;-;-;-;-;-;-;-;40;-;-;132;2903;-;-;-;-;-;-;-;-;-;-;24;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4501
01/2025;qtd_aprovada;"430510 CAXIAS DO SUL";170;50;1548;219819;3955;13992;4787;1973;431;269;441;1;34427;2469;15;2472;147132;13218;575;2049;2369;2610;1201;-;-;-;-;875;-;79;191;3;97;-;36;-;-;1;-;167;14;352;20;80;85;130;1;255;-;606478;401;100;-;5855;-;-;-;-;-;1071193
01/2025;qtd_aprovada;"430511 CENTENARIO";-;257;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;547
01/2025;qtd_aprovada;"430512 CERRITO";-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
01/2025;qtd_aprovada;"430513 CERRO BRANCO";2566;11;32;1128;-;-;-;-;-;-;-;-;-;-;-;114;4696;87;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8658
01/2025;qtd_aprovada;"430515 CERRO GRANDE";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
01/2025;qtd_aprovada;"430517 CERRO GRANDE DO SUL";-;-;-;1299;-;-;-;-;-;-;-;-;-;-;-;131;7162;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8852
01/2025;qtd_aprovada;"430520 CERRO LARGO";-;170;-;1672;-;248;48;15;-;-;-;-;20;-;-;-;423;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;2650
01/2025;qtd_aprovada;"430530 CHAPADA";-;9;6;2491;4;72;2;-;-;-;10;-;144;-;-;-;1270;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4055
01/2025;qtd_aprovada;"430535 CHARQUEADAS";-;58;46;5484;-;1440;120;236;-;-;-;-;100;-;-;136;10740;2490;-;-;-;-;-;-;-;-;-;47;-;1;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21148
01/2025;qtd_aprovada;"430537 CHARRUA";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
01/2025;qtd_aprovada;"430540 CHIAPETTA";-;-;-;809;-;-;-;-;-;-;-;-;-;-;-;-;450;-;-;-;-;-;-;-;-;-;-;17;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;1295
01/2025;qtd_aprovada;"430543 CHUI";-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
01/2025;qtd_aprovada;"430544 CHUVISCA";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;290
01/2025;qtd_aprovada;"430545 CIDREIRA";-;-;-;1659;-;1282;158;-;-;-;-;-;250;-;-;21;10202;221;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13808
