periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;qtd_aprovada;"241470 VARZEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"241475 VENHA-VER";-;7;-;2413;-;-;-;-;6;-;9;-;24;-;-;75;5224;-;-;-;-;-;-;-;-;-;14;-;1;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;7793
12/2025;qtd_aprovada;"241480 VERA CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"241490 VICOSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"241500 VILA FLOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;" MUNICIPIO IGNORADO - PB";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250010 AGUA BRANCA";49;67;202;1605;9;230;16;-;-;-;-;-;36;-;-;115;2904;138;-;-;-;-;20;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;1774;-;-;-;-;-;-;7361
12/2025;qtd_aprovada;"250020 AGUIAR";-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;49;3556;125;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;3827
12/2025;qtd_aprovada;"250030 ALAGOA GRANDE";20;4;-;8582;-;413;166;-;-;-;-;-;-;-;-;237;9876;-;-;-;-;-;414;-;-;-;3;-;25;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;190;-;-;-;-;-;-;20011
12/2025;qtd_aprovada;"250040 ALAGOA NOVA";-;30;15;2080;175;55;-;-;-;-;-;-;171;-;-;122;4442;-;-;-;-;-;-;-;-;-;110;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7212
12/2025;qtd_aprovada;"250050 ALAGOINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250053 ALCANTIL";-;12;-;589;-;-;63;-;-;-;-;-;7;-;4;407;2102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3184
12/2025;qtd_aprovada;"250057 ALGODAO DE JANDAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;692
12/2025;qtd_aprovada;"250060 ALHANDRA";244;-;306;3074;-;321;224;-;-;-;-;-;1542;-;-;706;35654;1450;-;-;-;-;382;56;-;-;15;-;-;-;-;-;-;-;-;-;-;-;109;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;44117
12/2025;qtd_aprovada;"250070 SAO JOAO DO RIO DO PEIXE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250073 AMPARO";2;-;-;315;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;562
12/2025;qtd_aprovada;"250077 APARECIDA";1003;93;7;717;-;13;-;-;5;-;-;-;-;-;-;317;3195;-;-;-;-;-;383;5;-;-;7;-;10;-;-;-;-;-;-;-;-;-;183;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;5968
12/2025;qtd_aprovada;"250080 ARACAGI";640;31;-;-;-;-;-;-;-;-;-;-;88;-;-;565;10117;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;11489
12/2025;qtd_aprovada;"250090 ARARA";-;170;-;2438;-;16;-;-;-;-;-;-;-;-;-;175;2375;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;5288
12/2025;qtd_aprovada;"250100 ARARUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250110 AREIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250115 AREIA DE BARAUNAS";-;5;-;156;-;-;54;-;-;-;-;-;-;-;-;-;276;-;-;-;-;-;280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;847
12/2025;qtd_aprovada;"250120 AREIAL";70;7;-;776;-;-;-;-;-;-;-;-;-;-;-;738;1873;-;-;-;-;-;144;-;-;-;7;-;4;-;-;-;-;-;-;-;-;-;148;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;3807
12/2025;qtd_aprovada;"250130 AROEIRAS";8;24;-;3335;-;615;-;-;-;-;-;-;161;-;-;2493;12379;-;6;-;-;-;80;-;-;-;327;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;19528
12/2025;qtd_aprovada;"250135 ASSUNCAO";11;2;-;-;-;-;-;-;-;-;-;-;60;-;-;116;138;486;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;813
12/2025;qtd_aprovada;"250140 BAIA DA TRAICAO";-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;915;2907;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;3923
12/2025;qtd_aprovada;"250150 BANANEIRAS";274;75;13;6844;-;496;-;-;-;-;-;-;160;-;-;738;22735;167;-;-;-;-;-;217;-;-;63;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;693;-;-;-;-;-;-;32491
12/2025;qtd_aprovada;"250153 BARAUNA";15;-;-;-;-;-;-;-;-;-;-;-;24;-;-;116;740;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;1041
12/2025;qtd_aprovada;"250157 BARRA DE SANTANA";-;6;-;1986;-;5;12;2;7;-;-;-;41;-;-;295;2159;386;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5017
12/2025;qtd_aprovada;"250160 BARRA DE SANTA ROSA";202;29;-;2516;-;-;-;-;-;-;-;-;150;-;-;765;4447;222;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;8474
12/2025;qtd_aprovada;"250170 BARRA DE SAO MIGUEL";-;44;-;4105;-;-;118;-;1;-;-;-;3;-;-;56;64;245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;1291;-;-;-;-;-;-;5950
12/2025;qtd_aprovada;"250180 BAYEUX";515;-;-;23413;-;1534;422;-;-;-;-;-;1186;-;-;1838;29368;-;-;-;-;-;656;602;-;-;216;-;-;-;-;-;-;-;-;-;-;-;454;144;-;-;-;-;-;-;-;-;-;284;-;-;-;-;-;-;-;-;-;60632
12/2025;qtd_aprovada;"250190 BELEM";36;31;-;297;-;841;72;-;-;-;-;-;316;-;-;133;4784;257;-;-;-;-;268;-;-;-;29;-;18;-;-;-;-;5;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;1659;-;-;-;-;-;-;8792
12/2025;qtd_aprovada;"250200 BELEM DO BREJO DO CRUZ";-;-;-;301;-;233;-;-;-;-;9;-;94;-;-;254;1865;-;-;-;-;-;-;-;-;-;13;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2845
12/2025;qtd_aprovada;"250205 BERNARDINO BATISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250210 BOA VENTURA";1;14;2;285;-;-;50;-;-;-;-;-;13;-;-;69;596;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1030
12/2025;qtd_aprovada;"250215 BOA VISTA";327;11;2;1064;-;2;14;2;2;-;-;-;58;-;-;59;7464;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;26;-;-;135;-;-;-;-;-;-;9229
12/2025;qtd_aprovada;"250220 BOM JESUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250230 BOM SUCESSO";-;12;-;308;-;-;51;-;-;-;24;-;-;-;-;-;1523;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;1941
12/2025;qtd_aprovada;"250240 BONITO DE SANTA FE";296;28;-;239;-;10;-;-;-;-;-;-;75;-;-;381;7510;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;8575
12/2025;qtd_aprovada;"250250 BOQUEIRAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250260 IGARACY";12;30;-;-;-;-;-;-;-;-;-;-;63;-;-;172;5234;99;-;-;-;-;152;-;-;-;20;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5787
12/2025;qtd_aprovada;"250270 BORBOREMA";-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;58
12/2025;qtd_aprovada;"250280 BREJO DO CRUZ";35;11;-;2476;-;458;228;28;18;-;-;-;95;-;20;123;14570;870;-;-;-;-;155;-;-;-;158;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;29;-;-;2218;-;-;-;-;-;-;21568
12/2025;qtd_aprovada;"250290 BREJO DOS SANTOS";-;-;-;12;-;-;20;-;-;-;-;-;21;-;-;-;1046;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;1179
12/2025;qtd_aprovada;"250300 CAAPORA";52;12;-;3784;-;-;202;-;-;-;-;-;101;-;-;851;15434;140;2;-;-;-;125;-;-;-;9;-;3;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;468;-;-;-;-;-;-;21233
12/2025;qtd_aprovada;"250310 CABACEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250320 CABEDELO";991;46;81;33319;140;4468;843;-;-;-;-;-;736;-;-;911;24369;1591;-;-;-;-;-;9;-;-;427;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;8;-;-;67966
12/2025;qtd_aprovada;"250330 CACHOEIRA DOS INDIOS";50;20;-;1240;-;21;156;-;-;-;-;-;-;-;-;68;995;178;-;-;-;-;21;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;33;-;-;940;-;-;-;-;-;-;3777
12/2025;qtd_aprovada;"250340 CACIMBA DE AREIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250350 CACIMBA DE DENTRO";5;5;14;646;-;59;-;-;-;-;-;-;37;-;-;7;1327;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;2151
12/2025;qtd_aprovada;"250355 CACIMBAS";-;35;-;-;-;-;-;-;-;-;14;-;-;-;-;22;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77
12/2025;qtd_aprovada;"250360 CAICARA";-;-;-;1789;-;-;91;-;-;-;-;-;-;-;-;44;1613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3537
12/2025;qtd_aprovada;"250370 CAJAZEIRAS";464;129;36;19471;372;1759;1256;927;318;-;359;-;854;226;-;640;43133;835;22;-;2018;468;246;-;-;-;349;-;2;28;4;5;5;1;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;74002
12/2025;qtd_aprovada;"250375 CAJAZEIRINHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250380 CALDAS BRANDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250390 CAMALAU";122;2;-;2651;-;35;31;-;-;-;-;-;-;-;-;224;1308;417;-;-;-;-;311;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;5288
12/2025;qtd_aprovada;"250400 CAMPINA GRANDE";37098;33;490;99778;2528;4327;3727;2238;1098;105;416;17;9034;6856;-;211;158977;3152;5248;3629;9106;1892;492;410;-;-;756;-;8;826;84;-;-;4;-;-;-;-;308;-;132;76;123;-;-;-;24;-;685373;10870;101;-;-;-;77;142;154;-;723;1050643
12/2025;qtd_aprovada;"250403 CAPIM";-;9;-;-;-;-;-;-;-;-;-;-;48;-;-;93;960;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1112
12/2025;qtd_aprovada;"250407 CARAUBAS";30;25;-;1249;-;-;-;-;-;-;-;-;-;-;-;-;340;265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1909
12/2025;qtd_aprovada;"250410 CARRAPATEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250415 CASSERENGUE";-;-;4;-;-;-;84;-;-;-;-;-;35;-;-;173;1144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;1464
12/2025;qtd_aprovada;"250420 CATINGUEIRA";6;31;-;-;-;1;3;2;-;-;-;-;21;-;-;36;75;20;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;285
12/2025;qtd_aprovada;"250430 CATOLE DO ROCHA";450;146;30;8332;-;800;652;923;-;-;30;-;339;133;-;209;11675;532;6;-;-;-;177;83;-;-;54;-;4;-;21;-;-;1;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;3256;-;-;29;-;-;-;27931
12/2025;qtd_aprovada;"250435 CATURITE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250440 CONCEICAO";9;-;891;3533;-;-;229;-;-;-;-;-;-;-;-;-;5536;-;-;-;-;-;106;-;-;-;264;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;10695
12/2025;qtd_aprovada;"250450 CONDADO";21;-;-;-;14;38;-;-;-;-;-;-;3;-;-;33;998;49;-;-;-;-;326;-;-;-;34;-;7;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;30;-;-;452;-;-;-;-;-;-;2048
12/2025;qtd_aprovada;"250460 CONDE";9;68;20;5454;-;-;184;-;-;-;-;-;1121;-;-;723;17234;476;-;-;-;-;77;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;25553
12/2025;qtd_aprovada;"250470 CONGO";4;-;-;2097;-;-;9;-;-;-;-;-;48;-;-;58;1065;754;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;4071
12/2025;qtd_aprovada;"250480 COREMAS";44;46;-;1118;-;144;170;-;-;-;-;-;91;-;-;387;6647;47;-;-;-;-;-;-;-;-;9;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3682;-;-;-;-;-;-;12414
12/2025;qtd_aprovada;"250485 COXIXOLA";-;4;-;1053;4;-;-;-;-;-;-;-;-;-;-;-;206;324;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1591
12/2025;qtd_aprovada;"250490 CRUZ DO ESPIRITO SANTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250500 CUBATI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250510 CUITE";89;113;3;4805;-;1146;176;-;-;-;26;-;127;-;-;202;12148;-;-;-;-;-;70;-;-;-;18;-;5;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;399;-;-;-;-;-;-;-;-;-;19336
12/2025;qtd_aprovada;"250520 CUITEGI";-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;163
12/2025;qtd_aprovada;"250523 CUITE DE MAMANGUAPE";211;10;-;-;-;-;-;-;-;-;-;-;16;-;-;93;3574;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;4026
12/2025;qtd_aprovada;"250527 CURRAL DE CIMA";34;66;-;-;-;-;-;-;-;-;-;-;-;-;-;220;672;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;1016
12/2025;qtd_aprovada;"250530 CURRAL VELHO";-;16;-;-;-;-;66;4;-;-;-;-;-;-;-;-;25;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150
12/2025;qtd_aprovada;"250535 DAMIAO";-;40;-;1369;-;-;-;-;-;-;-;-;-;-;-;245;300;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;1994
12/2025;qtd_aprovada;"250540 DESTERRO";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;1698;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1751
12/2025;qtd_aprovada;"250550 VISTA SERRANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"250560 DIAMANTE";16;-;2;802;-;45;82;-;-;-;21;-;50;-;-;78;1484;142;-;-;-;-;50;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2782
12/2025;qtd_aprovada;"250570 DONA INES";61;51;2;542;-;31;94;-;-;-;-;-;7;-;-;180;5438;33;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6441
12/2025;qtd_aprovada;"250580 DUAS ESTRADAS";-;7;1;582;-;-;74;-;-;-;-;-;10;-;-;92;144;-;-;-;-;-;30;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;973
12/2025;qtd_aprovada;"250590 EMAS";-;25;-;812;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;863
