periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;qtd_aprovada;"350275 ARACARIGUAMA";1516;-;1764;12418;-;1546;85;-;-;-;-;-;428;-;-;1496;37144;349;10;-;-;-;33;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56826
12/2025;qtd_aprovada;"350280 ARACATUBA";3439;1432;893;88342;2078;11826;1960;1448;601;225;380;6;5125;70;2426;3176;106753;1317;935;1161;4307;36;2758;157;-;-;424;-;120;337;52;-;1;-;-;-;-;-;505;3;84;28;-;-;-;-;-;-;1278936;3318;42;-;11863;-;-;-;-;-;-;1536564
12/2025;qtd_aprovada;"350290 ARACOIABA DA SERRA";10;93;-;19942;-;1543;274;-;-;-;7;-;92;-;-;576;31433;356;-;-;-;-;-;53;-;-;30;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;1;14;-;9;54452
12/2025;qtd_aprovada;"350300 ARAMINA";-;5;-;2220;-;87;1;12;29;-;-;-;524;-;-;-;200;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;183;-;-;-;2;-;131;3479
12/2025;qtd_aprovada;"350310 ARANDU";232;40;264;-;-;12;-;-;-;-;-;-;9;-;-;367;4665;-;-;-;-;-;115;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5729
12/2025;qtd_aprovada;"350315 ARAPEI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"350320 ARARAQUARA";14444;1745;3148;105663;3718;6585;2188;1097;448;158;254;10;12679;2561;-;2377;165559;8827;611;1075;3953;1537;1760;25;-;-;679;-;320;266;-;39;28;2;-;-;-;-;183;2;21;22;-;-;-;-;-;-;1240591;1664;36;-;-;-;15;-;-;-;20;1584310
12/2025;qtd_aprovada;"350330 ARARAS";14672;745;1304;40854;260;5008;1371;860;184;56;87;-;5580;40;-;2980;96059;204;43;495;1351;37;1563;-;-;-;116;-;17;51;1;5;6;-;-;-;3;-;100;-;-;4;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;174061
12/2025;qtd_aprovada;"350335 ARCO-IRIS";288;2;6;-;-;-;-;-;-;-;-;-;-;-;-;128;2165;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2678
12/2025;qtd_aprovada;"350340 AREALVA";-;57;8;81;-;214;231;-;-;-;-;-;1549;-;-;264;8273;-;159;-;-;-;-;-;-;-;-;-;-;273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11109
12/2025;qtd_aprovada;"350350 AREIAS";61;25;-;-;-;-;30;-;-;-;-;-;44;-;-;-;1799;75;-;-;-;-;194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;823;-;-;-;-;-;-;3063
12/2025;qtd_aprovada;"350360 AREIOPOLIS";6291;19;327;1;-;340;124;-;-;-;-;-;163;-;-;977;13034;202;-;-;-;-;1984;-;-;-;17;-;3;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;185;-;-;45;-;-;-;-;-;-;23733
12/2025;qtd_aprovada;"350370 ARIRANHA";313;13;124;2264;-;317;133;-;-;-;-;-;-;-;-;434;13932;95;-;-;-;-;72;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;17723
12/2025;qtd_aprovada;"350380 ARTUR NOGUEIRA";6000;-;953;14177;-;2249;43;-;-;-;-;-;143;-;-;1080;31424;530;-;-;-;-;942;-;-;-;12;-;22;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57686
12/2025;qtd_aprovada;"350390 ARUJA";7931;4476;370;35;-;260;1027;-;-;-;54;-;823;-;-;1232;15029;2139;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;24;-;111;33529
12/2025;qtd_aprovada;"350395 ASPASIA";-;58;-;1152;-;-;-;-;-;-;-;-;-;-;-;-;-;209;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1419
12/2025;qtd_aprovada;"350400 ASSIS";6413;232;541;55455;951;5985;1950;1334;-;-;226;-;5097;361;-;2676;255635;951;172;383;1734;560;-;125;-;-;114;-;-;209;-;-;3;12;-;-;-;-;-;-;17;9;-;-;-;-;-;-;685999;-;15;-;-;-;34;192;35;99;184;1027703
12/2025;qtd_aprovada;"350410 ATIBAIA";142;6451;1160;51867;502;4430;3527;1628;-;-;409;-;6933;-;-;1473;73610;1491;10;-;-;12;85;-;-;-;127;-;-;218;209;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8791;2;60;-;-;-;-;163137
12/2025;qtd_aprovada;"350420 AURIFLAMA";523;118;-;2492;-;689;231;-;-;-;-;-;225;-;-;342;10782;361;-;-;-;-;-;-;-;-;93;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3821;-;-;-;-;-;-;19681
12/2025;qtd_aprovada;"350430 AVAI";125;38;-;-;-;-;-;-;-;-;-;-;1;-;-;64;2333;-;-;-;-;-;3;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2571
12/2025;qtd_aprovada;"350440 AVANHANDAVA";-;12;-;-;-;-;89;-;-;-;-;-;-;-;-;-;265;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;1394;-;-;-;-;-;-;1788
12/2025;qtd_aprovada;"350450 AVARE";1001;241;23;38202;158;4731;1399;1099;26;-;228;-;5761;33;-;1623;81981;1599;291;-;2093;37;-;114;-;-;212;-;3;263;-;-;13;3;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;12;-;-;-;9;27;8;10;55;141269
12/2025;qtd_aprovada;"350460 BADY BASSITT";3472;271;-;14991;-;1133;149;-;-;-;-;-;358;-;-;717;26119;393;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47603
12/2025;qtd_aprovada;"350470 BALBINOS";1394;24;118;-;-;-;-;-;-;-;-;-;-;-;-;344;2917;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1141;-;-;-;-;-;-;5977
12/2025;qtd_aprovada;"350480 BALSAMO";2117;107;48;1673;-;-;29;-;-;-;-;-;-;-;-;472;17033;-;-;-;-;-;9;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21499
12/2025;qtd_aprovada;"350490 BANANAL";1;29;-;3319;-;536;45;-;-;-;-;-;38;-;-;345;8102;429;-;-;-;-;134;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;38;-;-;5544;-;-;-;-;-;-;18722
12/2025;qtd_aprovada;"350500 BARAO DE ANTONINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"350510 BARBOSA";585;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;154;540;-;-;-;-;40;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;846;-;-;-;-;-;-;2206
12/2025;qtd_aprovada;"350520 BARIRI";6741;53;26;4014;-;1642;136;-;-;-;-;-;452;-;-;831;36109;199;4;-;-;-;462;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;9;-;-;7399;-;-;-;-;-;-;58121
12/2025;qtd_aprovada;"350530 BARRA BONITA";4890;-;695;2714;-;1709;297;88;24;-;48;-;372;-;-;1478;33316;1640;26;-;-;-;932;10;-;-;294;-;12;-;-;-;1;-;-;-;-;-;78;-;29;-;-;-;-;-;-;-;-;302;-;-;-;-;-;-;34;-;-;48989
12/2025;qtd_aprovada;"350535 BARRA DO CHAPEU";-;172;-;398;-;-;52;-;-;-;-;-;-;-;-;30;2524;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3176
12/2025;qtd_aprovada;"350540 BARRA DO TURVO";-;3;32;3337;-;242;-;-;-;-;-;-;102;-;-;439;4796;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8967
12/2025;qtd_aprovada;"350550 BARRETOS";58908;-;1016;154430;36266;14946;4380;8669;1257;1430;1008;9;5387;7036;-;3962;178255;2637;445;6022;2147;3814;4876;139;-;26;2735;-;130;449;6;182;24;54;-;-;14;4;678;8;849;19;887;-;-;-;6;-;886655;118;22;-;-;-;-;85;33;28;40;1390091
12/2025;qtd_aprovada;"350560 BARRINHA";1621;-;69;6580;-;390;-;-;-;-;-;-;40;-;-;756;20550;393;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;685;-;-;-;-;-;-;31096
12/2025;qtd_aprovada;"350570 BARUERI";30507;703;27624;373061;2923;22861;16208;4288;936;-;1834;-;22284;180;-;19209;417287;6065;428;-;3829;7;8322;1226;-;-;555;-;82;112;11;16;-;-;-;-;-;-;565;-;222;14;-;-;-;-;-;-;-;112;10;-;66;-;-;-;-;-;-;961547
12/2025;qtd_aprovada;"350580 BASTOS";110;-;11;10537;8;914;64;2;1;-;-;-;170;-;-;307;14969;794;16;-;-;-;-;-;-;-;19;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1160;-;-;30;10;19;-;29175
12/2025;qtd_aprovada;"350590 BATATAIS";7697;194;1297;87617;98;3465;1235;298;86;-;53;-;614;-;-;4162;73043;1267;91;-;1821;-;472;11;-;-;99;-;13;1;-;1;6;-;-;-;-;-;98;-;53;5;-;-;-;-;-;-;-;8;4;-;-;-;-;-;-;-;-;183809
12/2025;qtd_aprovada;"350600 BAURU";29692;1236;1710;165903;2491;14282;5425;2538;435;446;943;2;16102;4929;2137;7791;281832;2459;344;1371;4901;2819;5688;573;-;-;486;-;147;343;3;56;37;11;-;-;-;81;522;-;251;49;35;-;-;-;17;-;1720134;1913;106;-;301;-;4;100;61;108;27;2280841
12/2025;qtd_aprovada;"350610 BEBEDOURO";270;2;3338;62295;219;3030;953;610;185;-;101;-;3209;-;-;4886;55316;794;75;-;2337;6;102;1;-;-;136;-;2;36;2;63;14;2;-;-;2;-;1;-;100;18;-;-;-;-;-;-;-;21;12;-;1520;-;-;-;-;-;-;139658
12/2025;qtd_aprovada;"350620 BENTO DE ABREU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;100;-;-;-;-;-;-;113
12/2025;qtd_aprovada;"350630 BERNARDINO DE CAMPOS";-;21;-;996;-;392;10;-;-;-;-;-;89;-;-;197;8251;-;11;-;-;-;-;-;-;-;20;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;10042
12/2025;qtd_aprovada;"350635 BERTIOGA";25301;154;1683;28914;169;2488;2166;982;299;94;11;-;930;-;13;4542;100930;1983;36;-;-;-;1183;413;-;-;381;-;12;-;-;-;-;2;-;-;-;-;155;-;112;-;-;-;-;-;-;-;-;21;-;-;-;-;10;96;756;-;49;173885
12/2025;qtd_aprovada;"350640 BILAC";3091;1;46;428;-;173;-;-;-;-;-;-;85;-;-;78;8808;212;-;-;-;-;276;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;15;-;-;3474;-;-;-;-;-;-;16698
12/2025;qtd_aprovada;"350650 BIRIGUI";30263;170;374;21727;-;3968;580;691;-;-;-;-;942;-;-;10993;113558;603;-;-;-;-;1644;281;-;-;402;-;60;-;-;-;-;-;-;-;-;-;221;1;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;42;186603
12/2025;qtd_aprovada;"350660 BIRITIBA MIRIM";737;48;458;9663;-;1432;441;-;-;-;-;-;216;-;-;1496;24127;3440;48;-;-;-;58;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42260
12/2025;qtd_aprovada;"350670 BOA ESPERANCA DO SUL";53;88;203;2023;-;475;33;-;-;-;-;-;108;-;-;472;9911;67;-;-;-;-;340;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13844
12/2025;qtd_aprovada;"350680 BOCAINA";4739;-;179;-;-;160;111;-;-;-;-;-;77;-;-;122;8261;342;-;-;-;-;149;-;-;-;32;-;10;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;3849;-;-;-;-;-;-;18048
12/2025;qtd_aprovada;"350690 BOFETE";182;42;-;-;-;-;-;-;-;-;-;-;-;-;-;291;13739;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14254
12/2025;qtd_aprovada;"350700 BOITUVA";4157;-;1303;19191;-;1891;397;398;15;-;22;-;1182;-;-;3625;81553;3331;76;-;-;-;665;215;-;-;121;-;46;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;35;-;-;6327;-;-;-;-;-;-;124601
12/2025;qtd_aprovada;"350710 BOM JESUS DOS PERDOES";13;-;140;15064;-;1400;-;-;-;-;-;-;219;-;-;685;21423;607;-;-;-;-;-;-;-;-;29;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39583
12/2025;qtd_aprovada;"350715 BOM SUCESSO DE ITARARE";4548;16;160;-;-;-;-;-;-;-;-;-;-;-;-;166;3394;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8284
12/2025;qtd_aprovada;"350720 BORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"350730 BORACEIA";2521;-;18;-;-;4;64;-;-;-;-;-;-;-;-;74;4152;98;-;-;-;-;316;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;22;-;-;1569;-;-;-;-;-;-;8885
12/2025;qtd_aprovada;"350740 BORBOREMA";12069;193;60;4555;-;512;356;-;-;-;9;-;168;-;-;1175;23276;559;41;-;-;-;325;101;-;-;68;-;7;29;-;-;-;13;-;-;-;5;58;-;-;-;-;-;-;-;-;-;-;25;-;-;5045;-;-;4;14;-;-;48667
12/2025;qtd_aprovada;"350745 BOREBI";448;-;118;-;-;19;-;-;-;-;-;-;-;-;-;54;2804;118;-;-;-;-;322;-;-;-;14;-;1;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;11;-;-;448;-;-;-;-;-;-;4365
12/2025;qtd_aprovada;"350750 BOTUCATU";26389;211;5339;183956;4977;12044;3282;3712;214;157;728;14;5551;12818;-;1771;133017;2771;454;1555;2831;3014;2230;209;-;-;494;4;31;205;5;36;-;33;-;-;1;-;189;2;298;48;1256;-;60;-;561;-;1317909;753;186;-;-;-;-;-;-;-;-;1729315
12/2025;qtd_aprovada;"350760 BRAGANCA PAULISTA";66;264;867;120879;443;8871;3694;2788;532;355;432;-;2906;1798;-;3670;127444;540;332;607;3290;1266;60;66;-;-;206;-;1;49;-;76;28;-;-;-;-;-;17;-;42;20;-;-;-;-;-;-;-;100;22;-;-;-;-;-;-;-;-;281731
12/2025;qtd_aprovada;"350770 BRAUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"350775 BREJO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"350780 BRODOWSKI";11577;-;367;4367;-;97;-;-;-;-;-;-;31;-;-;529;26347;535;1;-;-;-;339;-;-;-;19;-;77;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44353
12/2025;qtd_aprovada;"350790 BROTAS";2544;103;91;3614;-;1027;-;-;-;-;-;-;304;-;-;849;16975;-;14;-;-;-;225;-;-;-;50;-;1;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;25814
12/2025;qtd_aprovada;"350800 BURI";73;1;1;9666;-;387;-;-;-;-;-;-;27;-;-;382;9348;627;-;-;-;-;-;-;-;-;540;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2061;-;-;-;-;-;-;23113
12/2025;qtd_aprovada;"350810 BURITAMA";7813;698;293;4255;-;715;100;-;-;-;-;-;1375;-;-;734;28122;288;2381;-;-;-;747;30;-;-;12;-;3;231;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;19;-;-;4045;-;-;-;-;-;-;51908
12/2025;qtd_aprovada;"350820 BURITIZAL";631;3;1;-;-;3;-;-;-;-;-;-;-;-;-;58;3487;202;-;-;-;-;98;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;4494
12/2025;qtd_aprovada;"350830 CABRALIA PAULISTA";3511;4;233;-;-;2;-;-;-;-;-;-;-;-;-;617;8092;349;-;-;-;-;373;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;13493
12/2025;qtd_aprovada;"350840 CABREUVA";7808;26;2585;33915;-;4346;757;192;79;11;26;-;1396;-;-;6440;114969;831;721;-;-;-;738;19;-;-;124;-;12;8;-;-;-;-;-;-;-;-;71;-;6;-;-;-;-;-;-;-;-;1341;-;-;-;-;-;-;-;-;-;176421
12/2025;qtd_aprovada;"350850 CACAPAVA";1636;341;53;75966;359;3051;730;342;11;-;-;-;5083;24;121;960;47442;257;1;-;-;11;1699;7;-;-;168;-;29;-;-;-;-;1;-;-;-;-;130;-;3;-;-;-;-;-;-;-;-;18;-;-;-;-;-;29;-;-;-;138472
12/2025;qtd_aprovada;"350860 CACHOEIRA PAULISTA";67;-;-;12554;-;865;-;-;-;-;-;-;39;-;-;1260;11420;409;-;-;-;4;127;-;-;-;52;-;4;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;4432;-;-;-;-;-;-;31239
12/2025;qtd_aprovada;"350870 CACONDE";-;44;485;3420;-;379;198;-;-;-;-;-;2;-;-;2;336;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4915
12/2025;qtd_aprovada;"350880 CAFELANDIA";6334;-;90;1042;-;559;30;-;-;-;-;-;215;-;-;334;16389;116;447;-;-;-;382;-;-;-;34;-;4;-;-;-;-;4;-;-;-;1;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;26015
12/2025;qtd_aprovada;"350890 CAIABU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121
12/2025;qtd_aprovada;"350900 CAIEIRAS";12;852;1724;80451;-;4904;1290;-;-;-;-;-;1158;79;-;3146;105430;84;13;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;199196
12/2025;qtd_aprovada;"350910 CAIUA";1433;-;314;-;-;-;-;-;-;-;-;-;1;-;-;154;1258;72;-;-;-;-;220;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;3516
12/2025;qtd_aprovada;"350920 CAJAMAR";3501;418;175;61638;2;6187;2681;948;226;-;129;-;7447;-;11;2706;111082;584;-;-;-;-;234;5;-;-;99;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;198149
12/2025;qtd_aprovada;"350925 CAJATI";70;660;632;6564;-;421;227;-;-;-;-;-;4;-;-;984;28035;272;-;-;-;-;187;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;4819;-;-;-;-;-;-;42932
12/2025;qtd_aprovada;"350930 CAJOBI";461;5;124;2096;-;268;-;-;-;-;-;-;24;-;-;171;10610;44;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;988;-;-;-;-;-;-;14912
12/2025;qtd_aprovada;"350940 CAJURU";58;-;5;11012;-;958;1;102;-;-;28;-;91;-;1;-;14044;-;16;-;-;-;327;-;-;-;122;-;3;-;-;-;8;7;-;-;-;17;26;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;26835
12/2025;qtd_aprovada;"350945 CAMPINA DO MONTE ALEGRE";1022;24;314;-;-;97;64;-;-;-;-;-;-;-;-;963;5961;-;-;-;-;-;11;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8467
12/2025;qtd_aprovada;"350950 CAMPINAS";478;3771;9264;752176;8970;27012;7951;7129;1636;658;2497;19;36399;44484;55;9917;354981;4523;1529;5796;11412;15024;1116;169;-;-;2110;2;108;1879;22;425;36;93;-;1;10;19;398;17;581;100;2055;-;-;-;595;2;3676841;922;159;-;-;-;1;1;7;-;14;4993364
12/2025;qtd_aprovada;"350960 CAMPO LIMPO PAULISTA";6615;113;178036;43697;71;3766;354;642;-;-;-;-;1307;-;-;2559;75710;1115;70;-;2728;-;57;-;-;-;511;-;14;26;-;-;3;-;-;-;1;-;85;-;2;13;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;317501
12/2025;qtd_aprovada;"350970 CAMPOS DO JORDAO";5524;93;2024;25791;-;2906;187;200;-;-;-;-;463;-;-;5497;50163;158;45;-;-;-;888;43;-;-;15;-;10;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;1706;-;-;-;-;-;-;95769
12/2025;qtd_aprovada;"350980 CAMPOS NOVOS PAULISTA";3028;-;24;-;-;241;145;-;-;-;-;-;-;-;-;487;14332;357;-;-;-;-;1093;-;-;-;1;-;4;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;12;-;-;1684;-;-;-;15;-;-;21438
12/2025;qtd_aprovada;"350990 CANANEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
