periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
05/2025;qtd_aprovada;"430885 GENTIL";136;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;232
05/2025;qtd_aprovada;"430890 GETULIO VARGAS";87;58;53;3185;272;1685;828;71;-;-;140;-;260;-;-;1;7153;-;1;-;-;-;175;-;-;-;269;-;1;30;-;24;-;8;-;-;-;-;378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14679
05/2025;qtd_aprovada;"430900 GIRUA";3316;-;7;10520;8;1720;457;119;7;-;25;-;519;8;11;15;16103;883;18;-;-;4;-;-;-;-;35;-;1;1;-;8;-;3;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;607;-;-;2179;-;-;-;-;-;36607
05/2025;qtd_aprovada;"430905 GLORINHA";124;152;-;768;-;-;-;-;-;-;-;-;-;-;-;-;3150;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4444
05/2025;qtd_aprovada;"430910 GRAMADO";21831;-;293;23116;1;997;1243;42;70;-;102;-;1386;-;-;1377;55670;786;212;-;-;1;1222;129;-;-;319;-;9;-;-;-;-;1;-;-;-;-;92;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108907
05/2025;qtd_aprovada;"430912 GRAMADO DOS LOUREIROS";49;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;148
05/2025;qtd_aprovada;"430915 GRAMADO XAVIER";-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
05/2025;qtd_aprovada;"430920 GRAVATAI";4960;750;580;139888;1143;5777;1689;2034;420;-;65;-;4606;5;-;1399;87268;6998;3;-;1907;11;371;56;-;-;60;-;4;19;-;-;-;-;-;-;-;-;99;-;-;94;10;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;260254
05/2025;qtd_aprovada;"430925 GUABIJU";100;-;-;331;-;-;-;-;-;-;-;-;-;-;-;170;1044;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1658
05/2025;qtd_aprovada;"430930 GUAIBA";153;-;360;7334;-;1812;244;151;-;-;-;-;393;-;-;681;24655;6154;-;-;1468;-;252;50;-;-;78;-;-;-;-;-;4;-;-;-;-;-;84;-;-;-;8;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;43893
05/2025;qtd_aprovada;"430940 GUAPORE";5159;193;79;7312;126;1167;271;159;40;-;9;-;682;-;-;292;19648;1307;55;-;-;13;1155;-;-;-;66;-;-;5;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;40;-;-;3140;-;-;-;-;-;40960
05/2025;qtd_aprovada;"430950 GUARANI DAS MISSOES";210;79;-;1401;-;178;45;-;-;-;-;-;10;-;1;-;358;147;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;2490
05/2025;qtd_aprovada;"430955 HARMONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;483;202;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;816
05/2025;qtd_aprovada;"430957 HERVEIRAS";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
05/2025;qtd_aprovada;"430960 HORIZONTINA";4396;118;116;2482;-;403;8;27;-;-;-;-;37;-;-;476;25079;112;5;-;-;-;569;93;-;-;141;-;7;-;-;-;-;-;-;-;-;-;45;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34147
05/2025;qtd_aprovada;"430965 HULHA NEGRA";-;-;-;1145;-;-;13;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1240
05/2025;qtd_aprovada;"430970 HUMAITA";-;46;-;2429;-;-;-;-;-;-;-;-;17;-;-;-;295;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;2822
05/2025;qtd_aprovada;"430975 IBARAMA";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
05/2025;qtd_aprovada;"430980 IBIACA";-;-;-;707;-;-;-;-;-;-;-;-;5;-;-;2;85;135;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;953
05/2025;qtd_aprovada;"430990 IBIRAIARAS";-;25;-;3221;-;-;-;-;-;-;-;-;5;-;-;15;904;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4179
05/2025;qtd_aprovada;"430995 IBIRAPUITA";-;-;-;335;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;374
05/2025;qtd_aprovada;"431000 IBIRUBA";8;45;14;10103;-;1012;690;177;44;-;31;-;227;-;-;129;2886;145;25;-;-;-;36;-;-;-;109;-;-;-;27;-;6;-;-;-;-;-;30;2;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;15778
05/2025;qtd_aprovada;"431010 IGREJINHA";-;-;21;7676;-;1255;1406;147;-;-;23;-;7101;-;-;405;19345;481;451;-;-;2;-;42;-;-;1628;-;-;230;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;40333
05/2025;qtd_aprovada;"431020 IJUI";667;38;479;66556;168;3622;2094;973;107;303;133;23;9200;861;-;2410;75548;414;71;1859;1679;852;542;114;-;-;2058;-;110;73;12;4;3;3;-;-;6;-;348;3;-;255;20;19;-;-;7;20;-;169043;430;77;-;-;-;9;-;-;23;341236
05/2025;qtd_aprovada;"431030 ILOPOLIS";-;70;-;717;-;83;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;880
05/2025;qtd_aprovada;"431033 IMBE";-;565;-;2507;-;1325;-;-;-;-;-;-;306;-;-;54;18682;505;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23948
05/2025;qtd_aprovada;"431036 IMIGRANTE";162;5;-;1849;-;-;-;-;-;-;-;-;-;-;-;-;-;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;2169
05/2025;qtd_aprovada;"431040 INDEPENDENCIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;477;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;491
05/2025;qtd_aprovada;"431041 INHACORA";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;23
05/2025;qtd_aprovada;"431043 IPE";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
05/2025;qtd_aprovada;"431046 IPIRANGA DO SUL";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;76
05/2025;qtd_aprovada;"431050 IRAI";-;22;-;932;-;135;-;-;-;-;-;-;-;-;-;-;1470;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;8;-;-;1137;-;-;-;-;-;3847
05/2025;qtd_aprovada;"431053 ITAARA";-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
05/2025;qtd_aprovada;"431055 ITACURUBI";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
05/2025;qtd_aprovada;"431057 ITAPUCA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
05/2025;qtd_aprovada;"431060 ITAQUI";108;75;-;11438;-;973;460;65;-;-;-;-;290;20;-;-;8148;753;20;-;214;10;-;-;-;-;175;-;13;15;-;-;1;-;-;-;-;-;-;3;-;80;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;22865
05/2025;qtd_aprovada;"431065 ITATI";-;3;-;-;-;-;-;-;-;-;-;-;35;-;-;-;570;691;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1299
05/2025;qtd_aprovada;"431070 ITATIBA DO SUL";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;40
05/2025;qtd_aprovada;"431075 IVORA";-;5;-;-;-;-;-;-;-;-;-;-;15;-;-;-;403;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;474
05/2025;qtd_aprovada;"431080 IVOTI";1812;375;192;3538;-;1513;184;-;-;-;-;-;158;-;-;137;18126;874;14;-;-;-;-;-;-;-;479;-;9;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;27461
05/2025;qtd_aprovada;"431085 JABOTICABA";-;-;14;1926;58;153;12;-;-;-;12;-;50;-;-;-;3842;-;65;-;-;-;-;-;-;-;2088;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8251
05/2025;qtd_aprovada;"431087 JACUIZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431090 JACUTINGA";-;22;-;764;-;-;-;-;-;-;-;-;-;-;-;-;7;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;890
05/2025;qtd_aprovada;"431100 JAGUARAO";1;-;-;2679;-;924;193;189;-;-;-;-;1916;45;-;-;15972;-;65;-;-;23;-;-;-;-;386;-;-;236;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;22679
05/2025;qtd_aprovada;"431110 JAGUARI";25;26;-;2435;-;153;59;-;-;-;-;-;71;-;-;-;6080;153;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9130
05/2025;qtd_aprovada;"431112 JAQUIRANA";-;14;-;2573;-;159;-;-;-;-;-;-;22;-;-;13;1410;30;-;-;-;-;-;-;-;-;48;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;669;-;-;-;-;-;4941
05/2025;qtd_aprovada;"431113 JARI";-;5;-;-;-;-;-;-;-;-;-;-;26;-;-;-;53;36;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153
05/2025;qtd_aprovada;"431115 JOIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;266
05/2025;qtd_aprovada;"431120 JULIO DE CASTILHOS";11845;-;91;4685;-;906;11;20;-;-;3;-;171;-;-;600;25137;355;-;-;-;-;970;189;-;-;214;-;-;-;-;1;-;-;-;-;1;-;94;-;-;18;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;45327
05/2025;qtd_aprovada;"431123 LAGOA BONITA DO SUL";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
05/2025;qtd_aprovada;"431125 LAGOAO";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;239;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;291
05/2025;qtd_aprovada;"431127 LAGOA DOS TRES CANTOS";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;12
05/2025;qtd_aprovada;"431130 LAGOA VERMELHA";76;31;37;10376;-;1193;760;38;-;-;-;-;1356;-;-;269;12451;210;38;-;-;-;50;21;-;-;115;-;-;35;-;-;-;-;-;-;-;-;10;-;-;27;-;-;-;-;-;-;-;-;8;-;-;1000;-;-;-;-;33;28134
05/2025;qtd_aprovada;"431140 LAJEADO";2165;289;632;69374;3864;4466;1380;642;250;96;144;2;2576;2186;-;4151;62396;5154;93;1514;1261;1580;1465;-;-;-;258;-;122;1;-;16;-;-;-;-;1;-;479;6;-;36;7;1;-;-;1;13;-;265853;241;7;-;1525;-;8;-;-;-;434255
05/2025;qtd_aprovada;"431142 LAJEADO DO BUGRE";60;13;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173
05/2025;qtd_aprovada;"431150 LAVRAS DO SUL";-;-;-;1117;-;201;-;-;-;-;-;-;24;-;-;-;2565;-;-;-;-;-;-;-;-;-;139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4053
05/2025;qtd_aprovada;"431160 LIBERATO SALZANO";-;48;-;-;-;-;-;-;-;-;-;-;35;-;-;-;1004;106;-;-;-;-;12;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;1256
05/2025;qtd_aprovada;"431162 LINDOLFO COLLOR";-;7;-;-;-;-;-;-;-;-;-;-;30;-;-;26;1422;100;-;-;-;-;-;-;-;-;55;-;9;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;1677
05/2025;qtd_aprovada;"431164 LINHA NOVA";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
05/2025;qtd_aprovada;"431170 MACHADINHO";5254;14;42;232;-;-;-;-;-;-;-;-;45;-;-;64;5971;101;-;-;-;-;69;20;-;-;8;-;-;-;-;-;-;-;-;-;-;-;9;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11834
05/2025;qtd_aprovada;"431171 MACAMBARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431173 MAMPITUBA";-;33;-;-;-;-;-;-;-;-;-;-;8;-;-;-;578;365;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;989
05/2025;qtd_aprovada;"431175 MANOEL VIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431177 MAQUINE";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2478;46;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2544
05/2025;qtd_aprovada;"431179 MARATA";13;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;28;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115
05/2025;qtd_aprovada;"431180 MARAU";10278;41;214;6130;348;1274;262;80;-;-;-;-;120;-;-;2348;34229;170;-;-;-;-;591;17;-;-;343;-;-;-;-;1;-;-;-;-;-;-;56;-;-;105;-;-;-;-;-;-;-;-;-;-;-;500;-;-;-;-;-;57107
05/2025;qtd_aprovada;"431190 MARCELINO RAMOS";-;12;-;966;-;68;-;-;-;-;-;-;25;-;-;7;583;104;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1768
05/2025;qtd_aprovada;"431198 MARIANA PIMENTEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431200 MARIANO MORO";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;76
05/2025;qtd_aprovada;"431205 MARQUES DE SOUZA";-;6;-;716;-;101;-;-;-;-;-;-;3;-;-;-;2151;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3083
05/2025;qtd_aprovada;"431210 MATA";1937;-;19;-;-;-;-;-;-;-;-;-;10;-;-;82;4874;-;-;-;-;-;74;8;-;-;12;-;1;-;-;-;-;-;-;-;-;-;8;-;-;1;-;-;-;-;-;-;-;-;50;-;-;7800;-;-;-;-;-;14876
05/2025;qtd_aprovada;"431213 MATO CASTELHANO";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;235;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;286
05/2025;qtd_aprovada;"431215 MATO LEITAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431217 MATO QUEIMADO";-;7;-;147;-;-;-;-;-;-;-;-;17;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;209
05/2025;qtd_aprovada;"431220 MAXIMILIANO DE ALMEIDA";-;11;-;726;-;-;-;-;-;-;-;-;11;-;-;-;433;89;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;1346
05/2025;qtd_aprovada;"431225 MINAS DO LEAO";3320;-;20;-;-;-;-;-;-;-;-;-;11;-;-;281;5713;990;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10335
05/2025;qtd_aprovada;"431230 MIRAGUAI";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;53
05/2025;qtd_aprovada;"431235 MONTAURI";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
05/2025;qtd_aprovada;"431237 MONTE ALEGRE DOS CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431238 MONTE BELO DO SUL";-;2;-;1517;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1572
05/2025;qtd_aprovada;"431240 MONTENEGRO";5126;41;455;18430;172;978;201;486;2;-;-;-;1866;16;-;2899;63447;-;92;-;1481;17;2371;32;-;-;154;-;2;-;-;-;-;-;-;-;-;-;263;-;-;44;9;-;-;-;-;-;-;-;178;11;-;-;-;-;-;-;-;98773
05/2025;qtd_aprovada;"431242 MORMACO";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
05/2025;qtd_aprovada;"431244 MORRINHOS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250;132;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;404
05/2025;qtd_aprovada;"431245 MORRO REDONDO";-;32;-;712;-;-;-;-;-;-;-;-;-;-;-;-;1356;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2118
05/2025;qtd_aprovada;"431247 MORRO REUTER";701;-;1;-;-;-;190;-;-;-;-;-;-;-;-;66;8831;487;-;-;-;-;118;-;-;-;113;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10523
