periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
12/2024;qtd_aprovada;"420880 JAGUARUNA";12966;188;461;6060;-;944;146;-;-;-;-;-;214;-;-;514;20806;240;-;-;-;-;923;-;56;-;-;102;-;4;305;-;5;-;-;-;-;-;-;68;-;9;-;-;-;-;-;-;-;-;43;-;-;17;44071
12/2024;qtd_aprovada;"420890 JARAGUA DO SUL";27533;730;5330;67695;1359;7152;1387;529;270;160;333;-;3942;195;-;7202;168551;3466;269;830;1572;100;4376;-;372;-;-;408;17;31;-;-;1;-;8;-;-;-;-;287;-;32;11;-;-;-;-;7;-;-;42;13;-;4234;308444
12/2024;qtd_aprovada;"420895 JARDINOPOLIS";-;-;-;210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1637;1847
12/2024;qtd_aprovada;"420900 JOACABA";116;185;529;31558;6973;2932;1151;1691;339;51;83;-;709;91;7;267;21388;1262;161;1373;-;31;-;-;135;-;-;1528;-;40;13;3;67;19;-;1;-;-;-;3;1;108;-;-;-;-;-;-;-;-;21;-;-;4673;77509
12/2024;qtd_aprovada;"420910 JOINVILLE";2418;47;17332;223382;5439;22825;5017;2838;731;144;1351;9;29085;109;20;9732;395264;31695;315;1829;5448;59;2303;-;246;-;-;3437;28;148;1878;663;510;179;109;-;-;1;-;441;8;1412;63;354;12;42;-;226;-;-;160;272;-;3726;771307
12/2024;qtd_aprovada;"420915 JOSE BOITEUX";-;9;-;1435;-;-;-;-;-;-;-;-;-;-;-;-;1460;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2904
12/2024;qtd_aprovada;"420917 JUPIA";197;15;72;-;-;-;-;-;-;-;-;-;-;-;-;486;2244;170;-;-;-;-;208;-;-;-;-;4;-;4;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3411
12/2024;qtd_aprovada;"420920 LACERDOPOLIS";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;467;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;668;1150
12/2024;qtd_aprovada;"420930 LAGES";30427;1379;387;95969;849;6537;3781;1930;867;60;269;-;1978;65;-;5540;109760;28466;403;976;2537;25;2845;-;333;-;-;355;-;17;158;4;-;8;7;-;-;-;1;266;-;1;37;-;-;-;-;-;-;-;77;57;-;7356;303727
12/2024;qtd_aprovada;"420940 LAGUNA";95;128;176;17524;198;1406;712;130;10;-;-;-;678;2;-;57;11944;17;105;-;-;2;163;-;-;-;-;280;-;3;-;3;3;7;-;-;-;1;-;10;-;2;-;-;-;-;-;-;-;-;11;-;-;-;33667
12/2024;qtd_aprovada;"420945 LAJEADO GRANDE";32;-;1;-;-;-;-;-;-;-;-;-;-;-;-;61;1569;76;-;-;-;-;81;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;8;-;-;-;1885
12/2024;qtd_aprovada;"420950 LAURENTINO";557;77;27;4226;-;-;-;-;-;-;-;-;-;-;-;50;3565;826;-;-;-;-;416;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9763
12/2024;qtd_aprovada;"420960 LAURO MULLER";6139;68;36;543;-;-;-;-;-;-;-;-;149;-;-;319;15171;238;-;-;-;-;326;-;-;-;-;16;-;3;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;25;-;-;-;23060
12/2024;qtd_aprovada;"420970 LEBON REGIS";-;-;-;174;-;133;-;-;-;-;-;-;51;-;-;-;2945;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1433;4764
12/2024;qtd_aprovada;"420980 LEOBERTO LEAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1219;1219
12/2024;qtd_aprovada;"420985 LINDOIA DO SUL";33;56;-;2902;-;102;1;-;-;-;-;-;28;-;-;-;1280;198;-;-;-;-;-;-;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;4614
12/2024;qtd_aprovada;"420990 LONTRAS";-;-;-;4151;-;-;-;-;-;-;-;-;-;-;-;-;573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4724
12/2024;qtd_aprovada;"421000 LUIZ ALVES";64;163;3;4031;-;-;41;-;-;-;-;-;85;-;-;11;5353;2377;-;-;-;-;-;-;76;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189;12453
12/2024;qtd_aprovada;"421003 LUZERNA";-;83;-;1386;-;-;-;-;-;-;-;-;-;-;-;-;564;-;-;-;1249;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;51;-;-;3351
12/2024;qtd_aprovada;"421005 MACIEIRA";859;6;115;420;-;-;75;-;-;-;-;-;10;-;-;-;2358;90;-;-;-;-;24;-;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;4075
12/2024;qtd_aprovada;"421010 MAFRA";38377;403;633;3988;-;837;477;925;232;15;89;-;794;116;-;1879;44378;7;106;-;1236;59;1730;-;60;-;-;79;-;1;124;-;-;5;1;-;-;-;-;125;-;-;11;-;-;-;-;-;-;-;-;12;-;-;96699
12/2024;qtd_aprovada;"421020 MAJOR GERCINO";-;-;-;-;-;-;3;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2011;2018
12/2024;qtd_aprovada;"421030 MAJOR VIEIRA";130;16;16;-;-;183;-;-;-;-;-;-;21;-;-;39;5130;107;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5646
12/2024;qtd_aprovada;"421040 MARACAJA";1167;-;100;2158;-;-;-;-;-;-;-;-;-;-;-;268;7711;93;-;-;-;-;205;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;15;-;-;-;11745
12/2024;qtd_aprovada;"421050 MARAVILHA";13;122;30;19974;829;1033;883;175;445;7;171;-;401;-;-;-;10720;470;19;-;-;-;130;-;-;-;-;69;-;3;7;-;21;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;45;-;-;4471;40109
12/2024;qtd_aprovada;"421055 MAREMA";-;-;-;175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;913;1114
12/2024;qtd_aprovada;"421060 MASSARANDUBA";286;61;66;7024;-;638;13;-;-;-;2;-;101;-;-;405;20192;-;7;-;-;-;1164;-;-;-;-;41;-;1;129;-;-;-;-;-;-;-;-;33;-;7;-;-;-;-;-;-;-;-;-;-;-;1;30171
12/2024;qtd_aprovada;"421070 MATOS COSTA";38;9;-;530;-;-;47;-;-;-;-;-;-;-;-;-;417;370;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;7;-;-;-;1523
12/2024;qtd_aprovada;"421080 MELEIRO";9621;7;22;2914;-;108;-;31;-;-;8;-;7;-;-;159;8365;188;-;-;-;-;127;-;63;-;-;9;-;12;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;16;-;-;-;21662
12/2024;qtd_aprovada;"421085 MIRIM DOCE";-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;2;26;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70
12/2024;qtd_aprovada;"421090 MODELO";-;21;-;1624;-;176;4;7;3;-;-;-;29;-;2;1;2440;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1794;6165
12/2024;qtd_aprovada;"421100 MONDAI";-;102;8;1545;-;92;30;-;2;-;-;-;41;-;-;-;1817;436;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2646;6803
12/2024;qtd_aprovada;"421105 MONTE CARLO";-;115;7;-;-;119;-;-;-;-;-;-;-;-;-;6;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;256
12/2024;qtd_aprovada;"421110 MONTE CASTELO";-;281;-;-;-;-;-;-;-;-;-;-;-;-;-;14;780;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1161;2236
12/2024;qtd_aprovada;"421120 MORRO DA FUMACA";12657;51;75;2961;-;656;31;-;-;-;-;-;57;-;-;358;18359;-;-;-;-;-;709;-;18;-;-;102;-;8;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;40;-;-;323;36468
12/2024;qtd_aprovada;"421125 MORRO GRANDE";2953;25;2;1142;-;-;-;-;-;-;-;-;-;-;-;75;2359;-;-;-;-;-;39;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;2;-;-;379;6987
12/2024;qtd_aprovada;"421130 NAVEGANTES";30833;7;511;22926;-;2759;370;86;71;-;85;-;798;-;-;3733;97017;1314;101;-;-;-;1883;-;28;-;-;61;-;27;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162850
12/2024;qtd_aprovada;"421140 NOVA ERECHIM";-;18;-;1803;-;37;-;-;-;-;-;-;11;-;-;4;871;-;-;-;-;-;5;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;620;3396
12/2024;qtd_aprovada;"421145 NOVA ITABERABA";-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;9;41;15;-;-;-;-;3;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;817;914
12/2024;qtd_aprovada;"421150 NOVA TRENTO";197;44;25;3266;80;325;-;-;-;-;-;-;30;-;-;539;12056;80;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;232;16875
12/2024;qtd_aprovada;"421160 NOVA VENEZA";-;32;286;2829;4;570;34;15;-;-;7;-;150;-;-;47;6264;129;-;-;-;-;-;-;622;-;-;109;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11191
12/2024;qtd_aprovada;"421165 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;136;136
12/2024;qtd_aprovada;"421170 ORLEANS";-;96;280;4993;-;183;4;69;-;-;11;-;211;-;-;75;9494;185;25;-;-;-;-;-;-;-;-;86;-;2;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15719
12/2024;qtd_aprovada;"421175 OTACILIO COSTA";-;79;-;7426;-;542;-;-;-;-;-;-;176;-;-;-;5786;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14009
12/2024;qtd_aprovada;"421180 OURO";3731;89;19;4234;-;-;-;-;-;-;-;-;-;-;-;227;7439;332;-;-;-;-;119;-;-;-;-;20;-;1;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16229
12/2024;qtd_aprovada;"421185 OURO VERDE";42;-;10;-;-;-;-;-;-;-;-;-;-;-;-;110;2672;193;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;16;-;-;-;3110
12/2024;qtd_aprovada;"421187 PAIAL";197;-;5;-;-;-;-;-;-;-;-;-;-;-;-;60;2389;-;-;-;-;-;462;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;2;-;-;313;3440
12/2024;qtd_aprovada;"421189 PAINEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;547;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1095;1842
12/2024;qtd_aprovada;"421190 PALHOCA";25031;202;672;52647;1192;2332;2221;205;186;-;88;-;2642;-;-;6590;93987;1992;111;-;-;-;6792;-;119;-;-;110;-;14;-;-;115;-;-;-;-;-;-;509;104;88;-;-;-;-;-;-;-;-;109;-;-;-;198058
12/2024;qtd_aprovada;"421200 PALMA SOLA";-;-;-;29;-;39;3;-;-;-;-;-;29;-;-;11;1286;82;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;6;-;-;4089;5590
12/2024;qtd_aprovada;"421205 PALMEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"421210 PALMITOS";92;92;-;3132;-;546;8;-;-;-;-;-;32;-;25;111;6789;-;-;-;-;-;338;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;3860;15214
12/2024;qtd_aprovada;"421220 PAPANDUVA";-;-;-;420;-;303;-;-;-;-;-;-;23;-;-;-;2135;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2885
12/2024;qtd_aprovada;"421223 PARAISO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;1606;1623
12/2024;qtd_aprovada;"421225 PASSO DE TORRES";4324;-;29;5675;-;-;-;-;-;-;-;-;-;-;-;266;7489;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;21;-;-;1172;19132
12/2024;qtd_aprovada;"421227 PASSOS MAIA";31;-;5;135;-;1;-;-;-;-;-;-;-;-;-;68;3283;43;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3669
12/2024;qtd_aprovada;"421230 PAULO LOPES";-;86;-;3433;-;410;-;-;-;-;-;-;-;-;-;34;1075;622;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1587;7261
12/2024;qtd_aprovada;"421240 PEDRAS GRANDES";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;36
12/2024;qtd_aprovada;"421250 PENHA";5944;116;103;6323;-;233;-;-;-;-;-;-;4593;-;-;491;23993;254;395;-;-;-;146;-;-;-;-;17;-;-;1688;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;17;-;-;-;44325
12/2024;qtd_aprovada;"421260 PERITIBA";-;20;-;-;-;26;-;-;-;-;-;-;5;-;-;-;575;-;-;-;-;-;16;-;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;400;1081
12/2024;qtd_aprovada;"421265 PESCARIA BRAVA";6129;81;27;513;-;-;50;-;-;-;-;-;-;-;-;258;7376;-;-;-;-;-;389;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;295;15173
12/2024;qtd_aprovada;"421270 PETROLANDIA";4620;9;77;1655;-;137;63;-;-;-;-;-;63;-;-;39;5118;171;-;-;-;-;72;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12046
12/2024;qtd_aprovada;"421280 BALNEARIO PICARRAS";7537;2;156;8844;-;334;269;-;5;-;-;-;446;-;-;283;28465;-;-;-;-;-;424;-;232;-;-;2;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;30;-;-;-;47066
12/2024;qtd_aprovada;"421290 PINHALZINHO";13409;117;109;7532;-;740;-;-;-;-;-;-;90;-;-;358;22159;-;8;-;-;-;1274;-;166;-;-;2;-;7;-;-;-;-;-;-;-;-;-;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46104
12/2024;qtd_aprovada;"421300 PINHEIRO PRETO";1218;-;15;1656;-;-;-;-;-;-;-;-;-;-;-;237;4109;150;-;-;-;-;145;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;618;8180
12/2024;qtd_aprovada;"421310 PIRATUBA";2283;44;34;-;-;23;-;-;-;-;-;-;-;-;-;60;3021;11;-;-;-;-;190;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;1057;6736
12/2024;qtd_aprovada;"421315 PLANALTO ALEGRE";-;16;-;-;-;-;-;-;-;-;-;-;14;-;-;-;362;-;-;-;-;-;100;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;284;798
12/2024;qtd_aprovada;"421320 POMERODE";555;74;40;11757;-;2012;155;-;-;-;1;-;643;-;-;14;16303;1824;366;-;-;-;50;-;35;-;-;165;-;2;517;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34535
12/2024;qtd_aprovada;"421330 PONTE ALTA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
12/2024;qtd_aprovada;"421335 PONTE ALTA DO NORTE";-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80
12/2024;qtd_aprovada;"421340 PONTE SERRADA";-;-;-;564;-;218;18;-;-;-;-;-;94;-;-;7;3683;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1500;6124
12/2024;qtd_aprovada;"421350 PORTO BELO";22661;195;1294;6510;-;1937;178;149;-;-;-;-;316;-;-;1430;52726;618;5;-;-;-;2242;-;63;-;-;20;-;1;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;34;-;-;-;90531
12/2024;qtd_aprovada;"421360 PORTO UNIAO";2767;135;59;17514;324;1055;609;232;58;-;52;-;1581;10;-;-;8578;1756;22;571;-;6;-;-;-;-;-;16;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;42;-;-;3913;39304
12/2024;qtd_aprovada;"421370 POUSO REDONDO";2654;35;72;3044;-;355;-;-;-;-;-;-;63;-;-;226;10048;32;-;-;-;-;169;-;-;-;-;37;-;3;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16771
12/2024;qtd_aprovada;"421380 PRAIA GRANDE";9264;-;48;2836;-;712;9;-;-;-;12;-;3425;-;40;474;15622;188;3;-;-;-;61;-;69;-;-;103;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32888
12/2024;qtd_aprovada;"421390 PRESIDENTE CASTELLO BRANCO";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
12/2024;qtd_aprovada;"421400 PRESIDENTE GETULIO";991;69;28;3122;-;345;-;-;-;-;-;-;44;-;-;440;10909;-;-;-;-;-;95;-;108;-;-;51;-;9;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16226
12/2024;qtd_aprovada;"421410 PRESIDENTE NEREU";2;6;-;2220;-;-;-;-;-;-;-;-;-;-;-;-;178;45;-;-;-;-;21;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;2497
12/2024;qtd_aprovada;"421415 PRINCESA";-;-;-;426;-;-;-;-;60;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1199;1692
12/2024;qtd_aprovada;"421420 QUILOMBO";431;-;4;159;-;439;111;2;3;-;-;-;195;-;-;111;11657;-;-;-;-;-;114;-;1;-;-;59;-;8;1;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;2493;15811
12/2024;qtd_aprovada;"421430 RANCHO QUEIMADO";-;-;-;1510;-;3;20;7;20;2;15;-;1;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;1628
12/2024;qtd_aprovada;"421440 RIO DAS ANTAS";1310;21;-;2910;-;-;-;-;-;-;-;-;1;-;-;444;8945;170;-;-;-;-;406;-;-;-;-;141;-;1;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;34;-;-;982;15381
12/2024;qtd_aprovada;"421450 RIO DO CAMPO";-;-;-;2440;-;-;-;-;-;-;-;-;18;-;-;-;400;18;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3598;6509
12/2024;qtd_aprovada;"421460 RIO DO OESTE";12;33;-;3305;-;-;-;-;-;-;-;-;-;-;-;14;333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220;3917
12/2024;qtd_aprovada;"421470 RIO DOS CEDROS";1923;60;4;4345;-;391;94;-;-;-;-;-;28;-;-;146;9454;1383;-;-;-;-;152;-;-;-;-;33;-;1;120;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18159
12/2024;qtd_aprovada;"421480 RIO DO SUL";10588;246;643;37190;1961;3067;573;991;338;49;64;17;1667;43;-;1582;70969;1224;107;608;2158;51;2870;-;169;-;-;372;-;17;66;-;9;32;7;-;-;2;-;447;-;26;13;-;-;-;-;-;-;-;20;27;-;-;138213
12/2024;qtd_aprovada;"421490 RIO FORTUNA";-;33;170;1801;-;189;13;-;-;-;-;-;18;-;-;-;2174;60;-;-;-;-;-;-;53;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;6;25;-;-;-;-;-;-;-;-;21;-;-;1053;5660
12/2024;qtd_aprovada;"421500 RIO NEGRINHO";1;-;419;16458;33;1395;174;361;-;-;-;-;443;-;-;132;16939;3739;18;-;-;-;24;-;58;-;-;83;-;2;-;-;-;-;6;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;21;-;-;11005;51327
12/2024;qtd_aprovada;"421505 RIO RUFINO";1817;71;4;-;-;-;-;-;-;-;-;-;-;-;-;248;2727;-;-;-;-;-;15;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4887
12/2024;qtd_aprovada;"421507 RIQUEZA";-;-;-;1371;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;1384
12/2024;qtd_aprovada;"421510 RODEIO";743;-;11;5102;-;94;85;-;-;-;-;-;21;-;-;403;5258;168;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;523;12521
