periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
12/2024;qtd_aprovada;"310600 BELA VISTA DE MINAS";-;8;8;6978;-;-;-;-;-;-;-;-;-;-;-;152;2812;510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1427;11895
12/2024;qtd_aprovada;"310610 BELMIRO BRAGA";368;12;-;-;-;-;-;-;-;-;-;-;30;-;-;-;247;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;86;898
12/2024;qtd_aprovada;"310620 BELO HORIZONTE";6283;5525;1183;1067233;19667;59950;20044;13323;4178;1850;3366;23;115889;83883;382;28215;673421;16111;20679;11051;32855;15081;3292;-;1093;-;-;4916;32;1214;5143;15;427;417;348;10;2;17;7;853;87;1371;349;4912;32;117;-;1465;-;3450238;2354;843;-;299;5680045
12/2024;qtd_aprovada;"310630 BELO ORIENTE";12;47;3;18715;-;811;105;-;-;-;-;-;553;-;-;360;12979;969;4;-;-;-;-;-;-;-;-;23;-;3;138;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;21;-;-;2148;36920
12/2024;qtd_aprovada;"310640 BELO VALE";35;-;-;8154;-;424;-;-;-;-;-;-;-;-;-;-;261;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;76;9178
12/2024;qtd_aprovada;"310650 BERILO";-;4;-;1881;-;537;-;-;-;-;-;-;2;-;-;-;1138;501;-;-;-;-;-;-;-;-;-;41;-;11;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2339;6455
12/2024;qtd_aprovada;"310660 BERTOPOLIS";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;304;412
12/2024;qtd_aprovada;"310665 BERIZAL";-;-;-;1483;-;129;20;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;166;1804
12/2024;qtd_aprovada;"310670 BETIM";72903;245;9543;215502;2588;14509;1991;1582;122;24;316;-;13957;-;-;8389;320082;1153;2591;832;6657;1553;3005;-;345;-;-;1638;-;81;372;-;1;79;46;-;-;-;-;403;30;51;80;41;-;-;-;-;-;-;4;202;-;932;681849
12/2024;qtd_aprovada;"310680 BIAS FORTES";1213;8;244;-;-;-;-;-;-;-;-;-;60;-;-;526;3380;294;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;424;6294
12/2024;qtd_aprovada;"310690 BICAS";2733;5;30;1152;-;488;332;-;3;-;59;-;96;-;-;718;11272;-;-;-;-;-;167;-;-;-;-;38;-;1;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;22;-;-;1629;18829
12/2024;qtd_aprovada;"310700 BIQUINHAS";357;51;12;366;-;52;-;-;-;-;-;-;90;-;-;25;3056;237;-;-;-;-;70;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;1115;5454
12/2024;qtd_aprovada;"310710 BOA ESPERANCA";464;-;-;22268;-;88;-;-;-;-;-;-;-;-;-;-;3335;-;-;-;-;-;79;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;89;-;-;2509;28855
12/2024;qtd_aprovada;"310720 BOCAINA DE MINAS";-;-;-;406;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;320;751
12/2024;qtd_aprovada;"310730 BOCAIUVA";589;17;-;5623;-;1825;96;-;-;-;-;-;1091;17;-;392;36187;150;524;-;-;4;-;-;-;-;-;172;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;893;47658
12/2024;qtd_aprovada;"310740 BOM DESPACHO";10642;97;192;15231;2;2515;735;615;69;-;191;-;977;-;-;688;59899;1302;18;-;1977;-;3963;-;305;-;-;496;-;65;1;2;1;1;-;-;-;-;-;310;2;-;15;-;-;-;-;-;-;-;1605;32;-;3063;105011
12/2024;qtd_aprovada;"310750 BOM JARDIM DE MINAS";-;-;-;4072;-;711;-;-;-;-;-;-;30;-;-;48;5390;216;26;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;10624
12/2024;qtd_aprovada;"310760 BOM JESUS DA PENHA";1;13;-;2135;-;-;-;-;-;-;-;-;-;-;-;6;2831;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;306;5292
12/2024;qtd_aprovada;"310770 BOM JESUS DO AMPARO";369;74;-;480;-;-;-;-;-;-;-;-;-;-;-;-;82;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1119
12/2024;qtd_aprovada;"310780 BOM JESUS DO GALHO";-;-;-;6125;-;259;-;-;-;-;-;-;25;-;-;146;2481;-;1;-;-;-;-;-;-;-;-;34;-;1;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;9111
12/2024;qtd_aprovada;"310790 BOM REPOUSO";-;7;-;-;-;299;-;-;-;-;-;-;84;-;-;-;958;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142;1585
12/2024;qtd_aprovada;"310800 BOM SUCESSO";1928;29;-;1285;-;382;49;-;-;-;15;-;121;-;-;-;6617;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10430
12/2024;qtd_aprovada;"310810 BONFIM";314;-;-;859;-;44;121;-;-;-;-;-;-;-;-;15;2395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3748
12/2024;qtd_aprovada;"310820 BONFINOPOLIS DE MINAS";184;-;-;359;-;225;-;-;-;-;-;-;26;-;-;32;2732;-;-;-;-;-;5;-;-;-;-;5;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;28;-;-;694;4298
12/2024;qtd_aprovada;"310825 BONITO DE MINAS";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;4;574;-;-;-;-;-;5;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;97;743
12/2024;qtd_aprovada;"310830 BORDA DA MATA";-;-;-;811;-;-;180;-;-;-;-;-;500;-;10;-;2164;169;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;1893;5763
12/2024;qtd_aprovada;"310840 BOTELHOS";-;43;-;80;-;152;19;-;-;-;-;-;11;-;-;194;2921;168;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2402;6000
12/2024;qtd_aprovada;"310850 BOTUMIRIM";20;3;5;648;-;-;-;-;-;-;-;-;-;-;-;-;1013;-;-;-;-;-;24;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;374;2107
12/2024;qtd_aprovada;"310855 BRASILANDIA DE MINAS";266;33;-;1284;-;765;-;-;-;-;-;-;168;-;-;-;15579;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;68;18231
12/2024;qtd_aprovada;"310860 BRASILIA DE MINAS";1620;53;32;17660;820;2438;175;38;-;-;-;-;565;-;-;335;14258;-;191;-;2324;-;35;-;-;-;-;565;-;-;-;-;-;-;2;-;-;-;-;48;-;-;24;-;-;-;-;-;-;-;-;34;-;-;41217
12/2024;qtd_aprovada;"310870 BRAS PIRES";4;14;3;694;-;-;20;-;-;-;-;-;-;-;2;172;1778;1165;-;-;-;-;52;-;-;-;-;16;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;641;4579
12/2024;qtd_aprovada;"310880 BRAUNAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"310890 BRAZOPOLIS";-;78;-;-;-;287;23;-;-;-;-;-;-;-;-;-;4176;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1443;6012
12/2024;qtd_aprovada;"310900 BRUMADINHO";326;133;8;42419;-;1938;536;372;-;-;20;-;1395;13;-;2104;34573;1105;51;-;-;20;-;-;1001;-;-;538;-;5;13;-;-;-;5;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;86600
12/2024;qtd_aprovada;"310910 BUENO BRANDAO";-;6;-;1377;-;252;-;-;-;-;-;-;76;-;-;106;4132;226;-;-;-;-;-;-;-;-;-;29;-;9;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;41;-;-;5295;11550
12/2024;qtd_aprovada;"310920 BUENOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"310925 BUGRE";-;11;-;-;-;-;32;-;-;-;-;-;-;-;-;-;333;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;21;-;-;167;674
12/2024;qtd_aprovada;"310930 BURITIS";10307;17;1182;13650;-;801;29;-;-;-;12;-;113;-;-;800;26169;17;-;-;-;-;540;-;18;-;-;62;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;58;-;-;7950;61807
12/2024;qtd_aprovada;"310940 BURITIZEIRO";9;35;58;5320;-;138;119;-;-;-;-;-;106;-;72;66;10704;763;4;-;-;11;269;-;-;-;-;93;-;31;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;20;-;-;2387;20306
12/2024;qtd_aprovada;"310945 CABECEIRA GRANDE";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162;238;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1349;1753
12/2024;qtd_aprovada;"310950 CABO VERDE";2;2;43;966;-;196;37;-;-;-;-;-;30;-;-;24;2015;217;-;-;-;-;-;-;81;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1901;5543
12/2024;qtd_aprovada;"310960 CACHOEIRA DA PRATA";-;19;21;2685;-;-;57;-;-;-;-;-;126;-;8;-;1015;273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;715;4939
12/2024;qtd_aprovada;"310970 CACHOEIRA DE MINAS";-;80;-;1972;-;-;-;-;-;-;-;-;-;-;-;-;603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;1268;4004
12/2024;qtd_aprovada;"310980 CACHOEIRA DOURADA";769;-;-;873;-;-;-;-;-;-;-;-;-;-;-;208;3250;150;-;-;-;-;357;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;9;-;-;1956;7592
12/2024;qtd_aprovada;"310990 CAETANOPOLIS";-;13;-;2329;-;166;-;-;-;-;-;-;37;-;-;-;3123;316;-;-;-;-;-;-;-;-;-;29;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142;6156
12/2024;qtd_aprovada;"311000 CAETE";132;69;-;11447;-;946;102;-;-;-;29;-;155;-;-;73;15027;-;36;-;-;-;-;-;-;-;-;178;-;1;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;1047;29301
12/2024;qtd_aprovada;"311010 CAIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
12/2024;qtd_aprovada;"311020 CAJURI";456;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1572;2034;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;917;4979
12/2024;qtd_aprovada;"311030 CALDAS";62;33;160;1315;-;367;-;-;-;-;-;-;-;-;-;1;1800;226;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;10;-;-;415;4411
12/2024;qtd_aprovada;"311040 CAMACHO";-;14;-;227;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121;371
12/2024;qtd_aprovada;"311050 CAMANDUCAIA";4;123;6;2360;-;603;-;-;-;-;-;-;664;-;-;761;21739;-;21;-;-;-;-;-;1;-;-;201;-;6;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;397;26939
12/2024;qtd_aprovada;"311060 CAMBUI";-;64;-;12038;-;808;-;-;-;-;-;-;185;-;-;-;5117;342;59;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1105;-;-;590;20332
12/2024;qtd_aprovada;"311070 CAMBUQUIRA";-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;767;159;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;8;1085
12/2024;qtd_aprovada;"311080 CAMPANARIO";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;522;584
12/2024;qtd_aprovada;"311090 CAMPANHA";7587;61;31;2689;-;296;55;30;44;-;6;-;62;-;-;306;15198;14;-;-;-;-;428;-;-;-;-;9;-;14;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;2219;29073
12/2024;qtd_aprovada;"311100 CAMPESTRE";83;39;-;2850;-;896;-;-;-;-;-;-;7;-;-;-;11135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15010
12/2024;qtd_aprovada;"311110 CAMPINA VERDE";63;39;-;3766;-;521;227;-;-;-;-;-;139;-;-;-;5474;-;59;-;-;-;66;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;728;11106
12/2024;qtd_aprovada;"311115 CAMPO AZUL";-;15;-;587;-;-;-;-;-;-;-;-;46;-;-;-;27;-;-;-;-;-;42;-;-;-;-;2;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;894;1647
12/2024;qtd_aprovada;"311120 CAMPO BELO";1549;139;39;15634;-;3110;379;173;6;1;14;-;793;-;-;2769;33019;53;-;-;1307;-;279;-;-;-;-;34;-;-;-;-;-;7;10;-;-;-;-;99;-;-;7;-;-;-;-;-;-;-;779;11;-;28;60239
12/2024;qtd_aprovada;"311130 CAMPO DO MEIO";-;-;-;1555;-;286;-;-;-;-;-;-;-;-;-;-;153;97;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;1274;3539
12/2024;qtd_aprovada;"311140 CAMPO FLORIDO";1;15;2;-;-;-;-;-;-;-;-;-;-;-;-;156;1493;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1667
12/2024;qtd_aprovada;"311150 CAMPOS ALTOS";1584;8;655;3863;-;496;-;-;-;-;-;-;61;-;-;329;4542;431;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11973
12/2024;qtd_aprovada;"311160 CAMPOS GERAIS";461;187;19;3693;-;701;-;-;-;-;-;-;10;-;-;136;2791;1108;-;-;-;-;48;-;24;-;-;1;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;194;9394
12/2024;qtd_aprovada;"311170 CANAA";803;6;18;96;-;-;-;-;-;-;-;-;86;-;-;290;3569;20;5;-;-;-;226;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;20;-;-;2351;7517
12/2024;qtd_aprovada;"311180 CANAPOLIS";3;19;-;7138;-;1092;114;-;-;-;-;-;146;-;-;-;2807;171;-;-;-;-;-;-;12;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;5485;17013
12/2024;qtd_aprovada;"311190 CANA VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;386;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;386
12/2024;qtd_aprovada;"311200 CANDEIAS";13;26;-;1618;-;55;4;-;-;-;-;-;46;-;-;-;1666;174;-;-;-;-;60;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;339;4031
12/2024;qtd_aprovada;"311205 CANTAGALO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1079;1079
12/2024;qtd_aprovada;"311210 CAPARAO";372;7;25;-;-;-;-;-;-;-;-;-;-;-;-;103;1911;-;-;-;-;-;81;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;21;-;-;2647;5200
12/2024;qtd_aprovada;"311220 CAPELA NOVA";-;24;-;719;-;-;-;-;-;-;-;-;29;-;-;-;83;159;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;28;1062
12/2024;qtd_aprovada;"311230 CAPELINHA";-;139;14;5924;-;1292;113;-;-;-;-;-;151;-;-;-;9138;-;11;-;-;-;-;-;-;-;-;16;-;-;-;-;-;3;12;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1786;18600
12/2024;qtd_aprovada;"311240 CAPETINGA";1341;-;-;3750;-;-;-;-;-;-;-;-;35;-;-;8;4912;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;664;10735
12/2024;qtd_aprovada;"311250 CAPIM BRANCO";-;5;-;4399;-;-;-;-;-;-;-;-;60;-;-;203;4834;201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;631;10333
12/2024;qtd_aprovada;"311260 CAPINOPOLIS";3938;-;-;2933;879;43;-;-;-;-;-;-;5;-;-;194;2614;-;-;-;-;-;24;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;1609;12268
12/2024;qtd_aprovada;"311265 CAPITAO ANDRADE";-;17;-;-;-;-;-;-;-;-;-;-;300;-;-;-;811;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1128
12/2024;qtd_aprovada;"311270 CAPITAO ENEAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;741;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;741
12/2024;qtd_aprovada;"311280 CAPITOLIO";2909;107;2;3839;-;153;59;-;-;-;42;-;23;-;-;10;2066;465;-;-;-;-;26;-;3;-;-;15;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;21;-;-;2498;12241
12/2024;qtd_aprovada;"311290 CAPUTIRA";13;411;-;8042;-;-;-;-;-;-;-;-;195;-;-;418;5422;-;-;-;-;-;41;-;-;-;-;332;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;56;14944
12/2024;qtd_aprovada;"311300 CARAI";1;12;-;1126;-;950;-;-;-;-;-;-;144;-;-;-;1917;258;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1123;5556
12/2024;qtd_aprovada;"311310 CARANAIBA";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
12/2024;qtd_aprovada;"311320 CARANDAI";-;20;2;11188;-;1005;-;61;-;-;-;-;166;4;-;254;10574;967;2;-;-;4;179;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;430;24914
12/2024;qtd_aprovada;"311330 CARANGOLA";274;-;3;10700;1397;723;305;96;4;-;80;-;357;38;-;-;12611;-;260;-;1291;25;754;-;-;-;-;171;-;-;-;-;-;26;-;-;-;1;-;107;-;-;2;-;-;-;-;-;-;-;-;6;-;-;29231
12/2024;qtd_aprovada;"311340 CARATINGA";13244;455;43;17078;1012;2838;268;193;94;6;59;-;371;-;-;227;36409;1;24;-;2527;-;974;-;178;-;-;100;-;1;-;-;-;-;-;-;-;-;-;130;-;72;15;-;-;-;-;-;-;-;32;29;-;5080;81460
12/2024;qtd_aprovada;"311350 CARBONITA";-;41;-;1414;-;247;-;-;-;-;-;-;47;-;-;100;4738;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4297;10889
12/2024;qtd_aprovada;"311360 CAREACU";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1703;1746
12/2024;qtd_aprovada;"311370 CARLOS CHAGAS";-;24;-;1287;-;429;-;-;-;-;-;-;6;-;-;-;4436;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;1901;8140
12/2024;qtd_aprovada;"311380 CARMESIA";-;-;-;492;-;-;-;-;-;-;-;-;35;-;-;68;1603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;267;2465
12/2024;qtd_aprovada;"311390 CARMO DA CACHOEIRA";-;-;-;1217;-;424;-;-;-;-;-;-;-;-;-;-;282;-;23;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1966
12/2024;qtd_aprovada;"311400 CARMO DA MATA";-;14;-;-;-;-;-;-;-;-;-;-;55;-;-;-;1731;103;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1926
12/2024;qtd_aprovada;"311410 CARMO DE MINAS";-;55;-;-;-;-;-;-;-;-;5;-;87;-;-;-;5813;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7113;13074
