periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
08/2024;qtd_aprovada;"412217 RIO BRANCO DO IVAI";-;-;-;623;-;-;-;-;-;-;-;-;-;-;-;-;424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1047
08/2024;qtd_aprovada;"412220 RIO BRANCO DO SUL";-;-;-;4026;-;650;-;-;-;-;-;-;-;-;-;-;4911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9587
08/2024;qtd_aprovada;"412230 RIO NEGRO";21853;194;742;5058;3;1;70;-;-;-;-;-;115;-;-;705;19737;671;-;-;-;-;1301;1;-;32;-;1;-;-;-;-;-;-;-;-;-;157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50641
08/2024;qtd_aprovada;"412240 ROLANDIA";3573;17880;1454;20976;312;2537;252;389;-;-;-;-;746;-;128;336;56747;1776;17;-;3041;-;196;-;-;510;-;1;-;-;-;1;-;-;-;-;-;118;-;-;13;-;-;-;-;-;-;-;9;26;-;-;111038
08/2024;qtd_aprovada;"412250 RONCADOR";2508;36;22;3451;-;-;-;-;-;-;-;-;1;-;-;441;15433;26;-;-;-;-;274;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;13;-;-;-;22214
08/2024;qtd_aprovada;"412260 RONDON";11654;42;12;-;-;200;-;-;-;-;-;-;36;-;-;448;12231;222;-;-;-;-;415;21;-;82;-;14;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25442
08/2024;qtd_aprovada;"412265 ROSARIO DO IVAI";-;-;-;829;-;-;-;-;-;-;-;-;-;-;-;-;761;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1590
08/2024;qtd_aprovada;"412270 SABAUDIA";2;-;-;-;-;-;-;-;-;-;-;-;5;-;-;50;7651;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7730
08/2024;qtd_aprovada;"412280 SALGADO FILHO";1412;-;135;-;-;-;-;-;-;-;-;-;-;-;-;223;4916;-;-;-;-;-;311;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7054
08/2024;qtd_aprovada;"412290 SALTO DO ITARARE";-;80;-;705;-;25;-;-;-;-;-;-;-;-;-;-;453;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1263
08/2024;qtd_aprovada;"412300 SALTO DO LONTRA";4523;-;130;-;-;638;-;-;-;-;-;-;-;-;-;507;13992;111;-;-;-;-;462;-;-;4;-;-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;24;-;-;-;20476
08/2024;qtd_aprovada;"412310 SANTA AMELIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"412320 SANTA CECILIA DO PAVAO";-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;992;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1144
08/2024;qtd_aprovada;"412330 SANTA CRUZ DE MONTE CASTELO";983;-;37;854;-;5;-;-;-;-;-;-;-;-;-;839;9899;14;-;-;-;-;525;-;-;20;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;31;-;-;-;13302
08/2024;qtd_aprovada;"412340 SANTA FE";2847;108;124;-;-;-;-;-;-;-;-;-;-;-;-;643;13118;-;-;-;-;-;1406;-;-;3;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18327
08/2024;qtd_aprovada;"412350 SANTA HELENA";17505;101;176;1732;-;-;-;-;-;-;-;-;-;-;-;320;31325;-;-;-;-;-;1149;2;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52430
08/2024;qtd_aprovada;"412360 SANTA INES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"412370 SANTA ISABEL DO IVAI";4844;-;41;1441;-;-;-;-;-;-;-;-;-;-;-;138;8901;102;-;-;-;-;101;-;-;14;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15594
08/2024;qtd_aprovada;"412380 SANTA IZABEL DO OESTE";13484;91;166;6598;-;492;51;-;-;-;-;-;273;-;-;719;19976;-;-;-;-;-;1892;-;-;21;-;3;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;32;-;-;8381;52347
08/2024;qtd_aprovada;"412382 SANTA LUCIA";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
08/2024;qtd_aprovada;"412385 SANTA MARIA DO OESTE";86;-;-;2544;-;-;-;-;-;-;-;-;151;-;-;-;1024;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3805
08/2024;qtd_aprovada;"412390 SANTA MARIANA";-;123;20;1431;-;278;291;-;-;-;-;-;2666;-;-;-;10306;-;20;-;-;-;-;-;-;140;-;6;475;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15756
08/2024;qtd_aprovada;"412395 SANTA MONICA";-;26;-;241;-;-;-;-;-;-;-;-;1;-;-;-;303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;571
08/2024;qtd_aprovada;"412400 SANTANA DO ITARARE";4291;12;334;300;-;38;-;-;-;-;-;-;-;-;-;456;8520;-;-;-;-;-;756;30;-;12;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14816
08/2024;qtd_aprovada;"412402 SANTA TEREZA DO OESTE";866;-;121;-;-;-;-;-;-;-;-;-;1;-;-;331;12932;34;-;-;-;-;184;21;-;5;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14513
08/2024;qtd_aprovada;"412405 SANTA TEREZINHA DE ITAIPU";26274;3426;348;988;-;12;-;-;-;-;-;-;9;-;-;1893;33159;-;-;-;-;-;3199;-;-;21;-;-;-;-;-;-;-;-;-;-;-;215;-;-;-;-;-;-;-;-;-;-;158;-;-;-;69702
08/2024;qtd_aprovada;"412410 SANTO ANTONIO DA PLATINA";7919;102;83;5001;-;667;103;177;-;-;-;-;302;-;-;1690;34049;2039;547;-;2585;-;1304;28;-;189;-;11;-;-;-;86;-;-;-;-;-;142;-;-;34;-;-;-;-;-;-;-;-;80;-;-;57138
08/2024;qtd_aprovada;"412420 SANTO ANTONIO DO CAIUA";1;-;-;274;-;-;-;-;-;-;-;-;-;-;-;66;2354;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2702
08/2024;qtd_aprovada;"412430 SANTO ANTONIO DO PARAISO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278
08/2024;qtd_aprovada;"412440 SANTO ANTONIO DO SUDOESTE";6671;-;148;533;-;10;378;172;91;-;-;-;312;-;2;761;18277;133;-;-;-;-;823;35;-;3;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;9081;37494
08/2024;qtd_aprovada;"412450 SANTO INACIO";-;56;-;416;-;48;-;-;-;-;-;-;-;-;-;-;1017;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1538
08/2024;qtd_aprovada;"412460 SAO CARLOS DO IVAI";-;574;-;560;-;-;-;-;-;-;-;-;-;-;-;-;1999;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3149
08/2024;qtd_aprovada;"412470 SAO JERONIMO DA SERRA";-;1792;10;3386;-;-;-;-;-;-;-;-;-;-;-;-;1420;-;70;-;-;-;-;-;-;146;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;6874
08/2024;qtd_aprovada;"412480 SAO JOAO";1688;114;76;84;-;80;-;-;-;-;-;-;181;-;-;268;12653;60;-;-;-;-;732;12;-;14;-;1;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;641;16646
08/2024;qtd_aprovada;"412490 SAO JOAO DO CAIUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;2484;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2529
08/2024;qtd_aprovada;"412500 SAO JOAO DO IVAI";20;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;1825;75;-;-;-;-;-;-;-;11;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;2065
08/2024;qtd_aprovada;"412510 SAO JOAO DO TRIUNFO";1948;-;80;-;-;10;-;-;-;-;-;-;-;-;-;91;5314;122;-;-;-;-;756;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8385
08/2024;qtd_aprovada;"412520 SAO JORGE D'OESTE";2282;80;69;-;-;-;-;-;-;-;-;-;-;-;-;564;9661;-;-;-;-;-;436;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13106
08/2024;qtd_aprovada;"412530 SAO JORGE DO IVAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;205;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;205
08/2024;qtd_aprovada;"412535 SAO JORGE DO PATROCINIO";5720;-;8;6048;-;254;-;-;-;-;-;-;-;-;-;746;11592;389;37;-;-;-;453;-;-;-;-;2;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;16;-;-;4488;29850
08/2024;qtd_aprovada;"412540 SAO JOSE DA BOA VISTA";-;53;-;11;-;-;-;-;-;-;-;-;5;-;-;-;1065;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1134
08/2024;qtd_aprovada;"412545 SAO JOSE DAS PALMEIRAS";-;23;-;498;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;570
08/2024;qtd_aprovada;"412550 SAO JOSE DOS PINHAIS";12696;1749;10410;162059;1911;2185;1829;1161;68;-;63;-;4282;31;-;15687;268583;1426;346;-;2287;12;7282;440;2;586;-;58;-;-;68;-;-;-;-;-;-;697;206;-;6;-;-;-;-;-;-;-;7863;53;-;-;504046
08/2024;qtd_aprovada;"412555 SAO MANOEL DO PARANA";2659;7;212;-;-;-;-;-;-;-;-;-;-;-;-;150;3867;46;-;-;-;-;154;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7098
08/2024;qtd_aprovada;"412560 SAO MATEUS DO SUL";26;-;-;3999;-;767;10;-;-;-;-;-;606;-;-;575;12171;992;-;-;-;-;5;-;-;172;-;39;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;42;-;-;-;19406
08/2024;qtd_aprovada;"412570 SAO MIGUEL DO IGUACU";5857;136;326;1957;-;98;-;202;76;-;-;-;257;-;-;1403;37762;351;-;-;-;-;1620;-;-;12;-;2;-;-;-;-;-;-;-;-;-;119;-;76;-;-;-;-;-;-;-;-;-;-;-;-;50254
08/2024;qtd_aprovada;"412575 SAO PEDRO DO IGUACU";4;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;1198;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1208
08/2024;qtd_aprovada;"412580 SAO PEDRO DO IVAI";-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;759;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;783
08/2024;qtd_aprovada;"412590 SAO PEDRO DO PARANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;326;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;326
08/2024;qtd_aprovada;"412600 SAO SEBASTIAO DA AMOREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1111
08/2024;qtd_aprovada;"412610 SAO TOME";4354;2;56;474;-;8;-;-;-;-;-;-;42;-;-;297;9385;16;-;-;-;-;311;-;-;6;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15002
08/2024;qtd_aprovada;"412620 SAPOPEMA";-;21;-;71;-;231;-;-;-;-;-;-;-;-;-;-;721;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1044
08/2024;qtd_aprovada;"412625 SARANDI";29366;336;283;5316;-;1370;18;453;-;-;-;-;161;-;-;3737;42985;1222;1408;-;-;-;1043;83;-;246;-;23;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88130
08/2024;qtd_aprovada;"412627 SAUDADE DO IGUACU";3;43;-;-;-;-;-;-;-;-;-;-;-;-;-;28;1870;121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2065
08/2024;qtd_aprovada;"412630 SENGES";-;-;-;2488;-;131;22;-;-;-;-;-;33;-;-;-;539;397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3610
08/2024;qtd_aprovada;"412635 SERRANOPOLIS DO IGUACU";1370;12;196;-;-;10;-;-;-;-;-;-;-;-;-;240;5302;-;-;-;-;-;266;-;-;4;-;-;-;-;-;-;-;-;-;-;-;32;-;4;-;-;-;-;-;-;-;-;-;-;-;-;7436
08/2024;qtd_aprovada;"412640 SERTANEJA";1960;12;33;346;-;64;-;-;-;-;-;-;-;-;-;1143;11111;-;-;-;-;-;500;-;-;2;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15206
08/2024;qtd_aprovada;"412650 SERTANOPOLIS";5704;177;-;401;-;272;5;-;-;-;-;-;15;-;-;-;4380;-;-;-;-;-;854;-;-;25;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;20;-;-;-;11989
08/2024;qtd_aprovada;"412660 SIQUEIRA CAMPOS";-;-;148;275;-;748;-;-;-;-;-;-;92;-;-;2;7310;-;5;-;-;-;-;-;-;36;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8617
08/2024;qtd_aprovada;"412665 SULINA";890;-;58;-;-;-;37;-;-;-;-;-;104;-;-;173;3650;338;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5459
08/2024;qtd_aprovada;"412667 TAMARANA";-;12;-;883;-;173;64;-;-;-;-;-;54;-;-;-;2998;25;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4231
08/2024;qtd_aprovada;"412670 TAMBOARA";-;25;-;379;-;-;-;-;-;-;-;-;-;-;-;-;2012;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2431
08/2024;qtd_aprovada;"412680 TAPEJARA";16836;-;66;2352;-;-;-;-;-;-;-;-;-;-;-;720;15681;324;-;-;-;-;335;-;-;89;-;18;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36505
08/2024;qtd_aprovada;"412690 TAPIRA";744;-;7;-;-;-;-;-;-;-;-;-;-;-;-;1045;8376;-;-;-;-;-;155;-;-;3;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10375
08/2024;qtd_aprovada;"412700 TEIXEIRA SOARES";236;79;14;308;-;1;-;-;-;-;-;-;200;-;-;152;8522;-;-;-;-;-;705;3;-;38;-;6;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10330
08/2024;qtd_aprovada;"412710 TELEMACO BORBA";25;232;-;17239;-;2096;222;114;82;-;-;-;74;-;-;-;24742;1680;45;-;975;-;-;-;-;104;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;159017;351;-;-;-;207003
08/2024;qtd_aprovada;"412720 TERRA BOA";7362;-;86;9378;-;12;-;-;-;-;-;-;5;-;-;1266;21621;955;1;-;-;-;1153;-;-;75;-;-;-;-;-;-;-;-;-;-;-;115;-;23;-;-;-;-;-;-;-;-;76;-;-;284;42412
08/2024;qtd_aprovada;"412730 TERRA RICA";16225;46;118;1190;-;8;-;-;-;-;-;-;-;-;-;253;26298;-;-;-;-;-;551;-;-;11;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44763
08/2024;qtd_aprovada;"412740 TERRA ROXA";10651;2;76;1;-;4;-;-;-;-;-;-;-;-;-;1008;14563;204;-;-;-;-;597;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27187
08/2024;qtd_aprovada;"412750 TIBAGI";-;-;27;2322;-;15;-;-;-;-;-;-;-;-;-;-;3265;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5677
08/2024;qtd_aprovada;"412760 TIJUCAS DO SUL";9155;71;144;3072;-;331;-;-;-;-;-;-;180;-;-;1550;13079;5;-;-;-;-;837;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28424
08/2024;qtd_aprovada;"412770 TOLEDO";645;462;2;86205;86;6192;2870;641;345;-;342;-;3785;-;-;779;57616;2784;9;-;2039;-;1885;270;-;78;-;33;-;-;2;-;-;-;-;-;-;631;-;-;6;-;-;-;-;-;-;592821;841;4;-;-;761373
08/2024;qtd_aprovada;"412780 TOMAZINA";-;-;-;481;-;120;-;-;-;-;-;-;-;-;-;-;2474;-;21;-;-;-;-;-;-;-;-;37;-;-;-;-;8;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3143
08/2024;qtd_aprovada;"412785 TRES BARRAS DO PARANA";-;-;-;1313;-;-;-;-;-;-;-;-;-;-;-;-;1154;212;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;2763
08/2024;qtd_aprovada;"412788 TUNAS DO PARANA";-;-;-;2668;-;81;31;-;-;-;-;-;-;-;-;-;2653;231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5664
08/2024;qtd_aprovada;"412790 TUNEIRAS DO OESTE";-;39;-;-;-;-;20;-;-;-;-;-;-;-;25;-;365;-;-;-;-;-;-;-;-;31;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;485
08/2024;qtd_aprovada;"412795 TUPASSI";-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;219;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319
08/2024;qtd_aprovada;"412796 TURVO";9299;72;138;780;-;147;-;-;-;-;-;-;71;-;-;300;10929;61;-;-;-;-;1403;-;-;24;-;80;-;-;-;-;-;-;-;-;-;158;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23462
08/2024;qtd_aprovada;"412800 UBIRATA";7896;-;107;5603;-;345;-;-;-;-;-;-;70;-;-;863;28097;340;6;-;-;-;1650;88;-;113;-;15;-;1;-;-;1;-;-;-;-;204;-;-;-;-;-;-;-;-;-;-;44;-;-;-;45443
08/2024;qtd_aprovada;"412810 UMUARAMA";4694;13;436;102934;2995;8307;3196;1528;692;52;335;-;4951;-;-;13;69950;8142;1563;1287;2136;4;696;202;-;555;-;8;268;-;18;33;14;-;-;2;-;168;-;365;20;-;-;-;-;7;-;372281;229;49;-;-;588143
08/2024;qtd_aprovada;"412820 UNIAO DA VITORIA";-;427;19;5834;22;818;573;235;192;-;57;-;161;-;-;620;14233;1937;-;-;952;-;-;368;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;238659;1333;-;-;-;266443
08/2024;qtd_aprovada;"412830 UNIFLOR";-;57;-;405;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;469
08/2024;qtd_aprovada;"412840 URAI";-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;993;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1069
08/2024;qtd_aprovada;"412850 WENCESLAU BRAZ";5659;152;51;926;-;612;-;-;-;-;-;-;-;-;-;337;12931;-;-;-;-;-;410;-;-;15;-;-;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21221
08/2024;qtd_aprovada;"412853 VENTANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;911
08/2024;qtd_aprovada;"412855 VERA CRUZ DO OESTE";-;82;82;-;-;-;-;-;-;-;-;-;-;-;-;-;691;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;855
08/2024;qtd_aprovada;"412860 VERE";1799;-;652;-;-;5;-;-;-;-;-;-;-;-;-;469;7836;-;-;-;-;-;540;-;-;2;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11378
08/2024;qtd_aprovada;"412862 ALTO PARAISO";800;18;12;-;-;-;-;-;-;-;-;-;-;-;-;199;3156;-;-;-;-;-;67;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4269
08/2024;qtd_aprovada;"412863 DOUTOR ULYSSES";3173;-;22;4613;-;22;-;-;-;-;-;-;50;-;-;75;2044;640;-;-;-;-;876;-;-;10;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11615
08/2024;qtd_aprovada;"412865 VIRMOND";-;3;-;948;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;951
08/2024;qtd_aprovada;"412870 VITORINO";-;-;-;645;-;-;-;-;-;-;-;-;-;-;-;-;509;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1154
08/2024;qtd_aprovada;"412880 XAMBRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;226;2083;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2309
