periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
06/2024;qtd_aprovada;"292820 SANTANA";-;41;-;5457;-;770;231;-;-;-;-;-;100;-;-;-;5508;105;95;-;-;-;-;-;20;-;217;-;10;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2623;15183
06/2024;qtd_aprovada;"292830 SANTANOPOLIS";-;3;-;1535;-;-;-;-;-;-;-;-;-;-;-;25;494;-;-;-;-;-;64;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;32;-;-;129;2288
06/2024;qtd_aprovada;"292840 SANTA RITA DE CASSIA";6691;594;683;4585;17;548;244;-;-;-;-;-;127;-;-;142;27372;-;-;-;-;-;-;-;-;-;82;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41091
06/2024;qtd_aprovada;"292850 SANTA TEREZINHA";-;5;-;3400;-;247;50;-;-;-;-;-;82;-;-;177;5260;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1028;10303
06/2024;qtd_aprovada;"292860 SANTO AMARO";2;35;108;4749;-;-;-;-;-;-;-;-;-;-;-;1061;14570;5589;-;-;1979;-;8;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;43;-;-;12;-;-;-;-;-;-;-;33;-;-;28210
06/2024;qtd_aprovada;"292870 SANTO ANTONIO DE JESUS";999;987;248;54188;640;3947;1352;906;263;-;133;-;2721;-;-;849;69369;13620;2;570;2993;-;525;-;178;-;585;-;18;9;-;-;3;-;-;-;-;-;119;108;-;28;-;-;-;-;-;93044;43;54;-;1596;250097
06/2024;qtd_aprovada;"292880 SANTO ESTEVAO";209;388;-;10852;-;493;-;-;-;-;-;-;50;-;-;843;24772;4360;-;-;10;-;16;-;-;-;112;-;9;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;21;7;-;-;42147
06/2024;qtd_aprovada;"292890 SAO DESIDERIO";1585;357;-;18959;206;831;624;78;93;-;39;-;130;-;-;33;6215;314;-;-;-;-;226;-;-;-;1;-;-;19;-;-;-;-;-;-;-;-;113;-;-;-;-;-;-;-;-;-;39;-;-;812;30674
06/2024;qtd_aprovada;"292895 SAO DOMINGOS";-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;241;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300
06/2024;qtd_aprovada;"292900 SAO FELIX";-;22;-;15296;1068;822;427;124;-;-;28;-;413;-;-;42;5567;-;-;-;-;-;359;-;-;-;184;-;1;-;-;-;-;45;-;-;-;-;6;-;-;-;-;-;-;-;-;-;34;-;-;-;24438
06/2024;qtd_aprovada;"292905 SAO FELIX DO CORIBE";-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;2810;5;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2863
06/2024;qtd_aprovada;"292910 SAO FELIPE";4024;20;-;-;-;550;170;-;-;-;-;-;259;-;-;53;3511;900;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;16;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;1031;10596
06/2024;qtd_aprovada;"292920 SAO FRANCISCO DO CONDE";97;9;1;-;-;415;491;228;24;-;-;-;28;-;-;95;1304;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2692
06/2024;qtd_aprovada;"292925 SAO GABRIEL";2714;41;25;2854;-;104;231;-;-;-;-;-;-;-;-;-;1051;377;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;818;8351
06/2024;qtd_aprovada;"292930 SAO GONCALO DOS CAMPOS";-;27;-;9792;-;-;64;-;-;-;-;-;232;-;-;-;8408;1537;-;-;-;-;-;-;-;-;47;-;8;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112;20273
06/2024;qtd_aprovada;"292935 SAO JOSE DA VITORIA";3;7;-;-;-;-;-;-;-;-;-;-;30;-;-;30;375;157;-;-;-;-;101;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;80;828
06/2024;qtd_aprovada;"292937 SAO JOSE DO JACUIPE";-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;45
06/2024;qtd_aprovada;"292940 SAO MIGUEL DAS MATAS";-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;18;248;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;364;713
06/2024;qtd_aprovada;"292950 SAO SEBASTIAO DO PASSE";-;404;-;6831;-;565;840;-;-;-;19;-;475;-;-;678;16072;388;10;-;-;-;-;-;-;-;71;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1526;27906
06/2024;qtd_aprovada;"292960 SAPEACU";24;42;-;680;-;183;85;-;-;-;-;-;76;-;-;44;10268;680;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;755;12897
06/2024;qtd_aprovada;"292970 SATIRO DIAS";-;4;-;-;-;235;161;-;-;-;-;-;139;-;-;818;13111;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;585;15111
06/2024;qtd_aprovada;"292975 SAUBARA";4;52;164;-;-;85;-;-;-;-;-;-;50;-;-;451;4985;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;391;6182
06/2024;qtd_aprovada;"292980 SAUDE";-;16;-;1093;-;-;-;-;-;-;-;-;-;-;-;150;4582;246;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;6198
06/2024;qtd_aprovada;"292990 SEABRA";1042;116;-;11278;1211;1541;291;175;-;-;33;-;221;-;-;498;38510;1276;-;-;975;-;-;-;-;-;154;-;3;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;44836;-;21;-;1838;104031
06/2024;qtd_aprovada;"293000 SEBASTIAO LARANJEIRAS";884;14;-;298;-;-;-;-;-;-;-;-;61;-;-;110;2245;266;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174;4064
06/2024;qtd_aprovada;"293010 SENHOR DO BONFIM";238;696;82;11041;375;1164;464;624;388;-;43;-;709;-;-;604;17644;890;-;-;2699;-;21;-;-;-;86;-;-;796;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;1262;-;31;-;12960;52836
06/2024;qtd_aprovada;"293015 SERRA DO RAMALHO";-;-;-;698;-;122;96;-;-;-;-;-;-;-;-;-;1824;-;-;-;-;-;-;-;-;-;21;-;-;-;3;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;244;3047
06/2024;qtd_aprovada;"293020 SENTO SE";-;4;-;-;-;395;-;-;-;-;-;-;24;-;-;189;1754;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1616;4061
06/2024;qtd_aprovada;"293030 SERRA DOURADA";-;44;-;5312;-;332;36;-;-;-;-;-;154;-;-;-;4692;330;-;-;-;-;71;-;-;-;112;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;11299
06/2024;qtd_aprovada;"293040 SERRA PRETA";-;17;-;3239;-;-;74;-;-;-;-;-;64;-;-;2231;5169;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;115;11074
06/2024;qtd_aprovada;"293050 SERRINHA";-;39;5;4199;953;1030;299;222;28;-;125;-;425;-;-;288;23669;7728;-;-;2986;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;112129;-;40;-;1083;155306
06/2024;qtd_aprovada;"293060 SERROLANDIA";-;109;-;1567;-;-;78;-;-;-;-;-;45;-;-;-;3578;-;-;-;-;-;52;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;669;6130
06/2024;qtd_aprovada;"293070 SIMOES FILHO";437;51;192;40455;-;2517;4520;200;-;-;44;-;1134;-;-;127;35679;1684;23;-;-;-;529;-;-;-;321;-;38;-;-;-;9;-;-;-;-;-;63;10;-;-;-;-;-;-;-;-;-;-;-;-;88033
06/2024;qtd_aprovada;"293075 SITIO DO MATO";-;9;-;545;-;173;-;-;-;-;-;-;53;-;-;-;1287;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2067
06/2024;qtd_aprovada;"293076 SITIO DO QUINTO";-;33;-;826;-;-;-;-;-;-;-;-;127;-;-;-;4544;-;-;-;-;-;86;-;-;-;56;-;23;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;43;-;-;3488;9228
06/2024;qtd_aprovada;"293077 SOBRADINHO";-;16;-;9215;-;393;127;-;-;-;60;-;64;-;-;-;11766;744;-;-;-;-;111;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;4040;26619
06/2024;qtd_aprovada;"293080 SOUTO SOARES";-;38;-;503;-;108;-;-;-;-;-;-;164;-;-;-;2158;-;19;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;899;3914
06/2024;qtd_aprovada;"293090 TABOCAS DO BREJO VELHO";-;17;-;1501;-;136;273;-;-;-;-;-;158;-;-;4;3051;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;455;5670
06/2024;qtd_aprovada;"293100 TANHACU";-;18;-;2924;-;136;-;-;-;-;-;-;91;-;-;34;3703;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;282;7235
06/2024;qtd_aprovada;"293105 TANQUE NOVO";133;19;3;3761;-;596;202;-;-;-;-;-;127;-;-;50;7844;392;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3103;16308
06/2024;qtd_aprovada;"293110 TANQUINHO";-;33;-;478;-;-;-;-;-;-;-;-;-;-;-;-;151;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;266;975
06/2024;qtd_aprovada;"293120 TAPEROA";-;-;-;685;-;-;-;-;-;-;-;-;-;-;-;26;128;286;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;733;1858
06/2024;qtd_aprovada;"293130 TAPIRAMUTA";-;88;-;5085;-;104;97;-;-;-;12;-;89;-;-;-;2778;173;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;618;9115
06/2024;qtd_aprovada;"293135 TEIXEIRA DE FREITAS";49;776;3511;58003;453;5866;1543;696;247;17;177;-;2179;14;93;84249;357896;10418;49;450;2871;88;613;-;-;-;343;-;20;316;-;17;9;-;-;-;-;-;252;-;1;8;-;-;-;-;-;133979;1764;27;-;28057;695051
06/2024;qtd_aprovada;"293140 TEODORO SAMPAIO";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;181
06/2024;qtd_aprovada;"293150 TEOFILANDIA";-;365;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;646;1189
06/2024;qtd_aprovada;"293160 TEOLANDIA";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;31;862;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;19;-;-;1018;2025
06/2024;qtd_aprovada;"293170 TERRA NOVA";-;68;-;-;-;-;-;-;-;-;-;-;180;-;-;-;1840;95;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;2252
06/2024;qtd_aprovada;"293180 TREMEDAL";-;-;-;-;-;181;58;-;-;-;-;-;160;-;-;463;2993;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;1101;5098
06/2024;qtd_aprovada;"293190 TUCANO";-;-;-;8541;58;483;328;-;-;-;-;-;-;-;-;812;22256;289;-;-;-;-;-;-;-;-;41;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1755;34565
06/2024;qtd_aprovada;"293200 UAUA";-;50;-;1737;-;416;67;-;-;-;-;-;88;-;-;-;18852;-;-;-;-;-;98;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;42522;63929
06/2024;qtd_aprovada;"293210 UBAIRA";-;22;-;1795;558;127;68;-;-;-;-;-;6;-;-;37;1603;528;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;901;5650
06/2024;qtd_aprovada;"293220 UBAITABA";-;112;-;3275;-;364;847;-;-;-;-;-;-;-;-;-;10885;2309;878;-;-;-;79;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;587;19408
06/2024;qtd_aprovada;"293230 UBATA";-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4942;1244;3;-;-;-;-;-;-;-;69;-;4;-;19;-;-;-;-;2;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;1469;7840
06/2024;qtd_aprovada;"293240 UIBAI";-;-;-;1861;-;-;-;-;-;-;-;-;-;-;-;-;1103;-;-;-;-;-;-;-;-;-;25;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;517;3507
06/2024;qtd_aprovada;"293245 UMBURANAS";-;58;-;659;-;-;-;-;-;-;-;-;-;-;-;-;1920;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;591;3248
06/2024;qtd_aprovada;"293250 UNA";4128;125;43;3247;-;256;165;-;-;-;-;-;123;-;-;200;5835;-;81;-;-;-;146;-;-;-;61;-;-;-;-;-;11;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;68;-;-;970;15511
06/2024;qtd_aprovada;"293260 URANDI";-;-;6;-;-;277;466;-;-;-;14;-;199;-;-;32;9812;-;1;-;-;-;-;-;-;-;7;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;858;11752
06/2024;qtd_aprovada;"293270 URUCUCA";-;6;21;820;-;-;158;-;-;-;-;-;-;-;-;96;2691;44;-;-;-;-;-;-;59;-;96;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;375;4372
06/2024;qtd_aprovada;"293280 UTINGA";-;38;-;1251;-;-;-;-;-;-;-;-;87;-;-;-;1111;135;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;2657
06/2024;qtd_aprovada;"293290 VALENCA";-;55;252;22526;730;5064;1818;490;415;-;35;-;1152;12;-;278;36388;15653;1178;-;2734;-;-;-;248;-;919;-;15;-;-;-;140;3;-;-;-;-;-;1;-;16;-;-;-;-;-;-;-;34;-;3245;93401
06/2024;qtd_aprovada;"293300 VALENTE";1;101;-;1248;791;139;191;-;-;-;-;-;-;-;-;-;1696;-;8;-;-;-;-;-;-;-;75;-;36;-;27;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;756;5073
06/2024;qtd_aprovada;"293305 VARZEA DA ROCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1596;-;-;-;-;-;100;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;1786
06/2024;qtd_aprovada;"293310 VARZEA DO POCO";-;20;-;799;-;-;-;-;-;-;-;-;-;-;-;-;726;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1551
06/2024;qtd_aprovada;"293315 VARZEA NOVA";-;144;-;921;-;-;-;-;-;-;-;-;-;-;-;-;982;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;482;2554
06/2024;qtd_aprovada;"293317 VARZEDO";-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63
06/2024;qtd_aprovada;"293320 VERA CRUZ";3;-;-;2265;-;703;-;-;-;-;-;-;210;-;-;1249;30620;-;-;-;-;-;45;-;-;-;103;-;-;-;-;-;-;-;-;-;-;1;117;1;-;-;-;-;-;-;-;-;71;-;-;-;35388
06/2024;qtd_aprovada;"293325 VEREDA";40;69;712;3403;-;632;252;-;-;-;82;-;170;-;-;-;6672;-;-;-;-;-;92;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;634;12940
06/2024;qtd_aprovada;"293330 VITORIA DA CONQUISTA";1195;24;304;167494;3731;4787;5422;1376;541;121;604;17;11709;1407;-;809;156932;6568;1845;2441;6185;999;335;-;144;-;1257;-;58;1580;-;31;15;17;-;-;2;-;154;-;126;42;15;27;-;42;46;526236;1533;69;-;7468;913708
06/2024;qtd_aprovada;"293340 WAGNER";3168;84;206;-;-;-;181;-;-;-;-;-;1452;-;-;618;4238;-;-;-;-;-;94;-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;10228
06/2024;qtd_aprovada;"293345 WANDERLEY";-;-;-;21755;-;1144;317;-;-;-;-;-;199;-;-;46;10264;-;23;-;-;-;60;-;-;-;793;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1802;36433
06/2024;qtd_aprovada;"293350 WENCESLAU GUIMARAES";25;103;1;1862;-;234;-;-;-;-;-;-;-;-;-;-;1570;-;27;-;-;-;122;-;-;-;45;-;33;-;6;2;35;10;2;4;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;4163
06/2024;qtd_aprovada;"293360 XIQUE-XIQUE";12655;1437;51;5224;-;726;74;9;4;-;10;-;235;-;-;128;6355;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9347;36322
06/2024;qtd_aprovada;" MUNICIPIO IGNORADO - MG";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"310010 ABADIA DOS DOURADOS";-;19;-;868;-;-;-;-;-;-;-;-;157;-;-;11;1232;301;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1705;4339
06/2024;qtd_aprovada;"310020 ABAETE";18;12;342;9591;-;1911;226;-;-;-;-;-;136;-;-;-;7500;665;-;-;-;-;142;-;-;-;86;-;1;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;30;-;-;7436;28113
06/2024;qtd_aprovada;"310030 ABRE CAMPO";209;33;-;-;-;3142;-;-;-;-;42;-;138;-;-;-;10530;180;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;540;14880
06/2024;qtd_aprovada;"310040 ACAIACA";1;-;-;-;-;-;-;-;-;-;-;-;58;-;-;94;1957;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2116
06/2024;qtd_aprovada;"310050 ACUCENA";-;-;-;3010;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;1126;4182
06/2024;qtd_aprovada;"310060 AGUA BOA";75;-;-;3076;-;247;-;-;-;-;-;-;713;-;-;-;1089;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;34;-;-;244;5568
06/2024;qtd_aprovada;"310070 AGUA COMPRIDA";-;-;-;1690;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;1713
06/2024;qtd_aprovada;"310080 AGUANIL";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;118;280
06/2024;qtd_aprovada;"310090 AGUAS FORMOSAS";20;11;14;4831;-;596;213;15;26;-;18;-;107;-;-;16;7054;305;18;-;-;-;55;-;-;-;12;-;-;2;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;51;-;-;4499;17872
06/2024;qtd_aprovada;"310100 AGUAS VERMELHAS";2201;45;-;535;-;110;97;-;-;-;-;-;61;-;-;-;2081;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;2287;7482
06/2024;qtd_aprovada;"310110 AIMORES";-;54;-;2848;-;305;-;-;-;-;-;-;97;-;-;8;9676;500;-;-;-;-;-;-;-;-;68;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1694;15258
06/2024;qtd_aprovada;"310120 AIURUOCA";-;4;-;111;-;417;47;9;-;-;-;-;62;2;-;48;3102;1;-;-;-;1;-;-;-;-;13;-;-;-;-;-;-;1;-;-;1;-;-;-;7;-;-;-;-;-;-;-;-;-;-;1295;5121
06/2024;qtd_aprovada;"310130 ALAGOA";35;13;-;1181;-;-;-;-;-;-;-;-;-;-;-;1360;5272;-;-;-;-;-;-;-;-;-;49;-;17;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;905;8838
06/2024;qtd_aprovada;"310140 ALBERTINA";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;904;925
06/2024;qtd_aprovada;"310150 ALEM PARAIBA";30;46;12;4657;-;1013;196;-;-;-;-;-;281;8;-;4;12864;300;-;-;-;269;147;-;-;-;84;-;51;-;1;-;-;-;-;-;-;-;4;-;-;-;5;-;-;-;-;-;468;-;-;4994;25434
06/2024;qtd_aprovada;"310160 ALFENAS";26147;808;466;107870;1825;4395;1017;2007;582;49;212;-;1823;2325;-;955;71472;2053;16;1684;3370;1449;5343;-;15;-;195;-;19;187;-;34;1;6;-;-;-;-;405;-;10;88;-;-;-;-;3;323285;4054;253;-;101;564524
06/2024;qtd_aprovada;"310163 ALFREDO VASCONCELOS";-;21;-;2478;-;-;109;-;-;-;-;-;-;-;-;-;330;1355;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1124;5492
06/2024;qtd_aprovada;"310170 ALMENARA";-;-;-;1243;-;597;24;23;-;-;71;-;63;-;-;-;5321;-;939;-;-;-;-;-;-;-;58;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;10742;19116
06/2024;qtd_aprovada;"310180 ALPERCATA";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
