periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
10/2025;qtd_aprovada;"120050 SENA MADUREIRA";-;131;574;26151;-;2796;57;-;-;-;-;-;123;-;-;37;16945;-;4;-;-;-;-;-;-;-;-;897;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47715
10/2025;qtd_aprovada;"120060 TARAUACA";-;14;-;8151;-;740;-;-;-;-;-;-;-;-;-;-;7462;-;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16522
10/2025;qtd_aprovada;"120070 XAPURI";-;768;-;9244;-;509;4;-;-;-;-;-;25;-;-;273;9802;-;-;-;-;-;-;-;-;-;-;251;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20890
10/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84
10/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"130002 ALVARAES";-;-;-;13203;-;266;289;-;-;-;6;-;96;-;-;-;9570;-;284;-;-;9;-;-;-;-;-;63;-;4;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;1158;-;-;-;-;-;-;24954
10/2025;qtd_aprovada;"130006 AMATURA";1332;-;-;3337;-;332;213;-;-;-;-;-;4;-;25;-;82264;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87615
10/2025;qtd_aprovada;"130008 ANAMA";-;40;-;3343;-;315;260;-;-;-;-;-;54;-;-;120;3216;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7371
10/2025;qtd_aprovada;"130010 ANORI";-;174;190;3089;-;30;136;-;-;-;-;-;89;-;-;369;3822;419;-;-;-;-;-;-;-;-;-;116;-;25;-;30;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8497
10/2025;qtd_aprovada;"130014 APUI";-;14;3;6836;-;627;112;-;-;-;-;-;70;-;-;270;4810;97;6;-;-;-;-;-;-;-;-;133;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;13025
10/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;6625;-;517;213;-;-;-;-;-;72;-;73;50;10261;-;-;-;-;-;-;-;-;-;-;235;-;3;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;1101;-;-;-;-;-;-;19165
10/2025;qtd_aprovada;"130030 AUTAZES";22;51;-;12863;-;967;196;-;-;-;-;-;215;-;-;-;50782;63;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;228;-;-;-;-;-;-;65516
10/2025;qtd_aprovada;"130040 BARCELOS";-;-;-;3;-;182;6;-;-;-;-;-;4;-;-;-;1451;-;1;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1942;-;-;-;-;-;-;3599
10/2025;qtd_aprovada;"130050 BARREIRINHA";-;29;-;3890;-;339;10;-;-;-;5;-;41;-;-;2099;5233;-;-;-;-;-;28;-;-;-;-;221;-;-;160;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;12125
10/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;478;-;22355;-;1295;653;-;-;-;-;-;131;-;2846;2456;33443;531;21;-;-;-;-;-;-;-;-;856;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;243;-;-;65314
10/2025;qtd_aprovada;"130063 BERURI";-;-;688;2919;-;357;182;-;-;-;-;-;9;-;-;65;8376;-;3;-;-;-;-;-;-;-;-;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12732
10/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;244;-;5179;-;465;70;-;-;-;-;-;3;-;-;-;3299;125;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9410
10/2025;qtd_aprovada;"130070 BOCA DO ACRE";70;144;-;31146;-;6143;-;-;-;-;-;-;84;-;-;-;8703;-;-;-;-;-;572;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;710;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;47592
10/2025;qtd_aprovada;"130080 BORBA";11;69;19;-;-;-;121;-;-;-;-;-;41;-;-;1699;4378;67;-;-;-;-;-;-;150;-;-;236;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6796
10/2025;qtd_aprovada;"130083 CAAPIRANGA";-;38;-;1034;-;56;74;-;-;-;-;-;23;-;-;-;3597;-;-;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;4980
10/2025;qtd_aprovada;"130090 CANUTAMA";-;-;-;1135;-;131;80;-;-;-;-;-;51;-;-;287;5420;-;10;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;4;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7269
10/2025;qtd_aprovada;"130100 CARAUARI";-;34;-;19081;-;601;129;-;-;-;-;-;238;4;-;32;10945;-;41;-;-;4;-;-;-;-;-;246;-;-;-;-;-;30;1;-;-;-;-;-;4;-;44;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;31455
10/2025;qtd_aprovada;"130110 CAREIRO";253;-;75;19387;-;765;383;-;-;-;-;-;69;-;911;407;109385;-;2872;-;-;-;119;-;2115;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;227;-;-;-;-;-;-;137103
10/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";3;-;385;4515;-;205;176;-;-;-;-;-;-;-;-;-;3559;-;-;-;-;-;-;-;-;-;-;87;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9113
10/2025;qtd_aprovada;"130120 COARI";59;77;91;31820;-;3268;3045;-;-;-;-;-;596;136;-;1412;93468;7012;30;-;-;80;-;-;-;-;-;627;-;1;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;141737
10/2025;qtd_aprovada;"130130 CODAJAS";-;-;-;678;-;554;341;-;-;-;-;-;7;-;-;1;785;185;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2557
10/2025;qtd_aprovada;"130140 EIRUNEPE";13;322;3421;4346;-;555;137;-;-;-;26;-;-;-;2;388;9285;113;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18633
10/2025;qtd_aprovada;"130150 ENVIRA";-;18;1083;7542;-;339;-;-;-;-;-;-;89;-;2;148;8700;-;-;-;-;-;-;-;-;-;-;78;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18002
10/2025;qtd_aprovada;"130160 FONTE BOA";37;412;-;10777;-;595;230;-;-;-;-;-;-;-;-;60;21571;-;-;-;-;-;-;-;-;-;-;161;-;-;-;-;-;-;-;-;-;-;-;32;-;-;133;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;34030
10/2025;qtd_aprovada;"130165 GUAJARA";16148;62;51;-;-;92;90;-;-;-;-;-;26;-;-;201;43541;213;-;-;-;-;51;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;62300
10/2025;qtd_aprovada;"130170 HUMAITA";109;154;2;9018;-;3359;423;162;-;-;-;-;1547;140;-;346;15507;320;25;-;-;134;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;852;-;-;-;31;-;-;32248
10/2025;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"130185 IRANDUBA";-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;382;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;439
10/2025;qtd_aprovada;"130190 ITACOATIARA";379;1334;2079;94155;-;2554;1495;-;-;-;-;-;2244;210;13;98;100164;1962;-;-;-;219;90;-;-;-;-;759;-;29;-;-;107;-;3;-;-;-;-;2;-;-;220;-;-;-;-;-;-;-;-;-;-;-;3550;-;-;54;122;-;-;211842
10/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;29410;-;-;30;-;-;-;-;-;99;-;-;2300;2900;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34799
10/2025;qtd_aprovada;"130200 ITAPIRANGA";20;-;-;3741;-;394;150;-;-;-;-;-;88;-;-;81;7406;-;-;-;-;-;-;-;-;-;-;274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12283
10/2025;qtd_aprovada;"130210 JAPURA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"130220 JURUA";-;-;-;2137;-;272;90;-;-;-;-;-;17;-;-;-;1934;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;253;-;-;-;-;-;-;4703
10/2025;qtd_aprovada;"130230 JUTAI";-;-;-;124;-;194;48;-;-;-;-;-;35;-;-;18;2270;-;-;-;-;-;-;-;-;-;-;115;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;2825
10/2025;qtd_aprovada;"130240 LABREA";2620;-;94;26409;-;2334;67;-;-;-;-;-;-;-;225;259;25436;7;671;-;-;-;686;-;-;-;-;1435;-;138;-;-;-;-;-;-;-;-;-;1150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61531
10/2025;qtd_aprovada;"130250 MANACAPURU";55126;64;-;40520;-;3989;2407;-;-;-;-;-;5414;-;60;333;123062;-;320;-;-;-;-;-;-;-;-;104;-;-;-;-;-;1;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;231441
10/2025;qtd_aprovada;"130255 MANAQUIRI";531;-;-;4983;-;930;292;-;-;-;-;-;102;-;-;30;5930;-;-;-;-;5;-;-;1407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14210
10/2025;qtd_aprovada;"130260 MANAUS";34074;2676;5692;979111;26430;69887;37286;19495;5953;883;3953;46;54065;26860;665;16548;1229055;45205;4008;2342;13391;13865;17356;-;4649;469;-;17879;1;651;3273;30;299;62;57;-;-;5;-;1796;1362;-;2809;172;23;-;-;1;1281;-;683171;14274;294;-;18375;12660;-;349;74;-;67;3372929
10/2025;qtd_aprovada;"130270 MANICORE";1555;26;-;21532;-;1067;436;-;-;-;-;-;753;-;-;203;33203;87;152;-;-;-;-;-;145;-;-;1453;-;19;3;-;-;15;2;-;-;2;-;-;2;-;103;-;-;-;-;-;-;-;-;61;-;-;3599;-;-;-;-;-;-;64418
10/2025;qtd_aprovada;"130280 MARAA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"130290 MAUES";314;744;-;13115;-;58;311;332;-;-;-;-;567;-;4;207;16951;141;-;-;-;-;183;-;-;-;-;496;-;8;-;-;1;-;1;1;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;40;-;-;7436;-;-;-;-;-;-;40954
10/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;6769;-;436;231;-;-;-;-;-;-;-;-;-;4336;-;-;-;-;-;-;-;-;-;-;131;-;3;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11929
10/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";77;-;-;8908;-;20;72;-;-;-;-;-;36;-;-;-;22596;1053;-;-;-;-;-;-;368;-;-;295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;895;-;-;-;-;-;-;34320
10/2025;qtd_aprovada;"130320 NOVO AIRAO";-;164;-;26455;-;599;288;-;-;-;-;-;-;-;-;211;10475;-;-;-;-;-;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38342
10/2025;qtd_aprovada;"130330 NOVO ARIPUANA";29;77;113;31342;-;434;126;-;-;-;-;-;101;-;-;768;4975;-;-;-;-;-;-;-;162;-;-;210;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;38357
10/2025;qtd_aprovada;"130340 PARINTINS";17699;-;523;60676;99;2389;1958;756;-;-;29;-;4510;168;4;1301;75235;516;89;-;-;130;200;-;-;-;-;2115;-;8;-;1;7;3;2;1;-;-;5;54;-;-;-;-;-;-;-;-;-;-;-;78;-;-;9060;-;-;174;90;-;-;177880
10/2025;qtd_aprovada;"130350 PAUINI";-;81;-;14023;-;528;46;-;-;-;29;-;54;-;-;-;2105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;16891
10/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";84;187;46;18597;-;1182;457;-;-;-;-;-;309;-;-;96;9013;359;63;-;-;-;-;-;-;-;-;61;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;30470
10/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";1113;595;-;6414;-;-;196;-;-;-;-;-;-;-;-;837;36510;-;-;-;-;-;63;-;-;-;-;507;-;32;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46324
10/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;2753;-;186;117;-;-;-;-;-;-;-;54;74;3422;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6606
10/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;22585;-;548;-;-;-;-;-;-;-;-;169;244;9524;-;-;-;-;222;-;-;-;-;-;126;-;5;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33430
10/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";144;18;632;12311;-;665;165;-;-;-;-;-;44;-;-;2046;14716;-;-;-;-;-;331;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;113;-;-;127;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;31401
10/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;12066;-;1161;354;-;-;-;-;-;-;-;642;12;4305;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;18570
10/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;3962;-;287;134;-;-;-;-;-;363;-;-;182;7693;502;-;-;-;-;-;-;-;-;-;212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;21;-;-;88;-;-;-;-;-;-;13466
10/2025;qtd_aprovada;"130400 SILVES";7;-;-;4640;-;309;134;-;-;-;-;-;32;-;-;225;8190;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;50;-;-;3007;-;-;-;-;-;-;16685
10/2025;qtd_aprovada;"130406 TABATINGA";736;193;291;25611;-;2630;533;-;-;-;-;-;111;-;-;682;14951;1737;-;-;-;129;749;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48360
10/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"130420 TEFE";718;489;103;35917;-;6590;1856;68;-;-;51;-;625;-;39;1312;41286;1829;299;-;-;-;676;-;1606;-;-;893;-;13;67;-;-;-;-;-;-;-;4;145;8;-;74;-;-;-;-;-;-;-;-;53;-;-;3438;-;78;-;80;-;-;98317
10/2025;qtd_aprovada;"130423 TONANTINS";7849;-;-;1095;-;-;250;-;-;-;-;-;194;-;2;1195;100002;-;-;-;-;-;-;-;-;-;-;649;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;111266
10/2025;qtd_aprovada;"130426 UARINI";-;30;-;8810;-;566;95;-;-;-;-;-;44;-;59;231;10498;-;42;-;-;2;-;-;-;-;-;64;-;3;-;-;2;1;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;20470
10/2025;qtd_aprovada;"130430 URUCARA";-;81;-;6299;-;806;385;-;-;-;-;-;42;-;-;172;8355;-;-;-;-;3;-;-;-;-;-;294;-;16;-;-;-;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;16599
10/2025;qtd_aprovada;"130440 URUCURITUBA";-;17;-;2956;-;-;30;-;-;-;-;-;-;-;-;-;1789;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4809
10/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
10/2025;qtd_aprovada;"140005 ALTO ALEGRE";581;19;-;3442;-;396;-;-;-;-;-;-;-;-;27;158;5177;165;-;-;-;-;61;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10097
10/2025;qtd_aprovada;"140010 BOA VISTA";41633;957;2989;214756;1054;14006;2765;2028;1283;61;168;-;17424;13163;1998;3910;145990;3231;1074;501;4153;2130;1031;-;4226;-;-;1523;-;64;965;-;2;18;1;-;-;-;-;165;-;-;9;36;-;-;-;-;-;-;98363;158;54;-;19889;-;-;-;7;-;-;601785
10/2025;qtd_aprovada;"140015 BONFIM";-;-;-;259;-;-;-;-;-;-;-;-;-;-;-;62;1876;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2197
10/2025;qtd_aprovada;"140017 CANTA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;621;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;623
10/2025;qtd_aprovada;"140020 CARACARAI";-;-;-;1853;-;702;-;-;-;-;-;-;13;-;-;327;5695;-;-;-;-;-;-;-;-;-;-;41;-;5;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8644
10/2025;qtd_aprovada;"140023 CAROEBE";-;-;-;1191;-;492;25;-;-;-;-;-;-;-;-;338;4684;233;-;-;-;-;-;-;-;-;-;71;-;11;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7090
10/2025;qtd_aprovada;"140028 IRACEMA";38;6;4;-;-;-;-;-;-;-;-;-;-;-;-;86;1819;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2013
10/2025;qtd_aprovada;"140030 MUCAJAI";-;8;-;9074;-;632;-;-;-;-;-;-;-;-;-;16;8380;-;-;-;-;-;126;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;18336
10/2025;qtd_aprovada;"140040 NORMANDIA";6;-;-;578;-;-;-;-;-;-;-;-;-;-;20;19;1821;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2454
10/2025;qtd_aprovada;"140045 PACARAIMA";166;24;-;1894;-;498;-;-;-;-;-;-;11;-;-;13;2164;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4782
10/2025;qtd_aprovada;"140047 RORAINOPOLIS";822;30;-;10688;-;1348;101;301;-;-;-;-;617;-;-;543;2530;515;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1212;-;-;-;-;-;-;18707
10/2025;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;14;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85
10/2025;qtd_aprovada;"140060 SAO LUIZ";-;7;-;747;-;-;-;-;-;-;-;-;-;-;-;49;3693;717;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5219
