periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
10/2025;qtd_aprovada;"315000 PESCADOR";1105;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3125;-;-;-;-;-;-;4419
10/2025;qtd_aprovada;"315010 PIAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315015 PIEDADE DE CARATINGA";2364;10;20;-;-;-;-;-;-;-;-;-;-;-;-;86;1634;494;-;-;-;-;47;-;3;-;-;74;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2240;-;-;-;-;-;-;7003
10/2025;qtd_aprovada;"315020 PIEDADE DE PONTE NOVA";35;-;-;404;-;-;-;-;-;-;-;-;-;-;-;-;134;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;18;-;-;120;-;-;-;-;-;-;827
10/2025;qtd_aprovada;"315030 PIEDADE DO RIO GRANDE";2064;14;94;2504;-;45;-;-;-;-;-;-;247;-;2;357;8959;81;1;-;-;-;850;-;38;-;-;3;-;2;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5924;-;-;-;-;-;-;21238
10/2025;qtd_aprovada;"315040 PIEDADE DOS GERAIS";-;-;-;6018;-;176;57;-;-;-;-;-;83;-;-;-;4667;7;-;-;-;-;-;-;-;-;-;78;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;1237;-;-;-;-;-;-;12381
10/2025;qtd_aprovada;"315050 PIMENTA";-;92;-;1664;-;303;46;-;-;-;-;-;-;-;-;-;6943;459;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;2824;-;-;-;-;-;-;12420
10/2025;qtd_aprovada;"315053 PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315057 PINTOPOLIS";-;11;-;225;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;295
10/2025;qtd_aprovada;"315060 PIRACEMA";3707;11;29;4946;-;348;-;-;-;-;-;-;138;-;-;315;2767;-;-;-;-;-;347;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1044;-;-;-;-;-;-;13689
10/2025;qtd_aprovada;"315070 PIRAJUBA";1;17;319;1987;-;294;-;-;-;-;-;-;69;-;12;60;222;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1115;-;-;-;-;-;-;4096
10/2025;qtd_aprovada;"315080 PIRANGA";165;34;-;4628;-;428;213;18;-;-;2;-;313;-;-;36;3374;180;39;-;-;-;257;-;-;-;-;84;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;2253;-;-;-;-;-;-;12084
10/2025;qtd_aprovada;"315090 PIRANGUCU";2;32;-;-;-;-;-;-;-;-;-;-;23;-;-;9;1021;-;-;-;-;-;61;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1252;-;-;-;-;-;-;2443
10/2025;qtd_aprovada;"315100 PIRANGUINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315110 PIRAPETINGA";158;26;-;606;-;391;43;-;-;-;-;-;4;-;-;112;4101;261;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1271;-;-;-;-;-;-;7002
10/2025;qtd_aprovada;"315120 PIRAPORA";2146;174;60;34550;851;1302;433;312;-;-;-;-;2863;6;-;398;34430;3857;728;-;1226;9;94;-;1;-;-;114;-;-;38;-;1;-;4;-;-;-;-;36;-;-;9;12;-;-;-;-;-;-;93290;1070;10;-;10900;-;16;37;185;-;-;189162
10/2025;qtd_aprovada;"315130 PIRAUBA";-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;1779;68;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1880;-;-;-;-;-;-;3778
10/2025;qtd_aprovada;"315140 PITANGUI";-;48;-;11506;-;1137;-;-;-;-;-;-;141;-;-;-;12571;462;-;-;-;-;-;-;-;-;-;53;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2316;-;-;-;-;-;-;28259
10/2025;qtd_aprovada;"315150 PIUMHI";6751;200;30;23236;3;1418;733;174;102;-;100;-;664;1;-;113;15256;2526;18;-;-;16;882;-;-;-;-;497;-;-;20;-;-;-;-;-;-;-;-;167;-;-;125;-;-;-;-;-;-;-;-;21;-;-;7141;-;-;-;9;-;-;60203
10/2025;qtd_aprovada;"315160 PLANURA";10;33;-;7096;-;-;-;-;-;-;-;-;56;-;-;187;9749;148;-;-;-;-;165;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;275;-;-;-;-;-;-;17728
10/2025;qtd_aprovada;"315170 POCO FUNDO";460;31;9;8860;-;801;963;-;-;-;181;-;157;-;-;192;10260;680;-;-;-;-;281;-;26;-;-;33;-;1;156;-;-;-;-;-;-;-;-;212;-;-;-;-;-;-;-;-;-;-;-;28;-;-;71;-;-;-;-;-;-;23402
10/2025;qtd_aprovada;"315180 POCOS DE CALDAS";135;711;26;123309;2059;2507;1930;825;288;183;67;12;4522;3297;-;665;117349;9953;42;1846;1581;2051;502;-;10;-;-;201;-;72;552;-;63;12;12;-;-;-;-;72;-;-;34;13;-;-;-;-;6;-;-;-;14;-;158960;-;-;180;-;-;-;434061
10/2025;qtd_aprovada;"315190 POCRANE";-;-;-;-;-;627;-;-;-;-;-;-;-;-;-;-;7166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;321;-;-;-;-;-;-;8114
10/2025;qtd_aprovada;"315200 POMPEU";5174;59;4;12421;-;508;10;-;-;-;-;-;161;-;-;296;10533;1176;4;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26617;-;-;-;-;-;-;56988
10/2025;qtd_aprovada;"315210 PONTE NOVA";16067;292;57;44261;1489;3595;279;1885;267;9;214;15;1744;228;9;110;38631;1349;1517;631;2557;1349;680;-;2;-;-;1584;-;2;249;-;20;5;111;1;-;-;-;117;2;-;33;12;12;-;-;-;-;-;241432;223;8;-;3140;-;-;-;-;-;-;364188
10/2025;qtd_aprovada;"315213 PONTO CHIQUE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2899;-;-;-;-;-;-;2911
10/2025;qtd_aprovada;"315217 PONTO DOS VOLANTES";2121;66;-;3651;-;-;-;-;-;-;-;-;119;-;-;105;4680;930;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;3895;-;-;-;-;-;-;15597
10/2025;qtd_aprovada;"315220 PORTEIRINHA";78;34;1;19830;-;772;-;-;-;-;-;-;185;-;-;78;10798;4451;10;-;-;-;444;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;295;-;-;-;-;-;-;-;-;-;-;-;88;-;-;4325;-;-;-;-;-;-;41431
10/2025;qtd_aprovada;"315230 PORTO FIRME";10;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1554;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3477;-;-;-;-;-;-;5100
10/2025;qtd_aprovada;"315240 POTE";3498;29;-;3334;-;-;37;-;-;-;-;-;-;-;-;-;3954;242;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3087;-;-;-;-;-;-;14222
10/2025;qtd_aprovada;"315250 POUSO ALEGRE";50527;1016;1466;28854;3408;8601;2030;3462;89;203;72;2;2898;449;-;2889;113030;3369;7;1590;3321;3360;4452;-;218;-;-;480;-;32;70;-;28;-;-;-;-;-;-;243;-;-;20;30;221;-;-;-;61;-;692483;2776;56;-;-;-;-;27;-;-;14;931854
10/2025;qtd_aprovada;"315260 POUSO ALTO";-;27;-;13;-;-;-;-;-;-;-;-;6;-;-;-;2069;230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2184;-;-;-;-;-;-;4529
10/2025;qtd_aprovada;"315270 PRADOS";407;-;83;928;-;288;-;-;-;-;-;-;169;-;-;254;9559;289;-;-;-;-;29;-;1;-;-;99;-;5;1;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1556;-;-;-;-;-;-;13676
10/2025;qtd_aprovada;"315280 PRATA";6857;98;-;21336;-;1210;447;237;137;-;71;-;260;-;-;-;19973;562;-;-;-;-;1301;-;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;217;-;-;-;-;-;-;-;-;-;-;-;73;-;-;672;-;-;-;-;-;-;53634
10/2025;qtd_aprovada;"315290 PRATAPOLIS";1;8;-;2454;-;352;1;-;-;-;-;-;108;-;65;42;2557;-;-;-;-;-;-;-;-;-;-;29;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;776;-;-;-;-;-;-;6396
10/2025;qtd_aprovada;"315300 PRATINHA";11748;-;24;1362;-;112;67;-;-;-;-;-;50;-;-;148;4873;-;-;-;-;-;4;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;4;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2810;-;-;-;-;-;-;21221
10/2025;qtd_aprovada;"315310 PRESIDENTE BERNARDES";-;-;-;1415;-;-;-;-;-;-;-;-;72;-;-;-;1073;541;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1121;-;-;-;-;-;-;4222
10/2025;qtd_aprovada;"315320 PRESIDENTE JUSCELINO";-;1;-;2480;-;-;-;-;-;-;-;-;38;-;-;-;3;294;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1225;-;-;-;-;-;-;4066
10/2025;qtd_aprovada;"315330 PRESIDENTE KUBITSCHEK";731;7;2166;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;683;-;-;-;-;-;-;3628
10/2025;qtd_aprovada;"315340 PRESIDENTE OLEGARIO";1;106;-;-;-;916;121;-;-;-;-;-;91;-;-;-;6243;281;-;-;-;-;-;-;-;-;-;23;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2423;-;-;-;-;-;-;10206
10/2025;qtd_aprovada;"315350 ALTO JEQUITIBA";1078;-;42;1754;-;-;-;-;-;-;-;-;-;-;-;192;3973;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;3360;-;-;-;-;-;-;10436
10/2025;qtd_aprovada;"315360 PRUDENTE DE MORAIS";351;11;-;5614;-;-;-;-;-;-;-;-;-;-;-;173;6843;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;802;-;-;-;-;-;-;13794
10/2025;qtd_aprovada;"315370 QUARTEL GERAL";649;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;634;541;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;1978
10/2025;qtd_aprovada;"315380 QUELUZITO";-;6;-;-;-;-;-;-;-;-;-;-;34;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100
10/2025;qtd_aprovada;"315390 RAPOSOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315400 RAUL SOARES";2;136;-;13051;-;813;335;139;-;-;-;-;409;-;-;7;7882;3094;1;-;-;-;-;-;-;-;-;20;-;-;144;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;4036;-;-;-;-;-;-;30103
10/2025;qtd_aprovada;"315410 RECREIO";-;25;-;-;-;276;-;-;-;-;-;-;-;-;-;-;2084;-;-;-;-;-;-;-;-;-;-;9;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;381;-;-;-;-;-;-;2830
10/2025;qtd_aprovada;"315415 REDUTO";-;16;-;3416;-;-;-;-;-;-;-;-;34;-;-;-;51;397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1254;-;-;-;-;-;-;5168
10/2025;qtd_aprovada;"315420 RESENDE COSTA";1904;28;192;767;-;156;1;-;-;-;-;-;75;-;-;101;6644;-;-;-;-;-;670;-;-;-;-;39;-;10;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2898;-;-;-;-;-;-;13555
10/2025;qtd_aprovada;"315430 RESPLENDOR";3762;5;1;10087;-;510;9;36;-;-;-;-;63;-;-;21;9580;407;23;-;-;-;-;-;-;-;-;47;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2230;-;-;-;-;-;-;26819
10/2025;qtd_aprovada;"315440 RESSAQUINHA";-;10;-;-;-;151;-;-;-;-;-;-;-;-;-;-;2464;204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;806;-;-;-;-;-;-;3635
10/2025;qtd_aprovada;"315445 RIACHINHO";1079;20;-;924;-;274;-;-;-;-;-;-;73;-;-;67;5120;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;1928;-;-;-;-;-;-;9519
10/2025;qtd_aprovada;"315450 RIACHO DOS MACHADOS";-;-;-;1593;-;-;-;-;-;-;-;-;-;-;-;-;1070;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;336;-;-;-;-;-;-;3062
10/2025;qtd_aprovada;"315460 RIBEIRAO DAS NEVES";52896;321;21915;61689;130;4445;240;319;-;-;22;-;3736;-;36;11763;111971;5493;8;-;-;-;881;-;4;-;-;773;-;-;64;-;-;30;10;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3493;-;-;-;-;-;-;280432
10/2025;qtd_aprovada;"315470 RIBEIRAO VERMELHO";-;-;-;2146;-;197;-;-;-;-;-;-;28;-;-;-;2317;-;-;-;-;-;-;-;17;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;4722
10/2025;qtd_aprovada;"315480 RIO ACIMA";6;-;-;5956;-;-;87;-;-;-;-;-;-;-;-;4;2669;804;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;984;-;-;-;-;-;-;10510
10/2025;qtd_aprovada;"315490 RIO CASCA";10;7;-;3690;-;346;-;-;-;-;-;-;104;-;-;-;1906;302;-;-;-;-;44;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;6440
10/2025;qtd_aprovada;"315500 RIO DOCE";1601;-;-;-;-;5;-;-;-;-;-;-;-;-;-;221;1280;-;-;-;-;-;105;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;288;-;-;-;-;-;-;3507
10/2025;qtd_aprovada;"315510 RIO DO PRADO";-;102;-;2461;-;-;-;-;-;-;-;-;14;-;-;58;571;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1669;-;-;-;-;-;-;4915
10/2025;qtd_aprovada;"315520 RIO ESPERA";-;10;-;-;-;189;-;-;-;-;-;-;-;-;-;-;1326;-;-;-;-;-;61;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;1621
10/2025;qtd_aprovada;"315530 RIO MANSO";164;62;-;6282;-;-;36;-;-;-;-;-;92;-;-;469;3603;986;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;241;-;-;-;-;-;-;12072
10/2025;qtd_aprovada;"315540 RIO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"315550 RIO PARANAIBA";-;60;-;5240;-;500;175;-;-;-;-;-;44;-;-;42;3628;349;-;-;-;-;2;-;-;-;-;54;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3096;-;-;-;-;-;-;13196
10/2025;qtd_aprovada;"315560 RIO PARDO DE MINAS";92;9;4;7494;719;1612;127;-;-;-;-;-;150;2;1;13;6168;325;-;-;-;-;749;-;14;-;-;41;-;-;-;-;-;-;-;-;-;-;-;318;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2000;-;-;-;-;-;-;19863
10/2025;qtd_aprovada;"315570 RIO PIRACICABA";140;21;-;8557;-;130;-;-;-;-;-;-;66;-;-;47;5404;717;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;1;-;-;7;-;-;-;-;-;-;15119
10/2025;qtd_aprovada;"315580 RIO POMBA";-;4;-;6752;-;1233;103;-;-;-;-;-;375;-;1;1;14571;1764;64;-;-;-;64;-;6;-;-;121;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;3484;-;-;-;-;-;-;28588
10/2025;qtd_aprovada;"315590 RIO PRETO";-;-;-;1287;-;257;-;-;-;-;-;-;-;-;-;-;2867;351;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;437;-;-;-;-;-;-;5201
10/2025;qtd_aprovada;"315600 RIO VERMELHO";-;281;-;1419;-;274;-;-;-;-;-;-;-;-;-;-;361;433;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2545;-;-;-;-;-;-;5313
10/2025;qtd_aprovada;"315610 RITAPOLIS";922;3;19;3256;-;-;-;-;-;-;-;-;103;-;-;181;6426;343;-;-;-;-;339;-;-;-;-;8;-;6;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;616;-;-;-;-;-;-;12259
10/2025;qtd_aprovada;"315620 ROCHEDO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;22;30;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;61;-;-;-;-;-;-;188
10/2025;qtd_aprovada;"315630 RODEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;43;-;-;-;-;-;-;69
10/2025;qtd_aprovada;"315640 ROMARIA";-;8;-;-;-;-;45;-;-;-;-;-;-;-;-;-;20;86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;428;-;-;-;-;-;-;617
10/2025;qtd_aprovada;"315645 ROSARIO DA LIMEIRA";-;16;-;2158;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;284;-;-;-;-;-;-;2506
10/2025;qtd_aprovada;"315650 RUBELITA";-;15;-;3568;-;-;-;-;-;-;-;-;10;-;-;-;69;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;2314;-;-;-;-;-;-;6005
10/2025;qtd_aprovada;"315660 RUBIM";2438;42;-;1920;-;155;-;-;-;-;-;-;-;-;-;-;1906;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;3691;-;-;-;-;-;-;10268
10/2025;qtd_aprovada;"315670 SABARA";5600;80;597;55320;30;3383;834;-;-;-;85;-;3379;-;81;3303;69657;1208;9;-;17;-;1654;-;-;-;-;62;-;24;-;-;1;-;10;-;-;-;-;744;3;-;70;-;-;-;-;-;-;-;-;2;-;-;-;-;209;-;-;32;-;146394
10/2025;qtd_aprovada;"315680 SABINOPOLIS";1;61;-;2973;-;90;64;-;-;-;-;-;165;-;-;10;2716;475;-;-;-;-;48;-;-;-;-;24;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;4923;-;-;-;-;-;-;11601
10/2025;qtd_aprovada;"315690 SACRAMENTO";6786;55;52;21310;54;1684;899;116;50;-;65;-;1100;-;-;568;11752;1235;818;-;-;-;589;-;663;-;-;143;-;3;28;-;-;-;1;-;-;-;-;269;-;-;-;-;-;-;-;-;-;-;-;49;-;-;7251;-;13;143;77;11;-;55784
10/2025;qtd_aprovada;"315700 SALINAS";1815;56;35;27859;-;1955;1290;203;130;-;212;-;1115;-;23;19;30987;518;176;-;1928;-;336;-;9;-;-;214;-;16;-;-;4;5;-;-;-;-;-;227;6;-;-;12;-;-;-;-;-;-;-;67;21;-;9024;-;547;368;35;15;-;79227
10/2025;qtd_aprovada;"315710 SALTO DA DIVISA";2249;15;-;6167;-;245;-;-;-;-;-;-;-;-;-;-;634;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;2056;-;-;-;-;-;-;11394
10/2025;qtd_aprovada;"315720 SANTA BARBARA";-;66;8;23584;-;1282;93;59;-;-;29;-;117;-;-;237;6610;-;2;-;-;-;4;-;-;-;-;128;-;-;-;-;-;34;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;7478;-;-;-;-;-;-;39742
