periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
04/2024;qtd_aprovada;"420280 BRACO DO NORTE";31720;124;601;21009;194;2409;300;140;-;-;8;-;447;-;-;1242;59628;3638;51;-;-;-;1675;86;-;129;-;17;5;-;-;-;-;-;-;-;-;495;15;-;-;-;-;-;-;-;-;21;-;-;993;124947
04/2024;qtd_aprovada;"420285 BRACO DO TROMBUDO";1921;24;21;3177;-;-;-;-;-;-;-;-;41;-;-;43;3645;-;-;-;-;-;380;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;9269
04/2024;qtd_aprovada;"420287 BRUNOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;598;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;895;1503
04/2024;qtd_aprovada;"420290 BRUSQUE";37439;1019;2420;53444;2221;6405;1719;1856;345;-;282;-;5750;2;-;9660;183813;1521;151;-;1565;-;6000;1041;-;574;-;59;38;144;198;27;-;-;-;-;-;637;-;-;8;-;-;-;-;-;-;96;3;-;1084;319521
04/2024;qtd_aprovada;"420300 CACADOR";9260;260;605;8742;-;2384;704;261;25;-;-;-;729;12;-;5128;72410;2685;28;-;-;11;1913;32;-;54;-;-;-;-;-;1;-;-;-;-;-;235;-;-;-;-;-;-;-;-;-;-;-;-;9500;114979
04/2024;qtd_aprovada;"420310 CAIBI";-;309;-;4035;-;-;-;-;-;-;-;-;-;-;-;-;2893;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;2021;9290
04/2024;qtd_aprovada;"420315 CALMON";-;16;-;2269;-;-;-;-;-;-;-;-;-;-;-;-;-;292;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2199;4778
04/2024;qtd_aprovada;"420320 CAMBORIU";25317;-;-;22060;-;1093;100;-;38;-;-;-;-;-;-;-;35143;-;-;-;-;-;-;5;-;10;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;3;-;-;-;83833
04/2024;qtd_aprovada;"420325 CAPAO ALTO";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
04/2024;qtd_aprovada;"420330 CAMPO ALEGRE";472;-;368;6954;-;476;115;-;-;-;2;-;51;-;-;1193;15811;86;3;-;-;-;568;9;1;37;-;-;129;-;-;-;-;-;-;-;-;78;-;4;-;-;-;-;-;-;-;-;-;-;-;26357
04/2024;qtd_aprovada;"420340 CAMPO BELO DO SUL";-;3;-;4435;-;146;29;-;-;-;-;-;22;-;-;16;2126;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165;6970
04/2024;qtd_aprovada;"420350 CAMPO ERE";5227;163;-;5926;-;98;79;-;-;-;-;-;100;-;-;-;4117;277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3185;19172
04/2024;qtd_aprovada;"420360 CAMPOS NOVOS";222;96;-;19416;-;1347;101;92;-;-;-;-;282;-;-;97;13109;3211;22;-;-;-;114;-;-;25;-;-;73;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4293;42503
04/2024;qtd_aprovada;"420370 CANELINHA";1370;64;3;4613;-;213;124;7;9;-;11;-;42;-;-;321;18154;776;-;-;-;-;-;-;-;23;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2;25755
04/2024;qtd_aprovada;"420380 CANOINHAS";1053;68;209;27912;-;1577;1557;281;370;7;272;-;850;-;-;920;42696;122;10;-;-;-;111;71;-;68;-;1;30;-;24;-;-;-;-;-;-;26;3;5;-;-;-;-;-;-;-;-;-;-;2503;80746
04/2024;qtd_aprovada;"420390 CAPINZAL";-;-;-;3260;-;63;-;-;-;-;-;-;-;-;-;-;1050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4373
04/2024;qtd_aprovada;"420395 CAPIVARI DE BAIXO";18289;81;272;11708;-;615;-;-;-;-;-;-;189;-;-;1166;43278;-;-;-;-;-;1185;22;-;36;-;2;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;76923
04/2024;qtd_aprovada;"420400 CATANDUVAS";-;97;-;458;-;-;-;-;-;-;-;-;33;-;-;83;2564;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;50;3329
04/2024;qtd_aprovada;"420410 CAXAMBU DO SUL";914;-;-;74;-;98;-;-;-;-;-;-;26;-;-;15;2575;539;-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;182;4452
04/2024;qtd_aprovada;"420415 CELSO RAMOS";-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
04/2024;qtd_aprovada;"420417 CERRO NEGRO";-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
04/2024;qtd_aprovada;"420419 CHAPADAO DO LAGEADO";2886;14;21;1878;-;-;-;-;-;-;-;-;-;-;-;42;4271;-;-;-;-;-;263;-;-;3;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;25;-;-;-;9437
04/2024;qtd_aprovada;"420420 CHAPECO";24375;18695;1234;188428;3086;11307;7621;2147;1884;239;815;-;18137;-;2;4649;230417;15253;829;1817;2173;-;1574;142;-;1262;-;17;648;1;154;58;6;-;-;-;-;433;26;100;34;160;-;60;-;229;-;664;46;-;9804;548526
04/2024;qtd_aprovada;"420425 COCAL DO SUL";1451;36;37;13246;587;534;-;-;-;-;-;-;195;-;-;219;20739;2249;3;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;278;39614
04/2024;qtd_aprovada;"420430 CONCORDIA";105;937;130;47821;347;3377;792;470;140;-;89;7;1586;501;-;189;22503;2482;162;-;672;338;551;1;-;240;-;14;68;-;32;14;3;-;-;-;-;236;7;3;6;-;-;-;-;-;-;22;12;-;2214;86071
04/2024;qtd_aprovada;"420435 CORDILHEIRA ALTA";1833;-;30;806;-;-;-;-;-;-;-;-;-;-;-;223;4530;70;-;-;-;-;537;4;-;1;-;5;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;8071
04/2024;qtd_aprovada;"420440 CORONEL FREITAS";2224;-;80;42;-;359;-;-;-;-;-;-;40;-;-;156;11763;348;-;-;-;-;525;21;-;25;-;1;-;-;-;-;-;-;-;-;5;36;-;-;-;-;-;-;-;-;-;-;-;-;749;16374
04/2024;qtd_aprovada;"420445 CORONEL MARTINS";81;4;24;-;-;-;-;-;-;-;-;-;-;-;-;142;1988;169;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;32;-;-;1705;4329
04/2024;qtd_aprovada;"420450 CORUPA";988;228;77;5523;-;488;-;-;-;-;-;-;24;-;-;1358;18091;-;-;-;-;-;252;-;-;12;-;1;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;1204;28275
04/2024;qtd_aprovada;"420455 CORREIA PINTO";-;70;118;-;-;-;-;-;-;-;-;-;-;-;-;-;3010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3198
04/2024;qtd_aprovada;"420460 CRICIUMA";122853;1030;3713;134660;3581;9508;7788;1709;655;61;402;-;17789;198;-;9125;388707;3588;636;2132;2420;74;17155;540;-;3218;-;167;733;-;15;2;-;-;-;4;-;1048;1;15;11;370;-;-;-;127;-;573;54;-;1969;736631
04/2024;qtd_aprovada;"420470 CUNHA PORA";-;-;-;7654;-;188;-;-;-;-;-;-;28;-;-;25;2421;1200;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;3284;14848
04/2024;qtd_aprovada;"420475 CUNHATAI";-;15;-;2308;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;897;3269
04/2024;qtd_aprovada;"420480 CURITIBANOS";3371;362;190;19443;350;1634;1941;19;-;-;-;-;689;15;67;2246;29422;210;38;-;586;7;414;-;-;109;-;-;5;30;-;-;-;-;-;1;-;279;-;-;3;-;-;-;-;-;-;111;4;-;3534;65080
04/2024;qtd_aprovada;"420490 DESCANSO";1451;504;2;7003;-;15;183;15;52;-;28;-;101;-;-;4;1940;464;-;-;-;-;-;-;-;20;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;5107;16926
04/2024;qtd_aprovada;"420500 DIONISIO CERQUEIRA";2498;575;82;3135;-;1076;90;-;-;-;-;-;216;-;1;454;17137;498;-;-;-;-;1625;-;-;11;-;8;-;-;-;-;-;-;-;-;-;279;-;-;-;-;-;-;-;-;-;46;-;-;5361;33092
04/2024;qtd_aprovada;"420510 DONA EMMA";1335;154;139;2475;-;-;-;-;-;-;-;-;43;-;-;246;4397;-;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;25;-;-;-;9031
04/2024;qtd_aprovada;"420515 DOUTOR PEDRINHO";1460;32;12;2414;-;-;-;-;-;-;-;-;638;-;-;310;3149;256;-;-;-;-;133;-;-;1;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;219;8646
04/2024;qtd_aprovada;"420517 ENTRE RIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;27
04/2024;qtd_aprovada;"420519 ERMO";2831;30;18;1127;-;-;-;-;-;-;-;-;-;-;-;76;5102;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;334;9672
04/2024;qtd_aprovada;"420520 ERVAL VELHO";12;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3112;-;-;-;-;-;-;-;-;23;-;10;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;21;-;-;1006;4223
04/2024;qtd_aprovada;"420530 FAXINAL DOS GUEDES";-;276;-;4460;-;7;-;-;-;-;-;-;34;-;-;23;2864;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4724;12413
04/2024;qtd_aprovada;"420535 FLOR DO SERTAO";-;-;-;1258;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;352;1636
04/2024;qtd_aprovada;"420540 FLORIANOPOLIS";4615;7474;6015;197500;8762;12932;3271;2897;125;122;726;1;32524;70155;13188;7197;191285;3586;868;3218;3630;25354;1954;1430;-;5818;-;63;185;16;76;93;97;-;-;1;7;382;3;420;28;2008;-;-;4;110;7564522;42003;90;-;28917;8243672
04/2024;qtd_aprovada;"420543 FORMOSA DO SUL";179;-;16;-;-;-;-;-;-;-;-;-;-;-;-;3;7326;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;20;-;-;2090;9668
04/2024;qtd_aprovada;"420545 FORQUILHINHA";28752;215;291;14288;550;220;883;-;66;-;24;-;1029;-;-;939;52258;1956;-;-;-;-;1653;9;-;100;-;12;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;21;-;-;384;103766
04/2024;qtd_aprovada;"420550 FRAIBURGO";1089;64;129;2212;-;666;16;-;-;-;-;-;178;-;-;1341;22747;294;214;-;-;-;115;-;-;134;-;10;399;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;10000;39610
04/2024;qtd_aprovada;"420555 FREI ROGERIO";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
04/2024;qtd_aprovada;"420560 GALVAO";-;100;-;3897;-;-;-;-;-;-;-;-;-;-;-;-;655;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;1219;5879
04/2024;qtd_aprovada;"420570 GAROPABA";26;2508;140;26117;-;1857;242;-;-;-;-;-;200;-;-;665;23986;1235;-;-;-;-;6;-;-;73;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;780;57839
04/2024;qtd_aprovada;"420580 GARUVA";-;131;-;13972;-;886;334;-;-;-;-;-;116;-;-;134;10540;869;-;-;-;-;4;-;-;14;-;6;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;1991;29003
04/2024;qtd_aprovada;"420590 GASPAR";203;644;5;14733;560;2031;1077;615;187;-;107;-;1671;-;1;145;32946;2437;59;-;-;-;506;-;-;344;-;1;-;-;-;-;1;-;-;-;-;82;-;-;-;-;-;-;-;-;-;14;-;-;1787;60156
04/2024;qtd_aprovada;"420600 GOVERNADOR CELSO RAMOS";-;83;19;6506;57;-;-;-;92;-;9;-;1;-;-;53;623;250;4;-;-;-;3;-;-;17;-;10;-;1;-;-;-;-;-;-;1;7;-;1;-;-;-;-;-;-;-;19;-;-;5602;13358
04/2024;qtd_aprovada;"420610 GRAO-PARA";-;7;3;3016;-;-;-;-;-;-;-;-;64;-;-;75;716;171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4052
04/2024;qtd_aprovada;"420620 GRAVATAL";-;-;-;1382;-;-;-;-;-;-;-;-;73;-;-;-;1347;152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;2992
04/2024;qtd_aprovada;"420630 GUABIRUBA";578;303;268;12291;-;100;-;-;-;-;-;-;-;-;-;503;15041;-;-;-;-;-;621;-;-;28;-;1;-;24;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;29817
04/2024;qtd_aprovada;"420640 GUARACIABA";-;70;-;5094;-;283;-;-;-;-;-;-;31;-;-;22;2207;512;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3473;11721
04/2024;qtd_aprovada;"420650 GUARAMIRIM";3468;182;3217;31103;-;1953;215;-;-;-;-;-;361;-;-;3302;73414;-;-;-;-;-;1808;44;-;69;-;30;-;-;-;-;-;-;-;-;-;273;-;-;-;-;-;-;-;-;-;-;-;-;-;119439
04/2024;qtd_aprovada;"420660 GUARUJA DO SUL";1651;25;-;1724;-;-;-;-;-;-;-;-;7;-;-;-;1933;85;-;-;-;-;96;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3526;9082
04/2024;qtd_aprovada;"420665 GUATAMBU";11;60;2;1616;-;-;-;-;-;-;-;-;2;-;7;-;346;316;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;356;2751
04/2024;qtd_aprovada;"420670 HERVAL D'OESTE";1897;87;75;8644;-;-;-;-;-;-;-;-;-;-;-;752;16238;510;-;-;-;-;370;51;-;21;-;4;-;5;-;-;-;-;-;-;-;65;1;-;-;-;-;-;-;-;-;-;-;-;800;29520
04/2024;qtd_aprovada;"420675 IBIAM";1714;30;6;2752;-;-;32;-;-;-;-;-;-;-;-;127;2630;-;-;-;-;-;64;191;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;149;7702
04/2024;qtd_aprovada;"420680 IBICARE";-;9;-;2236;-;-;-;-;-;-;-;-;-;-;-;17;81;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;1161;3511
04/2024;qtd_aprovada;"420690 IBIRAMA";21040;216;99;21096;-;1696;76;722;-;-;-;-;312;28;-;391;24135;180;76;-;-;25;1060;162;-;256;-;7;-;-;9;28;4;-;-;-;-;265;5;4;-;-;-;-;-;-;-;-;-;-;9612;81504
04/2024;qtd_aprovada;"420700 ICARA";3964;105;327;19099;-;2441;664;93;-;-;4;-;286;-;-;257;29417;2704;48;-;-;-;854;143;-;159;-;13;107;1;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;62;-;-;-;60789
04/2024;qtd_aprovada;"420710 ILHOTA";318;329;7;8040;-;132;32;-;-;-;-;-;-;-;-;-;2538;-;-;-;-;-;-;-;-;3;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11405
04/2024;qtd_aprovada;"420720 IMARUI";7654;52;117;3490;-;23;-;-;-;-;-;-;93;-;-;362;13330;255;-;-;-;-;330;-;-;8;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;1554;27300
04/2024;qtd_aprovada;"420730 IMBITUBA";237;484;-;20825;-;1331;-;-;-;-;-;-;186;-;-;108;13400;1089;36;-;-;-;59;-;-;80;-;2;-;-;-;5;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;6;-;-;-;37863
04/2024;qtd_aprovada;"420740 IMBUIA";-;15;-;3170;-;-;84;-;-;-;1;-;-;-;-;-;2377;443;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;3784;9911
04/2024;qtd_aprovada;"420750 INDAIAL";1851;612;2763;36823;1234;1619;254;347;-;-;99;-;2249;-;-;516;26505;20097;14;-;-;-;221;485;-;620;-;15;8;-;3;-;-;-;-;-;-;3;152;98;-;-;-;-;-;-;-;-;-;-;2387;98975
04/2024;qtd_aprovada;"420757 IOMERE";-;30;-;3754;-;-;-;-;-;-;-;-;-;-;-;-;65;467;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;753;5118
04/2024;qtd_aprovada;"420760 IPIRA";50;118;-;2577;-;-;-;-;-;-;-;-;8;-;-;-;1369;-;-;-;-;-;-;-;-;10;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4150
04/2024;qtd_aprovada;"420765 IPORA DO OESTE";-;235;-;9141;13;389;119;-;39;-;1;-;110;-;-;1;4816;1500;-;-;-;-;-;-;-;18;-;-;603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;2979;19995
04/2024;qtd_aprovada;"420768 IPUACU";7082;58;33;5645;-;-;277;-;-;-;-;-;-;-;-;293;9619;292;-;-;-;-;578;-;-;8;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;34;-;-;2136;26076
04/2024;qtd_aprovada;"420770 IPUMIRIM";434;45;-;2301;-;335;79;-;-;-;-;-;31;-;-;93;2784;364;1;-;-;-;-;2;-;28;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6515
04/2024;qtd_aprovada;"420775 IRACEMINHA";-;69;-;2080;-;2;11;2;2;-;12;-;14;-;-;-;1152;-;-;-;-;-;43;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;1642;5053
04/2024;qtd_aprovada;"420780 IRANI";7916;39;148;8465;-;16;-;-;-;-;-;-;-;-;-;611;12950;-;-;-;-;-;1046;45;-;14;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;25;-;-;4086;35437
04/2024;qtd_aprovada;"420785 IRATI";-;29;-;1512;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;1265;2810
04/2024;qtd_aprovada;"420790 IRINEOPOLIS";4595;85;182;3181;-;-;61;-;-;-;-;-;1;-;-;460;14806;328;-;-;-;-;663;-;-;84;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;33;-;-;1814;26354
04/2024;qtd_aprovada;"420800 ITA";-;6;-;124;-;268;-;-;-;-;-;-;26;-;-;-;1823;-;-;-;-;-;-;-;-;27;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;2291
04/2024;qtd_aprovada;"420810 ITAIOPOLIS";-;-;-;-;-;359;-;-;-;-;-;-;9;-;-;-;2893;337;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3599
04/2024;qtd_aprovada;"420820 ITAJAI";61312;422;3553;233675;5249;7739;9385;2724;628;289;614;2;17797;69;-;4451;218318;10250;103;1732;3788;62;6716;440;-;193;-;4;263;-;15;35;-;-;-;-;-;365;-;53;34;15;-;-;-;35;-;252;48;-;-;590630
04/2024;qtd_aprovada;"420830 ITAPEMA";45370;-;-;34085;14;4351;1295;21;52;-;117;-;1021;-;-;-;25188;413;84;-;-;-;341;17;-;328;-;-;-;-;-;-;-;-;-;-;-;52;-;103;-;-;-;-;-;-;-;46;-;-;-;112898
04/2024;qtd_aprovada;"420840 ITAPIRANGA";-;991;1;6373;69;565;130;2;60;-;19;-;67;-;-;141;3349;-;-;-;-;-;-;-;-;44;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;3593;15460
04/2024;qtd_aprovada;"420845 ITAPOA";2760;275;2772;1531;-;-;-;-;-;-;-;-;150;-;-;800;13690;37;-;-;-;-;-;-;1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4670;26706
04/2024;qtd_aprovada;"420850 ITUPORANGA";28853;943;201;9816;-;1350;50;49;-;-;9;-;210;-;-;638;19675;531;18;-;-;-;897;281;-;99;-;43;-;-;-;-;19;-;-;-;-;368;-;-;-;-;-;-;-;-;-;-;-;-;5044;69094
04/2024;qtd_aprovada;"420860 JABORA";2681;-;33;9621;-;-;-;-;-;-;-;-;-;-;-;214;4479;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;135;17307
04/2024;qtd_aprovada;"420870 JACINTO MACHADO";13252;10;103;5066;-;92;-;-;-;-;-;-;15;-;-;409;10231;-;-;-;-;-;573;-;-;56;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;21;-;-;1545;31446
04/2024;qtd_aprovada;"420880 JAGUARUNA";-;220;596;8635;-;470;74;-;-;-;-;-;197;-;-;248;8018;453;-;-;-;-;-;-;-;60;-;3;187;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;19191
04/2024;qtd_aprovada;"420890 JARAGUA DO SUL";31790;347;12259;96509;3103;9517;2586;1008;337;131;531;-;6975;267;-;7248;246501;11894;311;860;1421;108;5339;395;-;673;21;47;-;1;10;-;4;-;-;-;-;420;-;17;16;-;-;-;-;16;-;52;17;-;4159;444890
04/2024;qtd_aprovada;"420895 JARDINOPOLIS";-;559;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4966;6976
04/2024;qtd_aprovada;"420900 JOACABA";191;259;70;29923;7725;2591;1322;2075;404;18;133;-;615;86;-;669;20893;1720;180;1660;-;48;161;5;-;639;-;15;4;2;57;20;-;-;-;-;-;41;1;114;-;-;-;-;-;-;-;29;-;-;5103;76773
04/2024;qtd_aprovada;"420910 JOINVILLE";3025;48;30301;276775;6382;27853;9903;3596;1492;338;1367;-;38742;39;152;11360;429078;38477;255;1869;5159;18;2723;212;-;3084;18;113;1022;1257;220;110;81;1;-;2;-;477;7;711;61;211;61;92;4;222;-;220;258;-;7517;904913
04/2024;qtd_aprovada;"420915 JOSE BOITEUX";-;14;-;4630;-;-;-;-;-;-;-;-;-;-;-;-;1714;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6358
