periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
04/2024;qtd_aprovada;"311830 CONSELHEIRO LAFAIETE";662;-;1147;118961;2432;5757;1561;941;156;9;327;-;1117;78;-;58;51831;5588;402;-;2050;50;634;-;-;157;-;6;73;-;1;13;-;-;-;2;-;124;1;-;29;-;-;-;-;-;-;1336;76;-;10000;205579
04/2024;qtd_aprovada;"311840 CONSELHEIRO PENA";-;18;-;-;-;-;110;-;-;-;-;-;70;-;-;14;3573;389;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;420;4616
04/2024;qtd_aprovada;"311850 CONSOLACAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"311860 CONTAGEM";1216;41087;150;260310;2775;12778;5666;618;169;57;648;1;12237;-;-;14133;249586;5505;3495;-;7941;9;250;1033;-;1484;-;41;711;-;95;1;18;-;-;-;-;44;-;521;99;-;-;-;-;-;-;8558;273;-;-;631509
04/2024;qtd_aprovada;"311870 COQUEIRAL";3417;25;42;473;-;-;-;-;-;-;-;-;30;-;-;344;9667;29;-;-;-;-;426;19;-;34;-;4;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;2037;16622
04/2024;qtd_aprovada;"311880 CORACAO DE JESUS";704;39;3;5146;-;1229;37;-;-;-;-;-;152;-;-;719;9012;871;3;-;-;-;588;-;-;22;-;9;-;-;-;-;-;-;-;-;-;214;1;-;-;-;-;-;-;-;-;50;-;-;3119;21918
04/2024;qtd_aprovada;"311890 CORDISBURGO";-;20;-;-;-;-;-;-;-;-;-;-;89;-;-;25;4520;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;466;5153
04/2024;qtd_aprovada;"311900 CORDISLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;120;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;225
04/2024;qtd_aprovada;"311910 CORINTO";6645;99;26;2289;-;326;5;-;-;-;-;-;50;-;-;134;10964;342;10;-;-;-;-;-;-;25;-;1;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4104;25027
04/2024;qtd_aprovada;"311920 COROACI";55;50;-;-;-;27;-;-;-;-;-;-;45;-;-;-;1998;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;21;-;-;1487;3726
04/2024;qtd_aprovada;"311930 COROMANDEL";15146;113;3915;11276;-;1450;435;-;-;-;-;-;447;-;-;567;28526;1540;225;-;-;-;3923;165;-;286;-;19;-;-;-;-;-;-;-;-;-;286;-;-;-;-;-;-;-;-;-;24;-;-;8463;76806
04/2024;qtd_aprovada;"311940 CORONEL FABRICIANO";8874;58;10;45408;-;2698;1367;307;62;-;142;-;1099;18;8;804;52650;1862;11;-;-;9;181;-;-;585;-;23;12;-;-;3;3;-;-;-;-;115;6;182;-;-;-;-;-;-;352561;17;-;-;148;469223
04/2024;qtd_aprovada;"311950 CORONEL MURTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;463;463
04/2024;qtd_aprovada;"311960 CORONEL PACHECO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"311970 CORONEL XAVIER CHAVES";271;19;24;5729;-;-;-;-;-;-;-;-;-;-;-;284;3174;-;-;-;-;-;218;-;-;-;-;9;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;821;10567
04/2024;qtd_aprovada;"311980 CORREGO DANTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;490;193;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;683
04/2024;qtd_aprovada;"311990 CORREGO DO BOM JESUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"311995 CORREGO FUNDO";-;6;608;3585;-;251;47;-;-;-;-;-;43;-;-;615;9305;46;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;792;15309
04/2024;qtd_aprovada;"312000 CORREGO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;533;607
04/2024;qtd_aprovada;"312010 COUTO DE MAGALHAES DE MINAS";-;-;-;1164;-;-;-;-;-;-;-;-;-;-;-;-;2622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2476;6262
04/2024;qtd_aprovada;"312015 CRISOLITA";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2070;2138
04/2024;qtd_aprovada;"312020 CRISTAIS";-;61;-;7981;-;633;103;-;-;-;20;-;87;-;-;-;13314;1115;-;-;-;-;-;-;-;52;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1935;25334
04/2024;qtd_aprovada;"312030 CRISTALIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;294;335
04/2024;qtd_aprovada;"312040 CRISTIANO OTONI";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;269;369;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;465;1108
04/2024;qtd_aprovada;"312050 CRISTINA";2327;58;227;1498;-;-;50;-;-;-;-;-;160;-;-;-;1305;265;3;-;-;-;-;-;-;1;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1562;7489
04/2024;qtd_aprovada;"312060 CRUCILANDIA";161;-;13;-;-;-;-;-;-;-;-;-;-;-;-;60;4697;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;5021
04/2024;qtd_aprovada;"312070 CRUZEIRO DA FORTALEZA";-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;3359;113;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1230;4798
04/2024;qtd_aprovada;"312080 CRUZILIA";-;8;-;5913;-;133;-;-;-;-;-;-;182;5;-;-;5226;-;-;-;-;3;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1132;12677
04/2024;qtd_aprovada;"312083 CUPARAQUE";82;10;6;-;-;109;32;-;-;-;-;-;28;-;-;-;2050;151;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;736;3233
04/2024;qtd_aprovada;"312087 CURRAL DE DENTRO";4254;15;-;1130;-;-;-;-;-;-;-;-;28;-;-;-;833;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2108;8416
04/2024;qtd_aprovada;"312090 CURVELO";2;-;32;44656;1037;3703;525;852;58;-;33;-;768;96;-;-;37651;235;87;478;2885;49;-;-;-;236;-;1;-;-;-;25;1;1;-;2;-;-;4;5;33;-;-;-;-;-;-;37;43;-;8676;102211
04/2024;qtd_aprovada;"312100 DATAS";109;-;-;1948;-;-;-;-;-;-;-;-;-;-;-;9;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;2212;4530
04/2024;qtd_aprovada;"312110 DELFIM MOREIRA";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;344;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173;531
04/2024;qtd_aprovada;"312120 DELFINOPOLIS";4436;22;-;6462;-;636;90;-;-;-;-;-;131;-;-;9;9450;233;-;-;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1670;23146
04/2024;qtd_aprovada;"312125 DELTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"312130 DESCOBERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"312140 DESTERRO DE ENTRE RIOS";-;-;-;4471;-;-;-;-;-;-;-;-;38;-;-;-;7093;50;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10360;22063
04/2024;qtd_aprovada;"312150 DESTERRO DO MELO";-;627;-;3492;-;-;-;-;-;-;-;-;38;-;-;-;-;207;-;-;-;-;64;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;373;4825
04/2024;qtd_aprovada;"312160 DIAMANTINA";22125;335;23;12082;-;1115;42;215;21;-;-;-;1386;483;654;84;23662;530;-;-;1562;921;-;-;-;84;-;-;-;-;-;-;1;-;-;-;-;-;-;-;13;21;-;-;-;-;201674;602;6;-;-;267641
04/2024;qtd_aprovada;"312170 DIOGO DE VASCONCELOS";389;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;242;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1294;1967
04/2024;qtd_aprovada;"312180 DIONISIO";-;-;-;12036;-;-;-;-;-;-;-;-;-;-;-;-;1432;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13468
04/2024;qtd_aprovada;"312190 DIVINESIA";-;224;-;2918;-;-;-;-;-;-;-;-;-;-;-;-;-;395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3537
04/2024;qtd_aprovada;"312200 DIVINO";27099;106;120;4524;-;476;-;-;-;-;-;-;-;-;-;1789;15794;366;-;-;-;-;659;-;-;52;-;-;-;-;-;-;-;-;-;-;-;171;-;-;-;-;-;-;-;-;-;50;-;-;522;51728
04/2024;qtd_aprovada;"312210 DIVINO DAS LARANJEIRAS";-;20;-;784;-;119;-;-;-;-;-;-;-;-;-;-;3698;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;600;5276
04/2024;qtd_aprovada;"312220 DIVINOLANDIA DE MINAS";320;16;-;3985;-;-;38;-;-;-;-;-;85;-;-;175;2793;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2074;9501
04/2024;qtd_aprovada;"312230 DIVINOPOLIS";38816;95;321;92135;1920;7130;1125;769;437;182;196;4;5537;143;1;2316;130448;3779;62;2315;2493;2907;592;215;-;421;-;1;138;2;23;2;2;-;-;-;-;29;1;69;34;93;-;-;-;13;783400;3554;68;-;5186;1086974
04/2024;qtd_aprovada;"312235 DIVISA ALEGRE";-;16;-;1922;-;-;-;-;-;-;-;-;50;-;-;-;1130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;969;4137
04/2024;qtd_aprovada;"312240 DIVISA NOVA";-;70;-;823;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;1037
04/2024;qtd_aprovada;"312245 DIVISOPOLIS";2665;44;-;2378;-;124;-;-;-;-;-;-;33;-;-;-;494;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;3142;8901
04/2024;qtd_aprovada;"312247 DOM BOSCO";4355;-;27;1967;-;59;-;-;-;-;-;-;-;-;-;687;7080;78;-;-;-;-;298;157;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;4444;19183
04/2024;qtd_aprovada;"312250 DOM CAVATI";13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155;1846;243;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;2335
04/2024;qtd_aprovada;"312260 DOM JOAQUIM";-;4;-;1416;-;-;-;-;-;-;-;-;68;-;-;-;4705;-;-;-;-;-;32;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;207;6478
04/2024;qtd_aprovada;"312270 DOM SILVERIO";-;-;8;920;-;135;-;-;-;-;-;-;35;-;-;-;1973;146;-;-;-;-;-;-;-;24;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;656;3899
04/2024;qtd_aprovada;"312280 DOM VICOSO";-;-;-;399;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;499;948
04/2024;qtd_aprovada;"312290 DONA EUSEBIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;399;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;590
04/2024;qtd_aprovada;"312300 DORES DE CAMPOS";322;54;28;935;-;-;-;-;-;-;-;-;338;-;-;285;9869;-;-;-;-;-;188;-;-;18;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1016;13058
04/2024;qtd_aprovada;"312310 DORES DE GUANHAES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;420;1771;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;2262
04/2024;qtd_aprovada;"312320 DORES DO INDAIA";4963;15;117;1426;-;477;-;-;-;-;-;-;38;-;-;-;10426;1608;1;-;-;-;409;-;-;41;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;19533
04/2024;qtd_aprovada;"312330 DORES DO TURVO";-;-;-;1128;-;-;-;-;-;-;-;-;-;-;-;-;-;346;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;417;1947
04/2024;qtd_aprovada;"312340 DORESOPOLIS";-;8;6;664;-;-;-;-;-;-;-;-;-;-;-;1;212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;216;1107
04/2024;qtd_aprovada;"312350 DOURADOQUARA";86;-;-;649;-;-;-;-;-;-;-;-;-;-;-;-;60;18;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;21;-;-;-;933
04/2024;qtd_aprovada;"312352 DURANDE";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
04/2024;qtd_aprovada;"312360 ELOI MENDES";-;-;1;4455;-;106;-;-;-;-;-;-;-;-;-;-;637;-;10;-;-;-;-;4;-;142;-;-;-;-;-;-;2;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;5364
04/2024;qtd_aprovada;"312370 ENGENHEIRO CALDAS";-;25;-;7857;-;-;13;-;-;-;-;-;27;-;-;-;187;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;40;8169
04/2024;qtd_aprovada;"312380 ENGENHEIRO NAVARRO";-;6;-;1650;-;-;-;-;-;-;-;-;-;-;-;-;954;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;1623;4302
04/2024;qtd_aprovada;"312385 ENTRE FOLHAS";-;6;-;-;-;-;-;-;-;-;-;-;36;-;-;-;87;577;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1862;2605
04/2024;qtd_aprovada;"312390 ENTRE RIOS DE MINAS";2046;44;137;7588;-;225;-;8;-;-;-;-;82;-;-;756;23774;62;-;-;-;-;57;35;-;122;-;14;-;-;-;-;-;-;-;-;3;10;1;-;-;-;-;-;-;-;-;-;-;-;5097;40061
04/2024;qtd_aprovada;"312400 ERVALIA";60;-;-;1918;-;507;52;-;-;-;-;-;249;-;-;-;4500;-;19;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;22;-;-;3788;11138
04/2024;qtd_aprovada;"312410 ESMERALDAS";-;-;-;3728;-;423;8;-;-;-;-;-;90;-;-;168;10837;482;-;-;-;-;2;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1166;16916
04/2024;qtd_aprovada;"312420 ESPERA FELIZ";-;-;-;1931;-;1146;70;-;-;-;-;-;-;-;-;-;4998;-;1;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;415;8598
04/2024;qtd_aprovada;"312430 ESPINOSA";-;42;1;2006;-;1942;161;-;-;-;-;-;608;-;-;-;1589;-;675;-;-;-;-;-;-;478;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;2052;9596
04/2024;qtd_aprovada;"312440 ESPIRITO SANTO DO DOURADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;441;441
04/2024;qtd_aprovada;"312450 ESTIVA";-;8;-;255;-;134;-;-;-;-;-;-;3;-;-;-;2723;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2067;5192
04/2024;qtd_aprovada;"312460 ESTRELA DALVA";-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;285;398
04/2024;qtd_aprovada;"312470 ESTRELA DO INDAIA";715;516;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2694;-;-;-;-;-;153;-;-;27;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;9;-;-;-;4117
04/2024;qtd_aprovada;"312480 ESTRELA DO SUL";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;456;503
04/2024;qtd_aprovada;"312490 EUGENOPOLIS";-;37;-;2185;-;557;7;-;-;-;-;-;173;-;-;-;7921;120;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;23;-;-;69;11185
04/2024;qtd_aprovada;"312500 EWBANK DA CAMARA";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;442;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;571;1081
04/2024;qtd_aprovada;"312510 EXTREMA";706;40;-;1735;-;84;60;-;-;-;10;-;56;-;-;-;1091;470;7;-;1718;-;1869;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;23;-;-;-;-;-;-;32;49;-;130;8188
04/2024;qtd_aprovada;"312520 FAMA";940;-;15;-;-;-;-;-;-;-;-;-;-;-;-;8;745;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1728
04/2024;qtd_aprovada;"312530 FARIA LEMOS";1;7;-;-;-;-;-;-;-;-;-;-;10;-;-;-;1004;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;821;1915
04/2024;qtd_aprovada;"312540 FELICIO DOS SANTOS";-;3;-;2618;-;-;-;-;-;-;-;-;-;-;-;-;16;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;3022;5857
04/2024;qtd_aprovada;"312550 SAO GONCALO DO RIO PRETO";-;13;-;1102;-;-;-;-;-;-;-;-;59;-;82;12;321;212;1;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;3806;5723
04/2024;qtd_aprovada;"312560 FELISBURGO";-;-;-;6;-;250;76;-;-;-;-;-;-;-;-;2;1062;-;-;-;-;-;90;-;-;13;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;1250;2795
04/2024;qtd_aprovada;"312570 FELIXLANDIA";-;-;-;1490;-;-;-;-;-;-;-;-;120;-;-;19;5181;91;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3378;10315
04/2024;qtd_aprovada;"312580 FERNANDES TOURINHO";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;144;197
04/2024;qtd_aprovada;"312590 FERROS";-;-;-;5145;-;186;-;-;-;-;-;-;223;-;-;-;2038;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4511;12103
04/2024;qtd_aprovada;"312595 FERVEDOURO";1;9;-;-;-;336;59;-;-;-;-;-;162;-;-;14;4012;163;-;-;-;-;104;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;53;4939
04/2024;qtd_aprovada;"312600 FLORESTAL";-;-;-;-;-;23;62;-;-;-;-;-;8;-;-;-;4489;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500;5100
04/2024;qtd_aprovada;"312610 FORMIGA";79;13356;5;60100;52;1740;304;165;5;-;45;1;2816;187;-;2490;62736;723;30;-;2294;79;747;1;-;293;-;113;9;-;-;-;-;-;-;-;8;222;-;-;35;-;-;-;-;-;-;426;83;-;1644;150788
04/2024;qtd_aprovada;"312620 FORMOSO";1752;11;-;-;-;458;-;-;-;-;-;-;117;-;-;213;8665;-;-;-;-;-;-;-;-;14;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2831;14086
04/2024;qtd_aprovada;"312630 FORTALEZA DE MINAS";-;16;-;-;-;67;-;-;-;-;-;-;-;-;-;4;3668;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;195;3970
04/2024;qtd_aprovada;"312640 FORTUNA DE MINAS";-;2;-;2168;-;-;-;-;-;-;-;-;140;-;-;-;1169;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;435;3914
04/2024;qtd_aprovada;"312650 FRANCISCO BADARO";84;17;144;984;-;-;-;-;-;-;-;-;30;-;-;98;3590;1607;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4444;11010
04/2024;qtd_aprovada;"312660 FRANCISCO DUMONT";-;3;-;350;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;917;1309
