periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;qtd_aprovada;"355670 VINHEDO";1755;294;2563;36831;62;3395;1823;805;108;-;34;-;1557;-;-;1876;74828;5390;155;-;-;-;2100;-;25;-;-;557;-;20;-;-;-;-;-;-;-;-;-;172;-;-;28;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;134390
11/2025;qtd_aprovada;"355680 VIRADOURO";2222;-;-;12306;4;800;213;-;-;-;-;-;129;-;-;16;9098;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24826
11/2025;qtd_aprovada;"355690 VISTA ALEGRE DO ALTO";-;-;-;5271;-;299;-;-;-;-;-;-;1;-;-;-;22;829;-;-;-;-;-;-;547;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6969
11/2025;qtd_aprovada;"355695 VITORIA BRASIL";-;5;-;1141;-;-;-;-;-;-;-;-;-;-;-;2;218;96;-;-;-;-;-;-;213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1502;-;-;-;-;-;-;3177
11/2025;qtd_aprovada;"355700 VOTORANTIM";5876;3466;5515;39962;512;6355;1312;409;-;-;1;-;1756;-;-;3477;86768;2941;116;-;-;-;1493;-;-;-;-;284;-;8;-;-;-;-;-;-;1;-;-;199;-;-;-;-;-;-;-;-;-;-;-;147;-;-;1423;-;-;-;-;-;-;162021
11/2025;qtd_aprovada;"355710 VOTUPORANGA";28719;316;6907;63225;2253;8182;3703;494;589;680;622;-;15657;20;-;4507;159998;3116;238;-;3272;12;8166;-;231;-;-;738;-;63;453;15;62;53;13;-;-;-;-;463;-;-;115;33;-;9;-;-;-;-;1125621;55;53;-;5705;-;68;217;210;40;-;1444893
11/2025;qtd_aprovada;"355715 ZACARIAS";1003;-;152;442;-;45;-;-;-;-;-;-;-;-;-;32;6843;212;-;-;-;-;255;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3066;-;-;-;-;-;-;12065
11/2025;qtd_aprovada;"355720 CHAVANTES";3584;35;11;3374;-;384;131;99;-;-;-;-;3609;-;-;323;7967;303;52;-;-;-;82;-;-;-;-;17;-;-;87;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20074
11/2025;qtd_aprovada;"355730 ESTIVA GERBI";2975;-;235;5099;-;511;76;-;-;-;-;-;123;-;-;414;10712;-;17;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;20194
11/2025;qtd_aprovada;" MUNICIPIO IGNORADO - PR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410010 ABATIA";-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1519;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1592
11/2025;qtd_aprovada;"410020 ADRIANOPOLIS";-;45;-;-;-;344;76;-;-;-;-;-;-;-;-;-;889;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;1456
11/2025;qtd_aprovada;"410030 AGUDOS DO SUL";-;52;-;-;-;321;37;-;-;-;-;-;17;-;-;-;988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;1433
11/2025;qtd_aprovada;"410040 ALMIRANTE TAMANDARE";-;126;-;48669;800;2269;31;-;-;-;15;-;612;-;20;42;25127;5681;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83452
11/2025;qtd_aprovada;"410045 ALTAMIRA DO PARANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410050 ALTONIA";6266;3112;23;4903;-;820;-;-;-;-;-;-;42;-;5;714;16034;111;-;-;-;-;247;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;32354
11/2025;qtd_aprovada;"410060 ALTO PARANA";-;71;-;4478;-;-;-;-;-;-;-;-;-;-;-;-;1251;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5800
11/2025;qtd_aprovada;"410070 ALTO PIQUIRI";3189;-;70;-;-;-;-;-;-;-;-;-;-;-;-;2095;11095;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16631
11/2025;qtd_aprovada;"410080 ALVORADA DO SUL";3375;-;25;221;-;382;-;-;-;-;-;-;14;-;-;272;6927;221;-;-;-;-;196;-;5;-;-;20;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;11707
11/2025;qtd_aprovada;"410090 AMAPORA";28;-;-;213;-;-;-;-;-;-;-;-;-;-;-;166;4370;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4777
11/2025;qtd_aprovada;"410100 AMPERE";3532;51;179;10991;-;576;204;-;-;-;-;-;95;-;-;514;17367;210;-;-;-;-;860;-;-;-;-;29;-;3;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;13;-;-;3083;-;-;-;-;-;-;37769
11/2025;qtd_aprovada;"410105 ANAHY";840;70;43;-;-;-;-;-;-;-;-;-;10;-;-;1184;4265;25;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;6683
11/2025;qtd_aprovada;"410110 ANDIRA";-;-;-;158;-;318;-;-;-;-;-;-;97;-;-;-;2136;-;50;-;-;-;-;-;-;-;-;159;-;1;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2926
11/2025;qtd_aprovada;"410115 ANGULO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410120 ANTONINA";-;-;-;4897;-;347;51;-;-;-;-;-;115;-;-;-;5915;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11325
11/2025;qtd_aprovada;"410130 ANTONIO OLINTO";1529;-;42;-;-;5;-;-;-;-;-;-;-;-;-;411;8534;-;-;-;-;-;895;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11451
11/2025;qtd_aprovada;"410140 APUCARANA";7188;617;6797;40525;4006;3292;1206;540;233;16;81;-;14263;12;-;1983;79476;390;216;579;1958;6;721;-;192;-;-;57;-;18;105;-;3;37;-;-;-;-;-;430;-;-;78;15;-;-;-;-;-;-;560678;4684;13;-;-;-;-;-;-;-;1215;731630
11/2025;qtd_aprovada;"410150 ARAPONGAS";39185;503;552;7090;296;2018;1245;677;1000;303;64;27;6208;79;-;5741;141763;-;77;756;1272;37;5385;-;39;-;-;86;-;16;81;1;3;26;2;-;-;-;-;395;-;-;51;15;-;-;-;-;-;-;-;43;27;-;-;-;-;-;-;-;-;215063
11/2025;qtd_aprovada;"410160 ARAPOTI";15087;2185;137;7006;-;748;529;763;2;-;-;-;4063;-;-;895;19390;270;2;-;-;-;1734;-;-;-;-;11;-;-;14;-;-;-;-;-;-;-;-;154;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;53020
11/2025;qtd_aprovada;"410165 ARAPUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410170 ARARUNA";4035;-;274;-;-;-;-;-;-;-;-;-;-;-;-;801;9913;-;-;-;-;-;276;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15325
11/2025;qtd_aprovada;"410180 ARAUCARIA";56953;128;6750;93753;59;4411;3433;634;24;-;80;-;2806;-;-;7201;502484;1306;83;-;1677;-;7576;-;602;-;-;306;-;88;-;-;-;8;16;-;-;-;19;731;-;-;13;8;-;-;-;-;-;-;-;-;23;-;623;-;-;-;-;16;-;691811
11/2025;qtd_aprovada;"410185 ARIRANHA DO IVAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;420;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;420
11/2025;qtd_aprovada;"410190 ASSAI";-;92;-;1892;-;219;78;-;-;-;-;-;75;-;-;-;4562;-;-;-;-;-;-;-;-;-;-;17;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6937
11/2025;qtd_aprovada;"410200 ASSIS CHATEAUBRIAND";4816;123;397;3511;-;535;-;-;-;-;-;-;67;-;-;2304;29545;-;-;-;-;-;1495;-;-;-;-;68;-;19;-;-;-;-;-;-;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43027
11/2025;qtd_aprovada;"410210 ASTORGA";3;175;-;8086;5454;749;387;55;-;-;13;-;103;-;-;16;5470;312;3;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;20906
11/2025;qtd_aprovada;"410220 ATALAIA";1583;71;10;-;-;-;-;-;-;-;-;-;36;-;-;305;5972;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8178
11/2025;qtd_aprovada;"410230 BALSA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410240 BANDEIRANTES";-;57;-;3480;-;430;-;-;-;-;-;-;211;-;-;55;4227;1303;120;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9884
11/2025;qtd_aprovada;"410250 BARBOSA FERRAZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;2589;70;-;-;-;-;-;-;-;-;-;18;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2706
11/2025;qtd_aprovada;"410260 BARRACAO";12220;-;393;5242;-;243;126;-;-;-;-;-;82;-;-;1650;17114;513;-;-;-;-;2372;-;-;-;-;7;-;12;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;29;-;-;6859;-;-;-;-;-;-;46982
11/2025;qtd_aprovada;"410270 BARRA DO JACARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410275 BELA VISTA DA CAROBA";2096;-;19;1831;-;-;-;-;-;-;-;-;75;-;5;46;3782;-;-;-;-;-;105;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;8014
11/2025;qtd_aprovada;"410280 BELA VISTA DO PARAISO";-;139;-;-;-;156;7;-;-;-;-;-;5;-;-;-;2231;467;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;3025
11/2025;qtd_aprovada;"410290 BITURUNA";-;-;-;1405;-;-;-;-;-;-;-;-;67;-;-;-;1382;330;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;3220
11/2025;qtd_aprovada;"410300 BOA ESPERANCA";-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
11/2025;qtd_aprovada;"410302 BOA ESPERANCA DO IGUACU";7455;17;83;2944;-;61;36;-;-;-;-;-;122;-;-;631;7105;-;-;-;-;-;185;-;-;-;-;3;-;8;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18666
11/2025;qtd_aprovada;"410304 BOA VENTURA DE SAO ROQUE";30;44;-;-;-;-;-;-;-;-;-;-;10;-;-;-;415;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;527
11/2025;qtd_aprovada;"410305 BOA VISTA DA APARECIDA";2275;5;119;1107;-;445;-;-;-;-;-;-;20;-;-;489;7456;417;7;-;-;-;628;-;-;-;-;4;-;9;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13037
11/2025;qtd_aprovada;"410310 BOCAIUVA DO SUL";1511;14;44;1050;-;-;-;-;-;-;-;-;1;-;-;195;5070;54;-;-;-;-;59;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8019
11/2025;qtd_aprovada;"410315 BOM JESUS DO SUL";3533;7;29;-;-;-;-;-;-;-;-;-;-;-;-;454;5481;395;-;-;-;-;733;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;10674
11/2025;qtd_aprovada;"410320 BOM SUCESSO";2478;-;27;19;-;-;-;-;-;-;-;-;410;-;-;-;2646;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5602
11/2025;qtd_aprovada;"410322 BOM SUCESSO DO SUL";2784;7;119;-;-;44;-;-;-;-;-;-;142;-;-;282;7745;525;-;-;-;-;202;-;1;-;-;7;-;-;-;-;-;-;-;-;-;-;-;20;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11879
11/2025;qtd_aprovada;"410330 BORRAZOPOLIS";-;-;-;134;-;-;-;-;-;-;-;-;17;-;-;-;1367;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1519
11/2025;qtd_aprovada;"410335 BRAGANEY";1943;11;43;2876;-;75;-;-;-;-;-;-;2;-;-;344;7039;593;-;-;-;-;227;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;13202
11/2025;qtd_aprovada;"410337 BRASILANDIA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410340 CAFEARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250
11/2025;qtd_aprovada;"410345 CAFELANDIA";-;-;-;247;-;-;-;19;-;-;-;-;8;-;-;-;1286;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1612
11/2025;qtd_aprovada;"410347 CAFEZAL DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
11/2025;qtd_aprovada;"410350 CALIFORNIA";166;148;-;-;-;-;-;-;-;-;-;-;22;-;-;-;7676;10;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8181
11/2025;qtd_aprovada;"410360 CAMBARA";-;60;-;1674;-;527;39;-;-;-;-;-;-;-;-;-;1625;2727;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;6834
11/2025;qtd_aprovada;"410370 CAMBE";346;1386;929;22260;-;1849;182;516;-;-;16;-;1169;-;-;736;50591;2441;42;-;-;-;405;-;-;-;-;142;-;7;-;-;-;18;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;29;-;-;-;83105
11/2025;qtd_aprovada;"410380 CAMBIRA";-;73;-;-;-;477;-;-;-;-;-;-;-;-;-;-;2412;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;3013
11/2025;qtd_aprovada;"410390 CAMPINA DA LAGOA";4770;69;-;2936;-;-;-;-;-;-;-;-;-;-;-;-;899;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8734
11/2025;qtd_aprovada;"410395 CAMPINA DO SIMAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"410400 CAMPINA GRANDE DO SUL";11;-;112;29379;485;3854;2422;1097;59;458;119;10;7346;62;-;-;31258;91;226;2150;2137;119;-;-;12;-;-;1266;-;8;221;20;4;139;11;-;-;-;-;-;2;-;567;48;793;-;-;-;415;-;-;2;105;-;-;-;17;55;-;35;27;85142
11/2025;qtd_aprovada;"410405 CAMPO BONITO";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;956;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1009
11/2025;qtd_aprovada;"410410 CAMPO DO TENENTE";-;65;-;-;-;63;-;-;-;-;-;-;3;-;-;-;452;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;583
11/2025;qtd_aprovada;"410420 CAMPO LARGO";48;200;562;88673;1513;14944;7608;9995;872;53;1251;64;33654;-;-;24;97053;7912;640;1542;2067;5;-;-;6045;-;-;185;-;-;1981;-;1;-;-;-;-;-;-;-;-;-;947;5;584;-;-;4;526;-;-;-;18;-;-;-;-;-;5;127;371;279479
11/2025;qtd_aprovada;"410425 CAMPO MAGRO";3759;50;97;1735;-;-;49;-;-;-;-;-;345;-;-;601;39367;-;-;-;-;-;573;-;28;-;-;4;-;3;-;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46749
11/2025;qtd_aprovada;"410430 CAMPO MOURAO";18760;61;592;116710;3146;3995;4755;2213;447;11;729;-;14574;70;171;5080;136553;5038;1281;706;2524;37;2731;-;2985;-;-;829;-;83;491;-;114;10;10;-;-;-;-;352;45;-;67;12;-;-;-;-;-;-;637399;-;11;-;14900;-;-;-;-;-;1;977493
11/2025;qtd_aprovada;"410440 CANDIDO DE ABREU";317;-;-;-;-;158;-;-;-;-;-;-;-;-;-;49;1692;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;2259
11/2025;qtd_aprovada;"410442 CANDOI";2;69;-;-;-;-;-;-;-;-;-;-;14;-;-;-;1790;30;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1926
11/2025;qtd_aprovada;"410445 CANTAGALO";6;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;442;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;470
11/2025;qtd_aprovada;"410450 CAPANEMA";999;76;46;11432;-;188;-;-;-;-;-;-;1;-;-;162;14106;-;-;-;-;-;1140;-;-;-;-;52;-;4;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3370;-;-;-;-;-;-;31664
11/2025;qtd_aprovada;"410460 CAPITAO LEONIDAS MARQUES";6;-;-;1728;-;174;-;-;-;-;-;-;43;-;-;-;1041;15;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3009
11/2025;qtd_aprovada;"410465 CARAMBEI";1115;49;-;-;-;628;39;-;-;-;-;-;-;-;-;136;6107;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8111
11/2025;qtd_aprovada;"410470 CARLOPOLIS";-;-;-;2614;-;663;658;325;-;-;-;-;1137;-;-;-;2733;-;42;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92;-;-;8272
11/2025;qtd_aprovada;"410480 CASCAVEL";115787;659;24899;128644;12112;8697;3632;3432;1211;233;504;-;35210;328;-;9667;307274;6695;1677;7095;-;333;10100;-;120;-;-;956;-;271;1703;11;81;13;89;11;-;3;-;1187;1;-;215;14;106;-;25;-;64;-;858855;1767;9;-;-;-;936;319;-;294;1694;1546933
11/2025;qtd_aprovada;"410490 CASTRO";317;1144;-;10240;-;1465;278;29;-;-;-;-;666;-;-;24;28436;539;7;-;1113;-;36;-;-;-;-;99;-;1;-;-;-;-;-;-;-;-;-;78;-;-;-;10;-;-;-;-;-;-;-;40;18;-;-;-;-;-;-;-;-;44540
11/2025;qtd_aprovada;"410500 CATANDUVAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;663;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;663
