periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;qtd_aprovada;"120035 MARECHAL THAUMATURGO";-;3;3076;2263;-;180;-;-;-;-;-;-;-;-;-;655;14347;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20562
11/2025;qtd_aprovada;"120038 PLACIDO DE CASTRO";176;43;2589;6933;-;498;-;-;-;-;-;-;133;-;41;251;10000;-;-;-;-;-;1;-;-;-;-;113;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20783
11/2025;qtd_aprovada;"120039 PORTO WALTER";284;16;30;3099;-;48;-;-;-;-;-;-;85;-;3;257;5371;-;-;-;-;-;-;-;-;4;-;7;-;20;-;-;-;-;-;-;-;-;-;6;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9237
11/2025;qtd_aprovada;"120040 RIO BRANCO";54102;909;6246;390408;2911;18410;3820;8773;3234;93;161;67;10718;7428;645;17335;487043;3191;778;958;5241;1493;16917;-;1981;-;-;4044;-;119;654;-;37;-;76;-;-;4;-;1469;-;-;519;13;371;-;-;-;173;-;188819;1267;49;-;9618;-;216;560;-;-;-;1250870
11/2025;qtd_aprovada;"120042 RODRIGUES ALVES";-;-;-;-;-;123;-;-;-;-;-;-;15;-;-;80;4390;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4648
11/2025;qtd_aprovada;"120043 SANTA ROSA DO PURUS";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
11/2025;qtd_aprovada;"120045 SENADOR GUIOMARD";-;3;-;23157;-;683;-;-;-;-;-;-;67;-;-;539;7361;-;-;-;-;-;19;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31939
11/2025;qtd_aprovada;"120050 SENA MADUREIRA";-;107;110;19266;-;2263;32;-;-;-;-;-;409;-;-;57;15389;-;4;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37691
11/2025;qtd_aprovada;"120060 TARAUACA";-;14;-;9033;-;751;-;-;-;-;-;-;-;-;-;-;6922;-;-;-;-;-;-;-;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16851
11/2025;qtd_aprovada;"120070 XAPURI";-;311;-;10368;-;502;3;-;-;-;-;-;27;-;-;286;10407;-;-;-;-;-;-;-;-;-;-;255;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22169
11/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73
11/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"130002 ALVARAES";-;-;-;8715;-;161;336;-;-;-;6;-;180;-;-;-;10343;-;312;-;-;14;-;-;-;-;-;65;-;3;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;2235;-;-;-;-;-;-;22377
11/2025;qtd_aprovada;"130006 AMATURA";1219;-;-;5217;-;393;205;-;-;-;-;-;79;-;37;-;102980;-;-;-;-;-;-;-;-;-;-;175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110305
11/2025;qtd_aprovada;"130008 ANAMA";-;82;-;3419;-;327;306;-;-;-;-;-;48;-;-;82;2773;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7066
11/2025;qtd_aprovada;"130010 ANORI";-;233;176;3826;-;206;38;-;-;-;-;-;50;-;-;509;3859;287;-;-;-;-;-;-;-;-;-;105;-;23;-;28;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9350
11/2025;qtd_aprovada;"130014 APUI";-;19;6;6515;-;660;129;-;-;-;-;-;74;-;-;408;4574;119;10;-;-;-;-;-;-;-;-;159;-;14;-;-;-;2;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;12754
11/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;6030;-;459;265;-;-;-;-;-;64;-;105;64;9505;-;3;-;-;-;-;-;-;-;-;206;-;3;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;1268;-;-;-;-;-;-;17993
11/2025;qtd_aprovada;"130030 AUTAZES";6;120;-;11000;-;1085;273;-;-;-;-;-;278;-;-;-;44924;39;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99;-;-;69;-;-;-;-;-;-;57900
11/2025;qtd_aprovada;"130040 BARCELOS";-;30;-;8748;-;1179;268;-;-;-;-;-;12;-;1;236;7152;-;12;-;-;-;-;-;-;-;-;7;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17647
11/2025;qtd_aprovada;"130050 BARREIRINHA";-;6;-;2942;-;396;10;-;-;-;3;-;59;-;-;1450;4540;-;-;-;-;-;28;-;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;9638
11/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;622;-;20073;-;666;620;-;-;-;-;-;170;-;2846;3264;42255;108;7;-;-;-;-;-;-;-;-;989;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;166;-;-;71852
11/2025;qtd_aprovada;"130063 BERURI";-;-;590;2764;-;217;75;-;-;-;-;-;33;-;-;26;8175;-;1;-;-;-;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12009
11/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;190;-;4700;-;435;63;-;-;-;-;-;-;-;1;-;3135;69;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8632
11/2025;qtd_aprovada;"130070 BOCA DO ACRE";69;150;-;31633;-;6285;-;-;-;-;-;-;84;-;-;-;8453;-;-;-;-;-;761;-;-;-;-;202;-;-;-;-;-;-;-;-;-;-;-;564;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;48224
11/2025;qtd_aprovada;"130080 BORBA";37;36;14;-;-;433;121;-;-;-;-;-;60;-;-;535;4502;-;-;-;-;-;-;-;122;-;-;162;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6027
11/2025;qtd_aprovada;"130083 CAAPIRANGA";-;35;-;875;-;77;206;-;-;-;-;-;-;-;-;-;2653;-;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;3984
11/2025;qtd_aprovada;"130090 CANUTAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"130100 CARAUARI";-;49;-;16736;-;695;46;-;-;-;-;-;184;-;-;30;11303;-;34;-;-;-;-;-;-;-;-;223;-;-;-;-;-;30;-;-;-;-;-;-;5;-;31;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;29386
11/2025;qtd_aprovada;"130110 CAREIRO";608;-;43;11369;-;603;385;-;-;-;-;-;-;-;513;403;122787;755;4841;-;-;-;-;-;1932;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323;-;-;-;-;-;-;144669
11/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";4;-;303;3727;-;281;95;-;-;-;-;-;-;-;-;-;3793;-;-;-;-;-;-;-;-;-;-;91;-;-;-;221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8515
11/2025;qtd_aprovada;"130120 COARI";37;24;109;30777;1;3056;2327;-;-;-;-;-;504;205;-;1097;80727;6834;6;-;-;99;-;-;-;-;-;487;-;-;2;-;-;-;1;-;1;1;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;126334
11/2025;qtd_aprovada;"130130 CODAJAS";-;-;-;719;-;316;205;-;-;-;-;-;-;-;-;2;512;101;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1947
11/2025;qtd_aprovada;"130140 EIRUNEPE";13;175;2464;3073;-;371;108;-;-;-;-;-;-;-;1;172;6570;180;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;13176
11/2025;qtd_aprovada;"130150 ENVIRA";-;-;245;6863;-;406;42;-;-;-;-;-;50;-;5;749;8413;-;-;-;-;-;-;-;-;-;-;43;-;1;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16887
11/2025;qtd_aprovada;"130160 FONTE BOA";220;344;-;11740;-;776;420;-;-;-;-;-;450;-;-;60;27410;-;-;-;-;-;-;-;-;-;-;350;-;-;-;-;-;-;-;-;3;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;133;-;-;-;-;-;-;42029
11/2025;qtd_aprovada;"130165 GUAJARA";16148;62;51;3105;-;98;92;-;-;-;-;-;14;-;-;194;46337;133;-;-;-;-;53;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;68111
11/2025;qtd_aprovada;"130170 HUMAITA";171;155;-;4182;-;3285;377;198;-;-;-;-;3604;117;-;243;48634;331;53;-;-;122;180;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;468;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1348;-;-;-;-;-;-;63604
11/2025;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"130185 IRANDUBA";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;233;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;256
11/2025;qtd_aprovada;"130190 ITACOATIARA";487;454;2173;89490;-;2925;1316;-;-;-;-;-;2272;108;16;123;98355;2326;-;-;-;231;204;-;-;-;-;848;-;13;-;-;-;-;-;-;-;-;-;116;-;-;145;-;-;-;-;-;-;-;-;-;-;-;3660;-;-;43;148;-;-;205453
11/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;19980;-;9278;99;-;-;-;-;-;99;-;-;1900;3465;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34879
11/2025;qtd_aprovada;"130200 ITAPIRANGA";11;-;-;3222;-;321;151;-;-;-;-;-;77;-;-;100;9648;-;-;-;-;-;-;-;-;-;-;303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13916
11/2025;qtd_aprovada;"130210 JAPURA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"130220 JURUA";-;-;-;1068;-;249;47;-;-;-;-;-;21;-;-;-;2263;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3648
11/2025;qtd_aprovada;"130230 JUTAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"130240 LABREA";1876;-;72;31928;-;3844;70;-;-;-;-;-;-;-;129;992;23171;243;428;-;-;-;97;-;-;-;-;1034;-;29;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64027
11/2025;qtd_aprovada;"130250 MANACAPURU";56301;-;-;41032;-;3668;2375;-;-;-;-;-;11639;-;55;132;128391;-;660;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;1;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;244432
11/2025;qtd_aprovada;"130255 MANAQUIRI";619;-;-;4341;-;667;215;-;-;-;-;-;91;-;-;11;4952;-;-;-;-;3;-;-;1686;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12585
11/2025;qtd_aprovada;"130260 MANAUS";26561;185;6568;971180;14141;62790;39758;20547;5712;781;3710;39;53298;28270;600;16609;1249423;42806;5740;2929;12881;14843;19181;-;3535;423;-;19519;-;405;3109;141;304;66;50;1;-;4;-;2231;1699;-;2580;138;37;-;-;-;1227;-;668119;11248;258;-;17449;5465;-;187;10;-;79;3336836
11/2025;qtd_aprovada;"130270 MANICORE";1615;26;-;7385;-;1294;440;-;-;-;-;-;591;-;-;203;31325;244;182;-;-;1;-;-;268;-;-;1221;-;12;84;-;-;19;-;-;-;2;-;-;-;-;122;-;-;-;-;-;-;-;-;49;-;-;2882;-;-;12;11;-;-;47988
11/2025;qtd_aprovada;"130280 MARAA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"130290 MAUES";1;5412;-;10697;-;3860;204;190;-;-;-;-;411;-;2;260;13410;630;3;-;-;-;163;-;-;-;-;518;-;33;-;1;-;-;1;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;40;-;-;867;-;-;-;-;-;-;36772
11/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;3569;-;223;416;-;-;-;-;-;-;-;-;-;4402;-;-;-;-;-;-;-;-;-;-;142;-;3;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8779
11/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";136;-;-;10003;-;714;72;-;-;-;-;-;150;-;-;-;19260;946;-;-;-;-;-;-;285;-;-;407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;732;-;-;-;-;-;-;32705
11/2025;qtd_aprovada;"130320 NOVO AIRAO";-;141;-;4045;-;587;363;-;-;-;-;-;8;-;-;141;1907;-;-;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7373
11/2025;qtd_aprovada;"130330 NOVO ARIPUANA";26;-;26;31346;-;342;131;-;-;-;-;-;60;-;-;989;4148;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;37193
11/2025;qtd_aprovada;"130340 PARINTINS";12627;-;451;58414;1;2914;1588;727;-;-;21;-;3033;248;3;1689;83563;607;85;-;-;56;545;-;-;-;-;2886;-;9;4;-;11;1;-;-;-;-;7;101;-;-;-;-;-;-;-;-;-;-;-;102;-;-;10210;-;-;158;152;-;-;180213
11/2025;qtd_aprovada;"130350 PAUINI";-;75;-;14082;-;519;-;-;-;-;36;-;30;-;-;-;5289;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;20054
11/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";112;118;35;19243;-;1145;379;-;-;-;-;-;270;-;-;7;8701;321;49;-;-;-;173;-;-;-;-;63;-;1;-;-;-;-;-;-;-;-;-;3;5;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;30641
11/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";499;325;-;3259;-;-;192;-;-;-;-;-;-;-;-;795;32232;-;-;-;-;-;37;-;-;-;-;402;-;18;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37805
11/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;2714;-;-;90;-;-;-;-;-;-;-;51;80;2809;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;5765
11/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;6586;-;433;-;-;-;-;-;-;-;-;167;178;9142;-;-;-;-;219;-;-;-;-;-;121;-;2;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16855
11/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";193;230;423;11341;-;544;128;-;-;-;-;-;12;-;-;1919;12970;-;-;-;-;-;159;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;25;-;-;27;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;28028
11/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;9993;-;938;220;-;-;-;-;-;-;-;400;21;4373;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;15972
11/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;2654;-;378;134;-;-;-;-;-;242;-;-;134;6495;-;-;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;10211
11/2025;qtd_aprovada;"130400 SILVES";275;-;-;4587;-;374;156;-;-;-;-;-;-;-;-;162;7145;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;2862;-;-;-;-;-;-;15691
11/2025;qtd_aprovada;"130406 TABATINGA";762;160;280;21743;-;2803;317;-;-;-;-;-;330;-;-;540;15527;372;-;-;-;166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43000
11/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"130420 TEFE";564;129;91;36379;16;7414;2111;87;-;-;-;-;567;-;57;996;41011;2608;270;-;-;-;733;-;2213;-;-;623;-;15;-;-;-;-;16;-;-;-;7;137;48;-;39;-;-;-;-;-;-;-;-;50;6;-;3683;-;157;-;5;-;-;100032
11/2025;qtd_aprovada;"130423 TONANTINS";8118;-;-;1155;-;184;198;-;-;-;-;-;66;-;115;951;107135;-;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;512;-;-;-;-;-;-;119058
11/2025;qtd_aprovada;"130426 UARINI";-;38;-;9964;-;641;172;-;-;-;-;-;53;-;41;239;9523;-;52;-;-;1;-;-;-;-;-;83;-;5;-;-;2;5;-;-;2;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;20862
11/2025;qtd_aprovada;"130430 URUCARA";-;74;-;10184;-;737;304;-;-;-;-;-;31;-;-;139;8758;-;4;-;-;5;-;-;-;-;-;330;-;5;-;-;1;-;-;-;1;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;20724
11/2025;qtd_aprovada;"130440 URUCURITUBA";-;12;-;3867;-;-;40;-;-;-;-;-;-;-;-;-;1675;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5603
11/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
11/2025;qtd_aprovada;"140005 ALTO ALEGRE";466;17;-;2534;-;367;-;-;-;-;-;-;-;-;64;171;5090;142;-;-;-;-;69;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8981
11/2025;qtd_aprovada;"140010 BOA VISTA";40023;585;1977;219468;1834;12180;3821;1716;1031;61;158;5;16855;7657;2153;2901;161945;2594;1139;482;3762;1398;1064;-;3132;-;-;1095;-;58;743;-;-;10;2;-;-;-;-;173;-;-;2;26;-;-;-;-;-;-;89950;88;35;-;24726;-;-;-;3;-;-;604852
11/2025;qtd_aprovada;"140015 BONFIM";-;-;-;452;-;-;-;-;-;-;-;-;-;-;-;47;1697;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2196
11/2025;qtd_aprovada;"140017 CANTA";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;804;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;809
11/2025;qtd_aprovada;"140020 CARACARAI";-;76;-;2137;-;562;-;-;-;-;-;-;40;-;-;327;5673;-;-;-;-;-;-;-;-;-;-;30;-;3;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8862
11/2025;qtd_aprovada;"140023 CAROEBE";26;-;-;1063;-;383;35;-;-;-;-;-;-;-;-;317;4714;177;-;-;-;-;-;-;-;-;-;74;-;13;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6828
