periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
10/2024;qtd_aprovada;"315010 PIAU";-;-;-;-;-;15;-;-;-;-;-;-;30;-;-;-;35;240;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1222;1600
10/2024;qtd_aprovada;"315015 PIEDADE DE CARATINGA";2549;17;28;-;-;-;-;-;-;-;-;-;10;-;-;330;1943;432;-;-;-;-;-;-;3;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1657;7079
10/2024;qtd_aprovada;"315020 PIEDADE DE PONTE NOVA";28;-;-;414;-;-;-;-;-;-;-;-;-;-;-;190;767;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;80;1563
10/2024;qtd_aprovada;"315030 PIEDADE DO RIO GRANDE";1616;6;38;2743;-;85;-;-;-;-;-;-;217;-;3;197;6279;63;2;-;-;-;718;-;60;-;-;16;-;2;-;4;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;5305;17389
10/2024;qtd_aprovada;"315040 PIEDADE DOS GERAIS";-;-;-;6653;-;141;115;-;-;-;-;-;88;-;-;-;3913;18;-;-;-;-;-;-;-;-;-;100;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;973;12054
10/2024;qtd_aprovada;"315050 PIMENTA";-;137;-;1895;-;446;53;-;-;-;-;-;-;-;-;-;5647;423;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;3220;11915
10/2024;qtd_aprovada;"315053 PINGO-D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;432;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;344;807
10/2024;qtd_aprovada;"315057 PINTOPOLIS";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;80
10/2024;qtd_aprovada;"315060 PIRACEMA";3121;9;34;3522;-;385;-;-;-;-;-;-;154;-;-;390;2725;-;-;-;-;-;342;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;28;-;-;925;11652
10/2024;qtd_aprovada;"315070 PIRAJUBA";1;10;-;634;-;81;-;-;-;-;-;-;-;-;13;37;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;836
10/2024;qtd_aprovada;"315080 PIRANGA";181;26;-;7441;-;378;299;-;-;-;-;-;78;-;-;34;3908;150;33;-;-;-;150;-;-;-;-;139;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;1659;14512
10/2024;qtd_aprovada;"315090 PIRANGUCU";351;39;-;-;-;-;-;-;-;-;-;-;35;-;-;-;210;-;-;-;-;-;766;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1405
10/2024;qtd_aprovada;"315100 PIRANGUINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"315110 PIRAPETINGA";198;30;-;1485;-;533;80;-;-;-;-;-;-;-;-;136;4080;195;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2446;9209
10/2024;qtd_aprovada;"315120 PIRAPORA";2088;366;53;35801;1310;1256;473;138;-;-;-;-;2343;12;-;357;31785;3315;836;-;939;20;47;-;1;-;-;250;-;2;95;-;1;2;2;-;-;1;-;61;1;31;9;-;-;-;-;-;-;84904;43;8;-;23395;189945
10/2024;qtd_aprovada;"315130 PIRAUBA";-;6;-;2292;-;-;-;-;-;-;-;-;145;-;-;-;2885;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;2000;7383
10/2024;qtd_aprovada;"315140 PITANGUI";361;-;-;9705;-;995;-;-;-;-;-;-;95;-;-;-;11905;2;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;50;23178
10/2024;qtd_aprovada;"315150 PIUMHI";7999;195;55;23631;-;2214;885;233;172;-;244;2;376;-;-;36;17501;3410;30;-;-;10;1003;-;-;-;-;127;-;3;11;-;-;2;1;-;-;-;-;308;-;82;-;-;-;-;-;-;-;-;22;-;-;10200;68752
10/2024;qtd_aprovada;"315160 PLANURA";2058;18;-;5570;-;6;-;-;-;-;-;-;83;-;-;213;9766;107;-;-;-;-;270;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;121;18259
10/2024;qtd_aprovada;"315170 POCO FUNDO";152;91;12;4615;-;934;486;173;-;-;-;-;136;-;-;-;9388;404;-;-;-;-;751;-;-;-;-;30;-;3;13;1;-;-;-;-;-;-;-;379;-;-;-;-;-;-;-;-;-;-;30;-;-;915;18513
10/2024;qtd_aprovada;"315180 POCOS DE CALDAS";127;323;5;116331;1188;4768;564;314;140;87;9;-;2586;4046;-;1175;121194;10188;24;1758;1307;2370;271;-;-;-;-;39;-;14;231;-;-;7;1;-;-;-;-;5;-;8;16;65;-;-;-;2;-;-;61;33;-;220451;489708
10/2024;qtd_aprovada;"315190 POCRANE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"315200 POMPEU";3414;85;26;14083;-;728;-;-;-;-;-;-;147;4;-;41;12149;1264;11;-;-;2;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11001;42968
10/2024;qtd_aprovada;"315210 PONTE NOVA";11635;257;29;35525;2121;2788;263;1188;239;92;202;19;2194;201;1;88;36350;1705;1524;533;2360;1434;102;-;-;-;-;1357;-;-;134;-;47;18;98;-;-;-;-;9;-;29;9;-;-;-;-;-;-;186410;169;8;-;2705;291843
10/2024;qtd_aprovada;"315213 PONTO CHIQUE";-;-;-;-;-;-;-;-;-;-;-;-;86;-;-;-;2907;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1849;4843
10/2024;qtd_aprovada;"315217 PONTO DOS VOLANTES";2521;86;-;3939;-;-;-;-;-;-;-;-;185;-;-;61;4619;901;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4864;17199
10/2024;qtd_aprovada;"315220 PORTEIRINHA";25;52;2;9833;-;840;-;-;-;-;-;-;158;-;-;168;10738;1426;19;-;-;-;83;-;-;-;-;30;-;5;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;57;-;-;1131;24740
10/2024;qtd_aprovada;"315230 PORTO FIRME";8;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1466;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2852;4370
10/2024;qtd_aprovada;"315240 POTE";2353;21;-;1294;-;-;59;-;-;-;-;-;-;-;-;-;1634;141;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3676;9211
10/2024;qtd_aprovada;"315250 POUSO ALEGRE";59550;523;1748;45662;1697;12569;2751;4793;66;110;78;14;3349;472;-;4110;133447;4407;-;1439;2962;3282;4240;-;658;-;-;958;-;2;176;-;17;2;2;-;-;-;-;246;-;50;24;220;-;-;-;75;-;584217;3113;39;-;1373;878441
10/2024;qtd_aprovada;"315260 POUSO ALTO";1222;14;-;2;-;-;-;-;-;-;-;-;7;-;-;-;2667;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1167;5080
10/2024;qtd_aprovada;"315270 PRADOS";88;-;125;3;-;-;-;-;-;-;-;-;-;-;-;284;3932;150;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;533;5124
10/2024;qtd_aprovada;"315280 PRATA";200;-;-;-;-;174;-;-;-;-;-;-;-;-;-;1067;10564;620;-;-;-;-;803;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;756;14544
10/2024;qtd_aprovada;"315290 PRATAPOLIS";-;-;1;308;-;382;36;-;-;-;-;-;-;-;37;7;2288;-;-;-;-;-;-;-;-;-;-;11;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;3113
10/2024;qtd_aprovada;"315300 PRATINHA";-;8;-;1475;-;120;51;-;-;-;-;-;35;-;-;-;140;-;-;-;-;-;-;-;-;-;-;21;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;1764;3621
10/2024;qtd_aprovada;"315310 PRESIDENTE BERNARDES";-;6;-;1312;-;-;-;-;-;-;-;-;56;-;-;-;870;301;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;270;2815
10/2024;qtd_aprovada;"315320 PRESIDENTE JUSCELINO";-;22;-;2375;-;-;-;-;-;-;-;-;45;-;-;-;46;271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;1390;4183
10/2024;qtd_aprovada;"315330 PRESIDENTE KUBITSCHEK";1026;30;1449;1106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;748;4359
10/2024;qtd_aprovada;"315340 PRESIDENTE OLEGARIO";-;111;33;1303;-;763;176;-;-;-;-;-;42;-;-;-;6356;387;-;-;-;-;-;-;-;-;-;19;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;236;9432
10/2024;qtd_aprovada;"315350 ALTO JEQUITIBA";2;9;33;1218;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;10;1352
10/2024;qtd_aprovada;"315360 PRUDENTE DE MORAIS";362;69;-;2864;-;-;-;-;-;-;-;-;-;-;-;177;7790;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;704;11966
10/2024;qtd_aprovada;"315370 QUARTEL GERAL";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;386;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103;494
10/2024;qtd_aprovada;"315380 QUELUZITO";1;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82
10/2024;qtd_aprovada;"315390 RAPOSOS";1832;30;128;256;-;48;-;-;-;-;-;-;80;-;-;148;10752;380;-;-;-;-;38;-;-;-;-;38;-;16;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13774
10/2024;qtd_aprovada;"315400 RAUL SOARES";-;38;-;6298;-;539;45;252;-;-;-;-;209;-;-;4;5095;3683;8;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;4341;20561
10/2024;qtd_aprovada;"315410 RECREIO";-;7;-;-;-;251;-;-;-;-;-;-;-;-;-;-;1502;-;-;-;-;-;-;-;-;-;-;15;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;248;2061
10/2024;qtd_aprovada;"315415 REDUTO";-;11;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;424;689
10/2024;qtd_aprovada;"315420 RESENDE COSTA";880;35;60;618;-;290;-;-;-;-;-;-;35;-;-;136;4252;-;-;-;-;-;236;-;-;-;-;47;-;3;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6600
10/2024;qtd_aprovada;"315430 RESPLENDOR";3412;46;1;4001;-;596;6;-;-;-;-;-;76;-;-;8;10751;666;31;-;-;-;-;-;-;-;-;115;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;3181;22925
10/2024;qtd_aprovada;"315440 RESSAQUINHA";-;10;-;-;-;14;-;-;-;-;-;-;-;-;-;-;2591;238;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;757;3630
10/2024;qtd_aprovada;"315445 RIACHINHO";1096;28;1;899;-;201;-;-;-;-;-;-;100;-;-;77;5058;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;2338;9833
10/2024;qtd_aprovada;"315450 RIACHO DOS MACHADOS";-;-;-;1533;-;-;-;-;-;-;-;-;-;-;-;-;486;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;46;2102
10/2024;qtd_aprovada;"315460 RIBEIRAO DAS NEVES";29815;176;12628;76759;244;2881;448;355;-;-;196;-;4235;-;20;10779;132885;6059;4;-;-;-;595;-;6;-;-;644;-;-;71;-;-;33;7;-;-;-;-;138;-;19;-;-;-;-;-;-;-;-;21;-;-;3019;282037
10/2024;qtd_aprovada;"315470 RIBEIRAO VERMELHO";52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;780;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;871
10/2024;qtd_aprovada;"315480 RIO ACIMA";6;2;-;6742;-;-;-;-;-;-;-;-;-;-;-;7;4932;1009;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;739;13437
10/2024;qtd_aprovada;"315490 RIO CASCA";14;8;-;3880;-;287;-;-;-;-;-;-;104;-;-;28;1642;99;-;-;-;-;46;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;1010;7144
10/2024;qtd_aprovada;"315500 RIO DOCE";7460;9;42;-;-;-;-;-;-;-;-;-;-;-;-;415;5862;40;-;-;-;-;478;-;12;-;-;11;-;2;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;1534;15902
10/2024;qtd_aprovada;"315510 RIO DO PRADO";-;34;-;2508;-;-;-;-;-;-;-;-;8;-;-;80;423;-;-;-;-;-;40;-;-;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;1606;4784
10/2024;qtd_aprovada;"315520 RIO ESPERA";-;3;-;2300;-;-;-;-;-;-;-;-;-;-;-;-;1137;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;3451
10/2024;qtd_aprovada;"315530 RIO MANSO";-;-;-;523;-;-;-;-;-;-;-;-;112;-;-;-;350;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;985
10/2024;qtd_aprovada;"315540 RIO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123;1753;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1876
10/2024;qtd_aprovada;"315550 RIO PARANAIBA";-;65;-;3734;-;948;100;-;-;-;-;-;56;-;-;180;2941;309;-;-;-;-;5;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3098;11481
10/2024;qtd_aprovada;"315560 RIO PARDO DE MINAS";183;10;3;2755;726;1839;100;-;-;-;-;-;121;3;1;2;6672;322;-;-;-;1;781;-;11;-;-;70;-;-;-;-;-;-;-;-;-;-;-;228;-;-;-;-;-;-;-;-;-;-;36;-;-;2000;15864
10/2024;qtd_aprovada;"315570 RIO PIRACICABA";203;40;-;6834;-;252;-;-;-;-;-;-;-;-;36;-;791;840;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;9013
10/2024;qtd_aprovada;"315580 RIO POMBA";-;16;-;10701;-;1624;-;-;-;-;-;-;151;-;-;180;9478;10;142;-;-;-;-;-;-;-;-;121;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;2946;25407
10/2024;qtd_aprovada;"315590 RIO PRETO";-;-;-;1052;-;251;-;-;-;-;-;-;-;-;-;-;3205;195;-;-;-;-;-;-;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;761;5655
10/2024;qtd_aprovada;"315600 RIO VERMELHO";-;19;-;1238;-;220;-;-;-;-;-;-;-;-;-;15;251;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;796;2648
10/2024;qtd_aprovada;"315610 RITAPOLIS";812;2;43;2024;-;-;-;-;-;-;-;-;120;-;-;141;6875;68;-;-;-;-;1238;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;629;12010
10/2024;qtd_aprovada;"315620 ROCHEDO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;30;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;179;284
10/2024;qtd_aprovada;"315630 RODEIRO";-;10;-;-;-;-;-;-;-;-;-;-;49;-;-;-;400;461;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;318;1265
10/2024;qtd_aprovada;"315640 ROMARIA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;99;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;20;-;-;92;265
10/2024;qtd_aprovada;"315645 ROSARIO DA LIMEIRA";-;5;-;1098;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;261;1410
10/2024;qtd_aprovada;"315650 RUBELITA";-;-;-;2744;-;-;-;-;-;-;-;-;28;-;-;-;72;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;843;3720
10/2024;qtd_aprovada;"315660 RUBIM";2030;48;-;1754;-;149;-;-;-;-;-;-;-;-;-;-;1962;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;6021
10/2024;qtd_aprovada;"315670 SABARA";16301;137;510;17294;109;3574;1019;-;-;-;147;-;5907;-;-;2320;82202;2231;12;-;49;-;1715;-;-;-;-;73;-;24;2;-;-;-;1;-;-;-;-;447;2;72;-;-;-;-;-;-;-;-;75;-;-;-;134223
10/2024;qtd_aprovada;"315680 SABINOPOLIS";2018;71;1;3446;-;208;56;-;-;-;-;-;1278;-;-;-;4589;301;-;-;-;-;76;-;-;-;-;121;-;1;186;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;38;-;-;6973;19395
10/2024;qtd_aprovada;"315690 SACRAMENTO";6800;35;33;19652;75;1232;882;129;27;-;167;-;326;-;-;163;11004;1422;593;-;-;-;423;-;433;-;-;72;-;1;15;-;-;-;1;-;-;-;-;159;-;-;-;-;-;-;-;-;-;-;42;-;-;2276;45962
10/2024;qtd_aprovada;"315700 SALINAS";1277;28;12;27322;-;1329;417;107;84;-;40;-;1258;4;-;4;24510;234;111;-;1702;2;456;-;4;-;-;96;-;23;47;-;3;-;-;-;-;-;-;269;-;-;13;-;-;-;-;-;-;-;57;15;-;8564;67988
10/2024;qtd_aprovada;"315710 SALTO DA DIVISA";2416;29;-;5907;-;246;-;-;-;-;-;-;-;-;-;-;522;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1027;10167
10/2024;qtd_aprovada;"315720 SANTA BARBARA";-;78;-;25361;-;1325;123;88;-;-;49;-;149;-;-;205;7209;1537;9;-;-;-;1;-;-;-;-;119;-;-;-;-;-;28;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;8961;45245
10/2024;qtd_aprovada;"315725 SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"315727 SANTA BARBARA DO MONTE VERDE";-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;374;284;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1702;2455
10/2024;qtd_aprovada;"315730 SANTA BARBARA DO TUGURIO";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184
10/2024;qtd_aprovada;"315733 SANTA CRUZ DE MINAS";610;-;56;5903;-;2;-;-;-;-;-;-;-;-;-;279;3280;177;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;1981;12488
10/2024;qtd_aprovada;"315737 SANTA CRUZ DE SALINAS";-;8;-;4861;-;-;-;-;-;-;-;-;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;2391;7495
10/2024;qtd_aprovada;"315740 SANTA CRUZ DO ESCALVADO";-;3;-;-;-;-;-;-;-;-;-;-;49;-;-;-;207;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;251;641
10/2024;qtd_aprovada;"315750 SANTA EFIGENIA DE MINAS";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
10/2024;qtd_aprovada;"315760 SANTA FE DE MINAS";33;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3705;3815
10/2024;qtd_aprovada;"315765 SANTA HELENA DE MINAS";-;18;-;1494;-;-;4;-;-;-;6;-;150;-;-;450;1846;74;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;2432;6534
10/2024;qtd_aprovada;"315770 SANTA JULIANA";-;37;-;5960;-;-;-;-;-;-;-;-;-;-;-;-;3296;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;170;9484
