periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
10/2024;qtd_aprovada;"270410 LAGOA DA CANOA";60;40;-;2439;-;-;71;-;-;-;-;-;12;-;-;321;10972;490;-;-;-;-;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;43;-;-;-;14679
10/2024;qtd_aprovada;"270420 LIMOEIRO DE ANADIA";1234;239;-;-;-;-;-;-;-;-;-;-;-;-;-;1392;12225;627;-;-;-;-;-;-;-;-;-;32;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;2;15796
10/2024;qtd_aprovada;"270430 MACEIO";6008;1971;3941;609254;10772;28816;58316;4204;1454;327;950;77;35146;9522;101;8816;595338;84884;3015;3865;15650;5423;1357;-;187;-;-;2643;-;87;2751;1;-;-;51;-;-;-;98;263;17;274;143;965;22;62;-;18;-;1184979;4333;320;-;4639;2691060
10/2024;qtd_aprovada;"270440 MAJOR ISIDORO";-;131;-;-;-;-;45;-;-;-;-;-;-;-;-;1171;10822;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;598;12817
10/2024;qtd_aprovada;"270450 MARAGOGI";6925;165;-;5108;-;142;142;-;-;-;-;-;-;-;-;385;9876;38;-;-;-;-;-;-;78;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1400;24275
10/2024;qtd_aprovada;"270460 MARAVILHA";3203;20;-;-;-;-;75;-;-;-;-;-;17;-;-;217;5836;-;-;-;-;-;-;-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;632;10056
10/2024;qtd_aprovada;"270470 MARECHAL DEODORO";70;130;18;17678;-;114;394;-;-;-;47;-;216;-;-;1512;25451;2287;11;-;-;-;101;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;46;-;-;-;48081
10/2024;qtd_aprovada;"270480 MARIBONDO";-;12;-;3722;-;-;-;-;-;-;-;-;-;-;-;-;11009;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;14786
10/2024;qtd_aprovada;"270490 MAR VERMELHO";2299;9;-;914;-;-;79;-;-;-;-;-;10;-;-;31;293;774;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;4430
10/2024;qtd_aprovada;"270500 MATA GRANDE";-;14;-;2704;-;-;159;-;-;-;-;-;77;-;-;442;5604;-;9;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2578;11600
10/2024;qtd_aprovada;"270510 MATRIZ DE CAMARAGIBE";13;29;-;5469;-;100;200;-;-;-;-;-;2;-;-;-;4542;4;-;-;-;-;239;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;61;-;-;1590;12282
10/2024;qtd_aprovada;"270520 MESSIAS";47;122;-;3756;-;27;82;-;-;-;-;-;126;-;-;1812;13784;4630;3;-;-;-;235;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24744
10/2024;qtd_aprovada;"270530 MINADOR DO NEGRAO";-;106;-;-;-;-;59;-;-;-;-;-;10;-;-;12;742;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118;1047
10/2024;qtd_aprovada;"270540 MONTEIROPOLIS";-;74;-;948;-;-;92;-;-;-;-;-;21;-;-;-;1510;287;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;497;3629
10/2024;qtd_aprovada;"270550 MURICI";4080;50;26;2804;-;-;207;-;-;-;23;-;181;-;-;471;42294;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;2647;52996
10/2024;qtd_aprovada;"270560 NOVO LINO";4015;25;-;2667;85;-;-;-;-;-;-;-;152;-;-;-;490;232;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;41;7737
10/2024;qtd_aprovada;"270570 OLHO D'AGUA DAS FLORES";9224;27;-;6736;-;-;236;-;-;-;-;-;-;-;-;619;15537;137;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;33566
10/2024;qtd_aprovada;"270580 OLHO D'AGUA DO CASADO";-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;830;1192
10/2024;qtd_aprovada;"270590 OLHO D'AGUA GRANDE";1040;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1081
10/2024;qtd_aprovada;"270600 OLIVENCA";-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;17;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;729;888
10/2024;qtd_aprovada;"270610 OURO BRANCO";28;180;1;-;-;-;-;-;-;-;-;-;23;-;-;365;5106;182;-;-;-;-;-;-;-;-;-;90;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;578;6571
10/2024;qtd_aprovada;"270620 PALESTINA";-;5;-;-;-;-;71;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;228
10/2024;qtd_aprovada;"270630 PALMEIRA DOS INDIOS";246;70;30;26860;747;2151;1185;285;-;-;121;-;353;-;-;1490;25039;2962;153;-;1841;-;344;-;-;-;-;248;-;22;67;8;-;-;-;-;-;-;-;204;-;-;10;-;-;-;-;-;-;-;62;12;-;148;64658
10/2024;qtd_aprovada;"270640 PAO DE ACUCAR";-;153;-;13125;-;360;460;-;-;-;-;-;160;-;-;312;12790;-;-;-;-;-;-;-;-;-;-;407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;330;28149
10/2024;qtd_aprovada;"270642 PARICONHA";4093;18;-;-;-;-;8;-;-;-;-;-;35;-;-;29;1576;-;-;-;-;-;84;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;246;6162
10/2024;qtd_aprovada;"270644 PARIPUEIRA";5347;19;-;3154;-;-;26;-;-;-;-;-;43;-;-;162;8717;188;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;17726
10/2024;qtd_aprovada;"270650 PASSO DE CAMARAGIBE";4829;111;-;-;-;-;92;-;-;-;-;-;40;-;-;56;1140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6268
10/2024;qtd_aprovada;"270660 PAULO JACINTO";2210;36;-;3563;70;-;183;-;-;-;-;-;31;-;-;250;5313;75;-;-;-;-;-;-;7;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;852;12639
10/2024;qtd_aprovada;"270670 PENEDO";8;80;5;50087;520;1201;1255;519;-;-;81;-;988;-;-;2846;34916;19660;15;-;-;-;312;-;6;-;-;80;-;3;433;-;-;-;4;-;-;-;-;139;-;-;-;-;-;-;-;-;-;-;75;-;-;12180;125413
10/2024;qtd_aprovada;"270680 PIACABUCU";-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;350;84;400;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;342;1342
10/2024;qtd_aprovada;"270690 PILAR";8589;64;30;19684;140;1046;1947;-;-;-;90;-;562;-;-;1432;28840;5053;-;-;-;-;45;-;677;-;-;73;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;99;-;-;-;68449
10/2024;qtd_aprovada;"270700 PINDOBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"270710 PIRANHAS";12;98;-;9798;-;283;-;-;-;-;-;-;16;-;-;-;18643;3118;-;-;-;-;131;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;49;-;-;2970;35239
10/2024;qtd_aprovada;"270720 POCO DAS TRINCHEIRAS";-;30;-;-;-;-;105;-;-;-;15;-;-;-;-;-;2898;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;356;3404
10/2024;qtd_aprovada;"270730 PORTO CALVO";5210;79;9;27287;333;2776;36;1145;-;-;53;-;313;-;-;688;24564;209;-;-;-;-;98;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2232;65169
10/2024;qtd_aprovada;"270740 PORTO DE PEDRAS";1942;45;41;1;37;-;-;-;-;-;-;-;37;-;-;79;2327;221;-;-;-;-;-;-;-;-;-;102;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4835
10/2024;qtd_aprovada;"270750 PORTO REAL DO COLEGIO";5845;42;-;-;-;-;146;-;-;-;-;-;31;-;-;336;9178;200;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1676;17475
10/2024;qtd_aprovada;"270760 QUEBRANGULO";3990;152;-;4193;42;-;450;-;-;-;-;-;98;-;-;336;4099;105;-;-;-;-;110;-;-;-;-;20;-;1;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;58;-;-;-;13695
10/2024;qtd_aprovada;"270770 RIO LARGO";21326;395;3;52371;518;1602;1119;-;-;-;15;-;2169;-;5;1323;36166;-;1361;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118480
10/2024;qtd_aprovada;"270780 ROTEIRO";1715;62;-;-;-;-;-;-;-;-;-;-;34;-;-;71;1023;215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3120
10/2024;qtd_aprovada;"270790 SANTA LUZIA DO NORTE";2291;-;370;-;-;-;-;-;-;-;-;-;5;-;-;1679;9051;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13396
10/2024;qtd_aprovada;"270800 SANTANA DO IPANEMA";224;12791;58;35400;-;3520;842;-;-;-;141;-;1211;-;-;201;42321;1423;-;-;-;-;510;-;53;-;-;463;-;-;-;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;40;-;-;2391;101742
10/2024;qtd_aprovada;"270810 SANTANA DO MUNDAU";2178;190;-;1001;-;92;207;-;-;-;-;-;52;-;-;213;903;586;-;-;-;-;616;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;35;-;-;154;6338
10/2024;qtd_aprovada;"270820 SAO BRAS";3200;25;-;-;-;-;-;-;-;-;-;-;-;-;-;8;1185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4418
10/2024;qtd_aprovada;"270830 SAO JOSE DA LAJE";-;43;18;3214;-;123;126;-;-;-;20;-;119;-;-;230;9133;476;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;2324;15863
10/2024;qtd_aprovada;"270840 SAO JOSE DA TAPERA";5;28;67;6404;-;-;310;-;-;-;19;-;194;-;-;2074;32452;487;-;-;-;-;21;-;-;-;-;222;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;44;-;-;2460;44811
10/2024;qtd_aprovada;"270850 SAO LUIS DO QUITUNDE";-;43;-;1308;-;84;62;-;-;-;-;-;165;-;-;287;7178;281;-;-;-;-;39;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;791;10239
10/2024;qtd_aprovada;"270860 SAO MIGUEL DOS CAMPOS";342;87;66;32734;330;2301;472;177;29;-;83;-;1496;-;-;20;33787;5417;17;-;2598;-;363;-;-;-;-;132;-;5;-;-;5;-;-;-;-;-;-;169;-;-;36;-;-;-;-;-;-;-;52;64;-;89;80871
10/2024;qtd_aprovada;"270870 SAO MIGUEL DOS MILAGRES";-;226;-;1350;-;-;87;-;-;-;-;-;21;-;-;151;2643;204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;310;4992
10/2024;qtd_aprovada;"270880 SAO SEBASTIAO";-;40;-;2968;56;-;-;-;-;-;-;-;-;-;-;-;934;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3998
10/2024;qtd_aprovada;"270890 SATUBA";-;-;-;3349;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3349
10/2024;qtd_aprovada;"270895 SENADOR RUI PALMEIRA";2;410;-;-;-;-;98;-;-;-;-;-;45;-;-;673;4435;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;1188;6968
10/2024;qtd_aprovada;"270900 TANQUE D'ARCA";-;5;-;-;-;80;45;-;-;-;-;-;-;-;-;-;181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;331
10/2024;qtd_aprovada;"270910 TAQUARANA";5631;87;72;4786;-;-;281;-;-;-;-;-;-;-;-;761;6642;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18358
10/2024;qtd_aprovada;"270915 TEOTONIO VILELA";-;111;-;23033;855;1415;760;-;-;-;29;-;605;-;-;1983;25409;803;-;-;-;-;-;-;35;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;102;55218
10/2024;qtd_aprovada;"270920 TRAIPU";4481;26;-;3562;-;-;136;-;-;-;-;-;-;-;-;1834;8066;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;714;18903
10/2024;qtd_aprovada;"270930 UNIAO DOS PALMARES";207;617;3;41651;863;2603;640;40;-;-;237;-;715;-;-;1083;17364;1318;218;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;4984;72682
10/2024;qtd_aprovada;"270940 VICOSA";6351;251;-;3324;-;305;220;-;-;-;44;-;112;-;-;1879;23195;1501;-;-;-;-;45;-;-;-;-;497;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;626;38369
10/2024;qtd_aprovada;" MUNICIPIO IGNORADO - SE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"280010 AMPARO DE SAO FRANCISCO";357;9;-;139;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;559
10/2024;qtd_aprovada;"280020 AQUIDABA";-;36;-;706;-;-;-;-;-;-;-;-;-;-;-;-;1997;900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1524;5163
10/2024;qtd_aprovada;"280030 ARACAJU";4088;3935;1303;484979;6881;17179;13170;3244;508;168;1850;100;28056;16868;8890;4965;412019;13465;2572;3962;10402;8240;913;-;538;-;-;1175;1;163;1511;48;69;1042;66;1;-;-;-;247;42;793;125;370;-;-;6;80;-;565265;793;255;-;8956;1629303
10/2024;qtd_aprovada;"280040 ARAUA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;263;5364;170;-;-;-;-;198;-;-;-;-;21;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;6084
10/2024;qtd_aprovada;"280050 AREIA BRANCA";1;43;147;945;-;-;-;-;-;-;-;-;-;-;-;979;38288;30;-;-;-;-;205;-;-;-;-;30;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;40721
10/2024;qtd_aprovada;"280060 BARRA DOS COQUEIROS";-;123;157;13287;-;-;93;-;-;-;-;-;-;-;-;-;12109;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25810
10/2024;qtd_aprovada;"280067 BOQUIM";38;38;-;13109;-;256;211;-;-;-;-;-;122;-;-;-;9804;489;-;-;-;-;486;-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;380;25028
10/2024;qtd_aprovada;"280070 BREJO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"280100 CAMPO DO BRITO";329;11;-;3593;-;-;-;-;-;-;-;-;16;-;-;457;1489;413;-;-;-;-;313;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;81;-;-;490;7223
10/2024;qtd_aprovada;"280110 CANHOBA";-;10;6;167;-;-;-;-;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;301
10/2024;qtd_aprovada;"280120 CANINDE DE SAO FRANCISCO";133;13;-;1388;-;69;-;-;-;-;-;-;162;-;-;33;8101;-;-;-;-;-;508;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;45;-;-;400;10964
10/2024;qtd_aprovada;"280130 CAPELA";184;63;1;3934;193;289;33;-;-;-;-;-;-;-;-;27;2888;260;-;-;-;-;566;-;236;-;-;86;-;4;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;20;-;-;-;8887
10/2024;qtd_aprovada;"280140 CARIRA";-;20;-;3227;-;-;53;-;-;-;-;-;48;-;-;301;9999;164;11;-;-;-;151;-;-;-;-;44;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;14060
10/2024;qtd_aprovada;"280150 CARMOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
10/2024;qtd_aprovada;"280160 CEDRO DE SAO JOAO";-;-;19;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86
10/2024;qtd_aprovada;"280170 CRISTINAPOLIS";-;166;-;3666;-;-;-;-;-;-;-;-;-;-;-;293;2422;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;6570
10/2024;qtd_aprovada;"280190 CUMBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"280200 DIVINA PASTORA";330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;203;-;-;-;-;-;285;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;14;-;-;-;884
10/2024;qtd_aprovada;"280210 ESTANCIA";45175;2;319;58618;812;3194;1194;459;-;-;86;-;4089;-;-;1925;31492;7717;1076;-;1520;-;3115;-;-;-;-;246;-;-;16;-;-;-;-;-;-;-;-;519;-;-;10;-;-;-;-;-;-;-;56;24;-;3359;165023
10/2024;qtd_aprovada;"280220 FEIRA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
10/2024;qtd_aprovada;"280230 FREI PAULO";-;311;-;3017;-;-;152;-;-;-;27;-;213;-;-;-;8899;418;-;-;-;-;-;-;-;-;-;407;-;44;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;162;13653
10/2024;qtd_aprovada;"280240 GARARU";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;247;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;249
10/2024;qtd_aprovada;"280250 GENERAL MAYNARD";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"280260 GRACHO CARDOSO";1315;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1315
10/2024;qtd_aprovada;"280270 ILHA DAS FLORES";-;44;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;463;537
10/2024;qtd_aprovada;"280280 INDIAROBA";2;-;4;3787;-;-;-;-;-;-;-;-;-;-;-;72;2999;183;-;-;-;-;90;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;21;-;-;-;7180
10/2024;qtd_aprovada;"280290 ITABAIANA";812;177;37;162181;916;3738;535;639;-;-;-;-;938;-;-;389;44610;-;1155;-;2416;76;-;-;92;-;-;436;-;-;297;1;-;18;-;-;-;-;-;-;1;-;28;-;-;-;-;-;-;-;-;33;-;404;219929
10/2024;qtd_aprovada;"280300 ITABAIANINHA";-;50;129;11487;451;314;432;-;-;-;-;-;217;-;-;650;22902;640;-;-;-;-;-;-;-;-;-;49;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;781;38104
10/2024;qtd_aprovada;"280310 ITABI";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;158;253
10/2024;qtd_aprovada;"280320 ITAPORANGA D'AJUDA";-;9;-;2888;-;-;-;-;-;-;-;-;-;-;-;447;3737;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7081
10/2024;qtd_aprovada;"280330 JAPARATUBA";52;83;-;2294;49;-;83;-;-;-;-;-;31;-;-;215;4257;327;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;7431
