periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
09/2025;qtd_aprovada;"412795 TUPASSI";-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;267
09/2025;qtd_aprovada;"412796 TURVO";10929;118;225;678;-;185;-;-;-;-;-;-;71;-;-;579;15793;262;-;-;-;-;1763;1;-;-;29;-;19;-;-;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30779
09/2025;qtd_aprovada;"412800 UBIRATA";171;-;4;12409;-;575;86;25;10;-;-;-;262;-;1;18;8562;58;-;-;-;-;452;-;-;-;6;-;4;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22747
09/2025;qtd_aprovada;"412810 UMUARAMA";1311;30;370;104859;1771;7360;3428;2415;1001;70;304;-;5541;-;-;1254;101419;7274;1634;1621;2388;-;1061;1574;-;-;561;-;19;602;-;64;34;10;-;-;2;-;112;-;125;16;-;-;-;-;10;-;436226;490;38;-;-;-;-;-;-;-;-;684994
09/2025;qtd_aprovada;"412820 UNIAO DA VITORIA";-;298;6;5627;24;862;556;158;245;-;55;-;128;-;32;924;26125;1856;-;-;954;-;-;324;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;287403;1095;5;-;-;-;-;-;-;-;-;326688
09/2025;qtd_aprovada;"412830 UNIFLOR";-;11;-;173;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;191
09/2025;qtd_aprovada;"412840 URAI";-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;961;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1035
09/2025;qtd_aprovada;"412850 WENCESLAU BRAZ";-;124;-;1114;-;448;-;-;-;-;-;-;-;-;-;-;5426;-;1;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7126
09/2025;qtd_aprovada;"412853 VENTANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1990;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1990
09/2025;qtd_aprovada;"412855 VERA CRUZ DO OESTE";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;702;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;726
09/2025;qtd_aprovada;"412860 VERE";4712;-;94;-;-;-;-;-;-;-;-;-;-;-;-;254;8450;-;-;-;-;-;282;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13895
09/2025;qtd_aprovada;"412862 ALTO PARAISO";976;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;986
09/2025;qtd_aprovada;"412863 DOUTOR ULYSSES";2812;-;49;-;-;-;-;-;-;-;-;-;10;-;-;72;2379;-;-;-;-;-;430;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5808
09/2025;qtd_aprovada;"412865 VIRMOND";-;4;-;573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;577
09/2025;qtd_aprovada;"412870 VITORINO";996;-;78;4093;-;-;-;-;-;-;-;-;91;-;-;515;9857;-;-;-;-;-;457;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16144
09/2025;qtd_aprovada;"412880 XAMBRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245;2079;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2328
09/2025;qtd_aprovada;" MUNICIPIO IGNORADO - SC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"420005 ABDON BATISTA";162;14;22;6;-;-;67;-;-;-;-;-;33;-;-;196;5186;216;-;-;-;-;87;50;-;-;3;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;2101;-;-;-;-;-;-;8168
09/2025;qtd_aprovada;"420010 ABELARDO LUZ";6083;557;98;8239;-;622;18;-;-;-;-;-;51;-;-;440;20561;-;-;-;-;-;280;-;-;-;21;-;9;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;14712;-;-;-;-;-;-;51778
09/2025;qtd_aprovada;"420020 AGROLANDIA";-;59;50;8269;-;1;-;-;-;-;-;-;46;-;-;35;4397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12857
09/2025;qtd_aprovada;"420030 AGRONOMICA";2231;6;59;4862;-;-;-;-;-;-;-;-;27;-;-;146;5422;231;-;-;-;-;284;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;383;-;-;-;-;-;-;13658
09/2025;qtd_aprovada;"420040 AGUA DOCE";1795;30;69;23;-;57;-;-;-;-;-;-;185;-;-;1;1805;-;6;-;-;-;-;1;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;366;-;-;-;-;-;-;4343
09/2025;qtd_aprovada;"420050 AGUAS DE CHAPECO";-;-;-;2619;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2000;-;-;-;-;-;-;4641
09/2025;qtd_aprovada;"420055 AGUAS FRIAS";-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1454;-;-;-;-;-;-;1522
09/2025;qtd_aprovada;"420060 AGUAS MORNAS";-;37;-;7472;-;115;257;18;29;-;-;-;-;-;-;-;3410;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;628;-;-;-;-;-;-;11987
09/2025;qtd_aprovada;"420070 ALFREDO WAGNER";-;-;-;9036;-;-;-;24;105;-;54;-;-;-;-;41;170;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9430
09/2025;qtd_aprovada;"420075 ALTO BELA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"420080 ANCHIETA";523;-;125;2923;-;-;-;-;-;-;-;-;-;-;-;26;3245;290;-;-;-;-;-;-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;1925;-;-;-;-;-;-;9112
09/2025;qtd_aprovada;"420090 ANGELINA";1060;-;11;2080;-;396;62;-;-;-;-;-;33;-;-;55;4571;-;-;-;-;-;299;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8581
09/2025;qtd_aprovada;"420100 ANITA GARIBALDI";-;85;-;3365;-;367;9;-;-;-;-;-;69;-;-;-;3306;-;26;-;-;-;-;353;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7642
09/2025;qtd_aprovada;"420110 ANITAPOLIS";-;-;2;1564;-;72;-;-;-;-;-;-;34;-;-;6;1624;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;5886;-;-;-;-;-;-;9224
09/2025;qtd_aprovada;"420120 ANTONIO CARLOS";-;-;-;7089;-;-;267;-;2;-;23;-;91;-;-;27;2010;1527;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1456;-;-;-;-;-;-;12499
09/2025;qtd_aprovada;"420125 APIUNA";3498;24;33;8118;33;9;-;-;-;-;-;-;-;-;-;335;12060;566;-;-;-;-;634;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;26;-;-;2948;-;-;-;-;-;-;28355
09/2025;qtd_aprovada;"420127 ARABUTA";-;125;-;3023;-;-;-;-;-;-;-;-;10;-;-;-;641;-;-;-;-;-;-;-;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3807
09/2025;qtd_aprovada;"420130 ARAQUARI";217;112;555;18714;-;-;-;-;-;-;-;-;-;-;-;132;17449;495;3;-;-;-;-;7;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37687
09/2025;qtd_aprovada;"420140 ARARANGUA";173;145;133;17828;-;6292;686;703;-;-;185;-;3970;-;2;24;14898;983;8;-;894;-;225;-;-;-;582;-;38;18;-;-;-;-;-;-;-;-;169;-;-;1;-;-;-;-;-;-;-;-;3;-;3353;-;-;-;-;-;-;51313
09/2025;qtd_aprovada;"420150 ARMAZEM";1609;-;363;3712;-;183;213;-;-;-;-;-;150;-;-;749;9878;659;-;-;-;-;100;369;-;-;37;-;1;-;-;-;-;11;-;-;-;-;12;-;36;-;-;-;-;-;-;-;-;-;-;-;2513;-;-;-;-;-;-;20595
09/2025;qtd_aprovada;"420160 ARROIO TRINTA";253;27;5;3011;-;-;-;-;-;-;-;-;12;-;-;35;1046;287;-;-;-;-;13;102;-;-;14;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;2196;-;-;-;-;-;-;7024
09/2025;qtd_aprovada;"420165 ARVOREDO";1046;-;55;-;-;-;-;-;-;-;-;-;10;-;-;52;2940;-;-;-;-;-;95;-;-;-;5;-;2;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;-;5220
09/2025;qtd_aprovada;"420170 ASCURRA";2048;-;31;7682;-;-;-;-;-;-;-;-;-;-;-;259;8075;224;6;-;-;-;514;-;-;-;17;-;5;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;215;-;-;-;-;-;-;19095
09/2025;qtd_aprovada;"420180 ATALANTA";-;58;-;3395;-;-;-;-;-;-;-;-;74;-;-;66;409;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4137
09/2025;qtd_aprovada;"420190 AURORA";-;23;-;4118;-;-;-;-;-;-;-;-;-;-;-;-;939;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;5104
09/2025;qtd_aprovada;"420195 BALNEARIO ARROIO DO SILVA";6801;-;119;3385;-;18;-;-;-;-;-;-;-;-;-;449;8657;697;-;-;-;-;517;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;20738
09/2025;qtd_aprovada;"420200 BALNEARIO CAMBORIU";1718;-;307;82116;476;6690;2224;999;125;28;110;-;2326;-;-;1301;95099;3129;140;-;3299;-;1087;65;-;-;30;-;37;-;-;5;-;2;-;-;-;-;429;1;2;38;-;-;-;-;-;-;-;28;114;-;-;-;-;-;-;-;-;201925
09/2025;qtd_aprovada;"420205 BALNEARIO BARRA DO SUL";530;-;68;6324;-;-;47;-;-;-;-;-;42;-;-;1060;15645;120;-;-;-;-;271;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24157
09/2025;qtd_aprovada;"420207 BALNEARIO GAIVOTA";15440;66;163;6317;-;1;-;-;-;-;-;-;99;-;-;992;27127;17;-;-;-;-;390;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;11;-;-;8;-;-;-;-;-;-;50757
09/2025;qtd_aprovada;"420208 BANDEIRANTE";469;19;-;2389;-;-;-;-;-;-;-;-;-;-;-;-;101;161;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;1344;-;-;-;-;-;-;4489
09/2025;qtd_aprovada;"420209 BARRA BONITA";-;76;-;890;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;840;-;-;-;-;-;-;1809
09/2025;qtd_aprovada;"420210 BARRA VELHA";1933;-;905;12309;-;1267;-;-;-;-;-;-;254;-;-;947;24127;497;1;-;-;-;255;39;-;-;54;-;-;-;1;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;155;-;-;19;-;-;-;-;-;-;42809
09/2025;qtd_aprovada;"420213 BELA VISTA DO TOLDO";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;274;-;-;-;-;-;-;320
09/2025;qtd_aprovada;"420215 BELMONTE";-;-;-;1806;-;22;35;-;-;-;-;-;8;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;862;-;-;-;-;-;-;2774
09/2025;qtd_aprovada;"420220 BENEDITO NOVO";12700;54;81;6903;-;-;-;-;-;-;-;-;2;-;-;365;9781;-;2;-;-;-;378;143;-;-;11;-;5;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30469
09/2025;qtd_aprovada;"420230 BIGUACU";800;423;563;1401;645;2774;475;177;60;-;99;-;847;-;-;658;59197;645;-;-;-;-;347;-;-;-;237;-;-;1;-;-;-;-;-;-;-;-;368;-;1;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;69728
09/2025;qtd_aprovada;"420240 BLUMENAU";1666;2589;3732;205204;5231;11378;3591;3777;1680;153;1079;46;11492;43;1109;1687;167746;24004;339;2752;2715;20;706;628;-;-;1141;-;8;357;14;273;1;28;-;-;-;-;217;7;982;37;371;-;-;-;814;-;-;154;85;-;1691;-;-;-;-;-;-;459547
09/2025;qtd_aprovada;"420243 BOCAINA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"420245 BOMBINHAS";324;206;713;18570;-;2605;485;-;-;-;73;-;759;-;-;574;22561;594;-;-;-;-;11;2;-;-;32;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;158;-;-;764;-;-;-;-;-;-;48453
09/2025;qtd_aprovada;"420250 BOM JARDIM DA SERRA";-;-;-;506;-;-;-;-;-;-;-;-;-;-;-;-;50;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1190;-;-;-;-;-;-;1795
09/2025;qtd_aprovada;"420253 BOM JESUS";819;11;11;-;-;-;-;-;-;-;-;-;-;-;-;224;5406;2;-;-;-;-;620;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7160
09/2025;qtd_aprovada;"420257 BOM JESUS DO OESTE";-;-;-;1975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1437;-;-;-;-;-;-;3412
09/2025;qtd_aprovada;"420260 BOM RETIRO";-;46;-;3318;-;289;-;-;-;-;-;-;23;-;-;-;4103;169;-;-;-;-;-;7;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7993
09/2025;qtd_aprovada;"420270 BOTUVERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;141;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;202
09/2025;qtd_aprovada;"420280 BRACO DO NORTE";32992;68;1347;14368;304;2330;261;118;-;-;21;-;561;-;-;1072;56255;3281;74;-;-;-;1462;291;-;-;191;-;19;434;-;-;-;7;-;-;-;-;223;2;-;-;-;-;-;-;-;-;-;38;-;-;942;-;-;-;-;-;-;116661
09/2025;qtd_aprovada;"420285 BRACO DO TROMBUDO";1387;33;4;4106;-;-;-;-;-;-;-;-;47;-;-;51;1845;76;-;-;-;-;251;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;7822
09/2025;qtd_aprovada;"420287 BRUNOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2110;-;-;-;-;-;-;-;-;-;866;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1251;-;-;-;-;-;-;4227
09/2025;qtd_aprovada;"420290 BRUSQUE";35473;564;2407;43046;2019;2754;1635;937;77;-;276;-;6014;-;-;7880;122126;1021;144;-;1842;-;8185;1193;-;-;251;-;51;288;-;-;-;50;-;-;-;-;656;-;-;30;-;-;-;-;-;-;-;2;24;-;868;-;-;-;-;-;-;239813
09/2025;qtd_aprovada;"420300 CACADOR";12158;82;1934;13873;-;1667;324;-;-;-;-;-;1522;-;-;6518;70506;379;49;-;-;-;3630;41;-;-;142;-;19;-;-;1;-;-;-;-;-;-;461;-;-;-;-;-;-;-;-;-;-;43;-;-;13547;-;-;-;-;-;-;126896
09/2025;qtd_aprovada;"420310 CAIBI";-;34;-;4618;-;24;-;-;-;-;-;-;7;-;-;-;2522;-;-;-;-;-;-;102;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;2863;-;-;-;-;-;-;10198
09/2025;qtd_aprovada;"420315 CALMON";1;11;-;1803;-;-;-;-;-;-;-;-;-;-;1;22;8;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1952;-;-;-;-;-;-;3980
09/2025;qtd_aprovada;"420320 CAMBORIU";1706;-;122;1988;-;3;-;-;-;-;32;-;470;-;-;540;47899;688;-;-;-;-;96;16;-;-;4;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53591
09/2025;qtd_aprovada;"420325 CAPAO ALTO";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
09/2025;qtd_aprovada;"420330 CAMPO ALEGRE";1055;-;267;8480;-;558;136;-;-;-;20;-;51;-;-;872;17627;-;2;-;-;-;912;17;-;-;132;-;5;538;-;-;-;-;-;-;-;-;119;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30792
09/2025;qtd_aprovada;"420340 CAMPO BELO DO SUL";12000;32;38;2350;-;302;-;-;-;-;-;-;22;-;-;731;10492;-;-;-;-;-;78;108;-;-;14;-;-;53;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26273
09/2025;qtd_aprovada;"420350 CAMPO ERE";2513;95;-;7645;-;217;160;-;-;-;-;-;85;-;-;-;3381;245;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;3882;-;-;-;-;-;-;18254
09/2025;qtd_aprovada;"420360 CAMPOS NOVOS";217;103;24;21802;-;1435;118;60;-;-;-;-;183;-;-;49;12454;3000;16;-;-;-;7;-;-;-;38;-;1;74;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3902;-;-;-;-;-;-;43486
09/2025;qtd_aprovada;"420370 CANELINHA";1070;-;50;6364;-;497;142;32;43;-;22;-;7;-;-;744;18443;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;27435
09/2025;qtd_aprovada;"420380 CANOINHAS";3530;39;651;27788;-;1229;873;161;238;2;62;-;1084;-;-;974;40459;65;24;-;-;-;389;94;-;-;68;-;-;60;-;19;-;6;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;61;-;-;2611;-;-;-;-;-;-;80584
09/2025;qtd_aprovada;"420390 CAPINZAL";-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;1120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1179
09/2025;qtd_aprovada;"420395 CAPIVARI DE BAIXO";21182;78;257;4971;-;541;-;-;-;-;-;-;162;-;-;1065;45281;528;-;-;-;-;824;13;-;-;18;-;2;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74992
09/2025;qtd_aprovada;"420400 CATANDUVAS";-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;694;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;700;-;-;-;-;-;-;1529
09/2025;qtd_aprovada;"420410 CAXAMBU DO SUL";390;-;-;161;-;17;-;-;-;-;-;-;26;-;-;12;1919;114;-;-;-;-;-;-;-;-;11;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1114;-;-;-;-;-;-;3767
09/2025;qtd_aprovada;"420415 CELSO RAMOS";-;-;-;1501;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1501
09/2025;qtd_aprovada;"420417 CERRO NEGRO";-;6;-;760;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;766
09/2025;qtd_aprovada;"420419 CHAPADAO DO LAGEADO";3694;13;17;1965;-;-;-;-;-;-;-;-;1;-;-;95;4684;-;-;-;-;-;238;-;-;-;23;-;1;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;10;-;-;1897;-;-;-;-;-;-;12660
09/2025;qtd_aprovada;"420420 CHAPECO";31626;2144;638;223915;3474;18188;9040;1988;2168;267;984;1;15060;-;5;3428;219356;12668;704;1791;2262;-;1977;61;-;-;734;-;10;29;-;297;53;13;-;-;3;-;445;23;164;22;153;-;-;-;118;-;-;727;17;-;9909;-;-;-;-;-;-;564462
