periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
09/2025;qtd_aprovada;"120020 CRUZEIRO DO SUL";23476;858;398;66738;-;3170;1672;1127;556;-;31;-;1032;545;269;1012;46118;1911;201;-;877;352;1;73;-;-;138;-;4;-;-;-;-;-;-;-;-;-;3;-;16;25;-;-;-;-;-;-;26950;31;42;-;-;-;-;-;-;-;-;177626
09/2025;qtd_aprovada;"120025 EPITACIOLANDIA";38;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;319;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;389
09/2025;qtd_aprovada;"120030 FEIJO";-;37;-;14617;-;1315;-;-;-;-;-;-;-;-;-;-;6064;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22078
09/2025;qtd_aprovada;"120032 JORDAO";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;62;1981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2047
09/2025;qtd_aprovada;"120033 MANCIO LIMA";47;8;749;6273;-;690;128;-;-;-;-;-;95;-;-;919;15817;131;-;-;-;-;-;-;-;-;236;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25127
09/2025;qtd_aprovada;"120034 MANOEL URBANO";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
09/2025;qtd_aprovada;"120035 MARECHAL THAUMATURGO";-;36;2316;3259;-;359;-;-;-;-;-;-;-;-;-;800;13704;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20605
09/2025;qtd_aprovada;"120038 PLACIDO DE CASTRO";1685;54;1979;8856;-;499;-;-;-;-;-;-;59;-;9;675;9118;-;1;-;-;-;4;-;-;-;138;-;1;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23083
09/2025;qtd_aprovada;"120039 PORTO WALTER";418;49;-;3766;-;106;-;-;-;-;-;-;58;-;6;250;4144;-;12;-;-;-;-;-;4;-;5;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8831
09/2025;qtd_aprovada;"120040 RIO BRANCO";58234;1290;5878;384000;5486;18462;4560;9022;3584;98;315;15;9077;7112;544;15834;470544;2486;716;992;5336;2166;17357;1042;-;-;4672;-;163;343;2;7;-;30;-;-;14;-;1536;2;749;15;323;-;-;-;139;-;184945;1706;57;-;12428;-;225;581;-;-;-;1232087
09/2025;qtd_aprovada;"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
09/2025;qtd_aprovada;"120043 SANTA ROSA DO PURUS";-;6;-;508;-;41;-;-;-;-;-;-;13;-;-;-;924;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1498
09/2025;qtd_aprovada;"120045 SENADOR GUIOMARD";-;5;-;23380;-;542;-;-;-;-;-;-;69;-;-;499;6452;-;-;-;-;-;16;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31032
09/2025;qtd_aprovada;"120050 SENA MADUREIRA";-;159;470;22699;-;2035;78;-;-;-;-;-;154;-;-;30;14003;-;21;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39729
09/2025;qtd_aprovada;"120060 TARAUACA";-;21;-;6519;-;687;-;-;-;-;-;-;-;-;-;-;6045;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13355
09/2025;qtd_aprovada;"120070 XAPURI";-;7;-;9740;-;536;17;-;-;-;-;-;23;-;-;276;8958;-;-;-;-;-;-;-;-;-;310;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19876
09/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
09/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"130002 ALVARAES";-;-;-;14877;-;329;281;-;-;-;10;-;87;-;-;-;8089;-;224;-;-;-;-;-;-;-;53;-;2;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;1013;-;-;-;-;-;-;24975
09/2025;qtd_aprovada;"130006 AMATURA";1984;-;-;4091;-;492;213;-;-;-;-;-;7;-;53;-;86396;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93330
09/2025;qtd_aprovada;"130008 ANAMA";-;75;-;3388;-;345;285;-;-;-;-;-;40;-;-;91;2937;-;-;-;-;-;-;-;-;-;28;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;7212
09/2025;qtd_aprovada;"130010 ANORI";-;147;245;4116;-;467;20;-;-;-;-;-;138;-;-;186;4321;374;-;-;-;-;-;-;-;-;123;-;22;-;32;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10201
09/2025;qtd_aprovada;"130014 APUI";-;31;4;5077;-;655;84;-;-;-;-;-;70;-;-;193;4990;22;13;-;-;-;-;-;-;-;159;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;11347
09/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;7310;-;473;367;-;-;-;-;-;-;-;92;146;9119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1238;-;-;-;-;-;-;18745
09/2025;qtd_aprovada;"130030 AUTAZES";14;42;98;16429;-;1292;41;-;-;-;-;-;-;-;-;390;41325;40;-;-;-;-;-;-;-;-;1;-;504;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;285;-;-;-;-;-;-;60461
09/2025;qtd_aprovada;"130040 BARCELOS";-;59;-;16896;-;1567;375;-;-;-;-;-;20;-;4;177;9923;-;32;-;-;-;-;-;-;-;17;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29088
09/2025;qtd_aprovada;"130050 BARREIRINHA";-;27;-;4311;-;315;13;-;-;-;7;-;41;-;-;2025;4465;-;-;-;-;-;41;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;11455
09/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;449;-;20931;-;1517;49;-;-;-;-;-;371;-;3025;4018;35917;452;1;-;-;-;-;-;-;-;1010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;2;347;-;-;68099
09/2025;qtd_aprovada;"130063 BERURI";-;-;717;3904;-;269;149;-;-;-;-;-;35;-;-;61;7910;-;3;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13170
09/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;195;-;4698;-;464;129;-;-;-;-;-;-;-;3;-;5226;115;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10906
09/2025;qtd_aprovada;"130070 BOCA DO ACRE";270;128;-;30745;-;6018;-;-;-;-;-;-;89;-;-;-;8491;-;-;-;-;-;676;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;767;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;47204
09/2025;qtd_aprovada;"130080 BORBA";875;56;24;-;-;127;117;-;-;-;-;-;69;-;-;-;3045;316;-;-;-;-;-;12;-;-;225;-;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4870
09/2025;qtd_aprovada;"130083 CAAPIRANGA";-;34;-;1359;-;61;133;-;-;-;-;-;25;-;-;-;3004;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;4765
09/2025;qtd_aprovada;"130090 CANUTAMA";-;-;-;1261;-;171;133;-;-;-;-;-;46;-;-;129;6223;-;13;-;-;-;-;-;-;-;137;-;-;-;-;-;-;18;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8147
09/2025;qtd_aprovada;"130100 CARAUARI";-;-;-;16403;-;413;22;-;-;-;-;-;175;-;-;64;10266;-;-;-;-;-;-;-;-;-;162;-;5;-;-;-;22;-;-;-;-;-;-;8;35;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;27595
09/2025;qtd_aprovada;"130110 CAREIRO";347;-;86;23114;-;741;265;-;-;-;-;-;246;-;922;507;119860;173;3664;-;-;-;152;17;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;320;-;-;-;-;-;-;150548
09/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";4;-;331;4099;-;345;198;-;-;-;-;-;-;-;-;-;3640;-;-;-;-;-;-;-;-;-;87;-;-;-;325;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9029
09/2025;qtd_aprovada;"130120 COARI";40;9;2118;34937;-;2675;1345;-;-;-;47;-;690;201;13;372;83620;6023;71;-;-;68;-;-;-;-;405;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;132754
09/2025;qtd_aprovada;"130130 CODAJAS";-;-;-;579;-;233;344;-;-;-;-;-;5;-;-;-;742;249;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2186
09/2025;qtd_aprovada;"130140 EIRUNEPE";19;291;2905;3965;-;433;157;-;-;-;-;-;27;-;1;162;8302;133;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16405
09/2025;qtd_aprovada;"130150 ENVIRA";-;108;1016;8139;-;364;56;-;-;-;-;-;29;-;-;537;8464;-;-;-;-;-;-;-;-;-;79;-;5;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18807
09/2025;qtd_aprovada;"130160 FONTE BOA";766;669;-;10709;-;748;285;-;-;-;-;-;100;-;-;84;23084;-;-;-;-;-;-;-;-;-;277;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36739
09/2025;qtd_aprovada;"130165 GUAJARA";16148;62;51;549;-;129;87;-;-;-;-;-;17;-;-;194;43481;176;4;-;-;-;51;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;62801
09/2025;qtd_aprovada;"130170 HUMAITA";326;144;14;9126;-;2726;468;165;-;-;-;-;4105;121;-;369;58899;407;442;-;-;96;177;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;473;-;-;-;-;-;-;-;-;-;-;-;-;-;900;-;-;-;-;-;-;79102
09/2025;qtd_aprovada;"130180 IPIXUNA";10;-;-;10472;-;638;176;-;-;-;-;-;110;-;-;-;2193;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;-;-;13753
09/2025;qtd_aprovada;"130185 IRANDUBA";-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120
09/2025;qtd_aprovada;"130190 ITACOATIARA";432;619;1749;115999;-;2897;1647;-;-;-;-;-;2180;252;10;1;92731;1964;6;-;-;299;249;-;-;-;355;-;23;-;-;-;-;-;-;-;-;-;207;-;85;-;-;-;-;-;-;-;-;-;-;-;3534;-;-;68;83;-;-;225390
09/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;25735;-;-;-;-;-;-;-;-;99;-;-;1900;2060;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29850
09/2025;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;3434;-;213;-;-;-;-;-;-;17;-;-;74;8146;-;-;-;-;-;-;-;-;-;304;-;-;-;-;-;-;-;-;-;-;-;-;1;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12303
09/2025;qtd_aprovada;"130210 JAPURA";-;61;-;3901;-;149;-;-;-;-;-;-;300;-;-;31;4951;-;15;-;-;-;-;-;-;-;261;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;9691
09/2025;qtd_aprovada;"130220 JURUA";-;-;-;3232;-;163;84;-;-;-;-;-;-;-;-;-;2100;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;5721
09/2025;qtd_aprovada;"130230 JUTAI";-;-;-;142;-;172;89;-;-;-;-;-;74;-;-;12;2340;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;2912
09/2025;qtd_aprovada;"130240 LABREA";1651;-;48;27700;-;3361;46;-;-;-;-;-;-;-;-;1250;24896;64;583;-;-;-;1386;-;-;-;1078;-;-;-;-;-;-;-;-;-;-;-;2530;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64593
09/2025;qtd_aprovada;"130250 MANACAPURU";58450;73;-;33095;-;3031;1251;-;-;-;-;-;413;-;25;146;136131;-;400;-;-;-;-;-;-;-;141;-;-;-;-;-;1;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;233193
09/2025;qtd_aprovada;"130255 MANAQUIRI";586;-;-;3870;-;783;145;-;-;-;-;-;105;-;-;18;5463;-;-;-;-;9;-;1373;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12352
09/2025;qtd_aprovada;"130260 MANAUS";36433;3007;6628;890125;27077;74219;40361;19459;5824;923;4117;25;50019;52945;754;17936;1271841;52325;4372;4770;13841;24764;20469;4508;315;-;18120;3;652;3016;38;539;124;72;-;-;3;2;2349;1578;2790;170;37;-;-;1;1183;-;657838;13978;276;-;27363;-;-;275;37;-;26;3357527
09/2025;qtd_aprovada;"130270 MANICORE";1554;21;-;20053;-;965;595;-;-;-;-;-;600;-;-;203;32058;101;150;-;-;-;-;22;-;-;1300;-;19;7;-;-;16;2;-;-;-;-;-;3;113;-;-;-;-;-;-;-;-;50;-;-;2769;-;-;-;-;-;-;60601
09/2025;qtd_aprovada;"130280 MARAA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"130290 MAUES";-;8768;-;18327;-;2561;336;255;-;-;-;-;296;-;7;273;17787;711;-;-;-;-;154;-;-;-;519;-;10;-;-;-;-;-;2;-;-;-;70;-;-;-;-;-;-;-;-;-;-;42;-;-;6534;-;-;-;-;-;-;56652
09/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;6750;-;518;208;-;-;-;-;-;-;-;-;-;3983;-;-;-;-;-;-;-;-;-;107;-;6;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11591
09/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";99;-;-;8463;-;-;-;-;-;-;-;-;99;-;-;-;17525;1167;-;-;-;-;-;363;-;-;410;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;859;-;-;-;-;-;-;28985
09/2025;qtd_aprovada;"130320 NOVO AIRAO";-;-;-;6467;-;762;155;-;-;-;-;-;11;-;-;202;8266;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15973
09/2025;qtd_aprovada;"130330 NOVO ARIPUANA";27;49;49;34613;-;524;140;-;-;-;-;-;-;-;-;529;4640;-;-;-;-;-;-;85;-;-;226;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;40894
09/2025;qtd_aprovada;"130340 PARINTINS";19185;-;457;60017;94;2297;1549;760;-;-;24;-;3217;168;3;1634;84905;733;61;-;-;120;727;-;-;-;2021;-;7;98;-;1;4;-;1;-;-;3;124;-;-;-;-;-;-;-;-;-;-;87;-;-;9460;-;-;200;11;-;-;187968
09/2025;qtd_aprovada;"130350 PAUINI";-;34;-;17444;-;507;159;-;-;-;30;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;18214
09/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";168;228;42;18006;-;1099;337;-;-;-;-;-;249;-;-;115;8983;335;57;-;-;-;127;-;-;-;68;-;1;-;-;-;-;-;-;-;-;-;58;2;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;29894
09/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";114;386;-;4143;-;608;167;-;-;-;-;-;-;-;-;807;28608;-;-;-;-;-;27;-;-;-;469;-;10;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35395
09/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;3238;-;218;95;-;-;-;-;-;-;-;55;87;3155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6848
09/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;21454;-;558;-;-;-;-;-;-;-;-;211;267;9290;-;-;-;-;202;-;-;-;-;29;-;9;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32022
09/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";117;32;511;8617;-;631;-;-;-;-;-;-;30;-;-;2036;15318;-;-;-;-;-;105;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;28;-;21;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;27533
09/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;10768;-;1070;316;-;-;-;-;-;-;-;506;22;3930;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;16644
09/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;3815;-;282;121;-;-;-;-;-;392;-;-;150;8289;385;-;-;-;-;-;-;-;-;183;-;1;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;20;-;-;40;-;-;-;-;-;-;13706
09/2025;qtd_aprovada;"130400 SILVES";-;-;-;4994;-;438;-;-;-;-;-;-;159;-;-;250;9055;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;2071;-;-;-;-;-;-;17066
09/2025;qtd_aprovada;"130406 TABATINGA";504;356;453;23835;-;2701;51;-;-;-;-;-;164;-;-;400;14348;-;16;-;-;292;174;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43311
09/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"130420 TEFE";961;378;151;33028;-;7851;2428;23;-;-;49;-;705;-;56;1447;44249;2696;267;-;-;-;937;2545;-;-;761;-;6;26;-;-;-;-;-;-;-;-;150;8;173;-;-;-;-;-;-;-;-;60;-;-;3895;-;134;-;61;-;-;103045
09/2025;qtd_aprovada;"130423 TONANTINS";6757;-;-;851;-;81;158;-;-;-;-;-;89;-;122;1049;84310;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;541;-;-;-;-;-;-;94581
09/2025;qtd_aprovada;"130426 UARINI";-;24;-;9459;-;683;7;-;-;-;-;-;41;-;37;84;10525;-;52;-;-;1;-;-;-;-;49;-;-;-;-;1;2;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;21001
09/2025;qtd_aprovada;"130430 URUCARA";-;89;-;8852;-;739;296;-;-;-;-;-;30;-;-;93;7151;-;3;-;-;-;-;-;-;-;249;-;8;-;-;-;-;-;1;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;17659
09/2025;qtd_aprovada;"130440 URUCURITUBA";-;11;-;2964;-;-;51;-;-;-;-;-;-;-;-;37;1669;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4766
09/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;qtd_aprovada;"140002 AMAJARI";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
09/2025;qtd_aprovada;"140005 ALTO ALEGRE";540;19;-;3189;-;351;-;-;-;-;-;-;-;-;86;170;6210;203;-;-;-;-;55;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10876
09/2025;qtd_aprovada;"140010 BOA VISTA";45881;28;2371;233412;994;14830;2980;1136;1020;57;157;5;16314;16160;2601;4934;159036;3137;1574;430;3962;5069;999;5488;-;-;1664;-;25;917;-;5;33;2;-;-;-;-;149;-;13;37;-;-;-;-;-;-;96369;109;50;-;11523;-;-;-;7;-;-;633478
